osmid,highway,oneway,reversed,length,geometry,name,bridge,lanes,ref,maxspeed
24092870,unclassified,False,False,100.70800000000001,"LINESTRING (-88.90143 40.5674461, -88.901608 40.5674, -88.901705 40.567362, -88.901844 40.567292, -88.901919 40.5672429, -88.9020153 40.5671678, -88.902074 40.567105, -88.902138 40.567022, -88.902202 40.566908, -88.90223 40.566835)",,,,,
24104088,unclassified,False,False,163.774,"LINESTRING (-88.90143 40.5674461, -88.901352 40.567454, -88.901225 40.567466, -88.9011775 40.5674674, -88.901094 40.56747, -88.9007688 40.5674716, -88.9004247 40.5674735, -88.900331 40.567474, -88.899944 40.567471, -88.899493 40.567477)",Jackson Street,,,,
24104088,unclassified,False,True,71.55799999999999,"LINESTRING (-88.90143 40.5674461, -88.901503 40.567459, -88.901575 40.567469, -88.901787 40.567471, -88.901899 40.567465, -88.902013 40.567465, -88.90214 40.567473, -88.902272 40.567487)",Jackson Street,,,,
24092870,unclassified,False,True,100.708,"LINESTRING (-88.90223 40.566835, -88.902202 40.566908, -88.902138 40.567022, -88.902074 40.567105, -88.9020153 40.5671678, -88.901919 40.5672429, -88.901844 40.567292, -88.901705 40.567362, -88.901608 40.5674, -88.90143 40.5674461)",,,,,
"[24101594, 24101572]",residential,False,"[False, True]",333.53599999999994,"LINESTRING (-88.90223 40.566835, -88.902238 40.566808, -88.902254 40.56667, -88.902257 40.566343, -88.902257 40.566292, -88.902242 40.565368, -88.902253 40.565274, -88.902267 40.565223, -88.90231 40.565149, -88.902358 40.565106, -88.902495 40.564984, -88.903055 40.564513, -88.903109 40.564452, -88.903117 40.564421, -88.903106 40.564364, -88.903089 40.564332, -88.903066 40.564312, -88.9030331 40.5643046, -88.902828 40.564175)","['Quincy Street', 'North Quincy Street']",,,,
888458546,unclassified,False,False,73.179,"LINESTRING (-88.90223 40.566835, -88.902257 40.566872, -88.902273 40.566975, -88.902272 40.56713, -88.902276 40.567189, -88.902272 40.567487)",Quincy Street,,,,
299976255,residential,False,False,36.488,"LINESTRING (-88.901435 40.565112, -88.90102 40.565123, -88.9010033 40.5651233)",West Washington Street,,,,
"[710684801, 710684802, 24104061]",residential,False,False,84.762,"LINESTRING (-88.894757 40.563229, -88.894749 40.563355, -88.8947631 40.5638563, -88.8947649 40.5639175, -88.8947661 40.563991)",South Taylor Street,yes,,,
24104061,residential,False,True,129.34300000000002,"LINESTRING (-88.894757 40.563229, -88.89476 40.56313, -88.89475 40.562932, -88.8947465 40.5626571, -88.894739 40.562066)",South Taylor Street,,,,
24104949,residential,False,True,107.29500000000002,"LINESTRING (-88.894757 40.563229, -88.894998 40.563224, -88.895592 40.563224, -88.896027 40.563218)",East Adams Street,,,,
24095328,residential,False,False,169.24900000000002,"LINESTRING (-88.8994061 40.5631883, -88.8992569 40.5631905, -88.898597 40.5632, -88.8985223 40.5632017, -88.89789 40.563216, -88.897403 40.563219)",West Adams Street,,,,
24112318,primary,False,True,123.819,"LINESTRING (-88.8994061 40.5631883, -88.899393 40.562646, -88.899385 40.562479, -88.899379 40.562075)",South Jefferson Street,,2,CR 29,30 mph
163148259,primary,False,False,34.105999999999995,"LINESTRING (-88.8994061 40.5631883, -88.8994078 40.5632921, -88.8994111 40.563495)",South Jefferson Street,,2,CR 29,30 mph
24095328,residential,False,True,169.249,"LINESTRING (-88.897403 40.563219, -88.89789 40.563216, -88.8985223 40.5632017, -88.898597 40.5632, -88.8992569 40.5631905, -88.8994061 40.5631883)",West Adams Street,,,,
"[24110948, 710684805, 710684806, 24099087]",residential,False,"[False, True]",128.60700000000003,"LINESTRING (-88.897403 40.563219, -88.8974022 40.5626615, -88.897402 40.562562, -88.8974022 40.5622848, -88.8974017 40.5621933, -88.8974084 40.5620625)",South Madison Street,yes,,,
163148165,residential,False,False,79.07300000000001,"LINESTRING (-88.897403 40.563219, -88.897399 40.563359, -88.897412 40.56393)",South Madison Street,,,,
"[710684803, 710684804, 24104949]",residential,False,False,116.248,"LINESTRING (-88.897403 40.563219, -88.897226 40.563214, -88.8962283 40.5632185, -88.8961235 40.563218, -88.896027 40.563218)",East Adams Street,yes,,,
163148259,primary,False,False,11.02,"LINESTRING (-88.8994111 40.563495, -88.8994127 40.5635941)",South Jefferson Street,,2,CR 29,30 mph
"[24101899, 24095331]",residential,False,True,143.257,"LINESTRING (-88.8994111 40.563495, -88.899546 40.563436, -88.899597 40.563408, -88.899685 40.563337, -88.899762 40.563286, -88.899816 40.563258, -88.899933 40.563232, -88.900016 40.563221, -88.90033 40.563212, -88.900366 40.563212, -88.900991 40.56321)","['North Adams Street', 'West Adams Street']",,,,
163148259,primary,False,True,34.105999999999995,"LINESTRING (-88.8994111 40.563495, -88.8994078 40.5632921, -88.8994061 40.5631883)",South Jefferson Street,,2,CR 29,30 mph
"[24101569, 888458546]",unclassified,False,"[False, True]",161.644,"LINESTRING (-88.903438 40.5681915, -88.9032106 40.5681704, -88.9028003 40.568167, -88.9025545 40.568156, -88.9024351 40.5681339, -88.9023874 40.5681088, -88.9023644 40.5680918, -88.9023124 40.5680319, -88.9023024 40.5680079, -88.9022954 40.5679719, -88.9022874 40.5678323, -88.9022907 40.567678, -88.9022878 40.5675845, -88.902272 40.567487)","['Quincy Street', 'North Quincy Street']",,,,
24112318,primary,False,True,130.216,"LINESTRING (-88.899379 40.562075, -88.899364 40.560904)",South Jefferson Street,,2,CR 29,30 mph
"[24110000, 24111801]",residential,False,"[False, True]",258.08000000000004,"LINESTRING (-88.899379 40.562075, -88.899482 40.562072, -88.900683 40.562085, -88.900878 40.562073, -88.900924 40.56205, -88.900949 40.562017, -88.900965 40.56197, -88.9009588 40.5615629, -88.900949 40.560917)","['South West Street', 'West Fremont Street']",,,,
24112318,primary,False,False,123.819,"LINESTRING (-88.899379 40.562075, -88.899385 40.562479, -88.899393 40.562646, -88.8994061 40.5631883)",South Jefferson Street,,2,CR 29,30 mph
"[710684808, 894676038, 710684807]",residential,False,False,166.812,"LINESTRING (-88.899379 40.562075, -88.898787 40.562077, -88.898038 40.562088, -88.897858 40.562087, -88.8976391 40.562056, -88.8974084 40.5620625)",West Fremont Street,yes,,,
24099078,residential,False,False,131.0,"LINESTRING (-88.8974084 40.5620625, -88.8974015 40.5608844)",South Madison Street,,,,
24096892,residential,False,False,111.341,"LINESTRING (-88.8974084 40.5620625, -88.897329 40.562069, -88.896091 40.562053)",East Fremont Street,,,,
"[24110948, 710684805, 710684806, 24099087]",residential,False,"[False, True]",128.607,"LINESTRING (-88.8974084 40.5620625, -88.8974017 40.5621933, -88.8974022 40.5622848, -88.897402 40.562562, -88.8974022 40.5626615, -88.897403 40.563219)",South Madison Street,yes,,,
"[710684808, 894676038, 710684807]",residential,False,True,166.81199999999998,"LINESTRING (-88.8974084 40.5620625, -88.8976391 40.562056, -88.897858 40.562087, -88.898038 40.562088, -88.898787 40.562077, -88.899379 40.562075)",West Fremont Street,yes,,,
24106892,residential,False,True,131.117,"LINESTRING (-88.896091 40.562053, -88.896065 40.560874)",South East Street,,,,
24096892,residential,False,True,111.341,"LINESTRING (-88.896091 40.562053, -88.897329 40.562069, -88.8974084 40.5620625)",East Fremont Street,,,,
24106892,residential,False,False,130.478,"LINESTRING (-88.896091 40.562053, -88.8960334 40.5621634, -88.8960373 40.5626261, -88.896027 40.563218)",South East Street,,,,
24110002,residential,False,True,137.694,"LINESTRING (-88.9010033 40.5651233, -88.900996 40.563885)",South West Street,,,,
299976255,residential,False,True,36.488,"LINESTRING (-88.9010033 40.5651233, -88.90102 40.565123, -88.901435 40.565112)",West Washington Street,,,,
365991735,residential,False,True,132.261,"LINESTRING (-88.9010033 40.5651233, -88.900554 40.565119, -88.9000653 40.5651215, -88.899964 40.565122, -88.899651 40.565128, -88.8994377 40.565128)",West Washington Street,,,,
24099078,residential,False,True,131.0,"LINESTRING (-88.8974015 40.5608844, -88.8974084 40.5620625)",South Madison Street,,,,
24100179,tertiary,False,True,112.909,"LINESTRING (-88.8974015 40.5608844, -88.896065 40.560874)",East Hely Street,,2,CR 14,
"[894676040, 710684809, 710684810]",tertiary,False,False,165.801,"LINESTRING (-88.8974015 40.5608844, -88.8987654 40.5608956, -88.8989069 40.5608971, -88.899364 40.560904)",West Hely Street,yes,2,CR 14,
24101040,residential,False,False,112.89399999999999,"LINESTRING (-88.897412 40.56393, -88.897319 40.563903, -88.8972858 40.5639032, -88.896461 40.563907, -88.896308 40.563916, -88.896205 40.563929, -88.896084 40.56393)",East Monroe Street,,,,
163148165,residential,False,True,79.07300000000001,"LINESTRING (-88.897412 40.56393, -88.897399 40.563359, -88.897403 40.563219)",South Madison Street,,,,
894676037,residential,False,False,96.693,"LINESTRING (-88.897412 40.56393, -88.897405 40.56409, -88.897407 40.564327, -88.8974295 40.5645767, -88.8974543 40.5647981)",South Madison Street,,2,,
894676037,residential,False,False,39.178,"LINESTRING (-88.8974543 40.5647981, -88.897461 40.5651504)",South Madison Street,,2,,
24102194,residential,False,True,183.359,"LINESTRING (-88.8974543 40.5647981, -88.897557 40.564787, -88.897709 40.5647, -88.897909 40.564559, -88.8981 40.564417, -88.898355 40.564243, -88.898858 40.56392, -88.8991262 40.5637674)",Main Street,,,,
894676037,residential,False,True,96.693,"LINESTRING (-88.8974543 40.5647981, -88.8974295 40.5645767, -88.897407 40.564327, -88.897405 40.56409, -88.897412 40.56393)",South Madison Street,,2,,
894676037,residential,False,True,39.178,"LINESTRING (-88.897461 40.5651504, -88.8974543 40.5647981)",South Madison Street,,2,,
163148164,residential,False,False,129.179,"LINESTRING (-88.897461 40.5651504, -88.897439 40.565285, -88.897433 40.565527, -88.8974317 40.5657253, -88.89743 40.566005, -88.897437 40.566311)",North Madison Street,,,,
365991735,residential,False,False,167.017,"LINESTRING (-88.897461 40.5651504, -88.897614 40.565145, -88.8979 40.565143, -88.8982486 40.5651361, -88.898661 40.565128, -88.899307 40.565125, -88.8994377 40.565128)",West Washington Street,,,,
894676036,residential,False,True,55.43,"LINESTRING (-88.897461 40.5651504, -88.8973778 40.5651543, -88.897319 40.565157, -88.897238 40.565157, -88.897053 40.565155, -88.896943 40.565151, -88.8968052 40.5651506)",East Washington Street,,,,
24105553,residential,False,False,113.035,"LINESTRING (-88.897437 40.566311, -88.896099 40.566327)",East North Street,,,,
163148164,residential,False,False,118.982,"LINESTRING (-88.897437 40.566311, -88.897448 40.567381)",North Madison Street,,,,
163148164,residential,False,True,129.179,"LINESTRING (-88.897437 40.566311, -88.89743 40.566005, -88.8974317 40.5657253, -88.897433 40.565527, -88.897439 40.565285, -88.897461 40.5651504)",North Madison Street,,,,
894676034,residential,False,True,170.623,"LINESTRING (-88.897437 40.566311, -88.89839 40.566306, -88.8994569 40.566308)",West North Street,,,,
163148164,residential,False,True,118.982,"LINESTRING (-88.897448 40.567381, -88.897437 40.566311)",North Madison Street,,,,
24104083,residential,False,False,115.828,"LINESTRING (-88.897448 40.567381, -88.897254 40.567449, -88.897131 40.567476, -88.897014 40.56749, -88.89673 40.567496, -88.896103 40.567492)",East Jackson Street,,,,
"[894676033, 24100036]",residential,False,"[False, True]",201.471,"LINESTRING (-88.897448 40.567381, -88.897799 40.567233, -88.898048 40.567121, -88.898665 40.566823, -88.899016 40.566647, -88.899386 40.566453, -88.899415 40.566438, -88.8994586 40.566409)",West Jackson Street,,,,
24099936,residential,False,False,59.55800000000001,"LINESTRING (-88.902828 40.564175, -88.902676 40.564091, -88.9025822 40.5640481, -88.9022814 40.5639106, -88.902226 40.563902)",West Monroe Street,,,,
"[24101594, 24101572]",residential,False,"[False, True]",333.536,"LINESTRING (-88.902828 40.564175, -88.9030331 40.5643046, -88.903066 40.564312, -88.903089 40.564332, -88.903106 40.564364, -88.903117 40.564421, -88.903109 40.564452, -88.903055 40.564513, -88.902495 40.564984, -88.902358 40.565106, -88.90231 40.565149, -88.902267 40.565223, -88.902253 40.565274, -88.902242 40.565368, -88.902257 40.566292, -88.902257 40.566343, -88.902254 40.56667, -88.902238 40.566808, -88.90223 40.566835)","['Quincy Street', 'North Quincy Street']",,,,
24112402,primary,False,False,394.81699999999995,"LINESTRING (-88.902828 40.564175, -88.902685 40.564314, -88.902572 40.564422, -88.902237 40.564713, -88.901942 40.564969, -88.901768 40.565109, -88.90165 40.565204, -88.901227 40.565518, -88.901003 40.565672, -88.900754 40.565844, -88.900422 40.566063, -88.900099 40.56626, -88.900009 40.566312, -88.899703 40.566489, -88.899462 40.56662)",Old Route 66,,2,,
