osmid,oneway,lanes,highway,reversed,length,geometry,name,maxspeed,ref
"[85585657, 290775657]",True,"['1', '2']",trunk_link,False,280.529,"LINESTRING (-122.6742483 47.658099, -122.6735864 47.6576322, -122.6729128 47.6571722, -122.67257 47.656903, -122.6723667 47.656672, -122.6722037 47.6564671, -122.6720881 47.6563745, -122.6720398 47.6563428, -122.6718108 47.6562015)",,,
290775659,False,3,secondary,False,34.845,"LINESTRING (-122.6713847 47.6559764, -122.6717157 47.6557562)",Ridgetop Boulevard Northwest,30 mph,
"[290775667, 290538972]",False,3,secondary,True,109.995,"LINESTRING (-122.6713847 47.6559764, -122.6710493 47.6562641, -122.6708526 47.6564568, -122.6706624 47.6566556, -122.6705629 47.6567932)",Ridgetop Boulevard Northwest,30 mph,
700014833,True,1,trunk_link,False,40.559,"LINESTRING (-122.6718108 47.6562015, -122.6713847 47.6559764)",,,
290775654,True,1,trunk_link,False,54.879999999999995,"LINESTRING (-122.6718108 47.6562015, -122.6716822 47.6560928, -122.6716517 47.6560455, -122.6716361 47.6560189, -122.6716247 47.6559951, -122.6716195 47.6559678, -122.6716236 47.6559454, -122.671633 47.6559209, -122.6716402 47.6559006, -122.6716518 47.6558769, -122.6717157 47.6557562)",,,
84783544,True,2,trunk,False,701.2150000000001,"LINESTRING (-122.6739023 47.6581932, -122.6753099 47.6589712, -122.6756516 47.6591994, -122.6760282 47.6595133, -122.676238 47.6597553, -122.6765276 47.6601989, -122.6773807 47.6614574, -122.6776158 47.661761, -122.6778615 47.6620146, -122.6783488 47.6623645, -122.6786977 47.6625484, -122.6791624 47.6627381, -122.6797159 47.6629192)",Northwest Waaga Way,55 mph,WA 303
290538992,False,,residential,False,128.216,"LINESTRING (-122.6703455 47.6589067, -122.6714042 47.6589522, -122.6720482 47.6590168)",,,
"[351276050, 290538974]",True,2,secondary,False,238.535,"LINESTRING (-122.6703455 47.6589067, -122.6703107 47.6587535, -122.6702161 47.6582091, -122.6702239 47.6579242, -122.6703588 47.6573777, -122.6705488 47.6569403, -122.6705629 47.6567932)",Ridgetop Boulevard Northwest,"['35 mph', '30 mph']",
5914831,False,,residential,False,14.872,"LINESTRING (-122.6704053 47.6593229, -122.67021 47.6593471)",Hillsboro Drive Northwest,,
351276050,True,2,secondary,False,46.541,"LINESTRING (-122.6704053 47.6593229, -122.6703971 47.6592047, -122.6703795 47.6590564, -122.6703455 47.6589067)",Ridgetop Boulevard Northwest,35 mph,
290775655,True,2,trunk,False,711.356,"LINESTRING (-122.6801116 47.6629023, -122.6793056 47.6626381, -122.67885 47.6624533, -122.6784626 47.6622378, -122.6781537 47.6620119, -122.6778836 47.6617421, -122.6767552 47.660117, -122.676422 47.6596439, -122.6761941 47.6593493, -122.6759232 47.6591419, -122.6757067 47.6589681, -122.6742483 47.658099)",Northwest Waaga Way,55 mph,WA 303
"[290538977, 557624741, 289927201]",True,2,trunk,False,279.051,"LINESTRING (-122.6797159 47.6629192, -122.6811727 47.6633297, -122.6818045 47.6635217, -122.6825951 47.6637581, -122.6831532 47.6638847)",,"['55 mph', '35 mph']",WA 303
5914831,False,,residential,True,14.872,"LINESTRING (-122.67021 47.6593471, -122.6704053 47.6593229)",Hillsboro Drive Northwest,,
"[290775667, 290538972]",False,3,secondary,False,109.99499999999999,"LINESTRING (-122.6705629 47.6567932, -122.6706624 47.6566556, -122.6708526 47.6564568, -122.6710493 47.6562641, -122.6713847 47.6559764)",Ridgetop Boulevard Northwest,30 mph,
"[290538976, 351276025, 351276013, 290538973]",True,"['3', '2']",secondary,False,294.286,"LINESTRING (-122.6705629 47.6567932, -122.6703643 47.6569451, -122.6702791 47.6571025, -122.6701924 47.657271, -122.6700536 47.6576451, -122.6700228 47.6578464, -122.6700029 47.6580398, -122.6700074 47.6583135, -122.6700579 47.6586386, -122.6700926 47.6588027, -122.6701162 47.6589157, -122.67021 47.6593471)",Ridgetop Boulevard Northwest,"['35 mph', '30 mph']",
314738656,True,1,trunk_link,False,295.20799999999997,"LINESTRING (-122.6705629 47.6567932, -122.6712369 47.6571004, -122.6713453 47.6571412, -122.6714614 47.6571838, -122.672196 47.6574202, -122.672377 47.6574877, -122.6725533 47.6575668, -122.6739023 47.6581932)",,,
290775659,False,3,secondary,True,34.845,"LINESTRING (-122.6717157 47.6557562, -122.6713847 47.6559764)",Ridgetop Boulevard Northwest,30 mph,
290538992,False,,residential,True,128.216,"LINESTRING (-122.6720482 47.6590168, -122.6714042 47.6589522, -122.6703455 47.6589067)",,,
"[557624744, 289927195, 84783639]",True,2,trunk,False,252.76999999999998,"LINESTRING (-122.6831532 47.6638847, -122.682655 47.6636926, -122.6819947 47.6634944, -122.681369 47.6633045, -122.6801116 47.6629023)",,"['35 mph', '55 mph']",WA 303
