osmid,oneway,lanes,highway,junction,reversed,length,geometry,ref,name,maxspeed
62102931,True,3,trunk,,False,120.13199999999999,"LINESTRING (-74.9550181 40.0155807, -74.9552156 40.0154644, -74.9553522 40.0154002, -74.9555697 40.0152544, -74.9557236 40.0151776, -74.955927 40.015076, -74.9559511 40.0150637, -74.95612 40.014977, -74.956165 40.014955)",US 130,Burlington Pike,50 mph
"[700804330, 11594076]",False,,tertiary,,True,462.401,"LINESTRING (-74.9550181 40.0155807, -74.9553355 40.0159724, -74.9553923 40.0160447, -74.9554561 40.0161248, -74.9556911 40.0164196, -74.9558559 40.0166265, -74.9560814 40.0169181, -74.9564186 40.0173686, -74.9565931 40.0175945, -74.9569707 40.0180835, -74.9572998 40.0185096, -74.957795 40.019154)",CR 604,Chester Avenue,
62102936,False,,tertiary,,True,63.071,"LINESTRING (-74.9555166 40.0121856, -74.9557885 40.0127132)",,Haines Mill Road,
11595360,False,,residential,,False,100.299,"LINESTRING (-74.9555166 40.0121856, -74.955985 40.012049, -74.956128 40.011986, -74.956194 40.011941, -74.956297 40.011833, -74.956334 40.011774, -74.956369 40.011652)",,Princeton Drive,
11595360,False,,residential,,True,100.299,"LINESTRING (-74.956369 40.011652, -74.956334 40.011774, -74.956297 40.011833, -74.956194 40.011941, -74.956128 40.011986, -74.955985 40.012049, -74.9555166 40.0121856)",,Princeton Drive,
62102936,False,,tertiary,,False,63.071,"LINESTRING (-74.9557885 40.0127132, -74.9555166 40.0121856)",,Haines Mill Road,
62102936,False,,tertiary,,True,222.76500000000001,"LINESTRING (-74.9557885 40.0127132, -74.9560105 40.0131464, -74.956203 40.013522, -74.9562659 40.0136591, -74.9563522 40.0138475, -74.9564246 40.0140054, -74.9565427 40.0141657, -74.9569155 40.014498)",,Haines Mill Road,
11621281,False,,tertiary,,True,9.505,"LINESTRING (-74.9569155 40.014498, -74.956995 40.014558)",,Haines Mill Road,
62102900,True,3,trunk,,False,104.464,"LINESTRING (-74.9569155 40.014498, -74.956794 40.014558, -74.956213 40.014842, -74.956027 40.014932, -74.955882 40.015004)",US 130,Burlington Pike,50 mph
62102936,False,,tertiary,,False,222.765,"LINESTRING (-74.9569155 40.014498, -74.9565427 40.0141657, -74.9564246 40.0140054, -74.9563522 40.0138475, -74.9562659 40.0136591, -74.956203 40.013522, -74.9560105 40.0131464, -74.9557885 40.0127132)",,Haines Mill Road,
779828072,True,,tertiary,jughandle,False,22.953,"LINESTRING (-74.9495949 40.0179271, -74.9496356 40.0180376, -74.9496344 40.0181292)",CR 686,Hartford Road,
