osmid,oneway,lanes,highway,junction,reversed,length,geometry,ref,name,maxspeed
"[11580821, 982787550]",True,"['1', '2']",trunk_link,jughandle,False,130.31099999999998,"LINESTRING (-74.955882 40.015004, -74.9555519 40.0150634, -74.9554341 40.0150821, -74.9552848 40.015089, -74.955091 40.015098, -74.954992 40.015112, -74.954911 40.015134, -74.954853 40.015161, -74.9548332 40.0151822, -74.9548146 40.0152109, -74.9548031 40.0152527, -74.9548002 40.0152912, -74.9548059 40.015332, -74.9548277 40.0153733, -74.9548525 40.015405, -74.9549322 40.0154842)",,,
62102900,True,3,trunk,,False,96.97999999999999,"LINESTRING (-74.955882 40.015004, -74.955704 40.015089, -74.95554 40.015171, -74.955373 40.015252, -74.955031 40.015423, -74.9549322 40.0154842)",US 130,Burlington Pike,50 mph
62102920,False,,tertiary,,True,12.987,"LINESTRING (-74.9549322 40.0154842, -74.9550181 40.0155807)",CR 604,South Chester Avenue,
62102910,True,3,trunk,,False,510.139,"LINESTRING (-74.9549322 40.0154842, -74.954856 40.015513, -74.9547459 40.0155674, -74.954293 40.0157911, -74.9536083 40.0161293, -74.9528956 40.0164813, -74.9523107 40.0167778, -74.9512034 40.017342, -74.9510874 40.0174011, -74.9509083 40.0174908, -74.9504341 40.0177284, -74.9499142 40.0179889)",US 130,Burlington Pike,50 mph
62102931,True,3,trunk,,False,83.33999999999999,"LINESTRING (-74.956165 40.014955, -74.956256 40.014911, -74.956514 40.014788, -74.956716 40.014689, -74.956921 40.014594, -74.956995 40.014558)",US 130,Burlington Pike,50 mph
"[1007285136, 11580829]",True,"['1', '2']",trunk_link,jughandle,False,112.93,"LINESTRING (-74.956165 40.014955, -74.956275 40.014942, -74.956509 40.014914, -74.956618 40.01491, -74.956703 40.014923, -74.956768 40.014932, -74.956819 40.014937, -74.956885 40.014932, -74.956925 40.014923, -74.956975 40.014905, -74.957024 40.014869, -74.957062 40.01482, -74.957081 40.014761, -74.957066 40.014703, -74.957043 40.014644, -74.956995 40.014558)",,,
11621281,False,,tertiary,,False,9.505,"LINESTRING (-74.956995 40.014558, -74.9569155 40.014498)",,Haines Mill Road,
11588445,True,,tertiary,jughandle,False,28.068,"LINESTRING (-74.9499142 40.0179889, -74.9497848 40.0179689, -74.9495949 40.0179271)",CR 686,Hartford Road,
62102910,True,3,trunk,,False,28.48,"LINESTRING (-74.9499142 40.0179889, -74.949852 40.01802, -74.9496344 40.0181292)",US 130,Burlington Pike,50 mph
11590215,False,,residential,,False,22.463,"LINESTRING (-74.960222 40.017902, -74.960037 40.018046)",,Underwood Boulevard,
11590215,False,,residential,,True,22.463,"LINESTRING (-74.960037 40.018046, -74.960222 40.017902)",,Underwood Boulevard,
11590217,True,,residential,,False,228.84199999999998,"LINESTRING (-74.960037 40.018046, -74.959855 40.018091, -74.959381 40.01842, -74.959141 40.018564, -74.9589894 40.018633, -74.9585213 40.018846, -74.9584658 40.0188713, -74.958161 40.01901, -74.957795 40.019154)",,Underwood Boulevard,
11594076,False,,tertiary,,False,15.203000000000001,"LINESTRING (-74.9578895 40.01927, -74.9578468 40.0192176, -74.957795 40.019154)",CR 604,Chester Avenue,
626364688,True,,residential,,False,230.35799999999998,"LINESTRING (-74.9578895 40.01927, -74.9585437 40.0189668, -74.9587628 40.01888, -74.9590614 40.0187414, -74.9592127 40.0186681, -74.9592394 40.0186516, -74.9592992 40.0186147, -74.9595208 40.0184781, -74.9599044 40.0181835, -74.9599458 40.0181499, -74.9600099 40.018098, -74.960037 40.018046)",,Underwood Boulevard,
"[700804330, 11594076]",False,,tertiary,,False,462.40100000000007,"LINESTRING (-74.957795 40.019154, -74.9572998 40.0185096, -74.9569707 40.0180835, -74.9565931 40.0175945, -74.9564186 40.0173686, -74.9560814 40.0169181, -74.9558559 40.0166265, -74.9556911 40.0164196, -74.9554561 40.0161248, -74.9553923 40.0160447, -74.9553355 40.0159724, -74.9550181 40.0155807)",CR 604,Chester Avenue,
11594076,False,,tertiary,,True,15.203000000000001,"LINESTRING (-74.957795 40.019154, -74.9578468 40.0192176, -74.9578895 40.01927)",CR 604,Chester Avenue,
62102920,False,,tertiary,,False,12.987,"LINESTRING (-74.9550181 40.0155807, -74.9549322 40.0154842)",CR 604,South Chester Avenue,
