osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed
15876057,Summer Street,residential,False,True,110.021,"LINESTRING (-91.1603902 40.8230813, -91.1603787 40.8240707)",,
"[15876057, 15880402]","['West Pennington Street', 'Summer Street']",residential,False,"[False, True]",217.44,"LINESTRING (-91.1603902 40.8230813, -91.1604023 40.8220969, -91.1597638 40.8220914, -91.1591192 40.8220858)",,
15881431,West Huston Street,tertiary,False,False,108.91900000000001,"LINESTRING (-91.1603902 40.8230813, -91.1610255 40.8230879, -91.1616845 40.8230947)",2,
15881431,West Huston Street,tertiary,False,True,108.291,"LINESTRING (-91.1603902 40.8230813, -91.1597358 40.8230765, -91.1591033 40.823072)",2,
15876057,Summer Street,residential,False,False,110.021,"LINESTRING (-91.1603787 40.8240707, -91.1603902 40.8230813)",,
15876057,Summer Street,residential,False,True,110.209,"LINESTRING (-91.1603787 40.8240707, -91.1603681 40.8250618)",,
702323716,West Glasgow Street,residential,False,False,108.896,"LINESTRING (-91.1603787 40.8240707, -91.1610212 40.8240733, -91.1616728 40.8240797)",,
702323716,West Glasgow Street,residential,False,True,108.035,"LINESTRING (-91.1603787 40.8240707, -91.1597273 40.824067, -91.1590948 40.8240635)",,
15876057,Summer Street,residential,False,False,110.209,"LINESTRING (-91.1603681 40.8250618, -91.1603787 40.8240707)",,
15876057,Summer Street,residential,False,True,110.08,"LINESTRING (-91.1603681 40.8250618, -91.1603522 40.8260517)",,
702323715,West Wheeler Street,residential,False,False,109.111,"LINESTRING (-91.1603681 40.8250618, -91.1609997 40.8250652, -91.1616648 40.8250691)",,
702323715,West Wheeler Street,residential,False,True,108.436,"LINESTRING (-91.1603681 40.8250618, -91.1597123 40.8250547, -91.1590795 40.8250481)",,
15876057,Summer Street,residential,False,False,110.08,"LINESTRING (-91.1603522 40.8260517, -91.1603681 40.8250618)",,
15881826,West Mount Pleasant Street,secondary,False,False,108.977,"LINESTRING (-91.1603522 40.8260517, -91.1609926 40.8260566, -91.1616473 40.8260614)",4,30 mph
15881826,West Mount Pleasant Street,secondary,False,True,108.405,"LINESTRING (-91.1603522 40.8260517, -91.1597101 40.8260465, -91.1590639 40.8260412)",4,30 mph
15880686,East Huston Street,tertiary,False,False,69.493,"LINESTRING (-91.1528905 40.8230286, -91.1520647 40.8230201)",2,25 mph
15880686,East Huston Street,tertiary,False,True,22.627,"LINESTRING (-91.1528905 40.8230286, -91.1531594 40.8230299)",2,25 mph
15879424,Winter Street,residential,False,True,109.36699999999999,"LINESTRING (-91.1528905 40.8230286, -91.1528842 40.8235132, -91.1528765 40.8240121)",,
15881610,East Glasgow Street,residential,False,False,155.707,"LINESTRING (-91.1528765 40.8240121, -91.1510261 40.8239979)",,
15879424,Winter Street,residential,False,False,109.36699999999999,"LINESTRING (-91.1528765 40.8240121, -91.1528842 40.8235132, -91.1528905 40.8230286)",,
15879424,Winter Street,residential,False,True,110.46000000000001,"LINESTRING (-91.1528765 40.8240121, -91.152868 40.82451, -91.1528596 40.8250054)",,
