osmid,highway,oneway,reversed,length,name,tunnel,geometry,lanes,ref,maxspeed
13145778,residential,False,False,108.463,,,"LINESTRING (-96.1839569 38.402078, -96.1827123 38.4020659)",,,
81799965,residential,False,False,59.057,Congress Street,,"LINESTRING (-96.1839569 38.402078, -96.1839533 38.4026091)",,,
"[13158666, 13158668, 81799965]",residential,False,True,217.63600000000002,Congress Street,yes,"LINESTRING (-96.1839569 38.402078, -96.1839576 38.401983, -96.183958 38.40192, -96.1839584 38.4018611, -96.1839609 38.4014933, -96.1839679 38.4010392, -96.1839749 38.4001208)",,,
13145778,residential,False,True,108.463,,,"LINESTRING (-96.1827123 38.4020659, -96.1839569 38.402078)",,,
13155420,residential,False,False,59.746,Constitution Street,,"LINESTRING (-96.1827123 38.4020659, -96.1827086 38.4026032)",,,
13155420,residential,False,True,216.81099999999998,Constitution Street,,"LINESTRING (-96.1827123 38.4020659, -96.1827173 38.4013271, -96.1827176 38.4012892, -96.1827179 38.4012448, -96.1827184 38.4011711, -96.1827208 38.4008163, -96.1827256 38.4001161)",,,
13150302,residential,False,False,110.264,,,"LINESTRING (-96.1788447 38.4056067, -96.1775793 38.4056014)",,,
13160634,tertiary,False,True,68.164,Mechanic Street,,"LINESTRING (-96.1788447 38.4056067, -96.178849 38.4049937)",,,
13160634,tertiary,False,False,65.88399999999999,Mechanic Street,,"LINESTRING (-96.1788447 38.4056067, -96.1788446 38.4056245, -96.1788427 38.4059085, -96.1788418 38.406039, -96.1788407 38.4061992)",,,
13150302,residential,False,True,110.264,,,"LINESTRING (-96.1775793 38.4056014, -96.1788447 38.4056067)",,,
13159056,residential,False,False,65.884,Market Street,,"LINESTRING (-96.1775793 38.4056014, -96.1775752 38.4061939)",,,
13159056,residential,False,True,67.685,Market Street,,"LINESTRING (-96.1775793 38.4056014, -96.1775835 38.4049927)",,,
13155261,residential,False,True,80.551,Neosho Street,,"LINESTRING (-96.1865697 38.4008551, -96.1865742 38.4001307)",,,
13155261,residential,False,False,80.551,Neosho Street,,"LINESTRING (-96.1865742 38.4001307, -96.1865697 38.4008551)",,,
13160196,residential,False,True,114.481,West 2nd Avenue,,"LINESTRING (-96.1865742 38.4001307, -96.1859307 38.4001282, -96.1852605 38.4001257)",,,
13155274,residential,False,False,132.124,Neosho Street,,"LINESTRING (-96.1865703 38.4026206, -96.1865622 38.4038088)",,,
13158689,tertiary,False,True,112.22200000000001,West 4th Avenue,,"LINESTRING (-96.1865703 38.4026206, -96.1859569 38.4026232, -96.1852825 38.4026178)",,,
13155274,residential,False,False,133.38,Neosho Street,,"LINESTRING (-96.1865622 38.4038088, -96.186554 38.4050083)",,,
13155274,residential,False,True,132.124,Neosho Street,,"LINESTRING (-96.1865622 38.4038088, -96.1865703 38.4026206)",,,
13156044,residential,False,True,112.21799999999999,West 5th Avenue,,"LINESTRING (-96.1865622 38.4038088, -96.1864869 38.4038085, -96.1859504 38.4038062, -96.1852744 38.4038034)",,,
13155274,residential,False,True,133.38,Neosho Street,,"LINESTRING (-96.186554 38.4050083, -96.1865622 38.4038088)",,,
13155274,residential,False,False,136.027,Neosho Street,,"LINESTRING (-96.186554 38.4050083, -96.1865527 38.4051985, -96.186552 38.4052931, -96.1865456 38.4062316)",,,
13160448,primary,False,True,112.22,West 6th Avenue,,"LINESTRING (-96.186554 38.4050083, -96.1859439 38.4050056, -96.1852662 38.4049995)",4,US 50,30 mph
13155274,residential,False,False,132.079,Neosho Street,,"LINESTRING (-96.1865456 38.4062316, -96.1865375 38.4074194)",,,
13155274,residential,False,True,136.02700000000002,Neosho Street,,"LINESTRING (-96.1865456 38.4062316, -96.186552 38.4052931, -96.1865527 38.4051985, -96.186554 38.4050083)",,,
315789491,residential,False,True,112.214,West 7th Avenue,,"LINESTRING (-96.1865456 38.4062316, -96.1859363 38.406229, -96.1852578 38.4062262)",,,
13155274,residential,False,True,132.079,Neosho Street,,"LINESTRING (-96.1865375 38.4074194, -96.1865456 38.4062316)",,,
13156494,residential,False,True,112.223,West 8th Avenue,,"LINESTRING (-96.1865375 38.4074194, -96.1859201 38.4074096, -96.1852497 38.4074068)",,,
13155420,residential,False,False,216.81100000000004,Constitution Street,,"LINESTRING (-96.1827256 38.4001161, -96.1827208 38.4008163, -96.1827184 38.4011711, -96.1827179 38.4012448, -96.1827176 38.4012892, -96.1827173 38.4013271, -96.1827123 38.4020659)",,,
13160196,residential,False,False,108.869,West 2nd Avenue,,"LINESTRING (-96.1827256 38.4001161, -96.183338 38.4001184, -96.1833582 38.4001185, -96.1839749 38.4001208)",,,
13160196,residential,False,True,109.314,West 2nd Avenue,,"LINESTRING (-96.1827256 38.4001161, -96.1820697 38.4001136, -96.1814712 38.4001113)",,,
13155420,residential,False,True,59.746,Constitution Street,,"LINESTRING (-96.1827086 38.4026032, -96.1827123 38.4020659)",,,
13155420,residential,False,False,132.257,Constitution Street,,"LINESTRING (-96.1827086 38.4026032, -96.1827079 38.402708, -96.1827005 38.4037926)",,,
13158689,tertiary,False,False,108.465,West 4th Avenue,,"LINESTRING (-96.1827086 38.4026032, -96.1833417 38.4026062, -96.1839533 38.4026091)",,,
