osmid,oneway,highway,reversed,length,geometry,lanes,name,ref,maxspeed,bridge,access
294108956,True,motorway_link,False,58.062,"LINESTRING (-74.4136325 40.8630039, -74.4135594 40.8630128, -74.4134477 40.8630175, -74.4131871 40.8630035, -74.4129451 40.8629847)",,,,,,
1074466406,True,secondary,False,40.370999999999995,"LINESTRING (-74.4136325 40.8630039, -74.4136835 40.862919, -74.4137009 40.8628809, -74.4137114 40.862858, -74.4137611 40.8626562)",2,Smith Road,,,,
"[55875430, 1164990715, 1164990716, 1164990717, 1164990718]",False,primary,False,362.1120000000001,"LINESTRING (-74.4136325 40.8630039, -74.4136282 40.8634214, -74.4136193 40.8639785, -74.4136011 40.8653417, -74.4135973 40.8657432, -74.413597 40.865969, -74.4136011 40.8662603)",4,Smith Road,,,,
11278647,True,motorway_link,False,547.4000000000001,"LINESTRING (-74.4200457 40.8635309, -74.4199219 40.8634167, -74.4198319 40.8633401, -74.4197367 40.8632692, -74.4196227 40.8631918, -74.4195076 40.8631224, -74.4193893 40.8630614, -74.4192641 40.863009, -74.4191383 40.8629685, -74.4189945 40.8629324, -74.4188378 40.862908, -74.418676 40.8628937, -74.4185175 40.8628888, -74.4183732 40.8628951, -74.4182196 40.8629124, -74.4180847 40.8629359, -74.4179393 40.8629748, -74.4178089 40.8630178, -74.4176908 40.8630641, -74.4175768 40.8631217, -74.417461 40.8631937, -74.4173569 40.8632693, -74.417267 40.8633546, -74.417191 40.8634375, -74.4171198 40.8635348, -74.4170568 40.8636403, -74.4170059 40.8637429, -74.4169649 40.8638468, -74.4169358 40.8639486, -74.4167854 40.8647016, -74.4166841 40.8657415)",,,,,,
179550554,True,motorway_link,False,713.2970000000001,"LINESTRING (-74.4168165 40.8639219, -74.4165327 40.8646916, -74.4164774 40.8648349, -74.41642 40.864965, -74.4163606 40.8650754, -74.4163 40.8651721, -74.4162335 40.8652618, -74.4161478 40.8653554, -74.4160554 40.8654411, -74.4159745 40.8655068, -74.4158833 40.8655682, -74.4157815 40.8656226, -74.4156737 40.865666, -74.4155472 40.8656981, -74.4154166 40.8657189, -74.4152675 40.8657285, -74.4151112 40.8657295, -74.4149601 40.8657201, -74.4148079 40.8657032, -74.4146582 40.8656752, -74.4145002 40.8656339, -74.4143707 40.8655906, -74.4142588 40.86554, -74.4141576 40.8654766, -74.414068 40.8654082, -74.4139847 40.8653231, -74.4139205 40.8652401, -74.4138751 40.8651454, -74.4138413 40.8650511, -74.4138255 40.8649482, -74.4138243 40.8648489, -74.4138388 40.8647566, -74.4138753 40.8646533, -74.4139258 40.8645608, -74.4139834 40.8644852, -74.4140631 40.8644021, -74.4141538 40.8643295, -74.4142614 40.8642644, -74.4143814 40.8642097, -74.4145025 40.8641711, -74.4146359 40.8641424, -74.4147703 40.864128, -74.4149118 40.8641264, -74.4150518 40.8641332, -74.4152161 40.864144, -74.416598 40.8642506)",,,,,,
960003754,True,motorway,False,203.471,"LINESTRING (-74.4168165 40.8639219, -74.4166535 40.8647073, -74.4166449 40.8649539, -74.4166841 40.8657415)",3,Middlesex Freeway,I 287,55 mph,,
"[954567137, 11278556]",True,motorway_link,False,144.905,"LINESTRING (-74.4139087 40.8657469, -74.4143856 40.8659471, -74.4145435 40.8660134, -74.4146479 40.8660604, -74.4147962 40.8661325, -74.4149065 40.866229, -74.4149969 40.866359, -74.415044 40.8664885, -74.4150677 40.8666073)","['1', '2']",,,,,
179550522,True,motorway_link,False,205.45200000000003,"LINESTRING (-74.4139087 40.8657469, -74.4140924 40.8658166, -74.4142524 40.8658726, -74.4144165 40.8659168, -74.4145632 40.8659506, -74.4147104 40.8659781, -74.4154676 40.8661049, -74.4156182 40.8661394, -74.4157586 40.8661801, -74.4159186 40.8662387, -74.4160539 40.8662995, -74.4161884 40.8663702)",,,,,,
954567136,True,motorway_link,False,31.157,"LINESTRING (-74.4150677 40.8666073, -74.4151171 40.866885)",1,,,,,
11278562,True,motorway_link,False,55.964,"LINESTRING (-74.4150677 40.8666073, -74.4150006 40.8667227, -74.4149591 40.8667653, -74.4149235 40.8667967, -74.4148731 40.8668281, -74.4148317 40.8668505, -74.4145994 40.8669353)",,,,,,
"[11279216, 1002520865]",True,motorway_link,False,199.23600000000002,"LINESTRING (-74.4164319 40.8629644, -74.4160308 40.8630979, -74.4156809 40.8631854, -74.4154985 40.863217, -74.4152658 40.8632264, -74.4151044 40.863224, -74.4149059 40.8632076, -74.414698 40.8631747, -74.4145429 40.8631466, -74.414463 40.8631254, -74.4143567 40.8630973, -74.4141582 40.863041)",3,,,,,
"[32538730, 11278405]",True,motorway_link,False,372.96900000000005,"LINESTRING (-74.4107447 40.8635146, -74.4110216 40.8636117, -74.411379 40.8637246, -74.4116808 40.8638614, -74.4120083 40.8640492, -74.412161 40.8641859, -74.4122975 40.8643421, -74.4127926 40.8649308, -74.4128875 40.865045, -74.4129925 40.8651564, -74.4130898 40.8652506, -74.4131865 40.8653324, -74.4132834 40.8654082, -74.4134008 40.8654864, -74.4135254 40.8655623, -74.4136496 40.8656296, -74.413774 40.865689, -74.4139087 40.8657469)",2,,,,yes,
