osmid,ref,name,highway,oneway,reversed,length,maxspeed,geometry,lanes
436647063,CR R22,6th Street,tertiary,False,True,12.988,,"LINESTRING (-93.8856145 41.6150247, -93.8856138 41.6149079)",
15871214,,8th Street,residential,False,True,98.907,25 mph,"LINESTRING (-93.888842 41.608071, -93.888842 41.608096, -93.8888457 41.6081494, -93.888853 41.608256, -93.888887 41.608423, -93.888927 41.608543, -93.888976 41.608701, -93.889004 41.608861, -93.8890053 41.6088806, -93.88901 41.608949)",
15869371,,4th Street,residential,False,True,13.136,,"LINESTRING (-93.8825125 41.6150255, -93.8825162 41.6149074)",
903979148,US 6,Hickman Road,trunk,True,False,257.876,45 mph,"LINESTRING (-93.8825125 41.6150255, -93.8839869 41.6150251, -93.8854466 41.6150246, -93.8854858 41.6150246, -93.8856145 41.6150247)",2
15869371,,4th Street,residential,False,False,290.332,,"LINESTRING (-93.882518 41.607996, -93.8825163 41.6083726, -93.8825115 41.6094471, -93.8825113 41.6094927, -93.8825079 41.6102389, -93.8825076 41.6102876, -93.8825075 41.6103063, -93.882507 41.610426, -93.8825064 41.6105276, -93.882506 41.610607)",
15873418,,School Street,residential,False,False,136.601,,"LINESTRING (-93.882518 41.607996, -93.8826399 41.607996, -93.884161 41.607996)",
15869371,,4th Street,residential,False,False,211.497,,"LINESTRING (-93.882506 41.610607, -93.8825048 41.6107081, -93.8825043 41.6107469, -93.8825011 41.6110206, -93.8825006 41.6110634, -93.8825004 41.6110834, -93.8824956 41.6114834, -93.882497 41.612509)",
15869371,,4th Street,residential,False,True,290.332,,"LINESTRING (-93.882506 41.610607, -93.8825064 41.6105276, -93.882507 41.610426, -93.8825075 41.6103063, -93.8825076 41.6102876, -93.8825079 41.6102389, -93.8825113 41.6094927, -93.8825115 41.6094471, -93.8825163 41.6083726, -93.882518 41.607996)",
15872657,,Ashworth Drive,secondary,False,False,162.969,25 mph,"LINESTRING (-93.882506 41.610607, -93.8826444 41.610669, -93.8826549 41.6106737, -93.8828993 41.6107787, -93.8833114 41.6109584, -93.8837533 41.6111514, -93.8841988 41.611346)",2
15872657,,Ashworth Drive,secondary,False,True,126.22,25 mph,"LINESTRING (-93.882506 41.610607, -93.8824158 41.6105673, -93.8824052 41.6105627, -93.8822016 41.6104733, -93.881197 41.610032)",2
15869371,,4th Street,residential,False,False,118.36699999999999,,"LINESTRING (-93.882497 41.612509, -93.8824969 41.6125368, -93.8824949 41.6130572, -93.8824961 41.6135735)",
15869371,,4th Street,residential,False,True,211.49699999999999,,"LINESTRING (-93.882497 41.612509, -93.8824956 41.6114834, -93.8825004 41.6110834, -93.8825006 41.6110634, -93.8825011 41.6110206, -93.8825043 41.6107469, -93.8825048 41.6107081, -93.882506 41.610607)",
15869507,,Maple Street,residential,False,False,101.592,,"LINESTRING (-93.882497 41.612509, -93.8826155 41.6125093, -93.883436 41.6125113, -93.883719 41.612512)",
15869371,,4th Street,residential,False,False,3.409,,"LINESTRING (-93.8824961 41.6135735, -93.882492 41.613604)",
15869371,,4th Street,residential,False,True,118.36699999999999,,"LINESTRING (-93.8824961 41.6135735, -93.8824949 41.6130572, -93.8824969 41.6125368, -93.882497 41.612509)",
15869581,,Laurel Street,residential,False,False,152.285,,"LINESTRING (-93.8824961 41.6135735, -93.8826211 41.6135725, -93.8843278 41.6135587)",
15869371,,4th Street,residential,False,True,3.409,,"LINESTRING (-93.882492 41.613604, -93.8824961 41.6135735)",
15869371,,4th Street,residential,False,False,57.712,,"LINESTRING (-93.882492 41.613604, -93.882499 41.6137847, -93.8825082 41.614024, -93.882512 41.6141228)",
15869588,,Laurel Street,residential,False,False,157.62400000000002,25 mph,"LINESTRING (-93.882492 41.613604, -93.8822905 41.6136034, -93.8817658 41.6136017, -93.8814107 41.6136006, -93.880596 41.613598)",
15871214,,8th Street,residential,False,False,98.907,25 mph,"LINESTRING (-93.88901 41.608949, -93.8890053 41.6088806, -93.889004 41.608861, -93.888976 41.608701, -93.888927 41.608543, -93.888887 41.608423, -93.888853 41.608256, -93.8888457 41.6081494, -93.888842 41.608096, -93.888842 41.608071)",
15871214,,8th Street,residential,False,True,54.226,25 mph,"LINESTRING (-93.88901 41.608949, -93.889013 41.608989, -93.8890132 41.609026, -93.8890148 41.6093843, -93.889015 41.6094366)",
15869480,,9th Street,residential,False,False,28.291,,"LINESTRING (-93.8904993 41.6117244, -93.8904969 41.61161, -93.890494 41.61147)",
"[15869480, 900641707]",,"['9th Street', 'Locust Street']",residential,False,"[False, True]",230.51599999999996,,"LINESTRING (-93.890494 41.61147, -93.8905197 41.6106119, -93.8904966 41.6105299, -93.8904473 41.6104897, -93.8903372 41.6104551, -93.8902091 41.6104432, -93.889018 41.610433)",
15869480,,9th Street,residential,False,True,28.291,,"LINESTRING (-93.890494 41.61147, -93.8904969 41.61161, -93.8904993 41.6117244)",
15869966,,Walnut Street,residential,False,False,122.378,,"LINESTRING (-93.890494 41.61147, -93.8891411 41.6114691, -93.889022 41.611469)",
15869509,,Maple Street,residential,False,True,95.502,,"LINESTRING (-93.8901901 41.6125137, -93.8890414 41.6125056)",
15869481,,9th Street,residential,False,False,111.563,,"LINESTRING (-93.8901901 41.6125137, -93.8901894 41.6125997, -93.8901859 41.6130326, -93.890184 41.613517)",
15869481,,9th Street,residential,False,False,42.942,,"LINESTRING (-93.890184 41.613517, -93.8901739 41.6138325, -93.890169 41.613903)",
15869481,,9th Street,residential,False,True,111.563,,"LINESTRING (-93.890184 41.613517, -93.8901859 41.6130326, -93.8901894 41.6125997, -93.8901901 41.6125137)",
436647064,CR R22,Ashworth Drive,secondary,False,True,110.994,25 mph,"LINESTRING (-93.890169 41.613903, -93.889015 41.613401)",
