osmid,bridge,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,access
44706417,,True,2,West Burnside Street,primary,25 mph,False,79.747,"LINESTRING (-122.6784544 45.522984, -122.67837 45.5229847, -122.6776236 45.5229872, -122.6774308 45.5229883)",,
5516097,,True,1,Northwest 8th Avenue,unclassified,20 mph,False,73.112,"LINESTRING (-122.6784907 45.5237404, -122.6784885 45.5236808, -122.6784698 45.5231735, -122.6784689 45.5231497, -122.6784665 45.5230831)",,
118952336,,False,2,Northwest Couch Street,tertiary,20 mph,True,81.14999999999999,"LINESTRING (-122.6784907 45.5237404, -122.6783871 45.5237423, -122.6783682 45.5237426, -122.6776078 45.5237565, -122.6774494 45.5237594)",,
943191941,,False,2,Northwest Couch Street,tertiary,20 mph,False,48.114999999999995,"LINESTRING (-122.6784907 45.5237404, -122.6785729 45.5237388, -122.6786131 45.5237381, -122.678948 45.523732, -122.6790072 45.5237309, -122.6791081 45.523729)",,
5516097,,True,1,Northwest 8th Avenue,unclassified,20 mph,False,79.408,"LINESTRING (-122.678517 45.5244543, -122.6785013 45.5240284, -122.6784965 45.5238992, -122.6784933 45.5238105, -122.6784907 45.5237404)",,
118955861,,False,,Northwest Davis Street,unclassified,20 mph,False,48.635,"LINESTRING (-122.678517 45.5244543, -122.6786338 45.5244522, -122.6786999 45.524451, -122.6789625 45.5244463, -122.6789952 45.5244457, -122.6791411 45.524443)",,
118955861,,False,,Northwest Davis Street,unclassified,20 mph,True,81.148,"LINESTRING (-122.678517 45.5244543, -122.6783916 45.5244566, -122.6776422 45.5244701, -122.6774757 45.5244732)",,
"[534926014, 44706998]",,True,3,West Burnside Street,primary,25 mph,False,84.005,"LINESTRING (-122.6764675 45.5230033, -122.6764527 45.5230034, -122.6763862 45.5230041, -122.6762502 45.523007, -122.6757324 45.5230181, -122.6754837 45.5230245, -122.6754051 45.5230253, -122.6753897 45.5230252)",,
118756918,,True,2,Southwest 6th Avenue,tertiary,20 mph,False,12.121,"LINESTRING (-122.6764675 45.5230033, -122.6764524 45.523066, -122.676446 45.5231112)",,
118952335,,True,2,Northwest 6th Avenue,tertiary,20 mph,False,79.18,"LINESTRING (-122.6764652 45.5237772, -122.6764675 45.5238354, -122.6764865 45.5244326, -122.6764882 45.5244891)",,
118952336,,False,2,Northwest Couch Street,tertiary,20 mph,False,76.7,"LINESTRING (-122.6764652 45.5237772, -122.6765442 45.5237757, -122.677357 45.5237608, -122.6774494 45.5237594)",,
118952337,,False,2,Northwest Couch Street,tertiary,20 mph,True,80.713,"LINESTRING (-122.6764652 45.5237772, -122.6764365 45.5237778, -122.6763722 45.523779, -122.6762366 45.5237816, -122.6760935 45.5237842, -122.6760322 45.5237853, -122.6755183 45.5237947, -122.6754523 45.5237955, -122.6754295 45.5237958)",,
118955859,,False,,Northwest Davis Street,unclassified,20 mph,True,80.822,"LINESTRING (-122.6764882 45.5244891, -122.6764656 45.5244893, -122.6763993 45.5244897, -122.67626 45.5244931, -122.6760609 45.5244968, -122.6755405 45.5245062, -122.6754751 45.5245073, -122.6754511 45.5245075)",,
118955861,,False,,Northwest Davis Street,unclassified,20 mph,False,76.951,"LINESTRING (-122.6764882 45.5244891, -122.6765656 45.5244887, -122.6773666 45.5244751, -122.6774757 45.5244732)",,
5520450,,False,,Northwest Davis Street,tertiary,20 mph,False,8.975,"LINESTRING (-122.6701438 45.5246002, -122.670259 45.5245994)",,
1055630787,,False,,Northwest Davis Street,unclassified,20 mph,False,79.805,"LINESTRING (-122.6724224 45.5245645, -122.6725602 45.5245597, -122.6733246 45.5245444, -122.6733346 45.5245442, -122.6734463 45.5245425)",,
1093091767,,False,2,Northwest Davis Street,unclassified,20 mph,True,73.851,"LINESTRING (-122.6724224 45.5245645, -122.6722965 45.5245675, -122.6715141 45.5245796, -122.6714747 45.5245801)",,
117751338,,True,2,Northwest 3rd Avenue,secondary,20 mph,False,78.90599999999999,"LINESTRING (-122.6734463 45.5245425, -122.6734428 45.524456, -122.6734204 45.5239072, -122.6734163 45.5238332)",,
189618699,,False,,Northwest Davis Street,unclassified,20 mph,False,78.28200000000001,"LINESTRING (-122.6734463 45.5245425, -122.6735941 45.5245399, -122.674333 45.5245285, -122.6743746 45.5245278, -122.6744509 45.524527)",,
1055630787,,False,,Northwest Davis Street,unclassified,20 mph,True,79.805,"LINESTRING (-122.6734463 45.5245425, -122.6733346 45.5245442, -122.6733246 45.5245444, -122.6725602 45.5245597, -122.6724224 45.5245645)",,
189618699,,False,,Northwest Davis Street,unclassified,20 mph,False,77.95100000000001,"LINESTRING (-122.6744509 45.524527, -122.6745537 45.5245248, -122.6745744 45.5245245, -122.6747774 45.5245193, -122.6751401 45.5245122, -122.6753729 45.5245085, -122.6754511 45.5245075)",,
189618699,,False,,Northwest Davis Street,unclassified,20 mph,True,78.282,"LINESTRING (-122.6744509 45.524527, -122.6743746 45.5245278, -122.674333 45.5245285, -122.6735941 45.5245399, -122.6734463 45.5245425)",,
118955859,,False,,Northwest Davis Street,unclassified,20 mph,False,80.822,"LINESTRING (-122.6754511 45.5245075, -122.6754751 45.5245073, -122.6755405 45.5245062, -122.6760609 45.5244968, -122.67626 45.5244931, -122.6763993 45.5244897, -122.6764656 45.5244893, -122.6764882 45.5244891)",,
118955862,,True,2,Northwest 5th Avenue,tertiary,20 mph,False,79.155,"LINESTRING (-122.6754511 45.5245075, -122.675449 45.5244523, -122.6754318 45.5238971, -122.6754313 45.5238552, -122.6754295 45.5237958)",,
189618699,,False,,Northwest Davis Street,unclassified,20 mph,True,77.951,"LINESTRING (-122.6754511 45.5245075, -122.6753729 45.5245085, -122.6751401 45.5245122, -122.6747774 45.5245193, -122.6745744 45.5245245, -122.6745537 45.5245248, -122.6744509 45.524527)",,
5534907,,False,3,Northwest Broadway,secondary,20 mph,True,79.398,"LINESTRING (-122.6774757 45.5244732, -122.6774734 45.5244116, -122.67746 45.5240474, -122.6774552 45.5239177, -122.677452 45.5238302, -122.6774494 45.5237594)",,
118955861,,False,,Northwest Davis Street,unclassified,20 mph,False,81.14800000000001,"LINESTRING (-122.6774757 45.5244732, -122.6776422 45.5244701, -122.6783916 45.5244566, -122.678517 45.5244543)",,
118955861,,False,,Northwest Davis Street,unclassified,20 mph,True,76.951,"LINESTRING (-122.6774757 45.5244732, -122.6773666 45.5244751, -122.6765656 45.5244887, -122.6764882 45.5244891)",,
118955861,,False,,Northwest Davis Street,unclassified,20 mph,False,78.60000000000001,"LINESTRING (-122.6791411 45.524443, -122.6792516 45.524441, -122.6800292 45.524427, -122.6801497 45.5244248)",,
118955861,,False,,Northwest Davis Street,unclassified,20 mph,True,48.635000000000005,"LINESTRING (-122.6791411 45.524443, -122.6789952 45.5244457, -122.6789625 45.5244463, -122.6786999 45.524451, -122.6786338 45.5244522, -122.678517 45.5244543)",,
118955861,,False,,Northwest Davis Street,unclassified,20 mph,True,78.60000000000001,"LINESTRING (-122.6801497 45.5244248, -122.6800292 45.524427, -122.6792516 45.524441, -122.6791411 45.524443)",,
610838863,,False,2,Northwest 9th Avenue,unclassified,20 mph,True,79.454,"LINESTRING (-122.6801497 45.5244248, -122.6801444 45.5242821, -122.6801288 45.5238648, -122.680123 45.5237105)",,
128309208,,True,2,West Burnside Street,primary,25 mph,False,80.99,"LINESTRING (-122.6723503 45.5231884, -122.6724794 45.5231925, -122.6732626 45.5231799, -122.6733895 45.5231776)",,
1055630784,,True,2,Northwest 2nd Avenue,tertiary,20 mph,False,73.595,"LINESTRING (-122.6723503 45.5231884, -122.6723559 45.5232811, -122.6723759 45.52385)",,
45301901,,True,2,Northwest 4th Avenue,secondary,20 mph,False,73.23100000000001,"LINESTRING (-122.6744037 45.5231564, -122.67441 45.5232266, -122.674413 45.5232905, -122.6744269 45.523749, -122.674427 45.5237536, -122.6744288 45.5238147)",,
595610424,,True,2,West Burnside Street,primary,25 mph,False,77.60900000000001,"LINESTRING (-122.6744037 45.5231564, -122.6744986 45.5231544, -122.6753099 45.5231323, -122.6753992 45.5231307)",,
34138767,,True,2,Southwest 5th Avenue,tertiary,20 mph,False,11.754,"LINESTRING (-122.6753992 45.5231307, -122.6753897 45.5230252)",,
"[926124054, 926124055]",,True,"['3', '2']",West Burnside Street,primary,25 mph,False,81.582,"LINESTRING (-122.6753992 45.5231307, -122.6754197 45.5231303, -122.6754811 45.5231287, -122.6759432 45.5231204, -122.6763707 45.5231124, -122.6764258 45.5231115, -122.676446 45.5231112)",,
5534907,,False,3,Northwest Broadway,secondary,20 mph,False,74.16199999999999,"LINESTRING (-122.6774247 45.5230927, -122.6774301 45.5231706, -122.6774476 45.5236855, -122.6774494 45.5237594)",,
44706999,,True,2,West Burnside Street,primary,25 mph,False,81.17099999999999,"LINESTRING (-122.6774247 45.5230927, -122.6776043 45.5230893, -122.678372 45.523084, -122.6784665 45.5230831)",,
"[595610434, 5534730]",,False,3,Southwest Broadway,secondary,20 mph,True,11.619,"LINESTRING (-122.6774247 45.5230927, -122.677428 45.5230471, -122.6774308 45.5229883)",,
44706996,,False,4,West Burnside Street,primary,25 mph,False,52.501,"LINESTRING (-122.6792454 45.5230168, -122.6799189 45.5230005)",,
44706417,,True,2,West Burnside Street,primary,25 mph,False,62.83500000000001,"LINESTRING (-122.6792454 45.5230168, -122.6791493 45.5229771, -122.6791063 45.5229768, -122.6790104 45.5229775, -122.6784544 45.522984)",,
5530262,,False,2,Northwest 9th Avenue,unclassified,20 mph,False,75.738,"LINESTRING (-122.6800975 45.5230296, -122.6800992 45.5230753, -122.6800999 45.523094, -122.6801023 45.5231584, -122.680107 45.5232835, -122.6801124 45.5234274, -122.680123 45.5237105)",,
186076098,,True,2,West Burnside Street,primary,25 mph,False,15.908000000000001,"LINESTRING (-122.6800975 45.5230296, -122.6802109 45.5230283, -122.6802867 45.5229933)",,
221226628,,True,1,Southwest Oak Street,tertiary,20 mph,False,75.28699999999999,"LINESTRING (-122.6791704 45.5222784, -122.6793928 45.5223375, -122.6799763 45.5224926, -122.6800759 45.5225146)",,
118770307,,True,,Southwest Park Avenue,unclassified,20 mph,False,79.593,"LINESTRING (-122.6795303 45.5216085, -122.6794904 45.5216822, -122.6794574 45.5217442, -122.679213 45.5221991, -122.6791704 45.5222784)",,
"[778474121, 150570455]",,True,"['1', '2']",Southwest Harvey Milk Street,tertiary,20 mph,False,82.777,"LINESTRING (-122.6795303 45.5216085, -122.6794344 45.521583, -122.6793844 45.5215696, -122.6790065 45.5214691, -122.6786705 45.5213798, -122.6785374 45.5213435)",,
118770307,,True,,Southwest Park Avenue,unclassified,20 mph,False,78.88199999999999,"LINESTRING (-122.6798912 45.5209457, -122.6798591 45.5210047, -122.6795783 45.5215203, -122.6795627 45.5215484, -122.6795303 45.5216085)",,
189781353,,True,2,Southwest Washington Street,secondary,20 mph,False,43.663,"LINESTRING (-122.6798912 45.5209457, -122.6799438 45.5209598, -122.6803559 45.5210701, -122.6804147 45.5210859)",,
118770307,,True,,Southwest Park Avenue,unclassified,20 mph,False,79.324,"LINESTRING (-122.680247 45.5202773, -122.6802174 45.520333, -122.6799919 45.5207566, -122.6799335 45.5208664, -122.6799195 45.5208926, -122.6798912 45.5209457)",,
1127430483,,True,2,Southwest Alder Street,secondary,20 mph,False,82.094,"LINESTRING (-122.680247 45.5202773, -122.6801555 45.5202524, -122.6794069 45.5200483, -122.6792654 45.5200089)",,
118770307,,True,,Southwest Park Avenue,unclassified,20 mph,False,77.602,"LINESTRING (-122.6805935 45.519623, -122.6805695 45.5196684, -122.6802916 45.5201931, -122.6802807 45.5202136, -122.680247 45.5202773)",,
469788252,,True,1,Northwest Park Avenue,unclassified,20 mph,False,79.436,"LINESTRING (-122.6791081 45.523729, -122.6791112 45.5237965, -122.6791114 45.5238019, -122.6791411 45.524443)",,
469788255,,False,2,Northwest Couch Street,tertiary,20 mph,False,79.09200000000001,"LINESTRING (-122.6791081 45.523729, -122.6792053 45.5237272, -122.6792338 45.5237267, -122.6800104 45.5237126, -122.680123 45.5237105)",,
943191941,,False,2,Northwest Couch Street,tertiary,20 mph,True,48.115,"LINESTRING (-122.6791081 45.523729, -122.6790072 45.5237309, -122.678948 45.523732, -122.6786131 45.5237381, -122.6785729 45.5237388, -122.6784907 45.5237404)",,
219864083,,True,3,Southwest 5th Avenue,tertiary,20 mph,False,52.531,"LINESTRING (-122.6755566 45.5225818, -122.675562 45.5225719, -122.675753 45.5221731, -122.6757742 45.5221347)",,
128240384,,True,3,Southwest 5th Avenue,tertiary,20 mph,False,79.66900000000001,"LINESTRING (-122.6757742 45.5221347, -122.6758086 45.5220703, -122.6760652 45.5215952, -122.6760959 45.5215376, -122.6761342 45.5214641)",,
144177927,,False,2,Southwest Pine Street,tertiary,20 mph,True,84.16000000000001,"LINESTRING (-122.6757742 45.5221347, -122.6756757 45.5221069, -122.6751194 45.5219597, -122.6748771 45.5218954, -122.6747645 45.5218657)",,
"[118765065, 778474123]",,True,"['1', '2']",Southwest Oak Street,tertiary,20 mph,False,87.65299999999999,"LINESTRING (-122.6761342 45.5214641, -122.6761738 45.5214748, -122.6762725 45.5215017, -122.6763104 45.5215114, -122.6770747 45.5217145, -122.6771463 45.5217345, -122.677185 45.5217457)",,
118765066,,True,3,Southwest 5th Avenue,tertiary,20 mph,False,79.31400000000001,"LINESTRING (-122.6761342 45.5214641, -122.676167 45.5214012, -122.6764477 45.5208599, -122.6764849 45.5207945)",,
118118186,,True,1,Southwest Harvey Milk Street,tertiary,20 mph,False,83.196,"LINESTRING (-122.6764849 45.5207945, -122.6763843 45.5207676, -122.6761913 45.5207155, -122.6756167 45.5205612, -122.6756034 45.5205576, -122.6754879 45.5205265)",,
118765066,,True,3,Southwest 5th Avenue,tertiary,20 mph,False,79.029,"LINESTRING (-122.6764849 45.5207945, -122.6765214 45.5207301, -122.6768102 45.5201908, -122.6768428 45.5201295)",,
"[372890111, 118767239]",,True,3,Southwest 5th Avenue,tertiary,20 mph,False,79.534,"LINESTRING (-122.6768428 45.5201295, -122.6768729 45.520073, -122.6771492 45.5195729, -122.6771801 45.5195177, -122.6772107 45.5194623)",,
118767246,,True,2,Southwest Washington Street,secondary,20 mph,False,89.398,"LINESTRING (-122.6768428 45.5201295, -122.6768522 45.520132, -122.6769833 45.5201671, -122.6777792 45.5203802, -122.677909 45.5204149, -122.6779146 45.5204166)",,
118768264,,True,2,Southwest Alder Street,secondary,20 mph,False,83.658,"LINESTRING (-122.6772107 45.5194623, -122.6771209 45.5194384, -122.6763473 45.5192332, -122.6763321 45.5192291, -122.6762066 45.5191957)",,
372890111,,True,3,Southwest 5th Avenue,tertiary,20 mph,False,78.319,"LINESTRING (-122.6772107 45.5194623, -122.6772379 45.5194131, -122.6775472 45.5188574, -122.6775752 45.5188059)",,
"[118768505, 117739101]",,True,1,Southwest Morrison Street,unclassified,20 mph,False,87.79599999999999,"LINESTRING (-122.6775752 45.5188059, -122.677612 45.5188168, -122.6776909 45.5188392, -122.6784975 45.5190636, -122.6785878 45.519089, -122.6786217 45.5190987)",,
118768506,,True,3,Southwest 5th Avenue,tertiary,20 mph,False,81.62700000000001,"LINESTRING (-122.6775752 45.5188059, -122.6775871 45.5187842, -122.6776084 45.518745, -122.6778838 45.5182441, -122.6779098 45.5181945, -122.6779329 45.5181504, -122.6779488 45.5181201)",,
118768506,,True,3,Southwest 5th Avenue,tertiary,20 mph,False,77.84,"LINESTRING (-122.6779488 45.5181201, -122.6779705 45.5180786, -122.6782339 45.5175245, -122.6782729 45.5174581)",,
"[118770318, 516434558, 516434559]",,True,1,Southwest Yamhill Street,unclassified,20 mph,False,84.62100000000001,"LINESTRING (-122.6779488 45.5181201, -122.677843 45.5180928, -122.677064 45.5178809, -122.6769355 45.5178462)",,
118499501,,True,2,Southwest Taylor Street,tertiary,20 mph,False,90.685,"LINESTRING (-122.6782729 45.5174581, -122.6782914 45.5174637, -122.678438 45.5175022, -122.6786403 45.5175584, -122.6792261 45.5177129, -122.6793549 45.5177468, -122.6793607 45.5177481)",,
118770582,,True,3,Southwest 5th Avenue,tertiary,20 mph,False,79.32,"LINESTRING (-122.6782729 45.5174581, -122.6783137 45.5173908, -122.6786163 45.5168456, -122.6786433 45.5167937)",,
118514928,,True,2,Southwest Salmon Street,tertiary,20 mph,False,83.02499999999999,"LINESTRING (-122.6786433 45.5167937, -122.6785647 45.5167739, -122.6777741 45.516567, -122.6776456 45.5165315)",,
118770582,,True,3,Southwest 5th Avenue,tertiary,20 mph,False,79.093,"LINESTRING (-122.6786433 45.5167937, -122.6786779 45.5167297, -122.6789687 45.5161977, -122.6790035 45.5161287)",,
"[516434552, 516434550, 516434551]",,True,2,Southwest Main Street,tertiary,20 mph,False,90.295,"LINESTRING (-122.6790035 45.5161287, -122.6790141 45.5161323, -122.6791411 45.5161667, -122.6792577 45.5161977, -122.6799592 45.5163842, -122.6800766 45.5164185, -122.6800847 45.5164208)",,
"[681780787, 516434550]",,True,2,Southwest Main Street,tertiary,20 mph,False,83.102,"LINESTRING (-122.6780057 45.5158647, -122.6781421 45.5159009, -122.6789134 45.5161061, -122.6790035 45.5161287)",,
696790081,,True,3,Southwest 4th Avenue,primary,20 mph,False,79.27700000000002,"LINESTRING (-122.6780057 45.5158647, -122.6779715 45.5159281, -122.6776791 45.5164688, -122.6776456 45.5165315)",,
198240011,,True,3,Southwest 6th Avenue,tertiary,20 mph,False,79.029,"LINESTRING (-122.6800847 45.5164208, -122.6800498 45.5164873, -122.6797601 45.5170246, -122.6797268 45.5170858)",,
144177927,,False,2,Southwest Pine Street,tertiary,20 mph,False,84.16,"LINESTRING (-122.6747645 45.5218657, -122.6748771 45.5218954, -122.6751194 45.5219597, -122.6756757 45.5221069, -122.6757742 45.5221347)",,
144177927,,False,2,Southwest Pine Street,tertiary,20 mph,True,85.46499999999999,"LINESTRING (-122.6747645 45.5218657, -122.6746405 45.5218331, -122.6738616 45.5216202, -122.6737416 45.521588)",,
220072692,,True,3,Southwest 4th Avenue,secondary,20 mph,False,78.91,"LINESTRING (-122.6747645 45.5218657, -122.6747332 45.5219236, -122.6744918 45.5223692, -122.6744409 45.5224648, -122.674406 45.5225294)",,
5522879,,True,1,Southwest Pine Street,tertiary,20 mph,False,33.671,"LINESTRING (-122.6768068 45.5223889, -122.6769173 45.5224298, -122.6769874 45.5224607, -122.6770417 45.5224832, -122.6770956 45.5224962, -122.6771961 45.5225158)",,
219864081,,True,3,Southwest 6th Avenue,tertiary,20 mph,False,73.53,"LINESTRING (-122.6768068 45.5223889, -122.676762 45.5224467, -122.6766992 45.5225277, -122.676507 45.5228874, -122.6764854 45.5229422, -122.6764675 45.5230033)",,
5531015,,False,2,Southwest Pine Street,tertiary,20 mph,False,26.044,"LINESTRING (-122.6771961 45.5225158, -122.6772816 45.5225378, -122.6774081 45.5225811, -122.6774828 45.5226302)",,
"[186076096, 1125203978]",,True,2,Southwest 9th Avenue,unclassified,20 mph,False,84.984,"LINESTRING (-122.6800759 45.5225146, -122.6800636 45.5220875, -122.6800591 45.5219126, -122.6800575 45.5218545, -122.680057 45.5218367, -122.6800615 45.5217885, -122.6800676 45.5217508)",,
150570455,,True,1,Southwest Harvey Milk Street,tertiary,20 mph,False,44.751000000000005,"LINESTRING (-122.6800676 45.5217508, -122.6799946 45.5217315, -122.6796102 45.5216296, -122.6795303 45.5216085)",,
1204360293,,True,1,Southwest 9th Avenue,unclassified,20 mph,False,78.827,"LINESTRING (-122.6800676 45.5217508, -122.6800759 45.5217166, -122.6800948 45.5216653, -122.6803737 45.5211601, -122.6803812 45.5211465, -122.6804147 45.5210859)",,
1055630785,,False,2,Northwest Couch Street,tertiary,20 mph,True,72.50699999999999,"LINESTRING (-122.6723759 45.52385, -122.6722571 45.5238526, -122.6714716 45.5238688, -122.6714456 45.5238693)",,
"[1055630786, 1055630788]",,True,2,Northwest 2nd Avenue,tertiary,20 mph,False,79.532,"LINESTRING (-122.6723759 45.52385, -122.6724042 45.5242852, -122.6724131 45.5244214, -122.6724224 45.5245645)",,
1081218008,,False,2,Northwest Couch Street,tertiary,20 mph,False,81.074,"LINESTRING (-122.6723759 45.52385, -122.6725368 45.5238464, -122.6732816 45.5238357, -122.673314 45.5238351, -122.6734163 45.5238332)",,
117445999,,True,2,Southwest Naito Parkway,secondary,30 mph,False,16.786,"LINESTRING (-122.6703011 45.5225085, -122.6702967 45.522425, -122.6702415 45.5223698)",,
221226621,,True,2,Southwest Naito Parkway,secondary,30 mph,False,80.031,"LINESTRING (-122.6711762 45.5201377, -122.671213 45.5200691, -122.671497 45.5195282, -122.6715338 45.519463)",,
595610427,,True,1,Southwest Oak Street,tertiary,20 mph,False,81.525,"LINESTRING (-122.6711762 45.5201377, -122.67131 45.520172, -122.6714176 45.5202005, -122.6716058 45.5202509, -122.672074 45.520377, -122.6721257 45.5203893, -122.6721546 45.5203976)",,
759022040,,True,2,Southwest Harvey Milk Street,tertiary,20 mph,False,7.214,"LINESTRING (-122.6715338 45.519463, -122.6714476 45.5194393)",,
"[118880264, 101455191]",,True,2,Southwest Naito Parkway,secondary,30 mph,False,55.051,"LINESTRING (-122.6715338 45.519463, -122.6715734 45.5193926, -122.6716252 45.5192912, -122.6717431 45.5190836, -122.6718118 45.5190096)",,
5537917,,True,,Southwest Morrison Street,unclassified,20 mph,False,7.986,"LINESTRING (-122.6725229 45.5174544, -122.6726198 45.5174778)",,
