osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,bridge,maxspeed,junction
37222257,Woodside Avenue,residential,False,False,131.7,"LINESTRING (-111.5009025 40.6486876, -111.5018137 40.6496493)",,,,,
963638382,10th Street,residential,False,True,60.973,"LINESTRING (-111.5009025 40.6486876, -111.500326 40.6490183)",,,,,
963638383,Woodside Avenue,residential,False,True,228.293,"LINESTRING (-111.5009025 40.6486876, -111.5001794 40.647912, -111.499407 40.6469775)",,,,,
963638382,10th Street,residential,False,False,60.973,"LINESTRING (-111.500326 40.6490183, -111.5009025 40.6486876)",,,,,
1213742597,Park Avenue,tertiary,False,False,130.642,"LINESTRING (-111.500326 40.6490183, -111.5012269 40.6499739)",2,,,,
1213742597,Park Avenue,tertiary,False,True,141.588,"LINESTRING (-111.500326 40.6490183, -111.5003022 40.6489951, -111.5002359 40.6489306, -111.4996345 40.648343, -111.499524 40.648235, -111.4993464 40.6479879)",2,,,,
10162124,Lowell Avenue,residential,False,False,99.785,"LINESTRING (-111.5023145 40.6473129, -111.5029593 40.6480652)",,,,,
10159276,,residential,False,False,76.97999999999999,"LINESTRING (-111.5023145 40.6473129, -111.5028697 40.6475881, -111.5030147 40.6476264, -111.5031102 40.6476314)",,,,,
10162124,Lowell Avenue,residential,False,True,231.552,"LINESTRING (-111.5023145 40.6473129, -111.5015113 40.6465078, -111.5013894 40.6464479, -111.501271 40.6464173, -111.5011195 40.6464325, -111.5010447 40.6464653, -111.5010092 40.6464809, -111.5009163 40.6465579, -111.5008665 40.6466529, -111.5008838 40.6467608, -111.5009627 40.6468643, -111.501109 40.6470543)",,,,,
10159276,,residential,False,True,76.98,"LINESTRING (-111.5031102 40.6476314, -111.5030147 40.6476264, -111.5028697 40.6475881, -111.5023145 40.6473129)",,,,,
10162218,Northstar Drive,residential,False,False,75.334,"LINESTRING (-111.5031102 40.6476314, -111.5030757 40.6475561, -111.5029161 40.6474199, -111.5026788 40.6472806, -111.5025406 40.6471247)",,,,,
10161023,,residential,False,True,10.18,"LINESTRING (-111.5038107 40.6488329, -111.5037191 40.6488925)",,,,,
10161023,,residential,False,False,117.78499999999998,"LINESTRING (-111.5038107 40.6488329, -111.5034326 40.6483549, -111.5032135 40.6481277, -111.5030552 40.6480463, -111.5029593 40.6480652)",,,,,
10162087,Ontario Avenue,residential,False,True,284.51699999999994,"LINESTRING (-111.4947882 40.6453225, -111.4946174 40.6453339, -111.4945497 40.6453385, -111.494453 40.6453215, -111.494384 40.6452917, -111.494256 40.6451923, -111.4935005 40.6437379, -111.4932036 40.643248)",,,,,
36743735,Marsac Avenue,secondary,True,False,32.367000000000004,"LINESTRING (-111.4947882 40.6453225, -111.4947817 40.6454284, -111.4947453 40.6456114)",2,UT 224,,,
512180774,Deer Valley Drive,primary,False,True,21.718,"LINESTRING (-111.4952925 40.6461982, -111.495451 40.6463521)",4,UT 224,,,
36743731,Deer Valley Drive,primary,True,False,42.195,"LINESTRING (-111.4952925 40.6461982, -111.4952754 40.6461155, -111.4952168 40.6460494, -111.4951401 40.6459282, -111.4951266 40.6458472)",2,UT 224,,,
10162517,8th Street,residential,False,False,51.623,"LINESTRING (-111.499922 40.6467268, -111.499407 40.6469775)",,,,,
10163288,Norfolk Avenue,residential,False,True,42.111,"LINESTRING (-111.499922 40.6467268, -111.4996902 40.6463914)",,,,,
10161889,Cresent Tram,residential,False,False,124.935,"LINESTRING (-111.499922 40.6467268, -111.5001181 40.6466188, -111.500212 40.6465964, -111.5003279 40.6466253, -111.5007614 40.6470081, -111.501109 40.6470543)",,,,,
10163288,Norfolk Avenue,residential,False,False,226.538,"LINESTRING (-111.499922 40.6467268, -111.5004149 40.6472299, -111.5015044 40.6483727)",,,,,
10162621,Empire Avenue,residential,False,False,138.263,"LINESTRING (-111.501109 40.6470543, -111.5020711 40.6480609)",,,,,
10161889,Cresent Tram,residential,False,True,124.93500000000002,"LINESTRING (-111.501109 40.6470543, -111.5007614 40.6470081, -111.5003279 40.6466253, -111.500212 40.6465964, -111.5001181 40.6466188, -111.499922 40.6467268)",,,,,
10162124,Lowell Avenue,residential,False,False,231.55200000000002,"LINESTRING (-111.501109 40.6470543, -111.5009627 40.6468643, -111.5008838 40.6467608, -111.5008665 40.6466529, -111.5009163 40.6465579, -111.5010092 40.6464809, -111.5010447 40.6464653, -111.5011195 40.6464325, -111.501271 40.6464173, -111.5013894 40.6464479, -111.5015113 40.6465078, -111.5023145 40.6473129)",,,,,
10162087,Ontario Avenue,residential,False,False,171.674,"LINESTRING (-111.4926939 40.6417536, -111.49296 40.6424896, -111.4930079 40.6426178, -111.4932036 40.643248)",,,,,
10162087,Ontario Avenue,residential,False,False,284.51700000000005,"LINESTRING (-111.4932036 40.643248, -111.4935005 40.6437379, -111.494256 40.6451923, -111.494384 40.6452917, -111.494453 40.6453215, -111.4945497 40.6453385, -111.4946174 40.6453339, -111.4947882 40.6453225)",,,,,
10162087,Ontario Avenue,residential,False,True,171.674,"LINESTRING (-111.4932036 40.643248, -111.4930079 40.6426178, -111.49296 40.6424896, -111.4926939 40.6417536)",,,,,
10162927,Rossi Hill Drive,residential,False,False,77.52799999999999,"LINESTRING (-111.4932036 40.643248, -111.4931545 40.6434331, -111.4930385 40.6436382, -111.4928791 40.6438653, -111.4928502 40.6438826)",,,,,
