osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge,tunnel
20667359,Water Street,residential,False,True,43.689,"LINESTRING (-74.69793 41.373988, -74.697571 41.373702)",,,,,
20654553,,residential,True,False,37.152,"LINESTRING (-74.69793 41.373988, -74.697993 41.3740704, -74.6980532 41.3741283, -74.698127 41.374187, -74.698203 41.37425)",,,,,
20667359,Water Street,residential,False,False,31.477,"LINESTRING (-74.69793 41.373988, -74.697989 41.374023, -74.698116 41.374075, -74.698198 41.374094, -74.698268 41.374105)",,,,,
20698419,Lumber Street,residential,False,False,104.446,"LINESTRING (-74.698203 41.37425, -74.69794 41.374446, -74.697478 41.374778, -74.697296 41.374897)",,,,,
20698419,Lumber Street,residential,False,True,17.311,"LINESTRING (-74.698203 41.37425, -74.698235 41.374215, -74.698258 41.374162, -74.698268 41.374105)",,,,,
461186622,Hammond Street,residential,False,True,53.58,"LINESTRING (-74.6927426 41.3758738, -74.6925586 41.3757338, -74.6923725 41.3755919, -74.692292 41.3755305)",2,,,,
20707012,Hudson Street,residential,False,True,28.212,"LINESTRING (-74.690709 41.378819, -74.6909772 41.3786645)",,,,,
20675292,West Main Street,primary,False,False,18.295,"LINESTRING (-74.6904587 41.3785105, -74.6906577 41.3785796)",,NY 42;NY 97,,,
20675292,West Main Street,primary,False,True,57.267,"LINESTRING (-74.6904587 41.3785105, -74.689873 41.378242)",,NY 42;NY 97,,,
20662588,,residential,True,False,40.516000000000005,"LINESTRING (-74.6904587 41.3785105, -74.6905032 41.378601, -74.6905749 41.378694, -74.690709 41.378819)",,,,,
32334162,East Main Street,trunk,False,False,84.693,"LINESTRING (-74.687221 41.377135, -74.6873315 41.3771843, -74.68786 41.37742, -74.688096 41.377521)",2,US 6;US 209,,,
20676042,Sussex Street,residential,False,True,154.651,"LINESTRING (-74.688096 41.377521, -74.688181 41.377497, -74.6882317 41.3774663, -74.688251 41.377455, -74.688629 41.377153, -74.6894415 41.3765736)",,,,,
20676754,Ulster Place,residential,False,False,145.02800000000002,"LINESTRING (-74.688096 41.377521, -74.6879791 41.3775957, -74.687216 41.3786378)",,,,,
32334162,East Main Street,trunk,False,False,83.25500000000001,"LINESTRING (-74.688096 41.377521, -74.6887982 41.3777896, -74.688985 41.377861)",2,US 6;US 209,,,
32334162,East Main Street,trunk,False,True,84.693,"LINESTRING (-74.688096 41.377521, -74.68786 41.37742, -74.6873315 41.3771843, -74.687221 41.377135)",2,US 6;US 209,,,
20675292,West Main Street,primary,False,False,85.354,"LINESTRING (-74.688985 41.377861, -74.6891585 41.3779354, -74.6891688 41.3779398, -74.6898035 41.3782095, -74.689873 41.378242)",,NY 42;NY 97,,,
32334162,East Main Street,trunk,False,True,83.25500000000001,"LINESTRING (-74.688985 41.377861, -74.6887982 41.3777896, -74.688096 41.377521)",2,US 6;US 209,,,
236782855,Pike Street,trunk,False,True,128.568,"LINESTRING (-74.688985 41.377861, -74.6891143 41.3777942, -74.689163 41.377769, -74.6901112 41.3770748)",2,US 6;US 209,30 mph,,
1077627603,Orange Street,residential,False,False,206.91500000000002,"LINESTRING (-74.688985 41.377861, -74.688873 41.377922, -74.6888372 41.3779497, -74.688798 41.37798, -74.687972 41.379091, -74.687781 41.3794026, -74.687747 41.379458)",,,,,
