osmid,highway,oneway,reversed,length,name,ref,geometry,lanes
19522919,residential,False,False,94.498,,,"LINESTRING (-87.5545222 35.550637, -87.5555572 35.5507516)",
19524145,residential,False,False,176.483,North Oak Street,,"LINESTRING (-87.5545222 35.550637, -87.5542956 35.5522134)",
19524145,residential,False,True,146.411,North Oak Street,,"LINESTRING (-87.5545222 35.550637, -87.5547465 35.549333)",
19522919,residential,False,True,94.498,,,"LINESTRING (-87.5555572 35.5507516, -87.5545222 35.550637)",
19525030,residential,False,True,44.269,North Pine Street,,"LINESTRING (-87.5555572 35.5507516, -87.5556203 35.5503568)",
19525325,primary,False,True,194.21,South Park Street,SR 20;SR 48,"LINESTRING (-87.5527358 35.5438643, -87.552487 35.5455991)",
"[19522956, 19524630]",residential,False,False,311.004,South Court Street,,"LINESTRING (-87.5527358 35.5438643, -87.5533846 35.5439339, -87.5534446 35.5439635, -87.5534946 35.5440219, -87.5535064 35.5440944, -87.5534694 35.5444112, -87.553469 35.5444947, -87.5535008 35.5445391, -87.5535707 35.5445623, -87.553663 35.5445779, -87.554028 35.544588, -87.5540691 35.5446152, -87.5540982 35.5446668, -87.5539524 35.545735)",
19526079,residential,False,True,130.169,East 3rd Avenue,,"LINESTRING (-87.5527358 35.5438643, -87.5519656 35.5437838, -87.5513064 35.5437327)",
19524964,primary,False,False,118.588,North Park Street,SR 48,"LINESTRING (-87.5518493 35.5501616, -87.5519948 35.5491017)",
19524964,primary,False,True,134.532,North Park Street,SR 48,"LINESTRING (-87.5518493 35.5501616, -87.5516272 35.5513579)",
19525233,residential,False,False,180.033,Smith Avenue,,"LINESTRING (-87.5518493 35.5501616, -87.5520346 35.5503472, -87.553172 35.5513709)",
19526393,residential,False,False,85.196,Swan Avenue,,"LINESTRING (-87.5518493 35.5501616, -87.5517442 35.5501001, -87.5516699 35.5500769, -87.5515913 35.5500678, -87.5514959 35.5500683, -87.5513895 35.5500875, -87.5509559 35.550182)",
19524145,residential,False,False,146.411,North Oak Street,,"LINESTRING (-87.5547465 35.549333, -87.5545222 35.550637)",
19527295,residential,False,False,15.336,West Linden Avenue,,"LINESTRING (-87.5547465 35.549333, -87.554915 35.5493481)",
19527295,residential,False,True,117.75999999999999,West Linden Avenue,,"LINESTRING (-87.5547465 35.549333, -87.5542819 35.5492914, -87.553596 35.54923, -87.5534518 35.549229)",
19524145,residential,False,True,176.483,North Oak Street,,"LINESTRING (-87.5542956 35.5522134, -87.5545222 35.550637)",
19525233,residential,False,True,138.418,Smith Avenue,,"LINESTRING (-87.5542956 35.5522134, -87.5541211 35.5521003, -87.5540163 35.5520324, -87.553747 35.551842, -87.5535012 35.5516496, -87.553172 35.5513709)",
19524146,residential,False,False,128.937,North Oak Street,,"LINESTRING (-87.5550505 35.5481938, -87.554915 35.5493481)",
19524379,residential,False,True,131.15,South Oak Street,,"LINESTRING (-87.5550505 35.5481938, -87.5552111 35.5470216)",
19524953,trunk,False,False,128.273,West Main Street,US 412,"LINESTRING (-87.5550505 35.5481938, -87.5564587 35.548328)",2
19524953,trunk,False,True,129.327,West Main Street,US 412,"LINESTRING (-87.5550505 35.5481938, -87.5536297 35.5480658)",2
19524146,residential,False,True,128.937,North Oak Street,,"LINESTRING (-87.554915 35.5493481, -87.5550505 35.5481938)",
19527295,residential,False,False,76.762,West Linden Avenue,,"LINESTRING (-87.554915 35.5493481, -87.5557584 35.5494235)",
19527295,residential,False,True,15.336,West Linden Avenue,,"LINESTRING (-87.554915 35.5493481, -87.5547465 35.549333)",
19524726,residential,False,False,76.772,South Maple Street,,"LINESTRING (-87.5509848 35.545931, -87.5508933 35.5466174)",
19524726,residential,False,True,51.234,South Maple Street,,"LINESTRING (-87.5509848 35.545931, -87.5510579 35.5454741)",
19524255,residential,False,False,132.34199999999998,Mill Avenue,,"LINESTRING (-87.5509848 35.545931, -87.5504668 35.5458803, -87.5501358 35.5458558, -87.5495318 35.5457946)",
19524255,residential,False,False,69.299,Mill Avenue,,"LINESTRING (-87.5495318 35.5457946, -87.5487726 35.545712)",
19525356,residential,False,False,170.179,Elm Street,,"LINESTRING (-87.5495318 35.5457946, -87.5492739 35.5473106)",
19524255,residential,False,True,132.34199999999998,Mill Avenue,,"LINESTRING (-87.5495318 35.5457946, -87.5501358 35.5458558, -87.5504668 35.5458803, -87.5509848 35.545931)",
19524255,residential,False,False,168.36,Mill Avenue,,"LINESTRING (-87.5487726 35.545712, -87.5469209 35.5455619)",
19524255,residential,False,True,69.299,Mill Avenue,,"LINESTRING (-87.5487726 35.545712, -87.5495318 35.5457946)",
19526579,residential,False,True,143.651,Vine Street,,"LINESTRING (-87.5487726 35.545712, -87.5489296 35.5446066, -87.548921 35.5445384, -87.5488973 35.5444562, -87.548884 35.5444324)",
19524255,residential,False,True,168.36,Mill Avenue,,"LINESTRING (-87.5469209 35.5455619, -87.5487726 35.545712)",
19526980,residential,False,False,156.418,Ray Street,,"LINESTRING (-87.5469209 35.5455619, -87.5467235 35.5469594)",
19525141,trunk,False,False,62.792,East Main Street,US 412,"LINESTRING (-87.5474133 35.5482149, -87.54806 35.5480099)",4
19524368,residential,False,False,220.77999999999997,Hill Street,,"LINESTRING (-87.5474133 35.5482149, -87.5474372 35.5483169, -87.5474108 35.5483848, -87.5472946 35.5484716, -87.5471235 35.5486091, -87.5469502 35.5487888, -87.5468594 35.5489211, -87.546853 35.5489856, -87.5468636 35.5490544, -87.5469143 35.5491171, -87.5471066 35.5492753, -87.5472344 35.5493844, -87.5473157 35.5494154, -87.5474224 35.5494351, -87.5475482 35.5494171, -87.5478513 35.5493406)",
19524368,residential,False,True,220.78,Hill Street,,"LINESTRING (-87.5478513 35.5493406, -87.5475482 35.5494171, -87.5474224 35.5494351, -87.5473157 35.5494154, -87.5472344 35.5493844, -87.5471066 35.5492753, -87.5469143 35.5491171, -87.5468636 35.5490544, -87.546853 35.5489856, -87.5468594 35.5489211, -87.5469502 35.5487888, -87.5471235 35.5486091, -87.5472946 35.5484716, -87.5474108 35.5483848, -87.5474372 35.5483169, -87.5474133 35.5482149)",
"[19527283, 19527276]",residential,False,True,220.976,Allison Avenue,,"LINESTRING (-87.5478513 35.5493406, -87.5480563 35.5492856, -87.5483236 35.549191, -87.5485824 35.5490724, -87.5487947 35.5489409, -87.5486538 35.548844, -87.548184 35.548234, -87.54806 35.5480099)",
19524379,residential,False,False,195.497,South Oak Street,,"LINESTRING (-87.5556178 35.5441311, -87.5553989 35.5458802)",
19526297,residential,False,False,126.869,West 3rd Avenue,,"LINESTRING (-87.5556178 35.5441311, -87.557011 35.5442605)",
19524379,residential,False,False,128.05,South Oak Street,,"LINESTRING (-87.5553989 35.5458802, -87.5552111 35.5470216)",
19524379,residential,False,True,195.497,South Oak Street,,"LINESTRING (-87.5553989 35.5458802, -87.5556178 35.5441311)",
19526428,residential,False,False,125.432,West 2nd Avenue,,"LINESTRING (-87.5553989 35.5458802, -87.5567759 35.5460113)",
19526428,residential,False,True,131.863,West 2nd Avenue,,"LINESTRING (-87.5553989 35.5458802, -87.5539524 35.545735)",
19524379,residential,False,False,131.15,South Oak Street,,"LINESTRING (-87.5552111 35.5470216, -87.5550505 35.5481938)",
19524379,residential,False,True,128.05,South Oak Street,,"LINESTRING (-87.5552111 35.5470216, -87.5553989 35.5458802)",
19525078,residential,False,False,128.158,West 1st Street,,"LINESTRING (-87.5552111 35.5470216, -87.5566198 35.5471427)",
19525078,residential,False,True,127.772,West 1st Street,,"LINESTRING (-87.5552111 35.5470216, -87.5538079 35.5468916)",
19524630,residential,False,False,129.271,South Court Street,,"LINESTRING (-87.5539524 35.545735, -87.5538079 35.5468916)",
19526428,residential,False,False,131.863,West 2nd Avenue,,"LINESTRING (-87.5539524 35.545735, -87.5553989 35.5458802)",
19526428,residential,False,True,133.439,West 2nd Avenue,,"LINESTRING (-87.5539524 35.545735, -87.552487 35.5455991)",
"[19522956, 19524630]",residential,False,True,311.004,South Court Street,,"LINESTRING (-87.5539524 35.545735, -87.5540982 35.5446668, -87.5540691 35.5446152, -87.554028 35.544588, -87.553663 35.5445779, -87.5535707 35.5445623, -87.5535008 35.5445391, -87.553469 35.5444947, -87.5534694 35.5444112, -87.5535064 35.5440944, -87.5534946 35.5440219, -87.5534446 35.5439635, -87.5533846 35.5439339, -87.5527358 35.5438643)",
19524630,residential,False,True,129.271,South Court Street,,"LINESTRING (-87.5538079 35.5468916, -87.5539524 35.545735)",
19525078,residential,False,False,127.772,West 1st Street,,"LINESTRING (-87.5538079 35.5468916, -87.5552111 35.5470216)",
19525078,residential,False,True,135.138,West 1st Street,,"LINESTRING (-87.5538079 35.5468916, -87.5523241 35.546752)",
19524630,residential,False,False,131.55599999999998,South Court Street,,"LINESTRING (-87.5538079 35.5468916, -87.5537185 35.5474805, -87.5536297 35.5480658)",
19524953,trunk,False,False,129.327,West Main Street,US 412,"LINESTRING (-87.5536297 35.5480658, -87.5550505 35.5481938)",2
19524953,trunk,False,True,133.862,West Main Street,US 412,"LINESTRING (-87.5536297 35.5480658, -87.5521603 35.5479247)",2
19526582,residential,False,False,130.34,North Court Street,,"LINESTRING (-87.5536297 35.5480658, -87.5534518 35.549229)",
19524630,residential,False,True,131.55599999999998,South Court Street,,"LINESTRING (-87.5536297 35.5480658, -87.5537185 35.5474805, -87.5538079 35.5468916)",
19524726,residential,False,False,184.403,South Maple Street,,"LINESTRING (-87.5513064 35.5437327, -87.5510713 35.54538)",
19526079,residential,False,False,130.169,East 3rd Avenue,,"LINESTRING (-87.5513064 35.5437327, -87.5519656 35.5437838, -87.5527358 35.5438643)",
19526079,residential,False,True,217.051,East 3rd Avenue,,"LINESTRING (-87.5513064 35.5437327, -87.5501067 35.5436321, -87.550015 35.5436552, -87.5499462 35.5436955, -87.5499118 35.5437269, -87.5498879 35.5437931, -87.5498101 35.5445028)",
19524726,residential,False,False,51.234,South Maple Street,,"LINESTRING (-87.5510579 35.5454741, -87.5509848 35.545931)",
19524726,residential,False,True,10.533,South Maple Street,,"LINESTRING (-87.5510579 35.5454741, -87.5510713 35.54538)",
372341516,residential,False,False,130.042,East 2nd Avenue,,"LINESTRING (-87.5510579 35.5454741, -87.5517503 35.5455349, -87.552487 35.5455991)",
19524726,residential,False,False,131.338,South Maple Street,,"LINESTRING (-87.5508933 35.5466174, -87.5507454 35.5477924)",
19524726,residential,False,True,76.772,South Maple Street,,"LINESTRING (-87.5508933 35.5466174, -87.5509848 35.545931)",
19524966,residential,False,False,130.311,East 1st Avenue,,"LINESTRING (-87.5508933 35.5466174, -87.5523241 35.546752)",
19524726,residential,False,True,131.338,South Maple Street,,"LINESTRING (-87.5507454 35.5477924, -87.5508933 35.5466174)",
19525141,trunk,False,False,128.851,East Main Street,US 412,"LINESTRING (-87.5507454 35.5477924, -87.5521603 35.5479247)",4
19525141,trunk,False,True,45.06,East Main Street,US 412,"LINESTRING (-87.5507454 35.5477924, -87.5502507 35.5477454)",4
19526703,residential,False,False,133.11,North Maple Street,,"LINESTRING (-87.5507454 35.5477924, -87.5506036 35.5487799, -87.5506071 35.548896, -87.5506129 35.5489826)",
19524953,trunk,False,False,133.862,West Main Street,US 412,"LINESTRING (-87.5521603 35.5479247, -87.5536297 35.5480658)",2
19524964,primary,False,True,131.73,North Park Street,SR 48,"LINESTRING (-87.5521603 35.5479247, -87.5519948 35.5491017)",
19525141,trunk,False,True,128.851,East Main Street,US 412,"LINESTRING (-87.5521603 35.5479247, -87.5507454 35.5477924)",4
19525325,primary,False,False,131.237,South Park Street,SR 20;SR 48,"LINESTRING (-87.5521603 35.5479247, -87.5522438 35.5473267, -87.5522588 35.5472193, -87.5523241 35.546752)",
19524953,trunk,False,True,128.273,West Main Street,US 412,"LINESTRING (-87.5564587 35.548328, -87.5550505 35.5481938)",2
19525032,residential,False,False,128.018,North Pine Street,,"LINESTRING (-87.5564587 35.548328, -87.5563019 35.5494722)",
19525426,residential,False,True,132.603,South Pine Street,,"LINESTRING (-87.5564587 35.548328, -87.5566198 35.5471427)",
19524964,primary,False,False,134.532,North Park Street,SR 48,"LINESTRING (-87.5516272 35.5513579, -87.5518493 35.5501616)",
372341523,residential,False,True,30.718,North Maple Street,,"LINESTRING (-87.5516272 35.5513579, -87.5512906 35.5513216)",
19524964,primary,False,False,131.73,North Park Street,SR 48,"LINESTRING (-87.5519948 35.5491017, -87.5521603 35.5479247)",
19524964,primary,False,True,118.588,North Park Street,SR 48,"LINESTRING (-87.5519948 35.5491017, -87.5518493 35.5501616)",
19525220,residential,False,True,125.72,East Linden Avenue,,"LINESTRING (-87.5519948 35.5491017, -87.5506129 35.5489826)",
19527295,residential,False,False,132.641,West Linden Avenue,,"LINESTRING (-87.5519948 35.5491017, -87.5533094 35.549228, -87.5534518 35.549229)",
19524966,residential,False,True,130.311,East 1st Avenue,,"LINESTRING (-87.5523241 35.546752, -87.5508933 35.5466174)",
19525078,residential,False,False,135.138,West 1st Street,,"LINESTRING (-87.5523241 35.546752, -87.5538079 35.5468916)",
19525325,primary,False,False,129.041,South Park Street,SR 20;SR 48,"LINESTRING (-87.5523241 35.546752, -87.552487 35.5455991)",
19525325,primary,False,True,131.237,South Park Street,SR 20;SR 48,"LINESTRING (-87.5523241 35.546752, -87.5522588 35.5472193, -87.5522438 35.5473267, -87.5521603 35.5479247)",
19525014,residential,False,False,45.1,Caruthers Avenue,,"LINESTRING (-87.5556203 35.5503568, -87.5561138 35.5504142)",
19525030,residential,False,False,44.269,North Pine Street,,"LINESTRING (-87.5556203 35.5503568, -87.5555572 35.5507516)",
19525030,residential,False,True,104.528,North Pine Street,,"LINESTRING (-87.5556203 35.5503568, -87.5557584 35.5494235)",
19525014,residential,False,True,45.1,Caruthers Avenue,,"LINESTRING (-87.5561138 35.5504142, -87.5556203 35.5503568)",
19525030,residential,False,False,104.528,North Pine Street,,"LINESTRING (-87.5557584 35.5494235, -87.5556203 35.5503568)",
19527295,residential,False,False,49.468,West Linden Avenue,,"LINESTRING (-87.5557584 35.5494235, -87.5563019 35.5494722)",
19527295,residential,False,True,76.762,West Linden Avenue,,"LINESTRING (-87.5557584 35.5494235, -87.554915 35.5493481)",
19525032,residential,False,True,128.018,North Pine Street,,"LINESTRING (-87.5563019 35.5494722, -87.5564587 35.548328)",
19527295,residential,False,True,49.468,West Linden Avenue,,"LINESTRING (-87.5563019 35.5494722, -87.5557584 35.5494235)",
19525078,residential,False,True,128.158,West 1st Street,,"LINESTRING (-87.5566198 35.5471427, -87.5552111 35.5470216)",
19525426,residential,False,False,132.603,South Pine Street,,"LINESTRING (-87.5566198 35.5471427, -87.5564587 35.548328)",
19525426,residential,False,True,126.596,South Pine Street,,"LINESTRING (-87.5566198 35.5471427, -87.5567759 35.5460113)",
19525141,trunk,False,True,62.792,East Main Street,US 412,"LINESTRING (-87.54806 35.5480099, -87.5474133 35.5482149)",4
19525141,trunk,False,False,118.136,East Main Street,US 412,"LINESTRING (-87.54806 35.5480099, -87.5482004 35.5479649, -87.5485074 35.5478768, -87.5488757 35.5477984, -87.5493181 35.5477377)",4
"[19527283, 19527276]",residential,False,False,220.97600000000003,Allison Avenue,,"LINESTRING (-87.54806 35.5480099, -87.548184 35.548234, -87.5486538 35.548844, -87.5487947 35.5489409, -87.5485824 35.5490724, -87.5483236 35.549191, -87.5480563 35.5492856, -87.5478513 35.5493406)",
