osmid,name,highway,oneway,reversed,length,geometry,ref,access
12886469,Virginia Avenue,residential,False,False,49.594,"LINESTRING (-90.5141954 35.6708935, -90.5141834 35.6713394)",,
12890780,Harrison Street,residential,False,True,123.977,"LINESTRING (-90.5141954 35.6708935, -90.5128237 35.6708568)",,
12886469,Virginia Avenue,residential,False,True,49.594,"LINESTRING (-90.5141834 35.6713394, -90.5141954 35.6708935)",,
12890978,West Carlson Street,residential,False,False,97.86,"LINESTRING (-90.5141834 35.6713394, -90.5152664 35.6713614)",,
12890978,West Carlson Street,residential,False,True,123.63900000000001,"LINESTRING (-90.5141834 35.6713394, -90.5132902 35.6713347, -90.5128147 35.6713337)",,
12886527,Smith Avenue,residential,False,False,132.137,"LINESTRING (-90.5209209 35.6772079, -90.5208991 35.6783961)",,
12890467,Temple Street,residential,False,False,102.414,"LINESTRING (-90.5209209 35.6772079, -90.5220546 35.6771939)",,
12890467,Temple Street,residential,False,True,105.926,"LINESTRING (-90.5209209 35.6772079, -90.5197482 35.6772129)",,
12890680,Smith Street,residential,False,True,200.966,"LINESTRING (-90.5209209 35.6772079, -90.5209331 35.6754006)",,
12886527,Smith Avenue,residential,False,False,24.944,"LINESTRING (-90.5208991 35.6783961, -90.520895 35.6786204)",,
12886527,Smith Avenue,residential,False,True,132.137,"LINESTRING (-90.5208991 35.6783961, -90.5209209 35.6772079)",,
12887049,Oak Street,residential,False,False,105.792,"LINESTRING (-90.5208991 35.6783961, -90.5197279 35.6783871)",,
12887049,Oak Street,residential,False,True,103.93,"LINESTRING (-90.5208991 35.6783961, -90.5220497 35.6784038)",,
750027026,West 69th Highway,secondary,False,False,92.396,"LINESTRING (-90.5207469 35.6786199, -90.519724 35.6786127)",AR 69,
750027026,West 69th Highway,secondary,False,True,13.377,"LINESTRING (-90.5207469 35.6786199, -90.520895 35.6786204)",AR 69,
12886566,North Parkview Drive,residential,False,False,87.902,"LINESTRING (-90.520974 35.6713401, -90.5209675 35.6721306)",,
12886729,West Main Street,tertiary,False,False,88.769,"LINESTRING (-90.520974 35.6713401, -90.5199913 35.6713404)",AR 198,
12886729,West Main Street,tertiary,False,True,87.632,"LINESTRING (-90.520974 35.6713401, -90.5219441 35.6713378)",AR 198,
12886566,North Parkview Drive,residential,False,True,87.902,"LINESTRING (-90.5209675 35.6721306, -90.520974 35.6713401)",,
12886721,Marshall Lane,residential,False,False,48.987,"LINESTRING (-90.5209675 35.6721306, -90.5204253 35.672139)",,
12886566,North Parkview Drive,residential,False,False,94.92099999999999,"LINESTRING (-90.5209675 35.6721306, -90.5209532 35.6727097, -90.5209258 35.6727838, -90.5208681 35.672844, -90.520754 35.6729214)",,
12886566,North Parkview Drive,residential,False,False,63.262,"LINESTRING (-90.520754 35.6729214, -90.5202109 35.6732806)",,
12886566,North Parkview Drive,residential,False,True,94.921,"LINESTRING (-90.520754 35.6729214, -90.5208681 35.672844, -90.5209258 35.6727838, -90.5209532 35.6727097, -90.5209675 35.6721306)",,
12889897,Harlan Street,residential,False,False,256.865,"LINESTRING (-90.520754 35.6729214, -90.5213398 35.673497, -90.5216999 35.6738977, -90.5220368 35.6743117, -90.5224071 35.6747968)",,
12889897,Harlan Street,residential,False,True,220.99699999999999,"LINESTRING (-90.520754 35.6729214, -90.5199883 35.6721863, -90.5199179 35.6719804, -90.51985 35.6718896, -90.5194796 35.6715894, -90.5194195 35.6715175, -90.5193808 35.6714379, -90.5193696 35.671373, -90.5193701 35.6713315)",,
12886566,North Parkview Drive,residential,False,True,63.262,"LINESTRING (-90.5202109 35.6732806, -90.520754 35.6729214)",,
12887384,,secondary,False,True,50.928,"LINESTRING (-90.5202109 35.6732806, -90.5198174 35.6729526)",AR 463,
12887384,,secondary,False,False,248.917,"LINESTRING (-90.5202109 35.6732806, -90.520477 35.6735462, -90.5209352 35.6740378, -90.5218037 35.6751052)",AR 463,
12886692,Ellis Avenue,residential,False,False,202.064,"LINESTRING (-90.5197531 35.6753957, -90.5197482 35.6772129)",,
12886948,Cedar Street,residential,False,False,106.588,"LINESTRING (-90.5197531 35.6753957, -90.5209331 35.6754006)",,
12886948,Cedar Street,residential,False,True,105.675,"LINESTRING (-90.5197531 35.6753957, -90.5185832 35.6753999)",,
12886692,Ellis Avenue,residential,False,False,130.578,"LINESTRING (-90.5197482 35.6772129, -90.5197279 35.6783871)",,
12886692,Ellis Avenue,residential,False,True,202.064,"LINESTRING (-90.5197482 35.6772129, -90.5197531 35.6753957)",,
12890467,Temple Street,residential,False,False,105.926,"LINESTRING (-90.5197482 35.6772129, -90.5209209 35.6772079)",,
12890467,Temple Street,residential,False,True,107.135,"LINESTRING (-90.5197482 35.6772129, -90.5185621 35.6772112)",,
12886692,Ellis Avenue,residential,False,False,25.088,"LINESTRING (-90.5197279 35.6783871, -90.519724 35.6786127)",,
12886692,Ellis Avenue,residential,False,True,130.578,"LINESTRING (-90.5197279 35.6783871, -90.5197482 35.6772129)",,
12887049,Oak Street,residential,False,True,105.792,"LINESTRING (-90.5197279 35.6783871, -90.5208991 35.6783961)",,
12887049,Oak Street,residential,False,False,108.995,"LINESTRING (-90.5197279 35.6783871, -90.5195886 35.6783801, -90.5193755 35.6783717, -90.5191306 35.6783375, -90.5188196 35.6782558, -90.5185582 35.6781779)",,
750027026,West 69th Highway,secondary,False,False,97.878,"LINESTRING (-90.5196208 35.6786119, -90.5185372 35.6786056)",AR 69,
750027026,West 69th Highway,secondary,False,True,9.322,"LINESTRING (-90.5196208 35.6786119, -90.519724 35.6786127)",AR 69,
12886721,Marshall Lane,residential,False,True,48.987,"LINESTRING (-90.5204253 35.672139, -90.5209675 35.6721306)",,
12886729,West Main Street,tertiary,False,False,87.632,"LINESTRING (-90.5219441 35.6713378, -90.520974 35.6713401)",AR 198,
