osmid,oneway,highway,reversed,length,geometry,lanes,ref,maxspeed,junction,name
11764048,True,trunk_link,False,147.647,"LINESTRING (-74.431406 40.630943, -74.429947 40.6314369, -74.4297977 40.6314588)",,,,,
11782571,True,trunk,False,131.921,"LINESTRING (-74.431406 40.630943, -74.430412 40.631604, -74.430226 40.6317211)",3,US 22,50 mph,,
60615217,True,trunk,False,100.227,"LINESTRING (-74.429419 40.632368, -74.4303168 40.6317779)",3,US 22,50 mph,,
11761700,True,trunk_link,False,92.674,"LINESTRING (-74.429419 40.632368, -74.429813 40.632215, -74.429894 40.632193, -74.4304539 40.6321136)",,,,jughandle,
11761700,True,trunk_link,False,24.918,"LINESTRING (-74.4304539 40.6321136, -74.4305435 40.6320777, -74.430566 40.6320523, -74.4305842 40.6320302, -74.4305927 40.6320046, -74.4305952 40.6319405)",,,,jughandle,
11763602,True,trunk_link,False,33.63,"LINESTRING (-74.4304539 40.6321136, -74.4305491 40.6321047, -74.430692 40.632088, -74.43085 40.632086)",,,,jughandle,
60613187,False,residential,False,26.909,"LINESTRING (-74.4305952 40.6319405, -74.43085 40.632086)",,,,,North Drive
60615233,False,tertiary,True,29.645,"LINESTRING (-74.4305952 40.6319405, -74.4303168 40.6317779)",,,,,North Drive
60613187,False,residential,True,26.909,"LINESTRING (-74.43085 40.632086, -74.4305952 40.6319405)",,,,,North Drive
231238953,False,residential,False,132.291,"LINESTRING (-74.43085 40.632086, -74.4310763 40.6322149, -74.431473 40.632441, -74.4314998 40.6324565, -74.4321 40.632804)",,,,,North Drive
60615233,False,tertiary,False,46.444,"LINESTRING (-74.4297977 40.6314588, -74.430226 40.6317211)",,,,,North Drive
945366230,False,tertiary,True,48.057,"LINESTRING (-74.4297977 40.6314588, -74.429356 40.631186)",,,,,North Drive
265731689,False,residential,False,94.53,"LINESTRING (-74.423069 40.626267, -74.42395 40.626792)",,,,,Sandford Avenue
265731689,False,residential,True,102.82,"LINESTRING (-74.423069 40.626267, -74.422132 40.625676)",,,,,Sandford Avenue
780444039,False,residential,False,104.946,"LINESTRING (-74.423069 40.626267, -74.422276 40.626994)",,,,,Manning Avenue
780444039,False,residential,False,74.914,"LINESTRING (-74.422276 40.626994, -74.42171 40.627513)",,,,,Manning Avenue
780444039,False,residential,True,104.946,"LINESTRING (-74.422276 40.626994, -74.423069 40.626267)",,,,,Manning Avenue
11775968,False,tertiary,False,335.744,"LINESTRING (-74.422276 40.626994, -74.4229849 40.6274136, -74.425413 40.628851)",,,,,Norwood Avenue
780444039,False,residential,True,74.914,"LINESTRING (-74.42171 40.627513, -74.422276 40.626994)",,,,,Manning Avenue
11770122,False,residential,False,109.123,"LINESTRING (-74.42171 40.627513, -74.4224319 40.6279454, -74.422725 40.628121)",,,,,Belmont Avenue
11765076,False,residential,False,94.633,"LINESTRING (-74.421835 40.6299891, -74.4226742 40.6305536)",,,,,Oneida Avenue
11765076,False,residential,True,94.633,"LINESTRING (-74.4226742 40.6305536, -74.421835 40.6299891)",,,,,Oneida Avenue
11765076,False,residential,False,125.024,"LINESTRING (-74.4226742 40.6305536, -74.4229321 40.6307278, -74.4230038 40.6307753, -74.423788 40.631295)",,,,,Oneida Avenue
11775247,True,residential,False,213.285,"LINESTRING (-74.4226742 40.6305536, -74.423985 40.6296742, -74.424512 40.62924)",,,,,Hurley Avenue
11765076,False,residential,False,77.208,"LINESTRING (-74.423788 40.631295, -74.424471 40.631757)",,,,,Oneida Avenue
11775145,False,residential,True,125.416,"LINESTRING (-74.423788 40.631295, -74.424737 40.630427)",,,,,Rutledge Court
11765076,False,residential,True,125.024,"LINESTRING (-74.423788 40.631295, -74.4230038 40.6307753, -74.4229321 40.6307278, -74.4226742 40.6305536)",,,,,Oneida Avenue
11765076,False,residential,False,91.068,"LINESTRING (-74.424471 40.631757, -74.425273 40.632305)",,,,,Oneida Avenue
11765076,False,residential,True,77.208,"LINESTRING (-74.424471 40.631757, -74.423788 40.631295)",,,,,Oneida Avenue
11777961,False,residential,False,151.434,"LINESTRING (-74.424471 40.631757, -74.4232763 40.6327732)",,,,,Muriel Avenue
11777961,False,residential,True,219.283,"LINESTRING (-74.424471 40.631757, -74.426252 40.630321)",,,,,Muriel Avenue
11765076,False,residential,True,91.068,"LINESTRING (-74.425273 40.632305, -74.424471 40.631757)",,,,,Oneida Avenue
11769297,False,tertiary,False,75.527,"LINESTRING (-74.425273 40.632305, -74.424673 40.632809)",,CR 642,,,Mountain Avenue
11769297,False,tertiary,True,76.327,"LINESTRING (-74.425273 40.632305, -74.425871 40.63179)",,CR 642,,,Mountain Avenue
"[11765076, 11777085, 11777084]",False,residential,"[False, True]",392.544,"LINESTRING (-74.425273 40.632305, -74.426666 40.633268, -74.42725 40.632773, -74.425871 40.63179)",,,,,"['Willard Place', 'Oneida Avenue']"
231238953,False,residential,False,71.859,"LINESTRING (-74.4321 40.632804, -74.432777 40.633196)",,,,,North Drive
