osmid,lanes,name,highway,oneway,reversed,length,geometry,bridge,ref
95045782,2,Duke Street,residential,False,False,100.849,"LINESTRING (-96.0913643 30.3901001, -96.0920805 30.3907641)",,
"[20921789, 20925807]",2,"['North Railroad Street', 'East Stoneham Street']",residential,False,False,191.752,"LINESTRING (-96.0913643 30.3901001, -96.0919903 30.3896524, -96.0920661 30.3896038, -96.0921341 30.3895749, -96.0922039 30.3895841, -96.0922924 30.3896281, -96.092861 30.3901649)",,
20921789,2,East Stoneham Street,residential,False,True,101.063,"LINESTRING (-96.0913643 30.3901001, -96.0910776 30.3903186, -96.0909557 30.3904208, -96.0907203 30.3906183, -96.0905942 30.3907201)",,
"[95045787, 95045782, 20914923]",2,"['Duke Street', 'Duke']",residential,False,True,254.671,"LINESTRING (-96.0913643 30.3901001, -96.0912302 30.3899775, -96.0910532 30.3898178, -96.0907528 30.3895402, -96.090219 30.3890358, -96.0899481 30.3887859, -96.0897872 30.3886517, -96.0896933 30.3885707, -96.0896316 30.3885314, -96.0895052 30.3884763)",yes,
95014115,2,East Hill Street,residential,False,True,100.219,"LINESTRING (-96.0920805 30.3907641, -96.092861 30.3901649)",,
95045782,2,Duke Street,residential,False,False,105.955,"LINESTRING (-96.0920805 30.3907641, -96.0928382 30.3914575)",,
95045782,2,Duke Street,residential,False,True,100.849,"LINESTRING (-96.0920805 30.3907641, -96.0913643 30.3901001)",,
95045782,2,Duke Street,residential,False,True,105.955,"LINESTRING (-96.0928382 30.3914575, -96.0920805 30.3907641)",,
872006202,2,East Blackshear Street,tertiary,False,False,99.805,"LINESTRING (-96.0928382 30.3914575, -96.0924378 30.3917801, -96.0921982 30.3919732, -96.0920778 30.3920702)",,
20923705,2,Fanthorp Street,residential,False,False,97.845,"LINESTRING (-96.0913377 30.3876185, -96.0920751 30.3870105)",,
872005623,2,North 10th Street,residential,False,True,92.111,"LINESTRING (-96.0913377 30.3876185, -96.0906815 30.3870137)",,
"[872005624, 20922661, 872005623]",2,North 10th Street,residential,False,False,206.253,"LINESTRING (-96.0913377 30.3876185, -96.0915896 30.3878501, -96.0917457 30.3879936, -96.092809 30.3889712)",yes,
20922113,2,North 9th Street,residential,False,False,76.339,"LINESTRING (-96.0920751 30.3870105, -96.0915337 30.3865073)",,
20923705,2,Fanthorp Street,residential,False,False,102.164,"LINESTRING (-96.0920751 30.3870105, -96.0928451 30.3863757)",,
"[627173856, 20922113, 20923412]",2,"['North 9th Street', 'West Chase Street', 'North 8th Street']",residential,False,True,283.346,"LINESTRING (-96.0920751 30.3870105, -96.0927309 30.3875484, -96.0929338 30.3875434, -96.09313 30.387486, -96.0933781 30.3872807, -96.093472 30.3870416, -96.0934378 30.3869536, -96.0932751 30.3867819, -96.0930394 30.3865667, -96.0928451 30.3863757)",,
20923705,2,Fanthorp Street,residential,False,True,97.845,"LINESTRING (-96.0920751 30.3870105, -96.0913377 30.3876185)",,
872005632,,Craig Street,residential,False,True,120.921,"LINESTRING (-96.0871466 30.3904683, -96.0864202 30.3895795)",,
