osmid,oneway,highway,reversed,length,geometry,lanes,junction,ref,name,maxspeed
226515812,True,secondary,False,101.9,"LINESTRING (118.1954584 31.1004665, 118.1956135 31.1007587, 118.1957919 31.1008783, 118.1961788 31.101105)",,,,,
226515708,True,primary,False,17.895,"LINESTRING (118.1961788 31.101105, 118.1963174 31.1012137)",3,roundabout,,,
226515708,True,primary,False,75.928,"LINESTRING (118.1954402 31.1011636, 118.1956049 31.1010674, 118.1957975 31.1010233, 118.1959962 31.1010363, 118.1961788 31.101105)",3,roundabout,,,
226515815,True,secondary,False,78.16,"LINESTRING (118.1954402 31.1011636, 118.1954817 31.1009978, 118.1954972 31.1008251, 118.1954584 31.1004665)",,,,,
226515708,True,primary,False,65.377,"LINESTRING (118.1963174 31.1012137, 118.1964034 31.1013409, 118.1964434 31.1014838, 118.1964339 31.1016306, 118.1963757 31.1017689)",3,roundabout,,,
226515708,True,primary,False,24.481,"LINESTRING (118.1963757 31.1017689, 118.1963031 31.1018598, 118.1962095 31.1019352)",3,roundabout,,,
226515708,True,primary,False,70.873,"LINESTRING (118.1962095 31.1019352, 118.1960451 31.1020099, 118.1958618 31.1020374, 118.1956776 31.102015, 118.1955105 31.1019448)",3,roundabout,,,
478624528,True,primary,False,373.214,"LINESTRING (118.1962095 31.1019352, 118.1961608 31.1021142, 118.1961722 31.1023744, 118.1964469 31.103701, 118.1965239 31.1043733, 118.1965251 31.1052627)",4,,S334,芜大路,80
226515708,True,primary,False,99.12400000000001,"LINESTRING (118.1955105 31.1019448, 118.1953848 31.1018424, 118.195299 31.1017133, 118.1952605 31.1015684, 118.1952726 31.1014202, 118.1953343 31.1012813, 118.1954402 31.1011636)",3,roundabout,,,
768129555,True,primary,False,376.85299999999995,"LINESTRING (118.1955105 31.1019448, 118.1947415 31.101504, 118.1928716 31.1008996, 118.1919089 31.1005766)",3,,S334;S457,繁阳大道,
478624565,False,tertiary,False,15.79,"LINESTRING (118.1963627 31.1052915, 118.1965251 31.1052627)",,,,,
478624565,False,tertiary,True,79.766,"LINESTRING (118.1963627 31.1052915, 118.196067 31.1053547, 118.1956003 31.1055752)",,,,,
857245438,True,primary,False,393.67900000000003,"LINESTRING (118.1963627 31.1052915, 118.1963507 31.1043806, 118.1962751 31.1037205, 118.196129 31.1029729, 118.1960297 31.1024738, 118.1959192 31.1022763, 118.195738 31.102109, 118.1955105 31.1019448)",4,,S334,芜大路,80
768145231,True,primary,False,417.532,"LINESTRING (118.1913025 31.1002729, 118.1927313 31.1007565, 118.1944304 31.1012747, 118.1948416 31.1013212, 118.1951674 31.101268, 118.1954402 31.1011636)",3,,S334;S457,繁阳大道,
478624564,False,unclassified,False,625.467,"LINESTRING (118.1914073 31.1016754, 118.1924719 31.1020303, 118.1925773 31.1020799, 118.1931156 31.1023334, 118.1938076 31.1028754, 118.194505 31.1034634, 118.1950521 31.1039824, 118.1952775 31.1043177, 118.1953222 31.1044416, 118.1954598 31.1048229, 118.1955564 31.1053511, 118.1956003 31.1055752)",,,,,
"[478624565, 478624566, 478624567]",False,"['unclassified', 'tertiary']",False,1121.478,"LINESTRING (118.1914073 31.1016754, 118.1912632 31.1019181, 118.190944 31.102337, 118.1905524 31.1028239, 118.1902251 31.1031271, 118.1896297 31.1034899, 118.1905577 31.105171, 118.1910244 31.1057084, 118.1916145 31.1061402, 118.1922851 31.1065581, 118.1929771 31.107293, 118.1937818 31.1068613, 118.1944899 31.1064249, 118.1949727 31.1060759, 118.1952677 31.105837, 118.1956003 31.1055752)",,,,,
478624567,False,tertiary,True,131.279,"LINESTRING (118.1914073 31.1016754, 118.1914907 31.1015348, 118.1919089 31.1005766)",,,,,
478624565,False,tertiary,True,15.79,"LINESTRING (118.1965251 31.1052627, 118.1963627 31.1052915)",,,,,
478624528,True,primary,False,74.949,"LINESTRING (118.1965251 31.1052627, 118.196544 31.105472, 118.1965637 31.1059358)",4,,S334,芜大路,80
478624564,False,unclassified,True,625.467,"LINESTRING (118.1956003 31.1055752, 118.1955564 31.1053511, 118.1954598 31.1048229, 118.1953222 31.1044416, 118.1952775 31.1043177, 118.1950521 31.1039824, 118.194505 31.1034634, 118.1938076 31.1028754, 118.1931156 31.1023334, 118.1925773 31.1020799, 118.1924719 31.1020303, 118.1914073 31.1016754)",,,,,
"[478624565, 478624566, 478624567]",False,"['unclassified', 'tertiary']",True,1121.478,"LINESTRING (118.1956003 31.1055752, 118.1952677 31.105837, 118.1949727 31.1060759, 118.1944899 31.1064249, 118.1937818 31.1068613, 118.1929771 31.107293, 118.1922851 31.1065581, 118.1916145 31.1061402, 118.1910244 31.1057084, 118.1905577 31.105171, 118.1896297 31.1034899, 118.1902251 31.1031271, 118.1905524 31.1028239, 118.190944 31.102337, 118.1912632 31.1019181, 118.1914073 31.1016754)",,,,,
478624565,False,tertiary,False,79.766,"LINESTRING (118.1956003 31.1055752, 118.196067 31.1053547, 118.1963627 31.1052915)",,,,,
478624567,False,tertiary,False,131.279,"LINESTRING (118.1919089 31.1005766, 118.1914907 31.1015348, 118.1914073 31.1016754)",,,,,
