osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,tunnel
557897871,政兴街,tertiary,False,False,7.852,"LINESTRING (130.8340179 45.3503847, 130.8339647 45.3504446)",,,
557897871,政兴街,tertiary,False,True,183.772,"LINESTRING (130.8340179 45.3503847, 130.8340847 45.3503142, 130.8352129 45.3491242, 130.8352365 45.3490993, 130.8353218 45.3490093)",,,
229148067,新兴街,tertiary,False,True,87.45599999999999,"LINESTRING (130.8420989 45.3498232, 130.8423572 45.3495627, 130.8427387 45.3491779)",,,
555618068,中华路,tertiary,False,False,182.492,"LINESTRING (130.8420989 45.3498232, 130.841079 45.3493318, 130.8401728 45.3488952)",,,
555851662,鹤大线,trunk,False,True,57.015,"LINESTRING (130.8386271 45.3447256, 130.8393557 45.3447516)",G201,,
229148063,,tertiary,False,False,124.477,"LINESTRING (130.8386271 45.3447256, 130.8386369 45.3446108, 130.8386623 45.3442107, 130.8386759 45.3439795, 130.8381463 45.343964)",,,
555851662,鹤大线,trunk,False,False,68.441,"LINESTRING (130.8386271 45.3447256, 130.8384498 45.3447201, 130.8377521 45.3447004)",G201,,
229148063,,tertiary,False,True,385.9719999999999,"LINESTRING (130.8311465 45.343164, 130.8316228 45.3431929, 130.8318481 45.3432376, 130.8320171 45.3433296, 130.8323117 45.3435776, 130.8324038 45.3436157, 130.8343006 45.3438457, 130.8356759 45.3438997, 130.8358197 45.3439034)",,,
229148071,北环路,tertiary,True,False,3.319,"LINESTRING (130.8339647 45.3504446, 130.8339293 45.3504281)",,,
557897871,政兴街,tertiary,False,True,7.852,"LINESTRING (130.8339647 45.3504446, 130.8340179 45.3503847)",,,
555851662,鹤大线,trunk,False,False,57.015,"LINESTRING (130.8393557 45.3447516, 130.8386271 45.3447256)",G201,,
555851662,鹤大线,trunk,False,True,65.835,"LINESTRING (130.8393557 45.3447516, 130.8401972 45.3447789)",G201,,
"[229148070, 557897871]",政兴街,tertiary,False,False,64.538,"LINESTRING (130.8393557 45.3447516, 130.8393031 45.3448076, 130.8391006 45.3450232, 130.8389798 45.3451506, 130.8388995 45.3452354)",,,
555618068,中华路,tertiary,False,True,43.194,"LINESTRING (130.8369917 45.3472478, 130.8374348 45.34748)",,,
