osmid,oneway,name,highway,reversed,length,ref,lanes,geometry
232520672,False,东风西街,secondary,True,200.474,,,"LINESTRING (111.217222 35.1404729, 111.2154936 35.1415922)"
255757607,False,东风东街,secondary,False,152.867,,,"LINESTRING (111.217222 35.1404729, 111.2185242 35.1396034)"
255757608,False,新建南路,secondary,False,194.297,X839,,"LINESTRING (111.217222 35.1404729, 111.2159541 35.1390664)"
255757610,False,新建北路,secondary,False,152.948,X839,2,"LINESTRING (111.217222 35.1404729, 111.2182808 35.1415417)"
255746870,False,辛街巷,unclassified,False,152.762,,,"LINESTRING (111.2159541 35.1390664, 111.2172999 35.1382441)"
255757608,False,新建南路,secondary,False,117.469,X839,,"LINESTRING (111.2159541 35.1390664, 111.2151577 35.1382346)"
255757608,False,新建南路,secondary,True,194.297,X839,,"LINESTRING (111.2159541 35.1390664, 111.217222 35.1404729)"
229076393,False,解放南路,secondary,True,258.277,X840,,"LINESTRING (111.2190134 35.1371866, 111.2175957 35.1351739)"
255746870,False,辛街巷,unclassified,True,115.125,,,"LINESTRING (111.2190134 35.1371866, 111.218009 35.1378169)"
229076393,False,解放南路,secondary,False,192.72899999999998,X840,,"LINESTRING (111.2190134 35.1371866, 111.2197269 35.1382116, 111.2200853 35.1386815)"
255757608,False,新建南路,secondary,False,81.486,X839,,"LINESTRING (111.2147976 35.1378656, 111.2142494 35.1372859)"
255757608,False,新建南路,secondary,True,52.495,X839,,"LINESTRING (111.2147976 35.1378656, 111.2151577 35.1382346)"
255746891,False,火神庙巷,unclassified,False,252.183,,,"LINESTRING (111.2147976 35.1378656, 111.2138362 35.1384659, 111.2125372 35.1391778)"
255746892,False,育英巷,unclassified,False,377.369,,,"LINESTRING (111.2125372 35.1391778, 111.2151273 35.1418295)"
255746891,False,火神庙巷,unclassified,True,252.183,,,"LINESTRING (111.2125372 35.1391778, 111.2138362 35.1384659, 111.2147976 35.1378656)"
232520672,False,东风西街,secondary,False,42.492,,,"LINESTRING (111.2151273 35.1418295, 111.2154936 35.1415922)"
255746892,False,育英巷,unclassified,True,377.369,,,"LINESTRING (111.2151273 35.1418295, 111.2125372 35.1391778)"
255746894,False,大辛巷,unclassified,False,139.502,,,"LINESTRING (111.2142494 35.1372859, 111.2154639 35.1365194)"
255757608,False,新建南路,secondary,True,81.486,X839,,"LINESTRING (111.2142494 35.1372859, 111.2147976 35.1378656)"
255757608,False,新建南路,secondary,False,179.30100000000002,X839,,"LINESTRING (111.2142494 35.1372859, 111.2135456 35.1365507, 111.2132038 35.1361937, 111.2130349 35.1360156)"
229076393,False,解放南路,secondary,False,258.277,X840,,"LINESTRING (111.2175957 35.1351739, 111.2190134 35.1371866)"
255746894,False,大辛巷,unclassified,True,145.074,,,"LINESTRING (111.2175957 35.1351739, 111.2163327 35.135971)"
255757607,False,东风东街,secondary,True,175.096,,,"LINESTRING (111.2200853 35.1386815, 111.2185242 35.1396034)"
