osmid,name,highway,oneway,reversed,length,geometry,lanes,tunnel
165397335,长江路,secondary,False,True,13.474,"LINESTRING (118.7788198 32.0479077, 118.778959 32.0478801)",,
1114823898,中山路,primary,True,False,203.8,"LINESTRING (118.7788198 32.0479077, 118.778844 32.046075)",,
"[524568465, 61862485]",华侨路,secondary,False,False,99.882,"LINESTRING (118.7788198 32.0479077, 118.7779003 32.048146, 118.7778041 32.0481629)",,
89637135,淮海路,secondary,False,False,147.5,"LINESTRING (118.7822078 32.0394566, 118.7806789 32.0397393)",,
147399827,洪武路,secondary,False,False,184.7,"LINESTRING (118.7822078 32.0394566, 118.7823202 32.040549, 118.7823876 32.0411106)",3,
61877416,石鼓路,tertiary,True,False,102.501,"LINESTRING (118.7750209 32.0417568, 118.7759933 32.0413441)",,
146496700,王府大街,tertiary,False,False,136.263,"LINESTRING (118.7750209 32.0417568, 118.7747207 32.041345, 118.7742635 32.040713)",,
524568467,管家桥,tertiary,True,False,101.499,"LINESTRING (118.7778041 32.0481629, 118.7776071 32.0472655)",3,
524568471,华侨路,secondary,False,False,76.946,"LINESTRING (118.7778041 32.0481629, 118.7769964 32.0482637)",,
"[524568465, 61862485]",华侨路,secondary,False,True,99.882,"LINESTRING (118.7778041 32.0481629, 118.7779003 32.048146, 118.7788198 32.0479077)",,
165397335,长江路,secondary,False,False,65.286,"LINESTRING (118.7807899 32.0474926, 118.7801241 32.0476546)",,
165397335,长江路,secondary,False,True,259.319,"LINESTRING (118.7807899 32.0474926, 118.7833968 32.0467468)",,
"[99978920, 524566662]","['青石街', '糖坊桥']",living_street,False,True,506.485,"LINESTRING (118.7807899 32.0474926, 118.780494 32.0468887, 118.7799704 32.0458662, 118.7805327 32.0456867, 118.7814166 32.0454045, 118.7830931 32.0450039)",,
89637250,游府西街,residential,False,True,127.05799999999999,"LINESTRING (118.7823876 32.0411106, 118.7830396 32.0409744, 118.7834074 32.0409122, 118.7837003 32.0408518)",,
147399827,洪武路,secondary,False,False,268.033,"LINESTRING (118.7823876 32.0411106, 118.7824209 32.0414342, 118.7826307 32.0426692, 118.7827933 32.0434957)",3,
147399827,洪武路,secondary,False,True,184.7,"LINESTRING (118.7823876 32.0411106, 118.7823202 32.040549, 118.7822078 32.0394566)",3,
100944617,,residential,False,False,162.455,"LINESTRING (118.7772597 32.0407812, 118.7779691 32.0421127)",,
61877416,石鼓路,tertiary,True,False,163.934,"LINESTRING (118.7772597 32.0407812, 118.7785384 32.0402177, 118.7788084 32.0401107)",,
336014580,洪武北路,secondary,False,True,163.621,"LINESTRING (118.7836805 32.0481985, 118.7833968 32.0467468)",,
89637250,游府西街,residential,False,False,127.05799999999999,"LINESTRING (118.7837003 32.0408518, 118.7834074 32.0409122, 118.7830396 32.0409744, 118.7823876 32.0411106)",,
99978914,抄纸巷,residential,False,False,286.919,"LINESTRING (118.7837003 32.0408518, 118.7838935 32.0418472, 118.7840181 32.042544, 118.7841616 32.0434022)",,
89637135,淮海路,secondary,False,False,168.584,"LINESTRING (118.7806789 32.0397393, 118.7789375 32.0400851)",,
89637135,淮海路,secondary,False,True,147.5,"LINESTRING (118.7806789 32.0397393, 118.7822078 32.0394566)",,
100102162,沈举人巷,living_street,False,True,110.98,"LINESTRING (118.7741188 32.0457832, 118.7752547 32.0455203)",,
100102162,沈举人巷,living_street,False,False,49.356,"LINESTRING (118.7767547 32.0451645, 118.7762522 32.0452894)",,
524568467,管家桥,tertiary,True,False,141.486,"LINESTRING (118.7767547 32.0451645, 118.7761473 32.0440009)",3,
61879252,王府大街,tertiary,True,False,148.602,"LINESTRING (118.7756536 32.0429804, 118.7754558 32.0425579, 118.7750209 32.0417568)",3,
"[100944613, 1075931142]",东铁管巷,residential,False,False,182.022,"LINESTRING (118.7756536 32.0429804, 118.7757467 32.042948, 118.7774185 32.042316)",,yes
