osmid,oneway,highway,reversed,length,geometry,name
555054751,True,secondary,False,130.064,"LINESTRING (118.9393766 42.2792363, 118.939261 42.278952, 118.9391939 42.2787823, 118.9391483 42.2786751, 118.9390974 42.2785878, 118.9390504 42.2785174, 118.9389767 42.278441, 118.9388211 42.2783308, 118.9386675 42.2782228)",
555054752,True,secondary,False,81.398,"LINESTRING (118.9393766 42.2792363, 118.9393629 42.2791385, 118.9393656 42.2789609, 118.9393857 42.2788676, 118.9394367 42.2787525, 118.939493 42.2786503, 118.9395933 42.2785434)",
421322039,False,residential,True,184.94,"LINESTRING (118.9389802 42.2803116, 118.9380085 42.2818114)",
421322039,False,residential,False,61.734,"LINESTRING (118.9389802 42.2803116, 118.9394767 42.2801879, 118.9396972 42.2801496)",
555632430,False,residential,True,74.978,"LINESTRING (118.9389802 42.2803116, 118.9388801 42.2802171, 118.9387929 42.2801744, 118.9382109 42.2799695)",
421322039,False,residential,False,17.0,"LINESTRING (118.9396972 42.2801496, 118.9398928 42.2801003)",
421322039,False,residential,True,61.734,"LINESTRING (118.9396972 42.2801496, 118.9394767 42.2801879, 118.9389802 42.2803116)",
676440390,True,tertiary,False,104.928,"LINESTRING (118.9396972 42.2801496, 118.9394681 42.2795125, 118.9393766 42.2792363)",林西路
421322039,False,residential,True,17.0,"LINESTRING (118.9398928 42.2801003, 118.9396972 42.2801496)",
421322039,False,residential,False,184.94,"LINESTRING (118.9380085 42.2818114, 118.9389802 42.2803116)",
421322039,False,residential,True,221.11,"LINESTRING (118.9380085 42.2818114, 118.9368307 42.2835988)",
554985955,False,tertiary,False,114.853,"LINESTRING (118.9380085 42.2818114, 118.9392633 42.2822642)",
554985955,False,tertiary,True,72.643,"LINESTRING (118.9380085 42.2818114, 118.9375444 42.2816439, 118.9372158 42.2815236)",
554985955,False,tertiary,True,107.892,"LINESTRING (118.9404421 42.2826895, 118.9392633 42.2822642)",
676440390,True,tertiary,False,155.23199999999997,"LINESTRING (118.9404421 42.2826895, 118.9404381 42.2823874, 118.9403231 42.2819432, 118.9401013 42.2813229)",林西路
515028662,True,secondary,False,22.104,"LINESTRING (118.9386675 42.2782228, 118.9384285 42.278132)",
515028662,True,secondary,False,84.20800000000001,"LINESTRING (118.9395933 42.2785434, 118.939485 42.2785154, 118.9393616 42.2784777, 118.9391675 42.2784157, 118.9388101 42.2782778, 118.9386675 42.2782228)",
555054752,True,secondary,False,15.789,"LINESTRING (118.9395933 42.2785434, 118.9396177 42.2785174, 118.9397253 42.278441)",
421322036,True,secondary,False,257.87100000000004,"LINESTRING (118.936918 42.2774143, 118.9373069 42.2775631, 118.9389391 42.2781878, 118.9392382 42.278302, 118.9394635 42.2783725, 118.9396217 42.2784132, 118.9397253 42.278441)",
555632413,False,residential,True,118.123,"LINESTRING (118.9372459 42.2776827, 118.9366418 42.2786464)",
555632413,False,residential,False,118.123,"LINESTRING (118.9366418 42.2786464, 118.9372459 42.2776827)",
