osmid,oneway,name,highway,reversed,length,lanes,width,geometry
372699307,True,吴泰闸路,secondary,False,576.766,,,"LINESTRING (116.5905936 35.4253421, 116.5969589 35.4253705)"
561222775,True,建设路,secondary,False,10.802,2,,"LINESTRING (116.5905936 35.4253421, 116.5906001 35.4254391)"
372720213,True,洸河路,primary,False,17.516,3,,"LINESTRING (116.590901 35.4208316, 116.5907078 35.4208266)"
561222775,True,建设路,secondary,False,267.962,2,,"LINESTRING (116.590901 35.4208316, 116.5907176 35.4232368)"
693842693,True,吴泰闸路,secondary,False,7.058,4,13,"LINESTRING (116.5906001 35.4254391, 116.5905232 35.4254492)"
246129285,True,洸河路,primary,False,552.631,3,,"LINESTRING (116.5908965 35.420662, 116.5969945 35.4207357)"
561222775,True,建设路,secondary,False,18.863,2,,"LINESTRING (116.5908965 35.420662, 116.590901 35.4208316)"
441861476,False,供销路,tertiary,False,16.99,,,"LINESTRING (116.5969945 35.4207357, 116.5969829 35.4208882)"
372720213,True,洸河路,primary,False,226.579,3,,"LINESTRING (116.5969829 35.4208882, 116.5944826 35.4208649)"
441861476,False,供销路,tertiary,False,264.779,,,"LINESTRING (116.5969829 35.4208882, 116.5969736 35.4232694)"
441861476,False,供销路,tertiary,True,16.99,,,"LINESTRING (116.5969829 35.4208882, 116.5969945 35.4207357)"
441861476,False,供销路,tertiary,False,8.796,,,"LINESTRING (116.5969589 35.4253705, 116.5969589 35.4254496)"
441861476,False,供销路,tertiary,True,233.636,,,"LINESTRING (116.5969589 35.4253705, 116.5969736 35.4232694)"
441861476,False,供销路,tertiary,True,8.796,,,"LINESTRING (116.5969589 35.4254496, 116.5969589 35.4253705)"
693842693,True,吴泰闸路,secondary,False,576.1729999999999,4,13,"LINESTRING (116.5969589 35.4254496, 116.5935742 35.4254342, 116.5907465 35.4254389, 116.5906001 35.4254391)"
441861575,False,仙营路,tertiary,False,9.642,,,"LINESTRING (116.5907176 35.4232368, 116.5906112 35.4232358)"
441861575,False,仙营路,tertiary,True,332.336,,,"LINESTRING (116.5907176 35.4232368, 116.5943852 35.4232559)"
561222775,True,建设路,secondary,False,234.368,2,,"LINESTRING (116.5907176 35.4232368, 116.5905936 35.4253421)"
441861476,False,供销路,tertiary,False,233.636,,,"LINESTRING (116.5969736 35.4232694, 116.5969589 35.4253705)"
441861476,False,供销路,tertiary,True,264.779,,,"LINESTRING (116.5969736 35.4232694, 116.5969829 35.4208882)"
441861575,False,仙营路,tertiary,False,234.545,,,"LINESTRING (116.5969736 35.4232694, 116.5943852 35.4232559)"
561222770,True,建设路,secondary,False,10.304,2,,"LINESTRING (116.5905232 35.4254492, 116.5905188 35.4253566)"
246129285,True,洸河路,primary,False,13.737,3,,"LINESTRING (116.5907453 35.4206531, 116.5908965 35.420662)"
372699307,True,吴泰闸路,secondary,False,6.967,,,"LINESTRING (116.5905188 35.4253566, 116.5905936 35.4253421)"
561222770,True,建设路,secondary,False,235.98000000000002,2,,"LINESTRING (116.5905188 35.4253566, 116.5905239 35.4252778, 116.5906111 35.4233417, 116.5906112 35.4232358)"
372720213,True,洸河路,primary,False,294.881,3,,"LINESTRING (116.5907078 35.4208266, 116.5874542 35.4207747)"
561222770,True,建设路,secondary,False,19.6,2,,"LINESTRING (116.5907078 35.4208266, 116.5907176 35.4207654, 116.5907453 35.4206531)"
441861575,False,仙营路,tertiary,False,287.472,,,"LINESTRING (116.5906112 35.4232358, 116.5874392 35.4231874)"
441861575,False,仙营路,tertiary,True,9.642,,,"LINESTRING (116.5906112 35.4232358, 116.5907176 35.4232368)"
561222770,True,建设路,secondary,False,268.034,2,,"LINESTRING (116.5906112 35.4232358, 116.5907078 35.4208266)"
246129285,True,洸河路,primary,False,299.121,3,,"LINESTRING (116.5874444 35.4206309, 116.5907453 35.4206531)"
1008041538,False,浣笔泉路,tertiary,True,16.014,,,"LINESTRING (116.5874444 35.4206309, 116.5874542 35.4207747)"
1008041538,False,浣笔泉路,tertiary,False,16.014,,,"LINESTRING (116.5874542 35.4207747, 116.5874444 35.4206309)"
1008041538,False,浣笔泉路,tertiary,True,268.284,,,"LINESTRING (116.5874542 35.4207747, 116.5874392 35.4231874)"
441861575,False,仙营路,tertiary,True,287.472,,,"LINESTRING (116.5874392 35.4231874, 116.5906112 35.4232358)"
1008041538,False,浣笔泉路,tertiary,False,268.284,,,"LINESTRING (116.5874392 35.4231874, 116.5874542 35.4207747)"
1008041538,False,浣笔泉路,tertiary,True,308.816,,,"LINESTRING (116.5874392 35.4231874, 116.5873936 35.4259644)"
372699307,True,吴泰闸路,secondary,False,291.126,,,"LINESTRING (116.5873936 35.4259644, 116.5905188 35.4253566)"
1008041538,False,浣笔泉路,tertiary,False,308.816,,,"LINESTRING (116.5873936 35.4259644, 116.5874392 35.4231874)"
441861575,False,仙营路,tertiary,False,332.336,,,"LINESTRING (116.5943852 35.4232559, 116.5907176 35.4232368)"
441861575,False,仙营路,tertiary,True,234.545,,,"LINESTRING (116.5943852 35.4232559, 116.5969736 35.4232694)"
1239354405,False,仙营绿地西路,living_street,False,266.10999999999996,,,"LINESTRING (116.5943852 35.4232559, 116.5943996 35.4231985, 116.5944782 35.4210419, 116.5944826 35.4208649)"
372720213,True,洸河路,primary,False,324.567,3,,"LINESTRING (116.5944826 35.4208649, 116.590901 35.4208316)"
1239354405,False,仙营绿地西路,living_street,True,266.10999999999996,,,"LINESTRING (116.5944826 35.4208649, 116.5944782 35.4210419, 116.5943996 35.4231985, 116.5943852 35.4232559)"
