osmid,oneway,name,highway,reversed,length,lanes,geometry
278138490,True,玉龙路,secondary,False,196.714,,"LINESTRING (121.0060766 29.1463492, 121.0041161 29.1459044)"
1092257733,True,天台山西路,primary,False,12.469,2,"LINESTRING (121.0060766 29.1463492, 121.0060734 29.1462371)"
281766860,False,,primary_link,False,15.174,,"LINESTRING (121.0049722 29.1495854, 121.0051068 29.1496547)"
588820479,True,天台山西路,primary,False,380.181,2,"LINESTRING (121.0049722 29.1495854, 121.0055932 29.1484999, 121.0056913 29.1483285, 121.0059273 29.1475368, 121.0060384 29.1468909, 121.0060766 29.1463492)"
278138490,True,玉龙路,secondary,False,322.516,,"LINESTRING (121.0041161 29.1459044, 121.0036999 29.145822, 121.0032579 29.1457655, 121.002662 29.1457342, 121.0022237 29.1457275, 121.0017264 29.1457602, 121.0013142 29.1458159, 121.0008261 29.1458945)"
279300751,False,,residential,False,219.666,,"LINESTRING (121.0041161 29.1459044, 121.004105 29.1464417, 121.0041103 29.1472663, 121.0040978 29.1478797)"
227001035,True,,primary,False,28.742,,"LINESTRING (121.0027394 29.1514237, 121.0030348 29.1514398)"
291719353,False,,tertiary,False,146.83100000000002,,"LINESTRING (121.0027394 29.1514237, 121.002657 29.1513591, 121.0016676 29.1504925)"
588820479,True,天台山西路,primary,False,154.067,2,"LINESTRING (121.0027394 29.1514237, 121.0031032 29.151179, 121.0033487 29.1510139, 121.0039685 29.1505484)"
588820789,True,天台山西路,primary,False,11.791,2,"LINESTRING (121.0030348 29.1514398, 121.0029439 29.1515101)"
227001044,True,,primary,False,22.061,,"LINESTRING (121.0029439 29.1515101, 121.0027394 29.1514237)"
279300751,False,,residential,True,219.666,,"LINESTRING (121.0040978 29.1478797, 121.0041103 29.1472663, 121.004105 29.1464417, 121.0041161 29.1459044)"
"[1093113376, 279300752]",False,,residential,True,202.077,,"LINESTRING (121.0008008 29.1477114, 121.000801 29.1474989, 121.0008013 29.1472262, 121.0008021 29.1464265, 121.0008261 29.1458945)"
281766860,False,,primary_link,True,15.174,,"LINESTRING (121.0051068 29.1496547, 121.0049722 29.1495854)"
588820789,True,天台山西路,primary,False,150.419,2,"LINESTRING (121.0051068 29.1496547, 121.004799 29.1500295, 121.0041677 29.1506273, 121.0040992 29.1506778)"
281766861,False,,primary_link,False,19.187,,"LINESTRING (121.0039685 29.1505484, 121.0040992 29.1506778)"
588820479,True,天台山西路,primary,False,145.21699999999998,2,"LINESTRING (121.0039685 29.1505484, 121.0042846 29.150311, 121.0049722 29.1495854)"
281766861,False,,primary_link,True,19.187,,"LINESTRING (121.0040992 29.1506778, 121.0039685 29.1505484)"
588820789,True,天台山西路,primary,False,133.672,2,"LINESTRING (121.0040992 29.1506778, 121.003582 29.1510591, 121.0032366 29.1513032, 121.0030348 29.1514398)"
"[1093113377, 240162900]",False,法华路,secondary,True,261.371,,"LINESTRING (120.9988492 29.1480177, 120.9993566 29.1475079, 120.9994396 29.1473899, 120.9996371 29.1471091, 120.9998871 29.1466588, 120.999988 29.1464177, 121.0000182 29.1462948, 121.0000163 29.1459706)"
291719353,False,,tertiary,True,58.489000000000004,,"LINESTRING (120.9988492 29.1480177, 120.9989275 29.1480927, 120.9992707 29.1483933)"
291719353,False,,tertiary,True,182.109,,"LINESTRING (120.9992707 29.1483933, 121.0005948 29.149553)"
291719353,False,,tertiary,False,58.489000000000004,,"LINESTRING (120.9992707 29.1483933, 120.9989275 29.1480927, 120.9988492 29.1480177)"
