osmid,highway,oneway,reversed,length,name,geometry,lanes,ref,maxspeed,service
676496238,residential,False,True,189.605,,"LINESTRING (118.3505781 34.3672474, 118.3502514 34.3655637)",,,,
135200130,residential,False,True,341.042,锦绣巷,"LINESTRING (118.3505781 34.3672474, 118.3491222 34.3671863, 118.3472257 34.3672107, 118.3468647 34.3672198)",,,,
676496238,residential,False,False,397.15999999999997,,"LINESTRING (118.3505781 34.3672474, 118.3506028 34.3673988, 118.3506001 34.3678403, 118.3505025 34.3684442, 118.3505132 34.3688339, 118.3504821 34.3692395, 118.3504284 34.3694077, 118.3500556 34.3705221, 118.3499753 34.3707548)",,,,
135200130,residential,False,False,341.04200000000003,锦绣巷,"LINESTRING (118.3468647 34.3672198, 118.3472257 34.3672107, 118.3491222 34.3671863, 118.3505781 34.3672474)",,,,
848425837,residential,True,False,388.96999999999997,徐海路,"LINESTRING (118.3468647 34.3672198, 118.3469168 34.3679523, 118.3469207 34.3690449, 118.3468933 34.3700437, 118.346862 34.370632, 118.3468384 34.3707135)",1,G235,60,Chinese_Sidelane
676496238,residential,False,False,189.605,,"LINESTRING (118.3502514 34.3655637, 118.3505781 34.3672474)",,,,
135200137,tertiary,False,True,6.4,南京路,"LINESTRING (118.3484945 34.3708637, 118.3484893 34.3709211)",,,,
547950816,secondary,True,False,131.849,,"LINESTRING (118.3484945 34.3708637, 118.3486345 34.3708648, 118.3499309 34.3708814)",,,,
482740525,living_street,False,False,11.827,,"LINESTRING (118.3458289 34.3732393, 118.3458923 34.3733319)",,,,
482914088,primary,True,False,73.668,钟吾路,"LINESTRING (118.3463681 34.3715949, 118.3465719 34.3709765, 118.3465777 34.3709554)",3,,60,
813349836,primary_link,True,False,85.027,,"LINESTRING (118.3463681 34.3715949, 118.3463189 34.3713102, 118.3462437 34.3711601, 118.3461308 34.3710152, 118.3460116 34.3709123)",,,,
135200137,tertiary,False,False,311.192,南京路,"LINESTRING (118.3480924 34.3737004, 118.3484163 34.371372, 118.3484893 34.3709211)",,,,
482740525,living_street,False,True,208.59000000000003,,"LINESTRING (118.3480924 34.3737004, 118.3477711 34.3735986, 118.3460055 34.3734112, 118.3458923 34.3733319)",,,,
482740526,living_street,False,False,76.562,,"LINESTRING (118.3480924 34.3737004, 118.3483185 34.373724, 118.3489202 34.3737856)",,,,
135200137,tertiary,False,False,6.4,南京路,"LINESTRING (118.3484893 34.3709211, 118.3484945 34.3708637)",,,,
482740527,secondary,True,False,90.436,,"LINESTRING (118.3484893 34.3709211, 118.347504 34.3709131)",,,,
135200137,tertiary,False,True,311.192,南京路,"LINESTRING (118.3484893 34.3709211, 118.3484163 34.371372, 118.3480924 34.3737004)",,,,
482740526,living_street,False,True,325.465,,"LINESTRING (118.3524319 34.3741718, 118.3522997 34.3741317, 118.3489202 34.3737856)",,,,
604203706,tertiary,False,True,323.848,临沭路,"LINESTRING (118.3524319 34.3741718, 118.3529839 34.3734076, 118.3540288 34.3717944, 118.3541377 34.3716231)",4,,40,
482914088,primary,True,False,6.394,钟吾路,"LINESTRING (118.346595 34.3708922, 118.3466021 34.370835)",3,,60,
482740527,secondary,True,False,63.486000000000004,,"LINESTRING (118.346595 34.3708922, 118.3464313 34.3708781, 118.3459063 34.3708391)",,,,
482740527,secondary,True,False,10.035,,"LINESTRING (118.3467038 34.3709011, 118.346595 34.3708922)",,,,
482739214,primary,True,False,63.022999999999996,钟吾路,"LINESTRING (118.3467038 34.3709011, 118.3466793 34.370997, 118.3465161 34.371446)",3,,60,
482914088,primary,True,False,15.229,钟吾路,"LINESTRING (118.3466021 34.370835, 118.3466441 34.3707025)",3,,60,
