osmid,ref,highway,oneway,reversed,length,geometry,lanes,name
379331739,Y004,secondary,False,False,11.721,"LINESTRING (127.0133266 45.7736058, 127.0133382 45.7737109)",,
379331739,Y004,secondary,False,True,14.286,"LINESTRING (127.0133523 45.773839, 127.0133382 45.7737109)",,
379331739,Y004,secondary,False,False,108.105,"LINESTRING (127.0133523 45.773839, 127.013495 45.7742948, 127.0137092 45.7747779)",,
379349540,,residential,False,True,11.356,"LINESTRING (127.0096133 45.7745148, 127.0096509 45.7746135)",,
59554979,G221,trunk,True,False,305.216,"LINESTRING (127.0096133 45.7745148, 127.0102829 45.7743509, 127.0133266 45.7736058)",2,同哈线
379331739,Y004,secondary,False,True,108.105,"LINESTRING (127.0137092 45.7747779, 127.013495 45.7742948, 127.0133523 45.773839)",,
379349536,,residential,False,True,277.06600000000003,"LINESTRING (127.0137092 45.7747779, 127.0130973 45.774905, 127.0126282 45.7750359, 127.012325 45.7751768, 127.0114662 45.7754738, 127.0105929 45.775947)",,
379349536,,residential,False,False,277.06600000000003,"LINESTRING (127.0105929 45.775947, 127.0114662 45.7754738, 127.012325 45.7751768, 127.0126282 45.7750359, 127.0130973 45.774905, 127.0137092 45.7747779)",,
379349536,,residential,False,True,347.959,"LINESTRING (127.0105929 45.775947, 127.0098206 45.7762541, 127.0087428 45.7766658, 127.0072055 45.7770735, 127.0065685 45.7773137)",,
379349540,,residential,False,False,167.098,"LINESTRING (127.0105929 45.775947, 127.0103691 45.7757608, 127.0098134 45.7750409, 127.0096509 45.7746135)",,
379349540,,residential,False,True,180.048,"LINESTRING (127.0105929 45.775947, 127.0113796 45.7767373, 127.0116322 45.7769034, 127.0118703 45.7770696, 127.0119858 45.7772306)",,
379349526,,residential,False,True,112.8,"LINESTRING (127.0133112 45.7768128, 127.0119858 45.7772306)",,
379349526,,residential,False,False,112.8,"LINESTRING (127.0119858 45.7772306, 127.0133112 45.7768128)",,
379349526,,residential,False,True,629.5400000000001,"LINESTRING (127.0119858 45.7772306, 127.0115672 45.7773917, 127.0102103 45.7779857, 127.0082472 45.7787206, 127.0071392 45.7790644, 127.0069589 45.7786394, 127.0067958 45.7782204, 127.0068145 45.7781316, 127.0068388 45.7780168, 127.0065685 45.7773137)",,
379349540,,residential,False,False,180.048,"LINESTRING (127.0119858 45.7772306, 127.0118703 45.7770696, 127.0116322 45.7769034, 127.0113796 45.7767373, 127.0105929 45.775947)",,
545257205,G221,trunk,True,False,3.116,"LINESTRING (127.0133761 45.7737016, 127.0133382 45.7737109)",2,同哈线
379349536,,residential,False,False,378.303,"LINESTRING (127.0030595 45.7762619, 127.0039432 45.777144, 127.0044773 45.7771641, 127.0047433 45.7773535, 127.0048237 45.7774108, 127.005163 45.7778437, 127.0065685 45.7773137)",,
379349526,,residential,False,False,629.54,"LINESTRING (127.0065685 45.7773137, 127.0068388 45.7780168, 127.0068145 45.7781316, 127.0067958 45.7782204, 127.0069589 45.7786394, 127.0071392 45.7790644, 127.0082472 45.7787206, 127.0102103 45.7779857, 127.0115672 45.7773917, 127.0119858 45.7772306)",,
379349536,,residential,False,False,347.95900000000006,"LINESTRING (127.0065685 45.7773137, 127.0072055 45.7770735, 127.0087428 45.7766658, 127.0098206 45.7762541, 127.0105929 45.775947)",,
379349536,,residential,False,True,378.303,"LINESTRING (127.0065685 45.7773137, 127.005163 45.7778437, 127.0048237 45.7774108, 127.0047433 45.7773535, 127.0044773 45.7771641, 127.0039432 45.777144, 127.0030595 45.7762619)",,
379349540,,residential,False,False,11.356,"LINESTRING (127.0096509 45.7746135, 127.0096133 45.7745148)",,
379349540,,residential,False,True,167.098,"LINESTRING (127.0096509 45.7746135, 127.0098134 45.7750409, 127.0103691 45.7757608, 127.0105929 45.775947)",,
545257205,G221,trunk,True,False,543.0749999999999,"LINESTRING (127.0096509 45.7746135, 127.0080283 45.7750107, 127.0072058 45.7752121, 127.0037911 45.7760786, 127.0030595 45.7762619)",2,同哈线
379331739,Y004,secondary,False,False,14.286,"LINESTRING (127.0133382 45.7737109, 127.0133523 45.773839)",,
379331739,Y004,secondary,False,True,11.721,"LINESTRING (127.0133382 45.7737109, 127.0133266 45.7736058)",,
545257205,G221,trunk,True,False,303.07800000000003,"LINESTRING (127.0133382 45.7737109, 127.0096616 45.7746109, 127.0096509 45.7746135)",2,同哈线
