osmid,ref,highway,junction,oneway,reversed,length,geometry,name,lanes
343790048,G104;G327,trunk,roundabout,True,False,24.932000000000002,"LINESTRING (116.9984581 35.6255557, 116.998463 35.6256304, 116.9984432 35.6257033, 116.9984 35.6257693)",,
343790048,G104;G327,trunk,roundabout,True,False,22.24,"LINESTRING (116.997961 35.6253654, 116.9980372 35.6253407, 116.9981185 35.6253315, 116.9982 35.6253384)",,
343790050,,primary,,True,False,469.27500000000003,"LINESTRING (116.997961 35.6253654, 116.9979754 35.6251823, 116.9979662 35.6247561, 116.9977201 35.6211511)",迎宾大街,
343790048,G104;G327,trunk,roundabout,True,False,27.933,"LINESTRING (116.998091 35.6258827, 116.9979912 35.625862, 116.9979036 35.6258179, 116.9978363 35.6257545)",,
343790048,G104;G327,trunk,roundabout,True,False,20.743000000000002,"LINESTRING (116.9978363 35.6257545, 116.9977926 35.6256682, 116.9977867 35.6255751)",,
343790048,G104;G327,trunk,roundabout,True,False,18.745,"LINESTRING (116.9984 35.6257693, 116.9983272 35.6258294, 116.9982356 35.6258688)",,
343790048,G104;G327,trunk,roundabout,True,False,29.11,"LINESTRING (116.9977867 35.6255751, 116.9978161 35.6254911, 116.9978762 35.6254188, 116.997961 35.6253654)",,
343790048,G104;G327,trunk,roundabout,True,False,35.411,"LINESTRING (116.9982 35.6253384, 116.9982914 35.6253671, 116.9983688 35.6254159, 116.998426 35.6254805, 116.9984581 35.6255557)",,
343790048,G104;G327,trunk,roundabout,True,False,13.237,"LINESTRING (116.9982356 35.6258688, 116.9981642 35.6258821, 116.998091 35.6258827)",,
447158060,,tertiary,,False,True,220.271,"LINESTRING (117.0028599 35.6182351, 117.0031925 35.6201975)",,
447158060,,tertiary,,False,False,220.271,"LINESTRING (117.0031925 35.6201975, 117.0028599 35.6182351)",,
447158060,,tertiary,,False,True,259.723,"LINESTRING (117.0031925 35.6201975, 117.0035049 35.6225194)",,
447158067,,unclassified,,False,True,505.885,"LINESTRING (117.0031925 35.6201975, 116.9977201 35.6211511)",,
447158067,,unclassified,,False,False,505.885,"LINESTRING (116.9977201 35.6211511, 117.0031925 35.6201975)",,
447158060,,tertiary,,False,False,259.723,"LINESTRING (117.0035049 35.6225194, 117.0031925 35.6201975)",,
447158060,,tertiary,,False,True,316.323,"LINESTRING (117.0035049 35.6225194, 117.0038853 35.6253473)",,
447158072,,unclassified,,False,True,422.842,"LINESTRING (117.0035049 35.6225194, 116.9988809 35.6230962)",,
447158072,,unclassified,,False,False,422.842,"LINESTRING (116.9988809 35.6230962, 117.0035049 35.6225194)",,
383765099,G327,trunk,,True,False,163.321,"LINESTRING (117.0038853 35.6253473, 117.0020837 35.6254604)",,2
447158060,,tertiary,,False,False,316.323,"LINESTRING (117.0038853 35.6253473, 117.0035049 35.6225194)",,
383765099,G327,trunk,,True,False,334.726,"LINESTRING (117.0020837 35.6254604, 116.9988671 35.6257217, 116.9984 35.6257693)",,2
