osmid,highway,oneway,reversed,length,tunnel,geometry
538215337,residential,False,True,185.654,,"LINESTRING (112.9218569 35.5082128, 112.9227826 35.5067229)"
"[722097355, 722097356, 538215294]",unclassified,False,True,916.5739999999998,yes,"LINESTRING (112.9324862 35.5059665, 112.926209 35.5056521, 112.925787 35.5056456, 112.9254256 35.5057075, 112.9246476 35.5061951, 112.9242635 35.5064149, 112.9238335 35.5066204, 112.923379 35.5067665, 112.9230914 35.5067852, 112.9227826 35.5067229)"
538215337,residential,False,False,185.654,,"LINESTRING (112.9227826 35.5067229, 112.9218569 35.5082128)"
"[722097355, 722097356, 538215294]",unclassified,False,False,916.574,yes,"LINESTRING (112.9227826 35.5067229, 112.9230914 35.5067852, 112.923379 35.5067665, 112.9238335 35.5066204, 112.9242635 35.5064149, 112.9246476 35.5061951, 112.9254256 35.5057075, 112.925787 35.5056456, 112.926209 35.5056521, 112.9324862 35.5059665)"
