osmid,highway,width,oneway,reversed,length,name,geometry
206871037,secondary,5.5,False,False,35.917,,"LINESTRING (105.7565047 39.7556846, 105.756557 39.7553641)"
317786784,residential,,False,True,375.878,巴彦乌拉街,"LINESTRING (105.7565047 39.7556846, 105.7521531 39.7552)"
317786784,residential,,False,False,375.878,巴彦乌拉街,"LINESTRING (105.7521531 39.7552, 105.7565047 39.7556846)"
317786784,residential,,False,True,110.011,巴彦乌拉街,"LINESTRING (105.7521531 39.7552, 105.7508771 39.7550715)"
"[317786787, 317786811]",residential,,False,True,675.5480000000001,,"LINESTRING (105.7521531 39.7552, 105.7513598 39.7598134, 105.7525683 39.7599532, 105.7528716 39.7600673, 105.7531555 39.7601119)"
317786813,residential,,False,False,303.671,,"LINESTRING (105.7531555 39.7601119, 105.7536073 39.7574031)"
"[317786811, 317786787]",residential,,False,False,675.548,,"LINESTRING (105.7531555 39.7601119, 105.7528716 39.7600673, 105.7525683 39.7599532, 105.7513598 39.7598134, 105.7521531 39.7552)"
317786813,residential,,False,True,303.671,,"LINESTRING (105.7536073 39.7574031, 105.7531555 39.7601119)"
206871037,secondary,5.5,False,True,35.917,,"LINESTRING (105.756557 39.7553641, 105.7565047 39.7556846)"
206871037,secondary,5.5,False,False,224.59,,"LINESTRING (105.756557 39.7553641, 105.7568277 39.7537062, 105.7568858 39.7533602)"
317786815,residential,,False,False,503.92600000000004,,"LINESTRING (105.756557 39.7553641, 105.7578749 39.7554949, 105.7581735 39.7555246, 105.759397 39.755646, 105.760077 39.7557135, 105.7602921 39.7557349, 105.7609721 39.7558024, 105.7617172 39.7558764, 105.7624034 39.7559445)"
317786815,residential,,False,True,503.92599999999993,,"LINESTRING (105.7624034 39.7559445, 105.7617172 39.7558764, 105.7609721 39.7558024, 105.7602921 39.7557349, 105.760077 39.7557135, 105.759397 39.755646, 105.7581735 39.7555246, 105.7578749 39.7554949, 105.756557 39.7553641)"
206871037,secondary,5.5,False,False,224.529,,"LINESTRING (105.7568858 39.7533602, 105.7572222 39.7513576)"
206871037,secondary,5.5,False,True,224.59,,"LINESTRING (105.7568858 39.7533602, 105.7568277 39.7537062, 105.756557 39.7553641)"
206871037,secondary,5.5,False,True,224.529,,"LINESTRING (105.7572222 39.7513576, 105.7568858 39.7533602)"
317786819,residential,,False,False,263.255,,"LINESTRING (105.7572222 39.7513576, 105.7585623 39.7514912, 105.7588754 39.7515224, 105.7600485 39.7516394, 105.760276 39.7516621)"
317786819,residential,,False,True,195.66,,"LINESTRING (105.7625457 39.7518884, 105.7609964 39.7517339, 105.760276 39.7516621)"
317786819,residential,,False,False,195.66,,"LINESTRING (105.760276 39.7516621, 105.7609964 39.7517339, 105.7625457 39.7518884)"
317786819,residential,,False,True,263.255,,"LINESTRING (105.760276 39.7516621, 105.7600485 39.7516394, 105.7588754 39.7515224, 105.7585623 39.7514912, 105.7572222 39.7513576)"
317786784,residential,,False,False,110.011,巴彦乌拉街,"LINESTRING (105.7508771 39.7550715, 105.7521531 39.7552)"
