osmid,oneway,lanes,highway,reversed,length,geometry,name,maxspeed,width,tunnel,bridge,junction
"[139012856, 183972467]",False,2,primary,False,158.137,"LINESTRING (113.5507303 22.1989065, 113.5505775 22.199195, 113.5499861 22.20015)",高士德大馬路行車天橋 Viaduto de Avenida de Horta e Costa,40,,,yes,
"[525000539, 139012871]",False,2,primary,"[False, True]",283.78499999999997,"LINESTRING (113.5507303 22.1989065, 113.5519103 22.1966925, 113.5519504 22.196618)",松山隧道 Tunel do Monte da Guia,40,10.5,yes,,
"[1032934318, 490965895]",True,1,residential,False,96.67399999999999,"LINESTRING (113.5507303 22.1989065, 113.5505589 22.1990863, 113.5500699 22.1995238)",二龍喉街 Rua da Fonte da Inveja,,,,,
"[139012856, 183972467]",False,2,primary,True,158.137,"LINESTRING (113.5499861 22.20015, 113.5505775 22.199195, 113.5507303 22.1989065)",高士德大馬路行車天橋 Viaduto de Avenida de Horta e Costa,40,,,yes,
"[704585546, 183972466]",True,1,primary,False,275.06499999999994,"LINESTRING (113.5499861 22.20015, 113.5499177 22.2002337, 113.5498458 22.2003159, 113.5497366 22.2004378, 113.549112 22.2009906, 113.5490336 22.2010788, 113.5489235 22.2012003, 113.5488452 22.201283, 113.548313 22.201756, 113.5482295 22.2018309, 113.5481674 22.2018577, 113.5480971 22.2018763)",高士德大馬路行車天橋 Viaduto de Avenida de Horta e Costa,40,,,yes,
936383892,True,2,secondary,False,44.55,"LINESTRING (113.5473435 22.1989377, 113.547592 22.1992657)",肥利喇亞美打大馬路(荷蘭園大馬路)(荷蘭園正街) Avenida do Conselheiro Ferreira de Almeida,60,,,,
831714355,True,,tertiary,False,79.228,"LINESTRING (113.5473435 22.1989377, 113.5479459 22.1985402, 113.5479702 22.1985242)",沙嘉都喇賈罷麗街 Rua de Sacadura Cabral,,,,,
325467152,True,2,secondary,False,7.911,"LINESTRING (113.5537904 22.2016448, 113.5537283 22.2016867)",,,,,,
"[447129561, 659728061]",True,1,tertiary,False,112.116,"LINESTRING (113.5537283 22.2016867, 113.5536824 22.2017131, 113.5536199 22.2017429, 113.5535549 22.2017679, 113.5534879 22.2017878, 113.5534194 22.2018025, 113.5533498 22.2018119, 113.5532796 22.2018159, 113.5529392 22.2018058, 113.5526675 22.2018236)","['海邊馬路(劏狗環) Estrada de Cacilhas', '鮑思高圓形地 Rotunda de S. João Bosco']",,,,,
661165511,True,1,secondary,False,32.83200000000001,"LINESTRING (113.5537283 22.2016867, 113.553712 22.2016986, 113.5536968 22.2017117, 113.5536828 22.2017259, 113.5536701 22.2017411, 113.5536588 22.2017572, 113.5536489 22.201774, 113.5536405 22.2017916, 113.5536336 22.2018098, 113.5536284 22.2018284, 113.5536248 22.2018473, 113.5536229 22.2018664, 113.5536226 22.2018856, 113.553624 22.2019048, 113.5536271 22.2019238, 113.5536319 22.2019425, 113.5536342 22.2019492)",嚤囉園路 Ramal dos Mouros,,,,,
172300549,True,2,secondary,False,59.367,"LINESTRING (113.5478262 22.1995631, 113.5481616 22.1999974)",肥利喇亞美打大馬路(荷蘭園大馬路)(荷蘭園正街) Avenida do Conselheiro Ferreira de Almeida,60,,,,
936383893,True,2,tertiary,False,89.42,"LINESTRING (113.5478262 22.1995631, 113.5483928 22.1989536)",羅利老馬路 Estrada de Adolfo Loureiro,,,,,
183435298,True,1,secondary_link,False,59.003,"LINESTRING (113.552279 22.2021118, 113.5523823 22.2020274, 113.5524046 22.2020021, 113.552422 22.2019736, 113.5524342 22.2019429, 113.5524408 22.2019107, 113.5524413 22.2018877, 113.5524415 22.201878, 113.5524365 22.2018457, 113.5524257 22.2018145, 113.5524096 22.2017854, 113.5523885 22.2017591, 113.552363 22.2017365, 113.5522983 22.2016898)",,,,,,
490965518,True,2,secondary,False,39.451,"LINESTRING (113.552279 22.2021118, 113.5524264 22.2020132, 113.5524645 22.2019891, 113.5525046 22.2019679, 113.5525327 22.2019557, 113.5525464 22.2019498, 113.5525897 22.2019347, 113.5526057 22.2019305)",美副將大馬路 Avenida do Coronel Mesquita,,,,,
206824388,True,2,primary,False,8.107,"LINESTRING (113.5470578 22.2027972, 113.5470009 22.2028476)",高士德大馬路 Avenida de Horta e Costa,,,,,
673662845,True,1,tertiary,False,86.59,"LINESTRING (113.5470578 22.2027972, 113.5469946 22.2027218, 113.5466133 22.2022678, 113.5465416 22.2021824)",俾利喇街 Rua de Francisco Xavier Pereira,,,,,
140231873,True,,residential,False,23.912,"LINESTRING (113.544272 22.2021895, 113.5441657 22.2019983)",柯利維喇街 Rua de Marques de Oliveira,,,,,
718129991,True,,tertiary,False,39.948,"LINESTRING (113.544272 22.2021895, 113.5446334 22.2020587)",渡船街 Rua da Barca,,,,,
704585547,True,1,tertiary,False,12.289,"LINESTRING (113.547333 22.2012599, 113.547243 22.2011873)",賈伯樂提督街 (提督街) Rua do Almirante Costa Cabral,60,,,,
673662844,True,1,residential,False,66.09100000000001,"LINESTRING (113.547333 22.2012599, 113.5472665 22.2013374, 113.5469855 22.2016649, 113.5469337 22.2017253)",飛能便度街 Rua de Fernão Mendes Pinto,,,,,
183449863,True,,residential,False,94.948,"LINESTRING (113.5469337 22.2017253, 113.5475726 22.2023411)",高地烏街 Rua de Pedro Coutinho,,,,,
673662844,True,1,residential,False,64.90599999999999,"LINESTRING (113.5469337 22.2017253, 113.5468909 22.2017752, 113.5467772 22.2019077, 113.5465876 22.2021287, 113.5465416 22.2021824)",飛能便度街 Rua de Fernão Mendes Pinto,,,,,
208241236,True,2,secondary,False,24.23,"LINESTRING (113.5458266 22.1959424, 113.5455989 22.1958873)",東望洋街 Rua de Ferreira do Amaral,,,,,
307031695,True,,residential,False,18.687,"LINESTRING (113.5458266 22.1959424, 113.5457188 22.1958072)",馬大臣街 Rua de Henrique de Macedo,,,,,
183840220,False,2,residential,True,53.022,"LINESTRING (113.5458266 22.1959424, 113.5459644 22.1959388, 113.5463 22.1959301, 113.5463414 22.195929)",東望洋斜巷 Calçada do Gaio,,,,,
160522457,True,,residential,False,53.129,"LINESTRING (113.5467492 22.2001553, 113.5464089 22.2005145)",美的路主教街 Rua do Bispo Medeiros,,,,,
206824390,True,2,primary,False,62.113,"LINESTRING (113.5463922 22.203387, 113.5459564 22.2037733)",高士德大馬路 Avenida de Horta e Costa,60,,,,
183441558,False,2,residential,False,56.36,"LINESTRING (113.5463922 22.203387, 113.5462812 22.2032556, 113.546055 22.2029877)",亞利鴉架街 Rua de Manuel de Arriaga,60,,,,
819799037,True,2,secondary,False,39.254,"LINESTRING (113.5483928 22.1989536, 113.5481297 22.1986981)",士多鳥拜斯大馬路 Avenida de Sidónio Pais,,,,,
834951863,True,,tertiary,False,39.636,"LINESTRING (113.54703 22.1991446, 113.5473435 22.1989377)",沙嘉都喇賈罷麗街 Rua de Sacadura Cabral,,,,,
131705986,True,,residential,False,56.688,"LINESTRING (113.54703 22.1991446, 113.5468968 22.1989708, 113.5467114 22.1987288)",塔石街 Rua do Tap Siac,,,,,
819799019,True,2,secondary,False,172.47199999999998,"LINESTRING (113.5479702 22.1985242, 113.5479365 22.1984835, 113.5470042 22.1973607, 113.5469765 22.1973273, 113.5469492 22.1972945)",士多鳥拜斯大馬路 Avenida de Sidónio Pais,,,,,
771283605,True,1,residential,False,33.303,"LINESTRING (113.5457372 22.2012235, 113.5459354 22.2014602)",俾利喇街 Rua de Francisco Xavier Pereira,,,,,
769882144,True,3,secondary,False,14.748,"LINESTRING (113.5499857 22.2003442, 113.5498791 22.2002556)",士多鳥拜斯大馬路 Avenida de Sidónio Pais,60,,,,
160522457,True,,residential,False,83.952,"LINESTRING (113.5481297 22.1986981, 113.547592 22.1992657)",美的路主教街 Rua do Bispo Medeiros,,,,,
819799037,True,2,secondary,False,25.369,"LINESTRING (113.5481297 22.1986981, 113.5479702 22.1985242)",士多鳥拜斯大馬路 Avenida de Sidónio Pais,,,,,
160522457,True,,residential,False,53.782,"LINESTRING (113.5470937 22.1997917, 113.5467492 22.2001553)",美的路主教街 Rua do Bispo Medeiros,,,,,
708564381,True,,residential,False,41.723,"LINESTRING (113.5470937 22.1997917, 113.5473299 22.2000966)",厚望街 Rua da Esperança,,,,,
771283605,True,1,residential,False,54.324,"LINESTRING (113.5447529 22.2000479, 113.5450762 22.200434)",俾利喇街 Rua de Francisco Xavier Pereira,,,,,
771283606,True,,residential,False,31.776,"LINESTRING (113.5447529 22.2000479, 113.5445033 22.200216)",亞豐素雅布基街(亞豐素街) Rua de Afonso de Albuquerque,,,,,
457366261,True,2,residential,False,62.357,"LINESTRING (113.5453591 22.2017978, 113.5450823 22.201299)",亞利鴉架街 Rua de Manuel de Arriaga,,,,,
820210986,True,,tertiary,False,40.347,"LINESTRING (113.5453591 22.2017978, 113.5457244 22.2016664)",渡船街 Rua da Barca,,,,,
708564381,True,,residential,False,62.405,"LINESTRING (113.5467476 22.199331, 113.5467643 22.1993512, 113.5470937 22.1997917)",厚望街 Rua da Esperança,,,,,
834951863,True,,tertiary,False,35.706,"LINESTRING (113.5467476 22.199331, 113.5469989 22.199165, 113.54703 22.1991446)",沙嘉都喇賈罷麗街 Rua de Sacadura Cabral,,,,,
160522469,True,,residential,False,75.38,"LINESTRING (113.5462536 22.1996563, 113.5467492 22.2001553)",羅德禮將軍街 Rua do General Rodrigues,,,,,
834951863,True,,tertiary,False,62.410000000000004,"LINESTRING (113.5462536 22.1996563, 113.546716 22.1993512, 113.5467476 22.199331)",沙嘉都喇賈罷麗街 Rua de Sacadura Cabral,,,,,
183435299,True,,residential,False,116.03,"LINESTRING (113.5517432 22.2030122, 113.5523325 22.2037235, 113.5524291 22.2038402)",鮑思高街 Rua de São João Bosco,,,,,
614052457,True,2,secondary,False,159.388,"LINESTRING (113.5530072 22.2035016, 113.5530358 22.2033249, 113.553079 22.203073, 113.5530882 22.2030098, 113.553092 22.2029461, 113.5530903 22.2028823, 113.5530864 22.2028478, 113.5530832 22.2028188, 113.5530707 22.2027561, 113.5530529 22.2026944, 113.5530298 22.2026343, 113.5529688 22.20252, 113.5527489 22.2021463)",亞馬喇馬路 Estrada de Ferreira do Amaral,,,,,
819061594,True,2,secondary,False,8.954,"LINESTRING (113.5507517 22.2033583, 113.5508169 22.203305)",美副將大馬路 Avenida do Coronel Mesquita,,,,,
"[172281040, 707974623]",True,,residential,False,141.926,"LINESTRING (113.5507517 22.2033583, 113.5509437 22.2035973, 113.5509576 22.2036111, 113.5509777 22.20362, 113.5510012 22.2036186, 113.551021 22.2036102, 113.5517432 22.2030122)",虔信街 Rua da Piedade,,,,,
183435297,True,1,secondary_link,False,36.433,"LINESTRING (113.5527489 22.2021463, 113.5527429 22.2021339, 113.5527379 22.2021211, 113.552734 22.2021079, 113.5527314 22.2020945, 113.55273 22.2020809, 113.5527298 22.2020672, 113.5527309 22.2020536, 113.5527332 22.2020401, 113.5527368 22.2020269, 113.5527416 22.202014, 113.5527475 22.2020015, 113.5527546 22.2019895, 113.5527583 22.2019842, 113.5527627 22.2019781, 113.5527719 22.2019674, 113.552782 22.2019574, 113.5527929 22.2019483, 113.5528047 22.20194, 113.5528172 22.2019328, 113.5528303 22.2019265, 113.5528439 22.2019213, 113.552858 22.2019172, 113.5528724 22.2019142, 113.552887 22.2019123, 113.5529017 22.2019116)",鮑思高圓形地 Rotunda de S. João Bosco,,,,,
183861585,True,1,secondary,False,28.214999999999996,"LINESTRING (113.5527489 22.2021463, 113.5526786 22.2020267, 113.5526607 22.2020007, 113.5526121 22.2019377, 113.5526057 22.2019305)",鮑思高圓形地 Rotunda de S. João Bosco,,,,,
206824185,True,,secondary,False,11.293,"LINESTRING (113.5530457 22.2035967, 113.5530072 22.2035016)",亞馬喇馬路 Estrada de Ferreira do Amaral,,,,,
709257455,True,2,secondary,False,132.192,"LINESTRING (113.5522983 22.2016898, 113.5521464 22.2016342, 113.5520272 22.2015905, 113.5516656 22.2014581, 113.5516271 22.201444, 113.5515374 22.2014111, 113.5511043 22.2012525)",士多鳥拜斯大馬路 Avenida de Sidónio Pais,60,,,,
839546768,True,2,tertiary,False,137.791,"LINESTRING (113.5448311 22.2031286, 113.5451802 22.2037687, 113.5454197 22.2042079, 113.5454343 22.2042348)",連勝馬路 Estrada de Coelho do Amaral,,,,,
399606219,True,,residential,False,67.904,"LINESTRING (113.5464177 22.1989267, 113.5462852 22.1990159, 113.5458843 22.1992859)",亞豐素雅布基街(亞豐素街) Rua de Afonso de Albuquerque,,,,,
787903021,True,2,tertiary,False,11.591,"LINESTRING (113.5454343 22.2042348, 113.5454987 22.2043203)",連勝馬路 Estrada de Coelho do Amaral,,,,,
208241174,True,2,tertiary,False,8.56,"LINESTRING (113.5479473 22.2038567, 113.5478963 22.2037959)",俾利喇街 Rua de Francisco Xavier Pereira,,,,,
208241303,True,2,tertiary,False,88.96199999999999,"LINESTRING (113.5479473 22.2038567, 113.5480066 22.2038085, 113.5485928 22.2033248)",雅廉訪大馬路 Avenida do Ouvidor Arriaga,,,,,
"[307131352, 307050336]",True,,residential,False,109.534,"LINESTRING (113.5448951 22.1963582, 113.5444645 22.1958026, 113.5441745 22.1959391)","['和隆街 Rua do Volong', '水井斜巷(細井巷) Calçada do Poço']",,,,,
"[307195952, 532972673]",True,,residential,False,102.69800000000001,"LINESTRING (113.5448951 22.1963582, 113.5452606 22.1968298, 113.5455611 22.196629)","['若翰亞美打街 Rua de João de Almeida', '和隆街 Rua do Volong']",,,,,
457366261,True,2,residential,False,84.996,"LINESTRING (113.5458795 22.2027356, 113.5458458 22.2026749, 113.545502 22.2020558)",亞利鴉架街 Rua de Manuel de Arriaga,,,,,
661195072,True,1,residential,False,12.472,"LINESTRING (113.5458795 22.2027356, 113.5458546 22.2027463, 113.545832 22.2027606, 113.5458122 22.2027782, 113.5457958 22.2027986, 113.5457906 22.202808)",嘉路米耶圓形地 (三盞燈) Rotunda de Carlos da Maia,,,,,roundabout
183861594,True,,secondary,False,63.601,"LINESTRING (113.5532622 22.2041324, 113.5531943 22.2039645, 113.5531668 22.2038963, 113.5531453 22.2038432, 113.5531178 22.2037751, 113.5530729 22.2036641, 113.5530457 22.2035967)",新雅馬路 Estrada da Bela Vista,,,,,
206824319,True,4,primary,False,89.763,"LINESTRING (113.5530164 22.1969193, 113.5530504 22.1969643, 113.5530751 22.196997, 113.5531109 22.1970445, 113.55314 22.1970831, 113.5531862 22.1971445, 113.5532156 22.1971834, 113.5535155 22.1975812)",羅理基博士大馬路 Avenida do Dr. Rodrigo Rodrigues,,,,,
183803726,True,2,primary_link,False,58.330999999999996,"LINESTRING (113.553105 22.196488, 113.5529769 22.1965705, 113.5529593 22.1965863, 113.5529448 22.1966045, 113.5529336 22.1966247, 113.5529262 22.1966463, 113.5529227 22.1966687, 113.5529232 22.1966914, 113.5529277 22.1967136, 113.5530164 22.1969193)",,,,,,
206824318,True,3,primary,False,124.379,"LINESTRING (113.553105 22.196488, 113.5529945 22.1964192, 113.5528129 22.1963061, 113.5526628 22.1962125, 113.5521685 22.1959043, 113.5521336 22.1958772, 113.5521106 22.1958545)",羅理基博士大馬路 Avenida do Dr. Rodrigo Rodrigues,,,,,
297728862,True,1,primary_link,False,19.688,"LINESTRING (113.5519455 22.195845, 113.5519332 22.1958529, 113.5519154 22.1958694, 113.551901 22.1958885, 113.5518904 22.1959097, 113.5518841 22.1959323, 113.5518821 22.1959555, 113.5518846 22.1959787, 113.5518915 22.1960011)",,,,,,
754628459,True,2,primary,False,163.912,"LINESTRING (113.5519455 22.195845, 113.5520426 22.1959447, 113.5525424 22.1963163, 113.5526091 22.1963866, 113.5526717 22.1964617, 113.5530164 22.1969193)",羅理基博士大馬路 Avenida do Dr. Rodrigo Rodrigues,,,,,
1149668219,True,,residential,False,51.412,"LINESTRING (113.5485928 22.2033248, 113.5486277 22.2033584, 113.5489387 22.2036583)",高地烏街 Rua de Pedro Coutinho,,,,,
1149668221,True,2,tertiary,False,88.62799999999999,"LINESTRING (113.5485928 22.2033248, 113.548656 22.2032726, 113.5491473 22.2028672, 113.5492355 22.2027945)",雅廉訪大馬路 Avenida do Ouvidor Arriaga,,,,,
490965895,True,1,residential,False,73.763,"LINESTRING (113.5500699 22.1995238, 113.5495996 22.1999444, 113.5495546 22.1999847)",二龍喉街 Rua da Fonte da Inveja,,,,,
"[769882136, 769882137]",True,,residential,False,406.87199999999996,"LINESTRING (113.5500699 22.1995238, 113.5491294 22.1986073, 113.5489976 22.1984789, 113.5488815 22.1983658, 113.5486846 22.1981596, 113.5483012 22.197729, 113.547726 22.1970368, 113.5475996 22.1968847, 113.5474922 22.1967554)",得勝馬路 Estrada da Vitória,,,,,
206824261,True,,residential,False,127.345,"LINESTRING (113.5467956 22.1959171, 113.548032 22.1958847)",東望洋斜巷 Calçada do Gaio,,,,,
183840220,False,2,residential,False,46.781,"LINESTRING (113.5467956 22.1959171, 113.5464129 22.1959271, 113.5463414 22.195929)",東望洋斜巷 Calçada do Gaio,,,,,
183449863,True,,residential,False,87.647,"LINESTRING (113.5463441 22.2011567, 113.5469337 22.2017253)",高地烏街 Rua de Pedro Coutinho,,,,,
710288545,True,,tertiary,False,58.216,"LINESTRING (113.5463441 22.2011567, 113.546713 22.2007599)",羅利老馬路 Estrada de Adolfo Loureiro,,,,,
183865602,True,2,tertiary,False,64.26899999999999,"LINESTRING (113.5510277 22.2012117, 113.5509954 22.2012383, 113.5509485 22.201277, 113.5506192 22.2015487, 113.5505617 22.2015963)",雅廉訪大馬路 Avenida do Ouvidor Arriaga,60,,,,
"[206824229, 769882135]",True,"['2', '3']",secondary,False,144.267,"LINESTRING (113.5510277 22.2012117, 113.5505001 22.2007725, 113.5501524 22.200483, 113.5499857 22.2003442)",士多鳥拜斯大馬路 Avenida de Sidónio Pais,60,,,,
819670825,True,2,secondary,False,9.098,"LINESTRING (113.5511043 22.2012525, 113.5510277 22.2012117)",士多鳥拜斯大馬路 Avenida de Sidónio Pais,60,,,,
206824106,True,2,secondary,False,30.735,"LINESTRING (113.5526057 22.2019305, 113.552634 22.2019229, 113.5526801 22.2019143, 113.5527251 22.2019092, 113.5527713 22.2019075, 113.5529017 22.2019116)",鮑思高圓形地 Rotunda de S. João Bosco,,,,,
482447786,True,1,secondary,False,41.72,"LINESTRING (113.5526057 22.2019305, 113.5525535 22.2018743, 113.5524991 22.2018236, 113.5524355 22.2017733, 113.5523677 22.201728, 113.5522983 22.2016898)",鮑思高圓形地 Rotunda de S. João Bosco,,,,,
206853655,True,2,secondary,False,42.766000000000005,"LINESTRING (113.5498983 22.2022476, 113.549925 22.2022823, 113.5501391 22.202561)",荷蘭園大馬路 Avenida do Conselheiro Ferreira de Almeida,,,,,
704585550,True,2,tertiary,False,98.587,"LINESTRING (113.5498983 22.2022476, 113.5499572 22.202199, 113.5505207 22.201734, 113.5506132 22.2016577)",雅廉訪大馬路 Avenida do Ouvidor Arriaga,60,,,,
172281036,True,,residential,False,55.226,"LINESTRING (113.5515135 22.2027367, 113.5514693 22.2026834, 113.5511869 22.2023427)",文第士街 Rua de Silva Mendes,60,,,,
183435299,True,,residential,False,38.699,"LINESTRING (113.5515135 22.2027367, 113.5515684 22.2028026, 113.5517432 22.2030122)",鮑思高街 Rua de São João Bosco,,,,,
183840213,True,3,secondary,False,68.018,"LINESTRING (113.5515135 22.2027367, 113.5515938 22.2026712, 113.551905 22.2024173, 113.5520092 22.2023323)",美副將大馬路 Avenida do Coronel Mesquita,,,,,
206853632,True,2,tertiary,False,11.438,"LINESTRING (113.5470009 22.2028476, 113.5470691 22.2029288)",俾利喇街 Rua de Francisco Xavier Pereira,,,,,
206853679,True,2,primary,False,86.744,"LINESTRING (113.5470009 22.2028476, 113.5465322 22.2032629, 113.5463922 22.203387)",高士德大馬路 Avenida de Horta e Costa,60,,,,
208241302,True,2,tertiary,False,8.084,"LINESTRING (113.5478891 22.2039055, 113.5479473 22.2038567)",雅廉訪大馬路 Avenida do Ouvidor Arriaga,,,,,
411049653,True,,tertiary,False,8.212,"LINESTRING (113.5459433 22.2015877, 113.5459953 22.2015317)",羅利老馬路 Estrada de Adolfo Loureiro,,,,,
183321126,True,1,tertiary,False,91.964,"LINESTRING (113.5459433 22.2015877, 113.5459829 22.2016348, 113.5464186 22.2021539, 113.5464915 22.2022407)",俾利喇街 Rua de Francisco Xavier Pereira,,,,,
457366261,True,2,residential,False,32.241,"LINESTRING (113.545502 22.2020558, 113.5453591 22.2017978)",亞利鴉架街 Rua de Manuel de Arriaga,,,,,
710591409,True,,residential,False,60.329,"LINESTRING (113.545502 22.2020558, 113.5451294 22.2024591, 113.5451211 22.2024681)",羅利老馬路 Estrada de Adolfo Loureiro,,,,,
1203095020,True,1,residential,False,8.284,"LINESTRING (113.5465416 22.2021824, 113.5464915 22.2022407)",飛能便度街 Rua de Fernão Mendes Pinto,,,,,
818389985,True,1,tertiary,False,91.643,"LINESTRING (113.5465416 22.2021824, 113.5464803 22.2021093, 113.5460445 22.2015903, 113.5459953 22.2015317)",俾利喇街 Rua de Francisco Xavier Pereira,,,,,
818389984,True,1,residential,False,74.147,"LINESTRING (113.5464915 22.2022407, 113.5464469 22.2022927, 113.5462831 22.2024806, 113.5461222 22.202671, 113.5460435 22.2027628)",飛能便度街 Rua de Fernão Mendes Pinto,,,,,
1203095019,True,1,tertiary,False,85.46600000000001,"LINESTRING (113.5464915 22.2022407, 113.5465516 22.2023123, 113.5469328 22.2027665, 113.5470009 22.2028476)",俾利喇街 Rua de Francisco Xavier Pereira,,,,,
307197542,True,,residential,False,45.471,"LINESTRING (113.546326 22.1982292, 113.5460695 22.1978963)",塔石街 Rua do Tap Siac,,,,,
"[183861584, 771290314]",True,,residential,False,82.718,"LINESTRING (113.546326 22.1982292, 113.5462764 22.1982643, 113.5462619 22.1982934, 113.5463832 22.1988791, 113.546384 22.1988831, 113.5464177 22.1989267)",厚望街 Rua da Esperança,,,,,
"[936383891, 819799036]",True,1,tertiary,False,60.607,"LINESTRING (113.5447187 22.1991511, 113.5446565 22.199101, 113.5442748 22.1987931)",賈伯樂提督街 (提督街) Rua do Almirante Costa Cabral,,,,,
160522469,True,,residential,False,56.053,"LINESTRING (113.5458843 22.1992859, 113.5462536 22.1996563)",羅德禮將軍街 Rua do General Rodrigues,,,,,
399606219,True,,residential,False,69.281,"LINESTRING (113.5458843 22.1992859, 113.5458764 22.1992912, 113.5457011 22.1994093, 113.5453401 22.1996524)",亞豐素雅布基街(亞豐素街) Rua de Afonso de Albuquerque,,,,,
131705986,True,,residential,False,53.928,"LINESTRING (113.5473301 22.1995421, 113.54703 22.1991446)",塔石街 Rua do Tap Siac,,,,,
