osmid,bridge,ref,name,highway,oneway,reversed,length,geometry
900231271,yes,X201,甫澄路,primary,False,False,22.799,"LINESTRING (120.8603511 31.2648621, 120.860291 31.2650606)"
900231271,yes,X201,甫澄路,primary,False,True,22.799,"LINESTRING (120.860291 31.2650606, 120.8603511 31.2648621)"
998196983,,X201,甫澄路,primary,True,False,156.09199999999998,"LINESTRING (120.860291 31.2650606, 120.8601094 31.2658538, 120.8599906 31.2664406)"
234712319,,,,tertiary,False,True,6.543,"LINESTRING (120.8599906 31.2664406, 120.8599219 31.2664368)"
"[1236283992, 998196982, 998196983]",yes,X201,甫澄路,primary,True,False,236.51200000000003,"LINESTRING (120.8599906 31.2664406, 120.8598361 31.2675676, 120.8597977 31.2678415, 120.859733 31.2684149, 120.8597289 31.2684518, 120.8597277 31.2685551)"
478113195,,X301,东方大道,primary,False,True,9.391,"LINESTRING (120.8597277 31.2685551, 120.8596289 31.2685559)"
394157556,,,东方大道,secondary,False,False,229.79500000000002,"LINESTRING (120.8597277 31.2685551, 120.8614439 31.2686872, 120.8621367 31.2687305)"
1236283992,,X201,甫澄路,primary,True,False,183.95000000000002,"LINESTRING (120.8597277 31.2685551, 120.8597369 31.2687507, 120.8597769 31.269253, 120.8597634 31.2695303, 120.8598069 31.2701475, 120.8598129 31.2702065)"
234712319,,,,tertiary,False,False,548.754,"LINESTRING (120.854156 31.2661857, 120.8549079 31.2662212, 120.8584383 31.2663557, 120.8599219 31.2664368)"
"[833707656, 234712312, 833707655]",yes,,吴淞路,secondary,False,False,234.49200000000002,"LINESTRING (120.854156 31.2661857, 120.8539912 31.2672314, 120.8539435 31.2675883, 120.853866 31.2682796)"
234712312,,,吴淞路,secondary,False,False,369.667,"LINESTRING (120.853866 31.2682796, 120.8539022 31.2695079, 120.8538992 31.2702438, 120.8539111 31.2715381, 120.8539165 31.2716035)"
"[234712312, 833707656, 833707655]",yes,,吴淞路,secondary,False,True,234.49200000000002,"LINESTRING (120.853866 31.2682796, 120.8539435 31.2675883, 120.8539912 31.2672314, 120.854156 31.2661857)"
478113195,,X301,东方大道,primary,False,False,548.652,"LINESTRING (120.853866 31.2682796, 120.8543122 31.268304, 120.8558721 31.268392, 120.8582236 31.2685212, 120.8596289 31.2685559)"
"[394157556, 900229612, 900229613, 794658398]",,,东方大道,secondary,False,True,188.535,"LINESTRING (120.8641167 31.2688245, 120.8639543 31.268825, 120.8636421 31.2688166, 120.8633779 31.2688086, 120.8632937 31.2688027, 120.8621367 31.2687305)"
529191095,,,,tertiary,False,False,7.035,"LINESTRING (120.8598619 31.271115, 120.8597884 31.2711225)"
1236283992,,X201,甫澄路,primary,True,False,176.037,"LINESTRING (120.8598619 31.271115, 120.8598674 31.2711978, 120.8599666 31.2726956)"
478096368,,,,unclassified,False,False,8.145,"LINESTRING (120.8598129 31.2702065, 120.8597275 31.2702126)"
478096368,,,,unclassified,False,True,224.242,"LINESTRING (120.8598129 31.2702065, 120.8621634 31.2700314)"
1236283992,,X201,甫澄路,primary,True,False,101.128,"LINESTRING (120.8598129 31.2702065, 120.8598619 31.271115)"
234712312,,,吴淞路,secondary,False,True,185.47,"LINESTRING (120.8540257 31.2732687, 120.8539823 31.2724061, 120.8539165 31.2716035)"
529191095,,,,tertiary,False,True,154.25,"LINESTRING (120.8539165 31.2716035, 120.8555321 31.2714712)"
234712312,,,吴淞路,secondary,False,False,185.47,"LINESTRING (120.8539165 31.2716035, 120.8539823 31.2724061, 120.8540257 31.2732687)"
234712312,,,吴淞路,secondary,False,True,369.66700000000003,"LINESTRING (120.8539165 31.2716035, 120.8539111 31.2715381, 120.8538992 31.2702438, 120.8539022 31.2695079, 120.853866 31.2682796)"
478096368,,,,unclassified,False,False,224.242,"LINESTRING (120.8621634 31.2700314, 120.8598129 31.2702065)"
529191096,,,,unclassified,False,False,144.676,"LINESTRING (120.8621634 31.2700314, 120.8621367 31.2687305)"
529191095,,,,tertiary,False,False,406.375,"LINESTRING (120.8597884 31.2711225, 120.8555321 31.2714712)"
529191095,,,,tertiary,False,True,7.035,"LINESTRING (120.8597884 31.2711225, 120.8598619 31.271115)"
1236283990,,X201,甫澄路,primary,True,False,101.342,"LINESTRING (120.8597884 31.2711225, 120.8597275 31.2702126)"
234712319,,,,tertiary,False,False,6.543,"LINESTRING (120.8599219 31.2664368, 120.8599906 31.2664406)"
234712319,,,,tertiary,False,True,548.754,"LINESTRING (120.8599219 31.2664368, 120.8584383 31.2663557, 120.8549079 31.2662212, 120.854156 31.2661857)"
478096368,,,,unclassified,False,True,8.145,"LINESTRING (120.8597275 31.2702126, 120.8598129 31.2702065)"
1236283990,,X201,甫澄路,primary,True,False,184.463,"LINESTRING (120.8597275 31.2702126, 120.8597253 31.2701465, 120.8596722 31.2693875, 120.8596403 31.2687901, 120.8596381 31.2687502, 120.8596289 31.2685559)"
478113195,,X301,东方大道,primary,False,False,9.391,"LINESTRING (120.8596289 31.2685559, 120.8597277 31.2685551)"
478113195,,X301,东方大道,primary,False,True,548.652,"LINESTRING (120.8596289 31.2685559, 120.8582236 31.2685212, 120.8558721 31.268392, 120.8543122 31.268304, 120.853866 31.2682796)"
"[998196985, 1236283990, 1186482487]",yes,X201,甫澄路,primary,True,False,237.317,"LINESTRING (120.8596289 31.2685559, 120.8596349 31.2684466, 120.8596708 31.2681374, 120.8597152 31.2678477, 120.859751 31.2675865, 120.8599219 31.2664368)"
529191096,,,,unclassified,False,True,144.676,"LINESTRING (120.8621367 31.2687305, 120.8621634 31.2700314)"
"[394157556, 900229613, 794658398, 900229612]",,,东方大道,secondary,False,False,188.535,"LINESTRING (120.8621367 31.2687305, 120.8632937 31.2688027, 120.8633779 31.2688086, 120.8636421 31.2688166, 120.8639543 31.268825, 120.8641167 31.2688245)"
394157556,,,东方大道,secondary,False,True,229.79500000000002,"LINESTRING (120.8621367 31.2687305, 120.8614439 31.2686872, 120.8597277 31.2685551)"
1236283985,,,,unclassified,False,False,363.999,"LINESTRING (120.8560789 31.272994, 120.857069 31.2729207, 120.8584423 31.2728366, 120.8594865 31.2727419, 120.8598935 31.2727048)"
"[1236283985, 1236283983]",,,,unclassified,False,True,215.398,"LINESTRING (120.8560789 31.272994, 120.8556242 31.273017, 120.8555321 31.2714712)"
529191095,,,,tertiary,False,False,154.25,"LINESTRING (120.8555321 31.2714712, 120.8539165 31.2716035)"
529191095,,,,tertiary,False,True,406.375,"LINESTRING (120.8555321 31.2714712, 120.8597884 31.2711225)"
"[1236283985, 1236283983]",,,,unclassified,False,False,215.398,"LINESTRING (120.8555321 31.2714712, 120.8556242 31.273017, 120.8560789 31.272994)"
1236283985,,,,unclassified,False,False,7.022,"LINESTRING (120.8598935 31.2727048, 120.8599666 31.2726956)"
1236283985,,,,unclassified,False,True,363.99899999999997,"LINESTRING (120.8598935 31.2727048, 120.8594865 31.2727419, 120.8584423 31.2728366, 120.857069 31.2729207, 120.8560789 31.272994)"
