osmid,oneway,lanes,highway,reversed,length,geometry,name,bridge
229633413,True,2,primary,False,10.494,"LINESTRING (125.1906733 42.9114405, 125.1905971 42.9113644)",,
1022200390,True,,secondary,False,162.32500000000002,"LINESTRING (125.1906733 42.9114405, 125.1905899 42.9115368, 125.190147 42.9128429)",,
229633411,True,,secondary,False,469.678,"LINESTRING (125.1956149 42.9142148, 125.1951281 42.9141005, 125.1901213 42.9129289)",东吉大街,
937004526,False,,tertiary,True,11.222,"LINESTRING (125.1988479 42.9143129, 125.1987539 42.9143867)",,
937004526,False,,tertiary,False,11.222,"LINESTRING (125.1987539 42.9143867, 125.1988479 42.9143129)",,
"[937002515, 229633213, 229633413]",True,2,primary,False,746.885,"LINESTRING (125.1987539 42.9143867, 125.197649 42.9140766, 125.1948017 42.9133543, 125.1934588 42.9129955, 125.192742 42.9127297, 125.1919889 42.9124107, 125.1912994 42.9119721, 125.1906733 42.9114405)",,yes
1022200389,True,,secondary,False,7.531,"LINESTRING (125.1900419 42.9128889, 125.1900649 42.9128233)",,
1022200389,True,,secondary,False,14.978,"LINESTRING (125.1905971 42.9113644, 125.1907495 42.911289)",,
229633304,True,,secondary,False,7.848,"LINESTRING (125.1901213 42.9129289, 125.1900419 42.9128889)",东吉大街,
1022200390,True,,secondary,False,15.06,"LINESTRING (125.1908236 42.9113616, 125.1906733 42.9114405)",,
"[937002514, 229633221, 426923910]",True,2,primary,False,744.736,"LINESTRING (125.1908236 42.9113616, 125.1913266 42.911806, 125.1918982 42.9122579, 125.1928146 42.9126765, 125.193486 42.9128825, 125.1947926 42.913248, 125.19759 42.9139513, 125.1988479 42.9143129)",,yes
426923910,True,2,primary,False,10.079,"LINESTRING (125.1907495 42.911289, 125.1908236 42.9113616)",,
1022200390,True,,secondary,False,9.789,"LINESTRING (125.190147 42.9128429, 125.1901213 42.9129289)",,
1022200391,True,,secondary,False,472.456,"LINESTRING (125.190147 42.9128429, 125.1931551 42.9135647, 125.1947937 42.9139536, 125.1954025 42.9140806, 125.1956149 42.9142148)",,
229633399,True,,secondary,False,7.032,"LINESTRING (125.1900649 42.9128233, 125.190147 42.9128429)",东吉大街,
1022200389,True,,secondary,False,167.988,"LINESTRING (125.1900649 42.9128233, 125.1905307 42.9114955, 125.1905971 42.9113644)",,
