osmid,oneway,lanes,name,highway,reversed,length,geometry,junction,tunnel
192187342,True,1,民國大馬路 Avenida da República,tertiary,False,10.954,"LINESTRING (113.5369635 22.1860058, 113.5370647 22.1860362)",,
206830699,False,2,民國大馬路 Avenida da República,tertiary,True,125.154,"LINESTRING (113.5369635 22.1860058, 113.5365141 22.1859191, 113.535846 22.1857903, 113.5357735 22.1857763)",,
518690125,True,,柯邦迪前地(司打口) Praça de Ponte e Horta,residential,False,39.578,"LINESTRING (113.5354534 22.1939451, 113.5357958 22.1937833)",,
"[819061608, 291345235]",True,2,柯邦迪前地 Praça de Ponte e Horta,primary,False,31.143,"LINESTRING (113.5354534 22.1939451, 113.5354137 22.1938686, 113.5353205 22.1936935)",,
279440382,False,,群興新街 Rua de Ponte e Horta,residential,False,9.3,"LINESTRING (113.5362556 22.1935594, 113.5363339 22.1935177)",,
518690125,True,,柯邦迪前地(司打口) Praça de Ponte e Horta,residential,False,121.784,"LINESTRING (113.5362556 22.1935594, 113.5362582 22.1935441, 113.5362554 22.1935291, 113.5361533 22.1933487, 113.5361409 22.1933386, 113.5361255 22.1933328, 113.536109 22.1933321, 113.5360931 22.1933365, 113.5353205 22.1936935)",,
315140082,False,,群興新街 Rua de Ponte e Horta,residential,True,39.565,"LINESTRING (113.5371782 22.193069, 113.5368449 22.1932461)",,
315140085,True,1,群興新街 Rua de Ponte e Horta,residential,False,19.19,"LINESTRING (113.5371782 22.193069, 113.5373582 22.1930242)",,
279450149,True,1,紅窗門街 Rua da Alfandega,residential,False,43.519,"LINESTRING (113.5373582 22.1930242, 113.5374515 22.1931207, 113.5375488 22.1932215, 113.53764 22.1933159)",,
849493027,True,2,,tertiary,False,7.284,"LINESTRING (113.5375891 22.1865082, 113.5376598 22.1865059)",circular,
"[285704196, 206824189]",True,2,何鴻燊博士大馬路 Avenida Doutor Stanley Ho,primary,False,310.534,"LINESTRING (113.5375891 22.1865082, 113.537592 22.1866488, 113.5376077 22.1869675, 113.5376299 22.1871929, 113.537677 22.1875182, 113.5377389 22.187908, 113.5377965 22.1881829, 113.5378586 22.1884051, 113.5379161 22.1885737, 113.5380003 22.1888078, 113.5381841 22.1892259)",,
820210984,True,2,,tertiary,False,4.799,"LINESTRING (113.5373922 22.1862605, 113.5374046 22.1863021)",circular,
819799011,True,2,,tertiary,False,7.294,"LINESTRING (113.5376611 22.185833, 113.5376257 22.1858342, 113.5375903 22.1858354)",circular,
206830670,True,1,,primary_link,False,20.119999999999997,"LINESTRING (113.5385165 22.1894606, 113.5384191 22.1893993, 113.5383444 22.1893797)",,
751107753,True,2,南灣湖景大馬路 Avenida Panorâmica do Lago Nam Van,tertiary,False,351.902,"LINESTRING (113.5385165 22.1894606, 113.5383875 22.1892196, 113.5382503 22.1889376, 113.5381752 22.1887492, 113.5380638 22.1884162, 113.5379976 22.1881531, 113.5379326 22.187796, 113.5379099 22.1875627, 113.5378981 22.18735, 113.5378954 22.1871699, 113.5379023 22.1870197, 113.5379207 22.1868278, 113.537949 22.1866139, 113.5379832 22.1863973)",,
173932101,True,2,區華利前地 Praça de Jorge Álvares,primary,False,47.585,"LINESTRING (113.5399826 22.1917047, 113.5399994 22.1917176, 113.5400164 22.1917301, 113.5400345 22.1917413, 113.5400535 22.1917512, 113.5400733 22.1917596, 113.5400937 22.1917666, 113.5401146 22.1917721, 113.5401359 22.1917761, 113.5401576 22.1917785, 113.5401793 22.1917793, 113.540201 22.1917785, 113.5402227 22.1917761, 113.540244 22.1917722, 113.5402604 22.1917679, 113.5402896 22.1917582, 113.5403112 22.1917484, 113.5403319 22.191737, 113.5403514 22.191724, 113.5403696 22.1917094, 113.5403864 22.1916935, 113.5403933 22.1916857)",circular,
751287954,True,2,南灣大馬路 Avenida da Praia Grande,primary,False,46.34,"LINESTRING (113.5399826 22.1917047, 113.5401767 22.1918816, 113.5402074 22.1919096, 113.5403032 22.1919972)",,
138279942,True,4,何鴻燊博士大馬路 Avenida Doutor Stanley Ho,primary,False,14.565,"LINESTRING (113.5396927 22.190831, 113.5395524 22.1908142)",,
206830692,True,2,區華利前地 Praça de Jorge Álvares,primary,False,43.516,"LINESTRING (113.5396927 22.190831, 113.5396687 22.1908328, 113.539645 22.1908366, 113.5396218 22.1908423, 113.5395991 22.1908499, 113.5395793 22.1908582, 113.5395603 22.190868, 113.5395422 22.1908791, 113.539525 22.1908915, 113.539509 22.1909051, 113.5394941 22.1909199, 113.5394806 22.1909356, 113.5394684 22.1909524, 113.5394577 22.1909699, 113.5394485 22.1909882, 113.5394409 22.191007, 113.5394349 22.1910264, 113.5394306 22.1910461, 113.539428 22.1910661, 113.539427 22.1910863)",circular,
297728955,True,1,民國大馬路 Avenida da República,tertiary,False,16.673000000000002,"LINESTRING (113.5371251 22.1860018, 113.5370944 22.1860053, 113.5370289 22.1860079, 113.5369635 22.1860058)",,
192182419,True,2,亞美打利庇盧大馬路 (新馬路) Avenida de Almeida Ribeiro,secondary,False,11.196000000000002,"LINESTRING (113.5408535 22.1922469, 113.5408164 22.1922952, 113.5407904 22.1923289)",,
"[984420841, 751287956]",True,2,南灣大馬路 Avenida da Praia Grande,primary,False,87.675,"LINESTRING (113.5408535 22.1922469, 113.5408293 22.1922353, 113.5407764 22.1922068, 113.5407567 22.1921961, 113.5405986 22.1921108, 113.5405294 22.1920641, 113.5404356 22.1919781, 113.5404215 22.1919628, 113.5404087 22.1919465, 113.5403973 22.1919293, 113.5403874 22.1919114, 113.540379 22.1918928, 113.5403723 22.1918736, 113.5403671 22.1918541, 113.5403637 22.1918342, 113.540362 22.1918141, 113.5403619 22.1917939, 113.5403636 22.1917738, 113.540367 22.1917539, 113.540372 22.1917343, 113.5403787 22.1917152, 113.540387 22.1916965, 113.5403933 22.1916857)",,
206830693,True,3,區華利前地 Praça de Jorge Álvares,primary,False,56.628,"LINESTRING (113.5403487 22.1913158, 113.5399572 22.1909581)",circular,
173871495,True,,安仿西街 Rua de Francisco Antonio,residential,False,36.035,"LINESTRING (113.536462 22.1926673, 113.5361719 22.1928486)",,
168020917,False,,夜呣巷 Travessa do Gamboa,residential,True,75.473,"LINESTRING (113.536462 22.1926673, 113.53651 22.1927399, 113.5366286 22.1929192, 113.5368449 22.1932461)",,
578585390,True,2,河邊新街 Rua do Almirante Sérgio,primary,False,33.146,"LINESTRING (113.535199 22.1934567, 113.5350612 22.1931873)",,
168020942,True,,三層樓街 Rua da Prainha,residential,False,15.474,"LINESTRING (113.5358541 22.192222, 113.5359923 22.1922767)",,
279572230,True,,水字巷 Travessa do Cais,residential,False,5.836,"LINESTRING (113.5358541 22.192222, 113.5358307 22.1922698)",,
192182424,True,2,南灣大馬路 Avenida da Praia Grande,primary,False,5.218,"LINESTRING (113.5407904 22.1923289, 113.5408355 22.1923503)",,
297728669,True,2,亞美打利庇盧大馬路 (新馬路) Avenida de Almeida Ribeiro,secondary,False,19.035,"LINESTRING (113.5407904 22.1923289, 113.5407569 22.1923725, 113.5406831 22.1924683)",,
771050525,True,,水字巷 Travessa do Cais,residential,False,50.644,"LINESTRING (113.5354901 22.1929643, 113.5350612 22.1931873)",,
279572237,False,,馬忌士圍(馬忌士里) Patio de Lourenco Marques,residential,False,108.059,"LINESTRING (113.5354901 22.1929643, 113.5355365 22.1930403, 113.5356265 22.1929778, 113.5356959 22.1928861, 113.5359923 22.1922767)",,
279450144,True,1,夜呣街 Rua do Gamboa,residential,False,67.608,"LINESTRING (113.53764 22.1933159, 113.5375357 22.193421, 113.5374836 22.1934736, 113.5374666 22.1934896, 113.5374469 22.1935028, 113.5374185 22.1935145, 113.5372223 22.1935677, 113.5372006 22.1935746, 113.5371804 22.1935847, 113.5371046 22.1936384)",,
279450149,True,1,紅窗門街 Rua da Alfandega,residential,False,34.162,"LINESTRING (113.53764 22.1933159, 113.5378201 22.193433, 113.5379205 22.1934784)",,
315140027,True,,夜呣巷 Travessa do Gamboa,residential,False,28.142,"LINESTRING (113.5368449 22.1932461, 113.5369877 22.1934619)",,
315140082,False,,群興新街 Rua de Ponte e Horta,residential,False,39.565,"LINESTRING (113.5368449 22.1932461, 113.5371782 22.193069)",,
168020917,False,,夜呣巷 Travessa do Gamboa,residential,False,75.473,"LINESTRING (113.5368449 22.1932461, 113.5366286 22.1929192, 113.53651 22.1927399, 113.536462 22.1926673)",,
578585390,True,2,河邊新街 Rua do Almirante Sérgio,primary,False,29.151,"LINESTRING (113.5353205 22.1936935, 113.535199 22.1934567)",,
168020915,True,,蓬萊新街 Rua do Bocage,residential,False,24.554,"LINESTRING (113.5357958 22.1937833, 113.5358347 22.1938508, 113.535902 22.1939681, 113.5359083 22.193978)",,
518690125,True,,柯邦迪前地(司打口) Praça de Ponte e Horta,residential,False,53.849000000000004,"LINESTRING (113.5357958 22.1937833, 113.5362364 22.1935826, 113.5362481 22.1935724, 113.5362556 22.1935594)",,
279450144,True,1,夜呣街 Rua do Gamboa,residential,False,78.953,"LINESTRING (113.5371046 22.1936384, 113.5364956 22.1940699)",,
168020916,True,,三巴仔街 Rua de S.José,residential,False,91.393,"LINESTRING (113.5367616 22.1914819, 113.5363485 22.1915631, 113.5363174 22.1915809, 113.5361465 22.1917507, 113.5360419 22.1918842)",,
206853620,True,,三巴仔橫街 Rua do Seminario,residential,False,26.169999999999998,"LINESTRING (113.5367616 22.1914819, 113.5367627 22.1914913, 113.5367898 22.1917158)",,
533242681,True,,福隆新街 Rua da Felicidade,residential,False,49.94199999999999,"LINESTRING (113.5377649 22.1939038, 113.5378766 22.1935983, 113.5379205 22.1934784)",,
279831170,False,,綠豆圍 Pátio do Mungo,residential,False,57.958,"LINESTRING (113.5341332 22.1890046, 113.5337171 22.1891948, 113.533653 22.1892645)",,
708292076,True,,下環街 Rua da Praia do Manduco,tertiary,False,107.615,"LINESTRING (113.5341332 22.1890046, 113.5340887 22.1889264, 113.5340287 22.1888748, 113.5338905 22.1888194, 113.53363 22.1887152, 113.5334721 22.1886631, 113.5333633 22.1886271, 113.5333547 22.1886243, 113.5333527 22.1886236, 113.5332939 22.1886137, 113.5332146 22.1886126)",,
578585389,False,3,河邊新街 Rua do Almirante Sérgio,primary,False,18.013,"LINESTRING (113.5340272 22.1914032, 113.5339403 22.1912626)",,
