osmid,highway,oneway,reversed,length,geometry,junction,lanes,name
423269953,residential,False,False,11.681,"LINESTRING (118.3879503 31.3723668, 118.3878408 31.3724147)",,,
475300414,primary_link,True,False,336.446,"LINESTRING (118.3879503 31.3723668, 118.3881999 31.3725885, 118.3896034 31.3747616, 118.3897791 31.3749446)",,,
123934898,primary,True,False,28.322999999999997,"LINESTRING (118.3897791 31.3749446, 118.3899063 31.3749633, 118.3900209 31.3750141, 118.3900492 31.3750384)",roundabout,,
366650803,primary,True,False,13.297,"LINESTRING (118.3867292 31.3704194, 118.3867868 31.3705284)",,3,
423269942,secondary,True,False,16.998,"LINESTRING (118.3865636 31.3704775, 118.3867292 31.3704194)",,,天门山东路
423269953,residential,False,False,157.143,"LINESTRING (118.3878408 31.3724147, 118.3863678 31.3730593)",,,
423269953,residential,False,True,11.681,"LINESTRING (118.3878408 31.3724147, 118.3879503 31.3723668)",,,
334661387,primary,True,False,234.326,"LINESTRING (118.3878408 31.3724147, 118.3873899 31.3717294, 118.3873106 31.3716119, 118.3866231 31.3705817)",,3,九华中路
123934898,primary,True,False,82.96699999999998,"LINESTRING (118.3896678 31.3756502, 118.3895591 31.3756118, 118.3894672 31.3755491, 118.3893992 31.3754672, 118.3893605 31.3753724, 118.3893542 31.3752721, 118.3893807 31.3751743, 118.3894379 31.3750865, 118.3894744 31.3750566)",roundabout,,
123934898,primary,True,False,32.752,"LINESTRING (118.3900588 31.3755652, 118.3899869 31.3756113, 118.3899051 31.3756432, 118.3898172 31.3756595, 118.389742 31.3756606)",roundabout,,
123934898,primary,True,False,7.138,"LINESTRING (118.389742 31.3756606, 118.3896678 31.3756502)",roundabout,,
423269953,residential,False,True,322.911,"LINESTRING (118.3847432 31.375807, 118.3838205 31.3742131, 118.3849856 31.3736854)",,,
423269955,residential,False,False,205.352,"LINESTRING (118.3860092 31.3753123, 118.3849856 31.3736854)",,,
423269955,residential,False,True,59.411,"LINESTRING (118.3846895 31.3732147, 118.3849856 31.3736854)",,,
423269957,residential,False,False,163.019,"LINESTRING (118.3865134 31.3746528, 118.3857316 31.3733475)",,,
423269957,residential,False,True,87.526,"LINESTRING (118.3853118 31.3726467, 118.3857316 31.3733475)",,,
423269959,residential,False,False,110.071,"LINESTRING (118.3869211 31.3739292, 118.3863678 31.3730593)",,,
423269953,residential,False,False,68.374,"LINESTRING (118.3863678 31.3730593, 118.3857316 31.3733475)",,,
423269953,residential,False,True,157.143,"LINESTRING (118.3863678 31.3730593, 118.3878408 31.3724147)",,,
423269959,residential,False,True,110.071,"LINESTRING (118.3863678 31.3730593, 118.3869211 31.3739292)",,,
123934898,primary,True,False,66.001,"LINESTRING (118.3900492 31.3750384, 118.390112 31.3750922, 118.390171 31.3751902, 118.3901923 31.3752989, 118.390174 31.375408, 118.3901177 31.3755072, 118.3900588 31.3755652)",roundabout,,
123934898,primary,True,False,32.43,"LINESTRING (118.3894744 31.3750566, 118.3895321 31.3750092, 118.3896496 31.3749603, 118.3897791 31.3749446)",roundabout,,
475300415,primary_link,True,False,138.547,"LINESTRING (118.3894744 31.3750566, 118.38941 31.3749657, 118.388731 31.3739844)",,,
475300416,primary_link,True,False,195.011,"LINESTRING (118.388731 31.3739844, 118.3878952 31.3726571, 118.3878408 31.3724147)",,,
334661387,primary,True,False,12.89,"LINESTRING (118.3866231 31.3705817, 118.3865636 31.3704775)",,3,九华中路
423269945,secondary,True,False,16.633,"LINESTRING (118.3867868 31.3705284, 118.3866231 31.3705817)",,,天门山东路
366650803,primary,True,False,232.35799999999998,"LINESTRING (118.3867868 31.3705284, 118.3872916 31.3713213, 118.3874924 31.3716434, 118.3879503 31.3723668)",,3,
423269953,residential,False,True,80.173,"LINESTRING (118.3849856 31.3736854, 118.3857316 31.3733475)",,,
423269955,residential,False,False,59.411,"LINESTRING (118.3849856 31.3736854, 118.3846895 31.3732147)",,,
423269955,residential,False,True,205.352,"LINESTRING (118.3849856 31.3736854, 118.3860092 31.3753123)",,,
423269953,residential,False,False,322.911,"LINESTRING (118.3849856 31.3736854, 118.3838205 31.3742131, 118.3847432 31.375807)",,,
423269953,residential,False,False,80.173,"LINESTRING (118.3857316 31.3733475, 118.3849856 31.3736854)",,,
423269953,residential,False,True,68.374,"LINESTRING (118.3857316 31.3733475, 118.3863678 31.3730593)",,,
423269957,residential,False,False,87.526,"LINESTRING (118.3857316 31.3733475, 118.3853118 31.3726467)",,,
423269957,residential,False,True,163.019,"LINESTRING (118.3857316 31.3733475, 118.3865134 31.3746528)",,,
