osmid,ref,highway,oneway,reversed,length,bridge,name,geometry
846614738,S306,primary,False,True,7.828,,,"LINESTRING (103.5031085 34.5863022, 103.503068 34.5863642)"
"[846653444, 187496349, 187496350]",,secondary,True,False,203.997,yes,噶吉街,"LINESTRING (103.5031085 34.5863022, 103.5034007 34.5866252, 103.5042861 34.5877253, 103.5043562 34.5878215)"
846653444,,secondary,True,False,7.18,,噶吉街,"LINESTRING (103.5043562 34.5878215, 103.5043967 34.5878768)"
947564127,,residential,False,True,126.484,,,"LINESTRING (103.5029522 34.5880513, 103.5036174 34.5890483)"
409737451,,secondary,True,False,349.127,,绍藏路,"LINESTRING (103.5029522 34.5880513, 103.5022371 34.5882114, 103.4993008 34.588957)"
846614744,,tertiary,False,False,10.456,,,"LINESTRING (103.4993008 34.588957, 103.4993069 34.5888631)"
846614744,,tertiary,False,True,154.664,,,"LINESTRING (103.4993008 34.588957, 103.4993236 34.5903478)"
581927492,,residential,False,True,123.317,,,"LINESTRING (103.5036174 34.5890483, 103.5047487 34.5884462)"
947564127,,residential,False,False,126.484,,,"LINESTRING (103.5036174 34.5890483, 103.5029522 34.5880513)"
581927492,,residential,False,False,241.473,,,"LINESTRING (103.5036174 34.5890483, 103.5023628 34.5897431, 103.5019215 34.5899713, 103.5019987 34.5901029, 103.501991 34.5904545)"
581927492,,residential,False,False,7.512,,,"LINESTRING (103.5048176 34.5884095, 103.5047487 34.5884462)"
581927493,,residential,False,True,190.506,,,"LINESTRING (103.5030201 34.5951404, 103.5029534 34.5943592, 103.5031825 34.5943071, 103.5038058 34.5942274, 103.5038831 34.5940218)"
581927493,,residential,False,False,190.506,,,"LINESTRING (103.5038831 34.5940218, 103.5038058 34.5942274, 103.5031825 34.5943071, 103.5029534 34.5943592, 103.5030201 34.5951404)"
846614744,,tertiary,False,False,1044.9189999999999,,,"LINESTRING (103.5038831 34.5940218, 103.5037741 34.5938731, 103.5037227 34.5937232, 103.5036667 34.5936079, 103.5011916 34.5941076, 103.5006966 34.5942153, 103.5004444 34.5943075, 103.5001549 34.5944997, 103.5000801 34.594642, 103.5001035 34.5948995, 103.5000708 34.5949956, 103.4999821 34.5950187, 103.499884 34.5949841, 103.4997672 34.5948534, 103.4996365 34.5946343, 103.4996365 34.5943575, 103.4995758 34.5942229, 103.4994777 34.5938039, 103.4995291 34.5936655, 103.4995104 34.5935694, 103.4992489 34.5930081, 103.4991368 34.5924161, 103.4990948 34.5920547, 103.4991041 34.5918048, 103.4990948 34.5916703, 103.4989407 34.5912397, 103.4990527 34.5912243, 103.4992535 34.5913243, 103.4993143 34.5913243, 103.4993423 34.591282, 103.4993049 34.5904439, 103.4993236 34.5903478)"
846614728,,secondary,True,False,8.21,,贡保茨那路,"LINESTRING (103.5043967 34.5878768, 103.50431 34.5878957)"
846653444,,secondary,True,False,70.662,,噶吉街,"LINESTRING (103.5043967 34.5878768, 103.5048176 34.5884095)"
846614738,S306,primary,False,False,162.993,,,"LINESTRING (103.5015486 34.5869552, 103.5023728 34.5868372, 103.5026648 34.5867631, 103.5028361 34.586655, 103.503068 34.5863642)"
846614744,,tertiary,False,False,154.664,,,"LINESTRING (103.4993236 34.5903478, 103.4993008 34.588957)"
