osmid,name,highway,oneway,reversed,length,lanes,ref,geometry,tunnel
44847153,新城西路,tertiary,False,False,21.26,,,"LINESTRING (117.6943108 39.0176411, 117.6944214 39.0178119)",
44847153,新城西路,tertiary,False,True,21.26,,,"LINESTRING (117.6944214 39.0178119, 117.6943108 39.0176411)",
476319383,京滨线（新港四号路）,trunk,True,False,378.949,3,G103,"LINESTRING (117.6944214 39.0178119, 117.6919933 39.0186875, 117.6904538 39.0192649)",
184480489,京滨线（新港四号路）,trunk,True,False,265.197,3,G103,"LINESTRING (117.6915627 39.0187038, 117.6943108 39.0176411)",
"[621515636, 621515637, 478168031]",春风路地道,tertiary,True,False,880.863,,,"LINESTRING (117.6915627 39.0187038, 117.6920242 39.0184501, 117.6930397 39.0179905, 117.695061 39.0172148, 117.6952398 39.0170961, 117.695404 39.0169643, 117.6954936 39.0168197, 117.6955247 39.016658, 117.6954984 39.0165225, 117.6954036 39.0162402, 117.6950886 39.0156484, 117.6935425 39.0132235, 117.6932648 39.0129449)",yes
470678874,南海路,primary,True,False,15.468,2,,"LINESTRING (117.6857833 39.0147916, 117.685854 39.0149194)",
478168039,紫云环道,tertiary,True,False,417.691,,,"LINESTRING (117.6857833 39.0147916, 117.6901289 39.0131455)",
184480483,紫云环道,tertiary,False,False,323.377,,,"LINESTRING (117.6922595 39.0109262, 117.6886715 39.0117538)",
133509541,春风路,secondary,False,False,173.724,,,"LINESTRING (117.6922595 39.0109262, 117.6926347 39.0116376, 117.6930437 39.0123647)",
184480483,紫云环道,tertiary,False,True,323.377,,,"LINESTRING (117.6886715 39.0117538, 117.6922595 39.0109262)",
1063146812,紫云环道,tertiary,False,False,201.149,,,"LINESTRING (117.6886715 39.0117538, 117.689102 39.0123416, 117.6901289 39.0131455)",
184480484,,primary_link,True,False,242.434,,,"LINESTRING (117.6861184 39.0153975, 117.686452 39.0157272, 117.6868526 39.016354, 117.6874741 39.0172988)",
851504637,中央大道,primary,True,False,67.122,2,,"LINESTRING (117.6860003 39.0155951, 117.6859217 39.0154714, 117.6856647 39.0150507)",
