osmid,highway,oneway,reversed,length,name,geometry,lanes,maxspeed,bridge
582731512,living_street,False,False,36.238,,"LINESTRING (113.2619867 23.1339394, 113.2619744 23.1336137)",,,
458696105,trunk,True,False,84.121,东风中路,"LINESTRING (113.2619867 23.1339394, 113.2624243 23.1339144, 113.2628076 23.1338899)",,,
298787408,tertiary,True,False,13.811,吉祥路,"LINESTRING (113.2601995 23.1280829, 113.260157 23.1282008)",,,
298787406,primary,True,False,209.645,中山五路,"LINESTRING (113.2601995 23.1280829, 113.2603601 23.128094, 113.2605321 23.1281107, 113.2606571 23.1281228, 113.2608023 23.1281351, 113.2609629 23.1281459, 113.2611198 23.1281569, 113.2614259 23.128173, 113.2618808 23.1281952, 113.2620892 23.1282028, 113.2622445 23.1282108)",,,
298787407,tertiary,False,False,62.998000000000005,教育路,"LINESTRING (113.2601995 23.1280829, 113.2602208 23.1279798, 113.2602668 23.1277368, 113.2603041 23.1275246)",,,
440369758,primary,True,False,9.467,中山五路,"LINESTRING (113.2580535 23.1281225, 113.2579611 23.1281172)",,,
40047085,tertiary,True,False,370.21599999999995,连新路,"LINESTRING (113.2580535 23.1281225, 113.2580454 23.1282924, 113.2580112 23.1286963, 113.2579903 23.1290035, 113.257985 23.1291733, 113.2579838 23.1293953, 113.2579845 23.1295643, 113.2579849 23.1296517, 113.2579971 23.1301228, 113.2580029 23.130305, 113.2580047 23.1304499, 113.2580053 23.1305555, 113.2580055 23.1306022, 113.2580071 23.1309608, 113.2580097 23.1310621, 113.2580197 23.1314495)",,,
370318981,tertiary,True,False,7.519,府前路,"LINESTRING (113.2580197 23.1314495, 113.257949 23.1314681)",,,
370318980,tertiary,True,False,310.50100000000003,连新路,"LINESTRING (113.2580197 23.1314495, 113.2580197 23.1315151, 113.258024 23.1316893, 113.258037 23.132307, 113.258046 23.1329386, 113.2580504 23.133236, 113.2580555 23.1334626, 113.2580547 23.1338799, 113.2580549 23.1339509, 113.2580608 23.1339966, 113.2580686 23.1340224, 113.2581061 23.134068, 113.2581745 23.1341136, 113.2582629 23.1341306)",,,
446955024,unclassified,False,True,219.14399999999998,府前路,"LINESTRING (113.2580197 23.1314495, 113.2584101 23.1314438, 113.2586878 23.1314368, 113.2590234 23.1314349, 113.2593198 23.1314306, 113.2595466 23.1314273, 113.2599327 23.1314216, 113.2600603 23.1314198, 113.2601625 23.1314181)",,,
