osmid,oneway,lanes,highway,reversed,length,geometry,bridge,ref,name,tunnel
31272847,False,2,primary,False,300.46299999999997,"LINESTRING (126.5497457 37.970293, 126.5498565 37.970237, 126.5500505 37.9701548, 126.5507305 37.9698164, 126.55192 37.9692249, 126.5526619 37.9688739)",,,,
"[123762831, 31274335, 31272847]",False,2,primary,"[False, True]",27.107,"LINESTRING (126.5497457 37.970293, 126.5497187 37.9703657, 126.5496978 37.9704765, 126.5496882 37.970532)",yes,,,
123762837,False,,residential,False,110.618,"LINESTRING (126.5497457 37.970293, 126.549671 37.9702608, 126.5496265 37.9701944, 126.5495057 37.970055, 126.549273 37.9695661, 126.5492503 37.9694704, 126.549235 37.9694073)",,,,
232499634,False,2,primary,False,11.617,"LINESTRING (126.5566197 37.9679033, 126.5567497 37.967883)",,AH1,,
31272847,False,2,primary,True,168.51,"LINESTRING (126.5566197 37.9679033, 126.5563489 37.9679455, 126.5562138 37.967962, 126.5555869 37.9680388, 126.5547289 37.9681746)",,,,
195909993,False,,residential,True,129.256,"LINESTRING (126.5565491 37.9716667, 126.5570669 37.9705783)",,,,
31274336,True,2,primary,False,24.012999999999998,"LINESTRING (126.5565491 37.9716667, 126.5566587 37.9717129, 126.5567265 37.9717732, 126.556746 37.9718073)",,,,
31274336,True,2,primary,False,26.923000000000002,"LINESTRING (126.5566639 37.9721067, 126.5565682 37.9721518, 126.5564589 37.9721688, 126.5563754 37.97216)",,,,
31274336,True,2,primary,False,20.386,"LINESTRING (126.5561295 37.9718975, 126.5561316 37.9718637, 126.5561606 37.9717943, 126.5562171 37.9717322)",,,,
892228975,True,,primary,False,23.857999999999997,"LINESTRING (126.5561295 37.9718975, 126.5560734 37.9718403, 126.556011 37.9717962, 126.5559282 37.9717569)",,,,
31274336,True,2,primary,False,39.57299999999999,"LINESTRING (126.5563754 37.97216, 126.5562656 37.9721232, 126.5561976 37.9720735, 126.55615 37.9720107, 126.5561268 37.9719399, 126.5561295 37.9718975)",,,,
123662056,False,,secondary,True,88.592,"LINESTRING (126.5563754 37.97216, 126.5562927 37.9722925, 126.5562132 37.9723884, 126.5558361 37.9728326)",,,민속거리,
36020205,False,,secondary,True,104.564,"LINESTRING (126.5494004 37.9718018, 126.5496052 37.9708754)",,,,
36020205,False,,secondary,False,302.413,"LINESTRING (126.5494004 37.9718018, 126.549506 37.9719206, 126.5495298 37.9720561, 126.5496031 37.9732576, 126.5497628 37.9736947, 126.5500135 37.9744493)",,,,
60781561,False,,tertiary,False,136.35,"LINESTRING (126.5494004 37.9718018, 126.5493116 37.9718942, 126.5492495 37.9720328, 126.5490966 37.9724105, 126.5488855 37.9729318, 126.5488772 37.9729503)",,,,
140485622,False,,residential,False,118.93900000000001,"LINESTRING (126.5494004 37.9718018, 126.5491788 37.9717557, 126.5486775 37.9715471, 126.548247 37.9713609, 126.5481816 37.9713417)",,,,
140485622,False,,residential,True,145.925,"LINESTRING (126.5494004 37.9718018, 126.5496938 37.9718361, 126.5510617 37.9718554)",,,,
36020205,False,,secondary,False,71.126,"LINESTRING (126.550016 37.9745391, 126.5504322 37.9750882)",,,,
36020205,False,,secondary,True,9.988,"LINESTRING (126.550016 37.9745391, 126.5500135 37.9744493)",,,,
123814591,False,,residential,False,102.88299999999998,"LINESTRING (126.550016 37.9745391, 126.5497444 37.9747384, 126.5497236 37.9747513, 126.5494663 37.9749108, 126.5494429 37.9749253, 126.5494191 37.9749461, 126.5491627 37.975171)",,,,
31274336,True,2,primary,False,36.597,"LINESTRING (126.556746 37.9718073, 126.5567668 37.9718435, 126.5567775 37.9719181, 126.5567627 37.9719886, 126.5567238 37.9720531, 126.5566639 37.9721067)",,,,
60781561,False,,tertiary,False,79.229,"LINESTRING (126.5484132 37.9740017, 126.5481204 37.9746758)",,,,
60781561,False,,tertiary,True,84.514,"LINESTRING (126.5484132 37.9740017, 126.5487269 37.973283)",,,,
60781561,False,,tertiary,True,79.229,"LINESTRING (126.5481204 37.9746758, 126.5484132 37.9740017)",,,,
157764662,False,,residential,True,8.469,"LINESTRING (126.5481204 37.9746758, 126.548191 37.9747278)",,,,
140563576,False,,residential,True,35.261,"LINESTRING (126.5558055 37.9741964, 126.5555279 37.9744259)",,,,
140563576,False,,residential,False,143.194,"LINESTRING (126.5558055 37.9741964, 126.5562529 37.9738273, 126.5566127 37.9735487, 126.5567608 37.97341, 126.5568996 37.9732445)",,,,
"[1097383004, 140563581, 123662054]",False,,residential,"[False, True]",45.928,"LINESTRING (126.5558055 37.9741964, 126.5557913 37.9741829, 126.5557298 37.9741339, 126.5554728 37.9739881, 126.55539 37.9739473)",yes,,,
123820679,False,,residential,True,19.873,"LINESTRING (126.5494617 37.9694057, 126.549235 37.9694073)",,,,
"[1121729169, 1121729170, 123820679]",False,,residential,False,48.49,"LINESTRING (126.5494617 37.9694057, 126.5499486 37.9694466, 126.5500056 37.9694501, 126.5500119 37.9694506)",yes,,,
1077996629,False,,residential,False,85.219,"LINESTRING (126.5494617 37.9694057, 126.5494777 37.9693574, 126.5494765 37.969251, 126.5494153 37.968965, 126.5493793 37.9689089, 126.5493518 37.9686877, 126.5493646 37.9686543)",,,,
"[140563605, 123762830]",False,,residential,"[False, True]",25.873,"LINESTRING (126.5548599 37.9750098, 126.554754 37.9749394, 126.5546334 37.9748606)",yes,,,
140563576,False,,residential,False,87.471,"LINESTRING (126.5548599 37.9750098, 126.5551515 37.974737, 126.5555279 37.9744259)",,,,
140563576,False,,residential,True,35.995999999999995,"LINESTRING (126.5548599 37.9750098, 126.554595 37.9752066, 126.5545673 37.9752362)",,,,
518510789,False,,residential,True,24.21,"LINESTRING (126.5548599 37.9750098, 126.5549259 37.975056, 126.5550314 37.9751786)",,,,
123762829,False,,residential,False,76.063,"LINESTRING (126.5532467 37.9700872, 126.5529598 37.970075, 126.5527236 37.9700873, 126.552382 37.9701171)",,,,
123762829,False,,residential,True,122.626,"LINESTRING (126.5532467 37.9700872, 126.553646 37.9701203, 126.5541905 37.9701942, 126.5546268 37.9702628)",,,,
123820554,False,,residential,True,138.933,"LINESTRING (126.5532467 37.9700872, 126.5532022 37.9704107, 126.5531794 37.9704904, 126.5531287 37.9706672, 126.5530989 37.9707757, 126.5529984 37.9712136, 126.5529747 37.971317)",,,,
"[123820584, 123820663, 123820695]",False,,residential,True,83.87400000000001,"LINESTRING (126.5522383 37.9693714, 126.55236 37.969985, 126.5523786 37.9700917, 126.552382 37.9701171)",yes,,,
123814591,False,,residential,False,59.549,"LINESTRING (126.5490726 37.9752827, 126.5486971 37.975729)",,,,
123814591,False,,residential,True,14.719,"LINESTRING (126.5490726 37.9752827, 126.5491627 37.975171)",,,,
145635579,False,,residential,False,29.496,"LINESTRING (126.5490726 37.9752827, 126.5491696 37.9753353, 126.5492102 37.9754029, 126.5491996 37.9754757, 126.5491877 37.9754982)",,,,
123814591,False,,residential,False,4.282,"LINESTRING (126.5481241 37.9761055, 126.5481071 37.9761416)",,,,
123814591,False,,residential,True,65.477,"LINESTRING (126.5481241 37.9761055, 126.548412 37.9759367, 126.5486971 37.975729)",,,,
157764672,False,,residential,False,153.55,"LINESTRING (126.5481241 37.9761055, 126.5481125 37.9755107, 126.548111 37.9754334, 126.5481418 37.9750439, 126.548191 37.9747278)",,,,
123814591,False,,residential,True,59.549,"LINESTRING (126.5486971 37.975729, 126.5490726 37.9752827)",,,,
123814591,False,,residential,False,65.477,"LINESTRING (126.5486971 37.975729, 126.548412 37.9759367, 126.5481241 37.9761055)",,,,
"[1118034968, 1118034969]",False,,residential,"[False, True]",95.298,"LINESTRING (126.5486971 37.975729, 126.5487552 37.9757678, 126.5487766 37.9758043, 126.5487783 37.9758183, 126.5487428 37.9758941, 126.5485737 37.9761045, 126.5484727 37.9761625, 126.5484492 37.976176, 126.5483833 37.9761816, 126.5483068 37.9761746, 126.5482499 37.9761858, 126.5482303 37.976197, 126.548184 37.9761662, 126.5481071 37.9761416)",,,,
138630675,False,,residential,False,43.841,"LINESTRING (126.5482304 37.9732354, 126.5487269 37.973283)",,,,
138630675,False,,residential,True,36.962,"LINESTRING (126.5482304 37.9732354, 126.5478102 37.9732076)",,,,
1118034978,False,,residential,False,40.629,"LINESTRING (126.5482304 37.9732354, 126.5482513 37.9731138, 126.5482994 37.9729624, 126.5483379 37.9728813)",,,,
