osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction
535119935,4,Aiwan-e-Saddar (Havelock Road),secondary,60,False,True,347.76300000000003,"LINESTRING (67.0211465 24.8502851, 67.0212187 24.8503196, 67.0214042 24.8504137, 67.0219227 24.8506762, 67.021955 24.8506958, 67.0219784 24.8507101, 67.0220025 24.8507247, 67.0220311 24.8507422, 67.0225684 24.8510091, 67.023793 24.8515989, 67.0241722 24.8517815)",
26167050,2,Service Station Road,secondary,50,False,False,264.934,"LINESTRING (67.0241722 24.8517815, 67.0235536 24.8521605, 67.0231305 24.8524198, 67.022656 24.8527105, 67.0223531 24.8528961, 67.022006 24.8531276)",
535119935,4,Aiwan-e-Saddar (Havelock Road),secondary,60,False,False,347.76300000000003,"LINESTRING (67.0241722 24.8517815, 67.023793 24.8515989, 67.0225684 24.8510091, 67.0220311 24.8507422, 67.0220025 24.8507247, 67.0219784 24.8507101, 67.021955 24.8506958, 67.0219227 24.8506762, 67.0214042 24.8504137, 67.0212187 24.8503196, 67.0211465 24.8502851)",
58693572,1,Qazi Khuda Bux Road,residential,40,False,False,82.788,"LINESTRING (67.0167016 24.8537925, 67.0165004 24.8545143)",
58516659,3,Shahrah-e-Kamal Ataturk (King's Way),tertiary,40,False,True,397.292,"LINESTRING (67.0167016 24.8537925, 67.0170074 24.8539553, 67.0183151 24.8546763, 67.0198586 24.8555285, 67.0199031 24.855553, 67.0200689 24.8556445)",
536820657,2,Strachan Road,secondary,50,False,False,284.731,"LINESTRING (67.0167016 24.8537925, 67.0171255 24.8537292, 67.0176861 24.8536508, 67.0177362 24.8536438, 67.0184522 24.8535434, 67.0187744 24.8535093, 67.0188685 24.8534992, 67.019495 24.8534321)",
58516658,,,secondary,,True,False,32.314,"LINESTRING (67.0204759 24.8557233, 67.0204583 24.8556695, 67.0204145 24.8556118, 67.0203731 24.8555818, 67.0203015 24.8555558, 67.0202506 24.8555517)",roundabout
59232624,2,Court Road,secondary,40,True,False,40.727999999999994,"LINESTRING (67.0204759 24.8557233, 67.0204727 24.8556067, 67.0204694 24.8555172, 67.0205325 24.8553677)",
58516658,,,secondary,,True,False,24.414,"LINESTRING (67.0200689 24.8556445, 67.0200444 24.8556919, 67.0200374 24.8557889, 67.020064 24.8558546)",roundabout
58516659,3,Shahrah-e-Kamal Ataturk (King's Way),tertiary,40,False,False,397.29200000000003,"LINESTRING (67.0200689 24.8556445, 67.0199031 24.855553, 67.0198586 24.8555285, 67.0183151 24.8546763, 67.0170074 24.8539553, 67.0167016 24.8537925)",
58516658,,,secondary,,True,False,30.886999999999997,"LINESTRING (67.020064 24.8558546, 67.0201373 24.8559275, 67.0202048 24.8559494, 67.0202819 24.8559535, 67.0203287 24.8559421)",roundabout
536824690,,Court Road,secondary,40,True,False,29.015,"LINESTRING (67.020064 24.8558546, 67.0200516 24.8559709, 67.0200154 24.8561112)",
58693571,2,Yousuf Street,residential,40,False,True,111.044,"LINESTRING (67.0176813 24.8561714, 67.017175 24.8570581)",
688501967,2,Kourumal Khilani Street,residential,40,False,False,16.479,"LINESTRING (67.0176813 24.8561714, 67.0175405 24.8560963)",
688501967,2,Kourumal Khilani Street,residential,40,False,True,47.675,"LINESTRING (67.0176813 24.8561714, 67.0180975 24.8563744)",
596614567,2,Shivji Velji Kothari Road,residential,40,False,False,115.998,"LINESTRING (67.0170592 24.8558609, 67.0165509 24.8567966)",
688501967,2,Kourumal Khilani Street,residential,40,False,True,55.166,"LINESTRING (67.0170592 24.8558609, 67.0175405 24.8560963)",
"[58693573, 596614567]",2,"['Shivji Velji Kothari Road', 'Rock Road']",residential,40,False,True,138.415,"LINESTRING (67.0170592 24.8558609, 67.0172126 24.855585, 67.0162712 24.8552029)",
524926720,2,Khan Bahadur Khusro Road,residential,40,False,False,100.056,"LINESTRING (67.0182176 24.8574832, 67.0187107 24.8567025)",
526516418,,Shahrah-e-Liaquat (Frere Road),primary,40,True,False,67.74799999999999,"LINESTRING (67.0182176 24.8574832, 67.0179555 24.8573766, 67.0176008 24.8572425)",
58693571,2,Yousuf Street,residential,40,False,False,111.044,"LINESTRING (67.017175 24.8570581, 67.0176813 24.8561714)",
58693571,2,Yousuf Street,residential,40,False,True,7.789,"LINESTRING (67.017175 24.8570581, 67.0171397 24.8571204)",
526516418,,Shahrah-e-Liaquat (Frere Road),primary,40,True,False,69.36099999999999,"LINESTRING (67.017175 24.8570581, 67.0168969 24.8569381, 67.0165509 24.8567966)",
58693570,2,Tirath Das Road,residential,40,False,False,97.15,"LINESTRING (67.0161639 24.8583177, 67.0161317 24.8574445)",
58692810,,Robson Road,secondary,40,False,False,40.760999999999996,"LINESTRING (67.0161639 24.8583177, 67.0164751 24.858479, 67.0165142 24.8585003)",
678832752,2,Shivji Velji Kothari Road,residential,40,False,True,75.457,"LINESTRING (67.0164889 24.8568483, 67.0161317 24.8574445)",
