osmid,ref,highway,width,oneway,reversed,length,geometry
1124599624,S-13,primary,5.5,False,True,66.993,"LINESTRING (68.2932694 27.8024592, 68.2931002 27.8018756)"
295936179,S11-012,secondary,5.5,False,False,64.071,"LINESTRING (68.2843126 27.796708, 68.2847787 27.7971105)"
778710738,,residential,,False,False,28.552,"LINESTRING (68.2843126 27.796708, 68.2844487 27.7964812)"
778710725,,residential,,False,True,108.19800000000001,"LINESTRING (68.2843126 27.796708, 68.2840899 27.7969179, 68.2838557 27.7971797, 68.2836194 27.7973397, 68.2835591 27.7974098)"
295936179,S11-012,secondary,5.5,False,False,58.258,"LINESTRING (68.2853616 27.797614, 68.2857825 27.7979826)"
295936179,S11-012,secondary,5.5,False,True,80.137,"LINESTRING (68.2853616 27.797614, 68.2847787 27.7971105)"
778710724,,residential,,False,True,9.101,"LINESTRING (68.2853616 27.797614, 68.2852828 27.7976569)"
778710741,,residential,,False,False,91.524,"LINESTRING (68.2878593 27.7995895, 68.2878032 27.8004111)"
295936179,S11-012,secondary,5.5,False,False,159.566,"LINESTRING (68.2878593 27.7995895, 68.2883065 27.7996434, 68.2894646 27.7997962)"
295936179,S11-012,secondary,5.5,False,True,81.453,"LINESTRING (68.2878593 27.7995895, 68.2876235 27.7995122, 68.2874386 27.7993899, 68.2871631 27.7992051)"
"[1060428609, 778710740]",,residential,,False,"[False, True]",356.04200000000003,"LINESTRING (68.2878593 27.7995895, 68.2879794 27.79816, 68.2881403 27.7976712, 68.2882357 27.7973197, 68.2882964 27.7970781, 68.288351 27.7970486, 68.288609 27.7970754, 68.2886939 27.7969305, 68.2888001 27.796753)"
219116749,,residential,,False,False,26.564,"LINESTRING (68.2894646 27.7997962, 68.2894173 27.8000314)"
295936179,S11-012,secondary,5.5,False,False,66.454,"LINESTRING (68.2894646 27.7997962, 68.2901117 27.799968)"
295936179,S11-012,secondary,5.5,False,True,159.566,"LINESTRING (68.2894646 27.7997962, 68.2883065 27.7996434, 68.2878593 27.7995895)"
290565276,N-655,primary,,False,True,238.443,"LINESTRING (68.2918013 27.8004532, 68.292847 27.7985186)"
1124599624,S-13,primary,5.5,False,False,115.653,"LINESTRING (68.2918013 27.8004532, 68.2927672 27.8010463)"
219116751,,residential,,False,False,116.523,"LINESTRING (68.2918013 27.8004532, 68.2913265 27.8013002, 68.2912528 27.8013793)"
295936179,S11-012,secondary,5.5,False,True,154.203,"LINESTRING (68.2918013 27.8004532, 68.2906299 27.8001145, 68.2903091 27.8000281)"
1124599624,S-13,primary,5.5,False,True,115.653,"LINESTRING (68.2927672 27.8010463, 68.2918013 27.8004532)"
1124599624,S-13,primary,5.5,False,False,68.642,"LINESTRING (68.2927672 27.8010463, 68.2929398 27.801322, 68.2930246 27.8016147)"
219116750,,secondary,,False,True,51.281,"LINESTRING (68.292847 27.7985186, 68.2927859 27.7980606)"
290565276,N-655,primary,,False,False,238.443,"LINESTRING (68.292847 27.7985186, 68.2918013 27.8004532)"
292243801,S11-017,secondary,,False,True,110.199,"LINESTRING (68.2871631 27.7992051, 68.2871197 27.8001954)"
295936179,S11-012,secondary,5.5,False,True,8.545,"LINESTRING (68.2871631 27.7992051, 68.2871022 27.7991503)"
295936179,S11-012,secondary,5.5,False,False,81.453,"LINESTRING (68.2871631 27.7992051, 68.2874386 27.7993899, 68.2876235 27.7995122, 68.2878593 27.7995895)"
219116751,,residential,,False,False,175.373,"LINESTRING (68.2904379 27.8018065, 68.2901656 27.8019282, 68.2894634 27.802016, 68.28908 27.8020778, 68.2887244 27.8021938)"
219116751,,residential,,False,True,44.109,"LINESTRING (68.2904379 27.8018065, 68.290546 27.801713, 68.2908092 27.8015908)"
219116752,,residential,,False,False,89.505,"LINESTRING (68.2904379 27.8018065, 68.2905192 27.8024251, 68.290547 27.8026056)"
292243801,S11-017,secondary,,False,False,27.41,"LINESTRING (68.287017 27.8020078, 68.287033 27.8017617)"
292243801,S11-017,secondary,,False,True,38.578,"LINESTRING (68.287017 27.8020078, 68.2870084 27.8021187, 68.2869529 27.8022359, 68.2868882 27.8022904, 68.2868553 27.8022962)"
1060428623,,residential,,False,False,37.88,"LINESTRING (68.287017 27.8020078, 68.2871921 27.8020298, 68.2873949 27.8020717)"
292243801,S11-017,secondary,,False,False,26.052,"LINESTRING (68.284029 27.8020451, 68.2842888 27.8020907)"
778710741,,residential,,False,False,34.163,"LINESTRING (68.2887244 27.8021938, 68.2886921 27.8024997)"
219116751,,residential,,False,True,175.37300000000002,"LINESTRING (68.2887244 27.8021938, 68.28908 27.8020778, 68.2894634 27.802016, 68.2901656 27.8019282, 68.2904379 27.8018065)"
778710741,,residential,,False,True,75.214,"LINESTRING (68.2887244 27.8021938, 68.2886718 27.8020602, 68.2885299 27.8017673, 68.2883878 27.8015913)"
219116731,,tertiary,,False,False,39.513,"LINESTRING (68.286044 27.8023722, 68.2860748 27.8027265)"
292243801,S11-017,secondary,,False,False,22.419,"LINESTRING (68.286044 27.8023722, 68.2862716 27.8023614)"
292243801,S11-017,secondary,,False,True,64.92699999999999,"LINESTRING (68.286044 27.8023722, 68.2855818 27.8023177, 68.2853917 27.8022843)"
219116752,,residential,,False,True,6.375,"LINESTRING (68.2905558 27.8026624, 68.290547 27.8026056)"
219116752,,residential,,False,False,98.31899999999999,"LINESTRING (68.2905558 27.8026624, 68.2907022 27.8027919, 68.2909746 27.8029717, 68.2913621 27.8031787)"
