osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,tunnel,bridge
233328448,secondary,False,False,14.442,"LINESTRING (73.3024908 33.2582213, 73.3025769 33.2583294)",,,,,,
"[769480806, 769480807]",secondary,False,True,66.037,"LINESTRING (73.3024908 33.2582213, 73.3024281 33.2581602, 73.3023691 33.2580525, 73.3023369 33.257974, 73.3024939 33.2578203, 73.3025777 33.2577358)",,,,,,
232413426,trunk,True,False,189.445,"LINESTRING (73.3025769 33.2583294, 73.3039177 33.2570466)",2,N-5,گرینڈ ٹرنک روڈ,100,,
233328448,secondary,False,True,14.442,"LINESTRING (73.3025769 33.2583294, 73.3024908 33.2582213)",,,,,,
699742178,secondary,False,True,41.065,"LINESTRING (73.3044129 33.2532653, 73.3042168 33.2535962)",,,,,,
1101573586,secondary,False,False,28.072,"LINESTRING (73.3044129 33.2532653, 73.3041513 33.2531393)",,,Sukho Gujar Khan Road,80,,
257579772,unclassified,False,True,109.063,"LINESTRING (73.3044129 33.2532653, 73.3044974 33.2531696, 73.3045296 33.2531438, 73.3045538 33.2531371, 73.3045846 33.2531214, 73.3046155 33.2530474, 73.3046289 33.2530081, 73.3046758 33.2529162, 73.3047348 33.2528175, 73.3048461 33.2526268, 73.3049574 33.2524418, 73.3049735 33.2524216)",,,,,,
769480811,residential,False,True,128.674,"LINESTRING (73.3044129 33.2532653, 73.305363 33.2537583, 73.305579 33.2538876)",,,Sukho Gujar Khan Road,60,,
232413426,trunk,True,False,268.432,"LINESTRING (73.3066735 33.2543882, 73.3068751 33.2541902, 73.3078144 33.2532802, 73.3078793 33.2532178, 73.3085616 33.2525621)",2,N-5,گرینڈ ٹرنک روڈ,100,,
237178929,secondary,False,False,164.78900000000002,"LINESTRING (73.3066735 33.2543882, 73.3068419 33.2544984, 73.307908 33.2554489)",,,ریلوے روڈ,,,
237178929,secondary,False,False,19.208,"LINESTRING (73.3092099 33.2565271, 73.3093715 33.2566347)",,,ریلوے روڈ,,,
237178929,secondary,False,True,170.377,"LINESTRING (73.3092099 33.2565271, 73.307908 33.2554489)",,,ریلوے روڈ,,,
258786497,residential,False,True,27.006,"LINESTRING (73.3092099 33.2565271, 73.3090281 33.2567165)",,,,,,
237178929,secondary,False,True,17.579,"LINESTRING (73.3095249 33.2567271, 73.3093715 33.2566347)",,,ریلوے روڈ,,,
674760133,secondary,False,False,20.615,"LINESTRING (73.3095249 33.2567271, 73.3097003 33.2568405)",,,ریلوے روڈ,,,
356108103,tertiary,False,False,121.376,"LINESTRING (73.3095249 33.2567271, 73.3098182 33.2562901, 73.3099963 33.2559206, 73.3100377 33.2557317)",,,ریلوے روڈ,,,
356108104,secondary,False,False,9.781,"LINESTRING (73.3100248 33.2570172, 73.3101067 33.2570724)",,,ریلوے روڈ,80,,
"[237179488, 237179489, 356108103]",tertiary,False,True,367.18300000000005,"LINESTRING (73.3100248 33.2570172, 73.3102403 33.2567685, 73.3105785 33.2563021, 73.3106747 33.2560853, 73.3108553 33.2555739, 73.3108368 33.2554682, 73.3107897 33.2552061, 73.3107144 33.2550504, 73.3106879 33.255011, 73.3106079 33.2549704, 73.3105183 33.2549602, 73.3104123 33.2549725, 73.3103229 33.2550318, 73.3102305 33.255109, 73.3101319 33.2552456, 73.3100764 33.2555548, 73.3100377 33.2557317)",,,"['Railway underpass', 'ریلوے روڈ']","['60', '80']",yes,
"[356108104, 1219096545, 237184035]",secondary,False,True,36.111,"LINESTRING (73.3100248 33.2570172, 73.3099913 33.257, 73.3097224 33.2568458, 73.3097003 33.2568405)",,,ریلوے روڈ,80,,yes
769480807,secondary,False,True,28.418,"LINESTRING (73.3025777 33.2577358, 73.3027878 33.2575502)",,,,,,
"[769480806, 769480807]",secondary,False,False,66.037,"LINESTRING (73.3025777 33.2577358, 73.3024939 33.2578203, 73.3023369 33.257974, 73.3023691 33.2580525, 73.3024281 33.2581602, 73.3024908 33.2582213)",,,,,,
1223275299,living_street,False,True,107.37700000000001,"LINESTRING (73.3025777 33.2577358, 73.3021499 33.2574636, 73.3019239 33.2575568, 73.3016369 33.2577026, 73.301611 33.2577143)",,,,,,
258786504,residential,False,False,186.661,"LINESTRING (73.3065762 33.2546433, 73.3072264 33.2551583, 73.3079362 33.2557207, 73.3079481 33.2557558, 73.3079146 33.2557984, 73.307894 33.255816)",,,Mochi Gali,,,
474917662,residential,False,False,144.352,"LINESTRING (73.3070996 33.254261, 73.3071638 33.2543183, 73.308225 33.255155)",,,,,,
474917661,residential,False,True,146.125,"LINESTRING (73.3073521 33.2540113, 73.3085105 33.2548993)",,,,,,
251735155,residential,False,True,42.393,"LINESTRING (73.309815 33.2535421, 73.3095284 33.2538386)",,,,,,
251735155,residential,False,False,159.564,"LINESTRING (73.309815 33.2535421, 73.3087201 33.2526805, 73.3085616 33.2525621)",,,,,,
"[1223275274, 1223275261]",living_street,False,False,155.141,"LINESTRING (73.309815 33.2535421, 73.3098511 33.2535296, 73.3098887 33.2535229, 73.3099343 33.2535229, 73.3100027 33.2535285, 73.3100349 33.2535375, 73.3100899 33.2535296, 73.31011 33.2535072, 73.310291 33.2531236, 73.3103098 33.2531001, 73.3104801 33.2531035, 73.3105499 33.2531124, 73.3106156 33.2531326, 73.3107255 33.2531719, 73.3107886 33.2531909, 73.3108449 33.2532145, 73.3109254 33.2532201, 73.3109508 33.2532212, 73.3110715 33.2532156, 73.3111093 33.2532084)",,,,,,
257579748,secondary,False,True,77.003,"LINESTRING (73.3034835 33.2559081, 73.3037994 33.255414, 73.3038454 33.2552875)",,,,,,
"[257579749, 769480807]",secondary,False,False,251.887,"LINESTRING (73.3034835 33.2559081, 73.3040606 33.2563196, 73.3040117 33.2563981, 73.3039263 33.2564981, 73.3038788 33.2565537, 73.3035056 33.2569144, 73.3030369 33.25733, 73.3027878 33.2575502)",,,,,,
769480809,residential,False,False,131.11300000000003,"LINESTRING (73.3034835 33.2559081, 73.3032318 33.2561836, 73.3031677 33.2563942, 73.3030451 33.2566477, 73.3029968 33.25681, 73.3029324 33.2569759)",,,,,,
769480810,residential,False,True,16.274,"LINESTRING (73.3047318 33.2540075, 73.3048711 33.2540961)",,,,,,
769480810,residential,False,False,71.16399999999999,"LINESTRING (73.3047318 33.2540075, 73.304361 33.2540244, 73.3040377 33.2540112, 73.3039677 33.2540164)",,,,,,
1223275311,living_street,False,True,66.223,"LINESTRING (73.3047318 33.2540075, 73.3043043 33.2536698, 73.3042168 33.2535962)",,,,,,
769480810,residential,False,False,16.274,"LINESTRING (73.3048711 33.2540961, 73.3047318 33.2540075)",,,,,,
257579750,residential,False,False,84.38300000000001,"LINESTRING (73.3048711 33.2540961, 73.3050434 33.2538892, 73.3050786 33.253863, 73.3051362 33.2538559, 73.3055262 33.2541184)",,,,,,
257579752,residential,False,False,27.921999999999997,"LINESTRING (73.3048711 33.2540961, 73.3049462 33.2541515, 73.3050962 33.2542623)",,,,,,
769480811,residential,False,True,12.275,"LINESTRING (73.305579 33.2538876, 73.3056863 33.2539519)",,,Sukho Gujar Khan Road,60,,
257579751,residential,False,False,101.97000000000001,"LINESTRING (73.305579 33.2538876, 73.3056531 33.2537543, 73.305768 33.2536176, 73.3057989 33.2535991, 73.3059618 33.2537176, 73.3062407 33.2539206, 73.3063222 33.2539651)",,,,,,
769480811,residential,False,False,128.674,"LINESTRING (73.305579 33.2538876, 73.305363 33.2537583, 73.3044129 33.2532653)",,,Sukho Gujar Khan Road,60,,
257579752,residential,False,False,41.755,"LINESTRING (73.3052865 33.2544028, 73.305618 33.2546561)",,,,,,
257579752,residential,False,True,23.605,"LINESTRING (73.3052865 33.2544028, 73.3050962 33.2542623)",,,,,,
257579753,residential,False,False,39.163,"LINESTRING (73.3052865 33.2544028, 73.3056016 33.2541691)",,,,,,
257579750,residential,False,False,36.296,"LINESTRING (73.3056016 33.2541691, 73.3059036 33.2543759)",,,,,,
257579750,residential,False,True,8.997,"LINESTRING (73.3056016 33.2541691, 73.3055262 33.2541184)",,,,,,
