osmid,highway,oneway,reversed,length,geometry,name,lanes,maxspeed,junction
168274989,residential,False,False,86.771,"LINESTRING (74.4444754 31.1138275, 74.4444296 31.1136185, 74.4445018 31.1133439, 74.4446223 31.1130769)",,,,
168274989,residential,False,True,150.062,"LINESTRING (74.4444754 31.1138275, 74.4441026 31.114021, 74.4433416 31.1147481)",,,,
324125307,unclassified,False,False,246.15400000000002,"LINESTRING (74.4444754 31.1138275, 74.4446865 31.1141409, 74.4449589 31.1146247, 74.4451442 31.1148757, 74.4453418 31.1150936, 74.4457019 31.1153015, 74.4457974 31.115346, 74.4459266 31.1154324, 74.4460383 31.1155302)",,,,
168274989,residential,False,False,150.062,"LINESTRING (74.4433416 31.1147481, 74.4441026 31.114021, 74.4444754 31.1138275)",,,,
582705947,secondary,False,False,163.245,"LINESTRING (74.4433416 31.1147481, 74.4435957 31.1158293, 74.4437503 31.1161697)",,,,
582705947,secondary,False,False,66.732,"LINESTRING (74.4437503 31.1161697, 74.4439397 31.1163414, 74.4441789 31.1166423)",,,,
582705947,secondary,False,True,163.245,"LINESTRING (74.4437503 31.1161697, 74.4435957 31.1158293, 74.4433416 31.1147481)",,,,
168274988,secondary,False,True,20.077,"LINESTRING (74.4493485 31.1164197, 74.4495361 31.1163372)",,,,
512243999,secondary,False,False,151.214,"LINESTRING (74.4493485 31.1164197, 74.4490796 31.1162311, 74.4488139 31.1160561, 74.4485442 31.1159059, 74.448201 31.1157237, 74.4480465 31.1156446)",سرکلر روڈ,,,
512937253,secondary,False,False,150.37599999999998,"LINESTRING (74.4493485 31.1164197, 74.4493714 31.1164766, 74.449405 31.1165152, 74.4506522 31.1171536)",سرکلر روڈ,,,
513942279,residential,False,False,140.873,"LINESTRING (74.4493485 31.1164197, 74.4492414 31.1164703, 74.4491401 31.1165211, 74.4490587 31.1166077, 74.4488908 31.1167346, 74.4487747 31.1168466, 74.4486784 31.1169269, 74.4485315 31.1170389, 74.4483661 31.1171626, 74.4482502 31.1172578)",Naya Bazar,2,20,
324125306,unclassified,False,False,25.726,"LINESTRING (74.4441789 31.1166423, 74.4443256 31.1168366)",,,,
512243999,secondary,False,False,186.63400000000001,"LINESTRING (74.4441789 31.1166423, 74.4441493 31.1167845, 74.4439482 31.1170374, 74.4438022 31.1172483, 74.4435565 31.1176812, 74.4434078 31.1179145, 74.4432386 31.1181006)",سرکلر روڈ,,,
512243999,secondary,False,True,218.869,"LINESTRING (74.4441789 31.1166423, 74.4442086 31.1165707, 74.4442446 31.1165315, 74.4444094 31.1164015, 74.4446775 31.1162159, 74.4448383 31.1161445, 74.4449968 31.116087, 74.4454827 31.1158631, 74.4457024 31.1157324, 74.4460383 31.1155302)",سرکلر روڈ,,,
582705947,secondary,False,True,66.732,"LINESTRING (74.4441789 31.1166423, 74.4439397 31.1163414, 74.4437503 31.1161697)",,,,
513931328,secondary,False,True,62.593,"LINESTRING (74.4467188 31.1201202, 74.4461115 31.1199044)",Railway Road,,,
292128560,residential,False,False,159.091,"LINESTRING (74.4467188 31.1201202, 74.4464424 31.1205918, 74.44598 31.1212194, 74.4458687 31.1213493)",Sheikh Rahim Bukhsh Road,,,
513931328,secondary,False,False,200.695,"LINESTRING (74.4467188 31.1201202, 74.4475673 31.1202247, 74.4487121 31.1206567)",Railway Road,,,
512941510,secondary,False,True,6.533,"LINESTRING (74.4504897 31.1212802, 74.4505524 31.1213041)",Shahbaz Khan Road,2,60,
513931328,secondary,False,True,43.05,"LINESTRING (74.4504897 31.1212802, 74.4500706 31.1211347)",Railway Road,,,
389061950,residential,False,False,89.011,"LINESTRING (74.4529682 31.1218268, 74.4530147 31.1210273)",,,,
801280743,secondary,False,False,77.592,"LINESTRING (74.4529682 31.1218268, 74.4521563 31.1217648)",Shahbaz Khan Road,2,60,
168274988,secondary,False,True,37.867,"LINESTRING (74.4515911 31.1156511, 74.4519547 31.115513)",,,,
168274988,secondary,False,False,210.292,"LINESTRING (74.4515911 31.1156511, 74.4499123 31.116168, 74.4495361 31.1163372)",,,,
512937250,residential,False,True,184.822,"LINESTRING (74.4515911 31.1156511, 74.4517391 31.1159586, 74.4511618 31.1164772, 74.4507847 31.1169985)",,,,
512937253,secondary,False,True,21.367,"LINESTRING (74.4507847 31.1169985, 74.4506522 31.1171536)",سرکلر روڈ,,,
512937250,residential,False,False,184.822,"LINESTRING (74.4507847 31.1169985, 74.4511618 31.1164772, 74.4517391 31.1159586, 74.4515911 31.1156511)",,,,
512941510,secondary,False,False,37.557,"LINESTRING (74.4509164 31.1214344, 74.4505524 31.1213041)",Shahbaz Khan Road,2,60,
512941510,secondary,False,True,110.90700000000001,"LINESTRING (74.4509164 31.1214344, 74.451046 31.1214641, 74.4517596 31.1217071, 74.4520203 31.1217365)",Shahbaz Khan Road,2,60,
801280743,secondary,False,True,13.323,"LINESTRING (74.4520203 31.1217365, 74.4521563 31.1217648)",Shahbaz Khan Road,2,60,
512941510,secondary,False,False,110.907,"LINESTRING (74.4520203 31.1217365, 74.4517596 31.1217071, 74.451046 31.1214641, 74.4509164 31.1214344)",Shahbaz Khan Road,2,60,
513931328,secondary,False,False,43.05,"LINESTRING (74.4500706 31.1211347, 74.4504897 31.1212802)",Railway Road,,,
292128556,residential,False,False,127.696,"LINESTRING (74.4500706 31.1211347, 74.4498982 31.1212994, 74.4493985 31.1217072, 74.4491093 31.1219347)",,,,
513931328,secondary,False,True,139.824,"LINESTRING (74.4500706 31.1211347, 74.448937 31.1207416, 74.4487121 31.1206567)",Railway Road,,,
513931328,secondary,False,False,53.762,"LINESTRING (74.4455899 31.119719, 74.4461115 31.1199044)",Railway Road,,,
513931328,secondary,False,True,23.699,"LINESTRING (74.4455899 31.119719, 74.4453797 31.1196048)",Railway Road,,,
292128559,residential,False,False,32.789,"LINESTRING (74.4455899 31.119719, 74.4455572 31.1197855, 74.445546 31.1199089, 74.445557 31.1200074)",,,,
292128559,residential,False,False,73.335,"LINESTRING (74.445557 31.1200074, 74.4456812 31.1204598, 74.4457216 31.1206515)",,,,
292128559,residential,False,True,32.789,"LINESTRING (74.445557 31.1200074, 74.445546 31.1199089, 74.4455572 31.1197855, 74.4455899 31.119719)",,,,
324125305,unclassified,False,False,70.01599999999999,"LINESTRING (74.445557 31.1200074, 74.4451825 31.1200021, 74.4448328 31.1199255)",,,,
292128559,residential,False,True,16.271,"LINESTRING (74.4458687 31.1213493, 74.4458383 31.1212053)",,,,
292128560,residential,False,True,159.091,"LINESTRING (74.4458687 31.1213493, 74.44598 31.1212194, 74.4464424 31.1205918, 74.4467188 31.1201202)",Sheikh Rahim Bukhsh Road,,,
324125305,unclassified,False,False,150.912,"LINESTRING (74.4448328 31.1199255, 74.44441 31.1198002, 74.4442068 31.1197515, 74.44391 31.119741, 74.4432881 31.1198264)",,,,
324125305,unclassified,False,True,70.01599999999999,"LINESTRING (74.4448328 31.1199255, 74.4451825 31.1200021, 74.445557 31.1200074)",,,,
"[586681806, 586681807]",residential,False,"[False, True]",181.344,"LINESTRING (74.4448328 31.1199255, 74.4447836 31.120737, 74.4448104 31.1207554, 74.444856 31.1207622, 74.4457216 31.1206515)",,,,
513931328,secondary,False,False,227.778,"LINESTRING (74.4435156 31.1183205, 74.4453797 31.1196048)",Railway Road,,,
513931330,secondary,False,False,29.679,"LINESTRING (74.4435156 31.1183205, 74.4432768 31.1181489)",Railway Road,,,
"[324125305, 586682013]",unclassified,False,True,244.47200000000004,"LINESTRING (74.4435156 31.1183205, 74.4429546 31.1190763, 74.442792 31.1194069, 74.4427432 31.1196401, 74.4427757 31.1199011, 74.4430481 31.1198594, 74.4432881 31.1198264)",,,,
324125306,unclassified,False,True,25.726,"LINESTRING (74.4443256 31.1168366, 74.4441789 31.1166423)",,,,
941536887,residential,False,False,79.235,"LINESTRING (74.4443256 31.1168366, 74.4450823 31.1165398)",,,,
324125306,unclassified,False,False,162.433,"LINESTRING (74.4443256 31.1168366, 74.4446214 31.1172943, 74.4448125 31.117705, 74.445064 31.1181514)",,,,
513931328,secondary,False,False,23.699,"LINESTRING (74.4453797 31.1196048, 74.4455899 31.119719)",Railway Road,,,
513931328,secondary,False,True,227.778,"LINESTRING (74.4453797 31.1196048, 74.4435156 31.1183205)",Railway Road,,,
324125306,unclassified,False,True,168.496,"LINESTRING (74.4453797 31.1196048, 74.4454183 31.1189545, 74.4453004 31.1185472, 74.445089 31.1181957, 74.445064 31.1181514)",,,,
168274988,secondary,False,False,37.867,"LINESTRING (74.4519547 31.115513, 74.4515911 31.1156511)",,,,
324125308,tertiary,False,True,185.465,"LINESTRING (74.4519547 31.115513, 74.4505001 31.1145655, 74.4503911 31.1145216)",,,,
168274988,secondary,False,False,20.077,"LINESTRING (74.4495361 31.1163372, 74.4493485 31.1164197)",,,,
168274988,secondary,False,True,210.292,"LINESTRING (74.4495361 31.1163372, 74.4499123 31.116168, 74.4515911 31.1156511)",,,,
324125309,unclassified,False,False,102.847,"LINESTRING (74.4495361 31.1163372, 74.4495841 31.1162051, 74.4496076 31.1161166, 74.449617 31.1160407, 74.4497805 31.1157002, 74.4498615 31.1154586)",,,,
324125308,tertiary,False,False,185.465,"LINESTRING (74.4503911 31.1145216, 74.4505001 31.1145655, 74.4519547 31.115513)",,,,
324125309,unclassified,False,True,82.63,"LINESTRING (74.4503911 31.1145216, 74.4501586 31.1148823, 74.4499919 31.1151811)",,,,
