osmid,oneway,highway,reversed,length,name,geometry,lanes,junction
169093979,False,residential,False,78.542,,"LINESTRING (73.7508664 33.1449312, 73.7507992 33.1442271)",,
187679802,False,tertiary,True,28.769,Haul Road,"LINESTRING (73.7508664 33.1449312, 73.7511754 33.1449294)",,
187679802,False,tertiary,False,167.38799999999998,Haul Road,"LINESTRING (73.7508664 33.1449312, 73.7497876 33.1449376, 73.7490686 33.1449448)",,
169093977,False,residential,False,253.089,,"LINESTRING (73.7480876 33.1443877, 73.7507992 33.1442271)",,
169094198,False,primary,False,33.363,Mian Muhammad Road,"LINESTRING (73.7480876 33.1443877, 73.7481804 33.1446775)",,
169093977,False,residential,True,253.089,,"LINESTRING (73.7507992 33.1442271, 73.7480876 33.1443877)",,
169093979,False,residential,True,78.542,,"LINESTRING (73.7507992 33.1442271, 73.7508664 33.1449312)",,
169094198,False,primary,False,68.28,Mian Muhammad Road,"LINESTRING (73.7483665 33.1478013, 73.7484507 33.1484113)",,
169094198,False,primary,True,16.068,Mian Muhammad Road,"LINESTRING (73.7483665 33.1478013, 73.7483401 33.1476585)",,
805521795,False,residential,False,113.926,,"LINESTRING (73.7483665 33.1478013, 73.7471464 33.1478798)",,
169094198,False,primary,True,17.131,Mian Muhammad Road,"LINESTRING (73.7483132 33.145092, 73.7482655 33.1449432)",,
169094198,False,primary,False,197.88100000000003,Mian Muhammad Road,"LINESTRING (73.7483132 33.145092, 73.7483451 33.1456184, 73.7482807 33.1462751, 73.7481842 33.1468141, 73.7481931 33.1468621)",,
187679800,False,tertiary,True,72.425,,"LINESTRING (73.7483132 33.145092, 73.7485068 33.1450376, 73.7488089 33.1449729, 73.7490686 33.1449448)",,
1019529400,False,tertiary,True,49.991,Mirpur Highway,"LINESTRING (73.7483132 33.145092, 73.7481747 33.1450684, 73.7477791 33.1450668)",,
187679802,False,tertiary,False,28.769,Haul Road,"LINESTRING (73.7511754 33.1449294, 73.7508664 33.1449312)",,
169094566,False,residential,False,59.188,,"LINESTRING (73.7511754 33.1449294, 73.7511024 33.1453858, 73.7511007 33.1454576)",,
187679802,False,tertiary,True,154.855,Haul Road,"LINESTRING (73.7511754 33.1449294, 73.7518973 33.1448886, 73.7523258 33.1448004, 73.7528039 33.1446823)",,
187677675,False,tertiary,False,7.836,,"LINESTRING (73.7436679 33.1447052, 73.7436526 33.1446359)",,
214748536,False,residential,False,71.021,,"LINESTRING (73.7436679 33.1447052, 73.7443514 33.1449888)",,
1019529400,False,tertiary,False,258.106,Mirpur Highway,"LINESTRING (73.7436679 33.1447052, 73.7439559 33.1443004, 73.7442573 33.1441673, 73.7447176 33.1440952, 73.7449792 33.1440869, 73.7452308 33.1441756, 73.7456282 33.1444362, 73.74585 33.1446746)",,
169094198,False,primary,True,53.303000000000004,Mian Muhammad Road,"LINESTRING (73.7484921 33.1488889, 73.7484953 33.1488172, 73.7484507 33.1484113)",,
187677678,True,primary,False,15.520999999999999,Chowk Shaheedan,"LINESTRING (73.7484921 33.1488889, 73.748445 33.1489137, 73.7484091 33.1489491, 73.7483875 33.148992)",2,roundabout
187677676,True,primary,False,96.517,,"LINESTRING (73.7483875 33.148992, 73.7483302 33.1489932, 73.7473558 33.149076)",2,
187677678,True,primary,False,13.745,Chowk Shaheedan,"LINESTRING (73.7483875 33.148992, 73.748382 33.1490329, 73.7483897 33.1490736, 73.7484102 33.1491111)",2,roundabout
187677678,True,primary,False,21.781,Chowk Shaheedan,"LINESTRING (73.7487406 33.1490715, 73.7487474 33.1490228, 73.7487356 33.1489749, 73.7487064 33.1489325, 73.7486626 33.1489)",2,roundabout
187679799,True,tertiary,False,68.518,,"LINESTRING (73.7487406 33.1490715, 73.7491386 33.1489559, 73.7494383 33.1488755)",2,
187677678,True,primary,False,9.434,Chowk Shaheedan,"LINESTRING (73.7484102 33.1491111, 73.7484429 33.1491435, 73.748485 33.1491671)",2,roundabout
187677678,True,primary,False,29.579,Chowk Shaheedan,"LINESTRING (73.748485 33.1491671, 73.7485355 33.1491805, 73.7485885 33.1491812, 73.7486394 33.1491691, 73.7486841 33.1491454, 73.7487188 33.1491119, 73.7487406 33.1490715)",2,roundabout
