osmid,name,highway,maxspeed,oneway,reversed,length,junction,geometry
286247956,Mangrotha Road,secondary,60,False,False,157.744,,"LINESTRING (70.6498196 30.7026054, 70.6481723 30.7026848)"
391437792,,secondary,,True,False,23.32,roundabout,"LINESTRING (70.6498196 30.7026054, 70.6498184 30.7026354, 70.6498284 30.7026641, 70.6498485 30.7026885, 70.6498766 30.7027062, 70.6499099 30.7027153, 70.6499447 30.7027147, 70.6499775 30.7027047)"
827622164,,residential,,False,False,75.607,,"LINESTRING (70.6518174 30.7018327, 70.6517464 30.7011555)"
827622165,,residential,,False,False,88.75,,"LINESTRING (70.6518174 30.7018327, 70.6509012 30.7019609)"
827622164,,residential,,False,True,88.49600000000001,,"LINESTRING (70.6518174 30.7018327, 70.6525491 30.7017133, 70.6527244 30.7016751)"
286344512,Vahova Road,secondary,60,False,False,15.57,,"LINESTRING (70.6502161 30.7061857, 70.6502567 30.7063213)"
286344512,Vahova Road,secondary,60,False,True,21.252,,"LINESTRING (70.6502161 30.7061857, 70.6501767 30.7059976)"
827629130,,residential,,False,True,73.767,,"LINESTRING (70.6502161 30.7061857, 70.6494539 30.7062888)"
286344512,Vahova Road,secondary,60,False,False,73.202,,"LINESTRING (70.6499795 30.70288, 70.6500242 30.7035372)"
286344512,Vahova Road,secondary,60,False,True,19.493,,"LINESTRING (70.6499795 30.70288, 70.6499775 30.7027047)"
286345098,کالج روڈ,tertiary,60,False,False,253.869,,"LINESTRING (70.6499795 30.70288, 70.6514929 30.7031392, 70.6525583 30.7034136)"
391437791,Kachehri Road,residential,,False,False,46.15,,"LINESTRING (70.6499661 30.7023727, 70.6499784 30.7019578)"
391437791,Kachehri Road,residential,,False,True,18.336,,"LINESTRING (70.6499661 30.7023727, 70.6499661 30.7025376)"
1026466996,,residential,,False,False,121.0,,"LINESTRING (70.6499661 30.7023727, 70.6508848 30.7022432, 70.6509022 30.7022202, 70.6509116 30.7021787, 70.6509012 30.7019609)"
391437791,Kachehri Road,residential,,False,False,37.501,,"LINESTRING (70.6501485 30.700184, 70.6502243 30.6998531)"
391437791,Kachehri Road,residential,,False,True,39.679,,"LINESTRING (70.6501485 30.700184, 70.6501 30.7005384)"
827622117,,residential,,False,False,47.887,,"LINESTRING (70.6501485 30.700184, 70.6506287 30.7003064)"
288471306,Safdar Khan Adv Residence,residential,,False,True,318.02600000000007,,"LINESTRING (70.6501485 30.700184, 70.6492597 30.7001656, 70.6486556 30.7001912, 70.6483504 30.7001356, 70.6481653 30.7001264, 70.6480983 30.700101, 70.64805 30.6999903, 70.6477737 30.6998842, 70.6477523 30.6997066, 70.647653 30.6995844, 70.6476182 30.6994806, 70.6475538 30.6992961, 70.6475022 30.6992317)"
286344512,Vahova Road,secondary,60,False,False,19.493,,"LINESTRING (70.6499775 30.7027047, 70.6499795 30.70288)"
391437792,,secondary,,True,False,23.101,roundabout,"LINESTRING (70.6499775 30.7027047, 70.6500047 30.7026863, 70.6500237 30.7026616, 70.6500327 30.7026329, 70.6500306 30.7026033, 70.6500178 30.7025758, 70.6499956 30.7025531, 70.6499661 30.7025376)"
288471306,Safdar Khan Adv Residence,residential,,False,False,16.955,,"LINESTRING (70.6470924 30.6984335, 70.6472668 30.6984059)"
288471306,Safdar Khan Adv Residence,residential,,False,True,16.955,,"LINESTRING (70.6472668 30.6984059, 70.6470924 30.6984335)"
827617453,,residential,,False,True,23.594,,"LINESTRING (70.6472668 30.6984059, 70.6472598 30.6981938)"
288471306,Safdar Khan Adv Residence,residential,,False,False,65.05799999999999,,"LINESTRING (70.6472668 30.6984059, 70.6473043 30.6985373, 70.6473365 30.6985811, 70.6473285 30.6986918, 70.6472829 30.6987564, 70.6472239 30.6989617)"
288471306,Safdar Khan Adv Residence,residential,,False,False,38.253,,"LINESTRING (70.6472239 30.6989617, 70.6474063 30.6990286, 70.6474411 30.6991554, 70.6474696 30.699191)"
288471306,Safdar Khan Adv Residence,residential,,False,True,65.05799999999999,,"LINESTRING (70.6472239 30.6989617, 70.6472829 30.6987564, 70.6473285 30.6986918, 70.6473365 30.6985811, 70.6473043 30.6985373, 70.6472668 30.6984059)"
827617452,,residential,,False,True,82.74,,"LINESTRING (70.6472239 30.6989617, 70.6469272 30.6989595, 70.6468199 30.6988627, 70.6464069 30.6988719)"
288471306,Safdar Khan Adv Residence,residential,,False,True,5.495,,"LINESTRING (70.6475022 30.6992317, 70.6474696 30.699191)"
288471306,Safdar Khan Adv Residence,residential,,False,False,318.026,,"LINESTRING (70.6475022 30.6992317, 70.6475538 30.6992961, 70.6476182 30.6994806, 70.647653 30.6995844, 70.6477523 30.6997066, 70.6477737 30.6998842, 70.64805 30.6999903, 70.6480983 30.700101, 70.6481653 30.7001264, 70.6483504 30.7001356, 70.6486556 30.7001912, 70.6492597 30.7001656, 70.6501485 30.700184)"
288471550,Safdar Khan Adv Residence Rd,residential,,False,False,106.83900000000001,,"LINESTRING (70.6475022 30.6992317, 70.6473955 30.6992661, 70.6473982 30.6994229, 70.6473338 30.6995729, 70.6471112 30.6998081, 70.6468886 30.6998266, 70.6468551 30.6998682)"
288471550,Safdar Khan Adv Residence Rd,residential,,False,False,60.34,,"LINESTRING (70.6462476 30.7004423, 70.6464514 30.7007053, 70.6464782 30.7008736, 70.646472 30.7009301)"
288471550,Safdar Khan Adv Residence Rd,residential,,False,True,46.207,,"LINESTRING (70.6462476 30.7004423, 70.6463119 30.7003708, 70.6465506 30.7001748, 70.6465836 30.7001447)"
288471550,Safdar Khan Adv Residence Rd,residential,,False,True,53.711,,"LINESTRING (70.6464192 30.701411, 70.646472 30.7009301)"
288471550,Safdar Khan Adv Residence Rd,residential,,False,False,78.606,,"LINESTRING (70.6464192 30.701411, 70.6467599 30.7015632, 70.6467933 30.7019389)"
827630608,,residential,,False,True,149.308,,"LINESTRING (70.6464192 30.701411, 70.6460689 30.7013812, 70.6459724 30.7015749, 70.6460957 30.7022714, 70.6461065 30.7023959)"
286247956,Mangrotha Road,secondary,60,False,False,64.633,,"LINESTRING (70.6468728 30.7028339, 70.6462002 30.7028923)"
288471550,Safdar Khan Adv Residence Rd,residential,,False,True,70.034,,"LINESTRING (70.6468728 30.7028339, 70.646817 30.7022059)"
286247956,Mangrotha Road,secondary,60,False,True,66.499,,"LINESTRING (70.6468728 30.7028339, 70.6473759 30.7027437, 70.6475565 30.7027272)"
391437791,Kachehri Road,residential,,False,False,18.336,,"LINESTRING (70.6499661 30.7025376, 70.6499661 30.7023727)"
391437792,,secondary,,True,False,18.101,roundabout,"LINESTRING (70.6499661 30.7025376, 70.6499355 30.7025312, 70.6499039 30.7025326, 70.6498743 30.7025418, 70.6498489 30.702558, 70.6498302 30.7025799, 70.6498196 30.7026054)"
391437791,Kachehri Road,residential,,False,False,56.899,,"LINESTRING (70.6500305 30.7010466, 70.6501 30.7005384)"
391437791,Kachehri Road,residential,,False,True,43.926,,"LINESTRING (70.6500305 30.7010466, 70.6500044 30.701441)"
827622115,,residential,,False,False,60.956,,"LINESTRING (70.6500305 30.7010466, 70.6506671 30.7010764)"
827622122,,residential,,False,True,134.327,,"LINESTRING (70.6500305 30.7010466, 70.6486277 30.7009799)"
391440318,,residential,,False,False,36.934,,"LINESTRING (70.6479737 30.7036934, 70.6483585 30.7036641)"
391440319,,residential,,False,False,26.037,,"LINESTRING (70.6479737 30.7036934, 70.6479455 30.7034605)"
827629135,,residential,,False,True,219.606,,"LINESTRING (70.6479737 30.7036934, 70.6478124 30.7037197, 70.647866 30.7040379, 70.6476031 30.7040472, 70.6475388 30.7039734, 70.6473135 30.7039365, 70.6472974 30.7038165, 70.646321 30.7038165, 70.6463126 30.7038521)"
286344512,Vahova Road,secondary,60,False,False,44.465,,"LINESTRING (70.6500242 30.7035372, 70.6500513 30.7039364)"
286344512,Vahova Road,secondary,60,False,True,73.202,,"LINESTRING (70.6500242 30.7035372, 70.6499795 30.70288)"
391440318,,residential,,False,True,82.65,,"LINESTRING (70.6500242 30.7035372, 70.6491631 30.7036028)"
286247956,Mangrotha Road,secondary,60,False,False,28.535,,"LINESTRING (70.6478533 30.7027002, 70.6475565 30.7027272)"
286247956,Mangrotha Road,secondary,60,False,True,30.547,,"LINESTRING (70.6478533 30.7027002, 70.6481723 30.7026848)"
391440319,,residential,,False,True,85.0,,"LINESTRING (70.6478533 30.7027002, 70.6479455 30.7034605)"
827630613,,residential,,False,True,91.293,,"LINESTRING (70.6478533 30.7027002, 70.6478013 30.7018804)"
827617450,,residential,,False,False,52.718999999999994,,"LINESTRING (70.6464069 30.6988719, 70.6463801 30.6987151, 70.6462835 30.6984106)"
827617450,,residential,,False,True,24.729,,"LINESTRING (70.6464069 30.6988719, 70.6463157 30.6990287, 70.6462646 30.6990456)"
827617452,,residential,,False,False,82.74,,"LINESTRING (70.6464069 30.6988719, 70.6468199 30.6988627, 70.6469272 30.6989595, 70.6472239 30.6989617)"
827617450,,residential,,False,True,52.718999999999994,,"LINESTRING (70.6462835 30.6984106, 70.6463801 30.6987151, 70.6464069 30.6988719)"
827617453,,residential,,False,False,41.442,,"LINESTRING (70.6462835 30.6984106, 70.646305 30.6983461, 70.6465517 30.6983138, 70.6466429 30.6982676)"
