osmid,highway,oneway,reversed,length,name,maxspeed,geometry,lanes
45493624,tertiary,False,True,57.543,,,"LINESTRING (73.1814944 31.5674932, 73.1818996 31.5678787)",
235767034,primary,False,False,28.056,Chiniot - Chak Jhumra Road,60,"LINESTRING (73.1814944 31.5674932, 73.1817129 31.5673229)",
235767034,primary,False,True,38.37,Chiniot - Chak Jhumra Road,60,"LINESTRING (73.1814944 31.5674932, 73.1811906 31.5677214)",
45493624,tertiary,False,False,12.767,,,"LINESTRING (73.1848955 31.5707291, 73.1848053 31.5706438)",
286088651,residential,False,False,265.57,,,"LINESTRING (73.1826584 31.5728048, 73.184731 31.5711967)",
286088689,residential,False,False,33.981,,,"LINESTRING (73.1826584 31.5728048, 73.1829001 31.5730306)",
72606898,residential,False,True,172.767,,,"LINESTRING (73.1826584 31.5728048, 73.1823643 31.572503, 73.1834081 31.5717559)",
72606941,residential,False,False,34.703,,,"LINESTRING (73.1807431 31.5694583, 73.1811094 31.5694602)",
72606941,residential,False,True,20.53,,,"LINESTRING (73.1807431 31.5694583, 73.1805264 31.5694571)",
72606973,residential,False,True,42.622,,,"LINESTRING (73.1807431 31.5694583, 73.1810791 31.5692034)",
72606895,residential,False,False,94.127,,,"LINESTRING (73.1834081 31.5717559, 73.1841341 31.571178)",
72606895,residential,False,True,41.045,,,"LINESTRING (73.1834081 31.5717559, 73.1831123 31.5714862)",
72606898,residential,False,False,172.767,,,"LINESTRING (73.1834081 31.5717559, 73.1823643 31.572503, 73.1826584 31.5728048)",
72606973,residential,False,False,115.018,,,"LINESTRING (73.1848095 31.567703, 73.184004 31.5669291)",
72606973,residential,False,True,4.933,,,"LINESTRING (73.1848095 31.567703, 73.1847703 31.5677322)",
286090193,residential,False,False,53.967,,,"LINESTRING (73.1848095 31.567703, 73.1852995 31.5674555)",
72606906,residential,False,False,43.638,,,"LINESTRING (73.1838384 31.5709083, 73.184175 31.5706404)",
72606906,residential,False,True,47.24,,,"LINESTRING (73.1838384 31.5709083, 73.183474 31.5711983)",
72606946,residential,False,False,41.038,,,"LINESTRING (73.1838384 31.5709083, 73.1841341 31.571178)",
72606941,residential,False,False,21.854,,,"LINESTRING (73.1826805 31.5694686, 73.1828412 31.5693276)",
72606941,residential,False,True,24.292,,,"LINESTRING (73.1826805 31.5694686, 73.1824241 31.5694672)",
72606970,residential,False,False,13.738,,,"LINESTRING (73.1826805 31.5694686, 73.182598 31.5695702)",
362091441,residential,False,True,17.143,,,"LINESTRING (73.1826805 31.5694686, 73.1825413 31.5693701)",
72606895,residential,False,False,41.045,,,"LINESTRING (73.1831123 31.5714862, 73.1834081 31.5717559)",
974321758,residential,False,False,94.132,,,"LINESTRING (73.1831123 31.5714862, 73.182434 31.5708676)",
974321758,residential,False,True,46.894,,,"LINESTRING (73.1831123 31.5714862, 73.183474 31.5711983)",
72606954,residential,False,False,103.399,,,"LINESTRING (73.184004 31.5669291, 73.1832676 31.5662428)",
72606973,residential,False,False,26.165,,,"LINESTRING (73.184004 31.5669291, 73.1838016 31.5670892)",
72606973,residential,False,True,115.018,,,"LINESTRING (73.184004 31.5669291, 73.1848095 31.567703)",
235767034,primary,False,False,82.756,Chiniot - Chak Jhumra Road,60,"LINESTRING (73.1791145 31.5692809, 73.1797697 31.5687887)",
72606941,residential,False,False,142.57299999999998,,,"LINESTRING (73.1791145 31.5692809, 73.1792811 31.5694505, 73.1805264 31.5694571)",
974321758,residential,False,False,43.181,,,"LINESTRING (73.1827957 31.5705797, 73.1831077 31.5708628)",
974321758,residential,False,False,62.991,,,"LINESTRING (73.1827957 31.5705797, 73.183301 31.5702115)",
974321758,residential,False,True,46.894,,,"LINESTRING (73.1827957 31.5705797, 73.182434 31.5708676)",
72606921,residential,False,False,44.462,,,"LINESTRING (73.1817129 31.5673229, 73.1813992 31.5670255)",
235767034,primary,False,False,14.692,Chiniot - Chak Jhumra Road,60,"LINESTRING (73.1817129 31.5673229, 73.1818273 31.5672337)",
235767034,primary,False,True,28.056,Chiniot - Chak Jhumra Road,60,"LINESTRING (73.1817129 31.5673229, 73.1814944 31.5674932)",
72606922,residential,False,False,35.769,,,"LINESTRING (73.1846592 31.5690964, 73.1849155 31.5693326)",
72606922,residential,False,True,105.559,,,"LINESTRING (73.1846592 31.5690964, 73.1838839 31.5697782)",
286090016,residential,False,False,24.556,,,"LINESTRING (73.1846592 31.5690964, 73.1844978 31.5689236)",
286090241,residential,False,False,136.831,,,"LINESTRING (73.1846592 31.5690964, 73.1857625 31.5683023)",
72606921,residential,False,True,53.811,,,"LINESTRING (73.1824266 31.5668884, 73.1820572 31.5665208)",
235767034,primary,False,False,36.552,Chiniot - Chak Jhumra Road,60,"LINESTRING (73.1824266 31.5668884, 73.1827043 31.5666602)",
235767034,primary,False,True,43.221,Chiniot - Chak Jhumra Road,60,"LINESTRING (73.1824266 31.5668884, 73.1820279 31.5670773)",
362091437,residential,False,True,105.051,,,"LINESTRING (73.1824266 31.5668884, 73.1831589 31.5675978)",
72606973,residential,False,False,38.267,,,"LINESTRING (73.1842723 31.5681022, 73.1845767 31.567876)",
286090016,residential,False,False,81.191,,,"LINESTRING (73.1842723 31.5681022, 73.1845164 31.5683495, 73.1845235 31.5684279, 73.1842545 31.5686631)",
286090016,residential,False,True,84.94200000000001,,,"LINESTRING (73.1842723 31.5681022, 73.1839926 31.5678187, 73.1838511 31.5679152, 73.1836483 31.5680805)",
72606911,residential,False,False,41.733,,,"LINESTRING (73.1838165 31.5703134, 73.1835518 31.5700134)",
72606911,residential,False,True,49.756,,,"LINESTRING (73.1838165 31.5703134, 73.184175 31.5706404)",
72606980,residential,False,False,90.781,,,"LINESTRING (73.1838165 31.5703134, 73.1831077 31.5708628)",
72606970,residential,False,True,18.998,,,"LINESTRING (73.1815876 31.570814, 73.1817017 31.5706735)",
45493624,tertiary,False,False,88.89,,,"LINESTRING (73.1845161 31.5703689, 73.1838839 31.5697782)",
45493624,tertiary,False,True,41.049,,,"LINESTRING (73.1845161 31.5703689, 73.1848053 31.5706438)",
72606906,residential,False,True,44.223,,,"LINESTRING (73.1845161 31.5703689, 73.184175 31.5706404)",
72606906,residential,False,False,47.24,,,"LINESTRING (73.183474 31.5711983, 73.1838384 31.5709083)",
974321758,residential,False,False,46.894,,,"LINESTRING (73.183474 31.5711983, 73.1831123 31.5714862)",
974321758,residential,False,True,50.951,,,"LINESTRING (73.183474 31.5711983, 73.1831077 31.5708628)",
72606954,residential,False,True,103.399,,,"LINESTRING (73.1832676 31.5662428, 73.184004 31.5669291)",
235767034,primary,False,True,25.752,Chiniot - Chak Jhumra Road,60,"LINESTRING (73.1832676 31.5662428, 73.1830441 31.5663746)",
72606896,residential,False,True,96.871,,,"LINESTRING (73.1890392 31.573833, 73.188276 31.5744128)",
235928440,tertiary,False,False,72.042,,,"LINESTRING (73.1890392 31.573833, 73.1886982 31.5732539)",
45493624,tertiary,False,False,31.148,,,"LINESTRING (73.1823102 31.5682694, 73.1820909 31.5680607)",
45493624,tertiary,False,True,104.635,,,"LINESTRING (73.1823102 31.5682694, 73.183047 31.5689704)",
72606973,residential,False,False,20.55,,,"LINESTRING (73.1823102 31.5682694, 73.1821482 31.5683923)",
72606973,residential,False,True,71.242,,,"LINESTRING (73.1823102 31.5682694, 73.1828612 31.5678334)",
72606928,residential,False,True,69.608,,,"LINESTRING (73.182434 31.5708676, 73.1818693 31.5704671)",
974321758,residential,False,False,46.894,,,"LINESTRING (73.182434 31.5708676, 73.1827957 31.5705797)",
974321758,residential,False,True,94.132,,,"LINESTRING (73.182434 31.5708676, 73.1831123 31.5714862)",
72606895,residential,False,False,39.256,,,"LINESTRING (73.1841341 31.571178, 73.1844369 31.570937)",
72606895,residential,False,True,94.127,,,"LINESTRING (73.1841341 31.571178, 73.1834081 31.5717559)",
72606946,residential,False,True,41.038,,,"LINESTRING (73.1841341 31.571178, 73.1838384 31.5709083)",
72606980,residential,False,True,90.781,,,"LINESTRING (73.1831077 31.5708628, 73.1838165 31.5703134)",
974321758,residential,False,False,50.951,,,"LINESTRING (73.1831077 31.5708628, 73.183474 31.5711983)",
974321758,residential,False,True,43.181,,,"LINESTRING (73.1831077 31.5708628, 73.1827957 31.5705797)",
72606928,residential,False,False,69.608,,,"LINESTRING (73.1818693 31.5704671, 73.182434 31.5708676)",
72606970,residential,False,False,27.908,,,"LINESTRING (73.1818693 31.5704671, 73.1817017 31.5706735)",
72606970,residential,False,True,52.552,,,"LINESTRING (73.1818693 31.5704671, 73.182185 31.5700785)",
