osmid,highway,oneway,reversed,length,geometry,ref,name,maxspeed,lanes
310092058,residential,False,True,18.742,"LINESTRING (72.6412008 30.722511, 72.6411431 30.7225441, 72.6410171 30.7225555)",,,,
310092058,residential,False,False,40.869,"LINESTRING (72.6405923 30.7225971, 72.6410171 30.7225555)",,,,
310092142,unclassified,False,True,71.77799999999999,"LINESTRING (72.6405923 30.7225971, 72.6406391 30.7231677, 72.6406382 30.7232412)",,,,
310092078,residential,False,True,69.035,"LINESTRING (72.6423546 30.723198, 72.6416347 30.7232476)",,,,
497595260,residential,False,False,123.014,"LINESTRING (72.6423546 30.723198, 72.6424568 30.7243008)",,,,
497595260,residential,False,True,65.149,"LINESTRING (72.6423546 30.723198, 72.6422496 30.7226191)",,,,
310092078,residential,False,False,42.669,"LINESTRING (72.6406382 30.7232412, 72.6410825 30.7232782)",,,,
310092142,unclassified,False,False,71.77799999999999,"LINESTRING (72.6406382 30.7232412, 72.6406391 30.7231677, 72.6405923 30.7225971)",,,,
310092142,unclassified,False,True,95.87899999999999,"LINESTRING (72.6406382 30.7232412, 72.6406629 30.7236733, 72.6407023 30.7241016)",,,,
310092078,residential,False,False,69.035,"LINESTRING (72.6416347 30.7232476, 72.6423546 30.723198)",,,,
310092158,residential,False,True,130.951,"LINESTRING (72.6416347 30.7232476, 72.6417302 30.7244224)",,,,
310092078,residential,False,True,53.024,"LINESTRING (72.6416347 30.7232476, 72.6411816 30.7232855, 72.6410825 30.7232782)",,,,
310091964,residential,False,False,45.698,"LINESTRING (72.6424568 30.7243008, 72.6424913 30.7247107)",,,,
310091964,residential,False,True,70.758,"LINESTRING (72.6424568 30.7243008, 72.6417302 30.7244224)",,,,
497595260,residential,False,False,58.766,"LINESTRING (72.6424568 30.7243008, 72.6430678 30.7242422)",,,,
497595260,residential,False,True,123.014,"LINESTRING (72.6424568 30.7243008, 72.6423546 30.723198)",,,,
310091964,residential,False,False,70.758,"LINESTRING (72.6417302 30.7244224, 72.6424568 30.7243008)",,,,
310091994,residential,False,True,93.434,"LINESTRING (72.6417302 30.7244224, 72.640756 30.7244911)",,,,
310092158,residential,False,False,130.951,"LINESTRING (72.6417302 30.7244224, 72.6416347 30.7232476)",,,,
310092158,residential,False,True,35.43,"LINESTRING (72.6417302 30.7244224, 72.641764 30.7247397)",,,,
310091994,residential,False,False,93.434,"LINESTRING (72.640756 30.7244911, 72.6417302 30.7244224)",,,,
310092142,unclassified,False,True,32.658,"LINESTRING (72.640756 30.7244911, 72.6408645 30.7247696)",,,,
310092142,unclassified,False,False,43.739999999999995,"LINESTRING (72.640756 30.7244911, 72.6407308 30.7244114, 72.6407023 30.7241016)",,,,
310092169,residential,False,True,62.445,"LINESTRING (72.6431429 30.7246704, 72.6424913 30.7247107)",,,,
497596844,residential,False,True,48.152,"LINESTRING (72.6431429 30.7246704, 72.6430678 30.7242422)",,,,
"[310092066, 497596844]",residential,False,"[False, True]",125.70799999999998,"LINESTRING (72.6431429 30.7246704, 72.6432556 30.7250878, 72.6432625 30.7251183, 72.6432625 30.7251415, 72.6432338 30.7251473, 72.6432018 30.7251432, 72.6425123 30.7250961)",,,,
310091964,residential,False,True,45.698,"LINESTRING (72.6424913 30.7247107, 72.6424568 30.7243008)",,,,
310091977,residential,False,True,42.902,"LINESTRING (72.6424913 30.7247107, 72.6425123 30.7250961)",,,,
310092169,residential,False,False,62.445,"LINESTRING (72.6424913 30.7247107, 72.6431429 30.7246704)",,,,
310092169,residential,False,True,69.595,"LINESTRING (72.6424913 30.7247107, 72.641764 30.7247397)",,,,
