osmid,highway,oneway,reversed,length,name,maxspeed,geometry,lanes,access
513226595,trunk_link,False,False,11.115,,,"LINESTRING (74.3522189 32.4782537, 74.3522123 32.4783535)",,
195151404,trunk,True,False,92.062,Sialkot-Wazirabad Road,60,"LINESTRING (74.3543045 32.4783947, 74.3552859 32.4784014)",,
369836697,residential,False,False,192.66,,,"LINESTRING (74.3543045 32.4783947, 74.3542595 32.4797154, 74.3542537 32.4798634, 74.3542795 32.4801258)",,
369845493,residential,False,False,14.23,,,"LINESTRING (74.3561361 32.4783233, 74.3561855 32.4782023)",,
456683948,trunk,True,False,79.127,Sialkot-Wazirabad Road,80,"LINESTRING (74.3561361 32.4783233, 74.3552926 32.4783162)",2,yes
"[195431658, 369845499]",residential,False,False,183.719,,,"LINESTRING (74.3486573 32.4743637, 74.348804 32.4738548, 74.3488552 32.4735348, 74.3489849 32.4734013, 74.3490853 32.473255, 74.3490333 32.4729608, 74.3492016 32.4728739)",,
369845497,residential,False,True,188.633,,,"LINESTRING (74.3486573 32.4743637, 74.3488781 32.47469, 74.3489927 32.4751211, 74.3490165 32.4753583, 74.3496104 32.4753917, 74.3497631 32.4754431)",,
369836697,residential,False,True,192.66,,,"LINESTRING (74.3542795 32.4801258, 74.3542537 32.4798634, 74.3542595 32.4797154, 74.3543045 32.4783947)",,
195151404,trunk,True,False,276.71799999999996,Sialkot-Wazirabad Road,60,"LINESTRING (74.3488196 32.4782003, 74.3502597 32.4782567, 74.351765 32.4783372)",,
195151404,trunk,True,False,42.012,Sialkot-Wazirabad Road,60,"LINESTRING (74.351765 32.4783372, 74.3518237 32.4783427, 74.3522123 32.4783535)",,
195151404,trunk,True,False,99.943,Sialkot-Wazirabad Road,60,"LINESTRING (74.3477574 32.4781302, 74.3488196 32.4782003)",,
369845446,residential,False,False,86.917,,,"LINESTRING (74.3567884 32.4783999, 74.3567337 32.4791802)",,
369845446,residential,False,True,52.816,,,"LINESTRING (74.3567485 32.4798589, 74.3567381 32.479384)",,
369845446,residential,False,False,52.816,,,"LINESTRING (74.3567381 32.479384, 74.3567485 32.4798589)",,
369845446,residential,False,True,22.665,,,"LINESTRING (74.3567381 32.479384, 74.3567337 32.4791802)",,
369845457,residential,False,False,58.338,,,"LINESTRING (74.3567381 32.479384, 74.35736 32.4793792)",,
369845457,residential,False,True,58.338,,,"LINESTRING (74.35736 32.4793792, 74.3567381 32.479384)",,
369845469,residential,False,False,40.891,,,"LINESTRING (74.3562979 32.4791891, 74.3567337 32.4791802)",,
369845446,residential,False,False,22.665,,,"LINESTRING (74.3567337 32.4791802, 74.3567381 32.479384)",,
369845446,residential,False,True,86.917,,,"LINESTRING (74.3567337 32.4791802, 74.3567884 32.4783999)",,
369845469,residential,False,True,40.891,,,"LINESTRING (74.3567337 32.4791802, 74.3562979 32.4791891)",,
