osmid,oneway,lanes,name,highway,maxspeed,junction,reversed,length,geometry,tunnel
327888252,True,2,Uni-Lever Avenue,primary,60,roundabout,False,41.263999999999996,"LINESTRING (70.298867 28.4212765, 70.2988983 28.4212841, 70.2989307 28.4212848, 70.2989623 28.4212784, 70.2989912 28.4212653, 70.2990156 28.4212465, 70.2990339 28.4212229, 70.2990451 28.4211961, 70.2990485 28.4211677, 70.2990438 28.4211395, 70.2990314 28.4211131, 70.2990119 28.4210902, 70.2989867 28.4210722, 70.2989573 28.4210602)",
"[327888251, 327521236, 327521235]",False,,,primary,,,False,82.77999999999999,"LINESTRING (70.2985894 28.4201891, 70.2985981 28.4201104, 70.2986431 28.4200334, 70.2987688 28.4198608, 70.2989703 28.4196607, 70.29908 28.4196155)",yes
676864747,True,2,,primary,60,,False,64.461,"LINESTRING (70.2985894 28.4201891, 70.2986893 28.4206411, 70.2987264 28.4207558)",
327873574,False,,,residential,,,False,31.509,"LINESTRING (70.29908 28.4196155, 70.2992707 28.4193871)",
327521236,False,,,primary,,,False,53.369,"LINESTRING (70.29908 28.4196155, 70.2992976 28.4196419, 70.2996012 28.4197465)",
"[327521235, 327521236, 327888251]",False,,,primary,,,True,82.78,"LINESTRING (70.29908 28.4196155, 70.2989703 28.4196607, 70.2987688 28.4198608, 70.2986431 28.4200334, 70.2985981 28.4201104, 70.2985894 28.4201891)",yes
327873576,False,2,شاہی روڈ,primary,60,,False,26.232,"LINESTRING (70.3021921 28.4200345, 70.3024108 28.4201711)",
327873576,False,2,شاہی روڈ,primary,60,,True,33.662,"LINESTRING (70.3021921 28.4200345, 70.3018807 28.4199055)",
328076027,False,,,residential,,,False,210.752,"LINESTRING (70.3021921 28.4200345, 70.3034485 28.4184946)",
327873576,False,2,شاہی روڈ,primary,60,,True,78.143,"LINESTRING (70.3045287 28.4215199, 70.3038807 28.4211087)",
515661184,False,,,residential,,,False,39.629,"LINESTRING (70.3045287 28.4215199, 70.3047663 28.4212312)",
801710528,False,,,tertiary,,,True,78.152,"LINESTRING (70.3045287 28.4215199, 70.3040574 28.4220875)",
178722367,False,2,,secondary,60,,False,43.298,"LINESTRING (70.3025164 28.4155075, 70.3025334 28.4151184)",
178722367,False,2,,secondary,60,,True,31.066,"LINESTRING (70.3025164 28.4155075, 70.3024489 28.4157805)",
1038387971,False,,,residential,,,True,98.827,"LINESTRING (70.3025164 28.4155075, 70.3035239 28.4154389)",
178722367,False,2,,secondary,60,,False,65.992,"LINESTRING (70.3020961 28.4163969, 70.3024159 28.4158743)",
178722367,False,2,,secondary,60,,True,45.273,"LINESTRING (70.3020961 28.4163969, 70.3019743 28.4167897)",
432175072,False,,,residential,,,False,160.405,"LINESTRING (70.3020961 28.4163969, 70.301481 28.4160958, 70.3012745 28.4160462, 70.3009328 28.4160033, 70.3005631 28.4159384)",
178722367,False,2,,secondary,60,,False,24.158,"LINESTRING (70.3016189 28.4182366, 70.3016664 28.4180234)",
328076050,False,,,residential,,,True,44.375,"LINESTRING (70.3016189 28.4182366, 70.3020595 28.4181412)",
178722367,False,2,,secondary,60,,True,76.837,"LINESTRING (70.3016189 28.4182366, 70.3013226 28.4184317, 70.3011158 28.4187487)",
178722367,False,2,,secondary,60,,False,10.918,"LINESTRING (70.3024159 28.4158743, 70.3024489 28.4157805)",
178722367,False,2,,secondary,60,,True,65.992,"LINESTRING (70.3024159 28.4158743, 70.3020961 28.4163969)",
432175057,False,,,residential,,,False,157.79700000000003,"LINESTRING (70.3024159 28.4158743, 70.3026765 28.4159101, 70.3036275 28.4158304, 70.3040203 28.4157988)",
178722367,False,2,,secondary,60,,True,57.011,"LINESTRING (70.3025375 28.4146057, 70.3025334 28.4151184)",
178722926,False,,رحیم یار خان - صادق آباد سڑک,secondary,80,,False,143.23,"LINESTRING (70.3025375 28.4146057, 70.3013868 28.4138089)",
178722367,False,2,,secondary,60,,False,144.588,"LINESTRING (70.3025375 28.4146057, 70.3025593 28.4138243, 70.3025678 28.4137304, 70.3025812 28.4136561, 70.3026214 28.41359, 70.3026952 28.4134874, 70.302767 28.4134089, 70.3028175 28.4133816)",
828247450,False,,,residential,,,False,92.37899999999999,"LINESTRING (70.3025375 28.4146057, 70.3026643 28.4146316, 70.3034787 28.4146318)",
327873574,False,,,residential,,,False,26.358,"LINESTRING (70.2995153 28.4190943, 70.2996345 28.4188817)",
327873574,False,,,residential,,,True,18.803,"LINESTRING (70.2995153 28.4190943, 70.2994015 28.4192306)",
788595042,False,,,residential,,,False,66.611,"LINESTRING (70.2995153 28.4190943, 70.3001243 28.4193626)",
327873574,False,,,residential,,,True,33.321,"LINESTRING (70.3005722 28.4172095, 70.3004395 28.4174855)",
327873575,False,,تمیر ملت روڈ,residential,,,False,57.464,"LINESTRING (70.3005722 28.4172095, 70.3000672 28.4169453)",
327873575,False,,تمیر ملت روڈ,residential,,,True,67.447,"LINESTRING (70.3005722 28.4172095, 70.3011816 28.4174935)",
178722367,False,2,,secondary,60,,True,31.31,"LINESTRING (70.3017245 28.4177465, 70.3016664 28.4180234)",
327873575,False,,تمیر ملت روڈ,residential,,,False,60.086,"LINESTRING (70.3017245 28.4177465, 70.3011816 28.4174935)",
178722367,False,2,,secondary,60,,False,109.162,"LINESTRING (70.3017245 28.4177465, 70.3018295 28.4173533, 70.3019743 28.4167897)",
676864745,True,2,,primary,60,,False,103.328,"LINESTRING (70.2989573 28.4210602, 70.2985894 28.4201891)",
327888252,True,2,Uni-Lever Avenue,primary,60,roundabout,False,12.919,"LINESTRING (70.2989573 28.4210602, 70.2988913 28.4210571, 70.298832 28.4210826)",
327888252,True,2,Uni-Lever Avenue,primary,60,roundabout,False,12.916,"LINESTRING (70.298832 28.4210826, 70.2987943 28.4211303, 70.2987879 28.4211881)",
327888252,True,2,Uni-Lever Avenue,primary,60,roundabout,False,12.926,"LINESTRING (70.2987879 28.4211881, 70.2988144 28.4212414, 70.298867 28.4212765)",
801710528,False,,,tertiary,,,False,78.152,"LINESTRING (70.3040574 28.4220875, 70.3045287 28.4215199)",
327888256,False,,,tertiary,,,True,238.678,"LINESTRING (70.3040574 28.4220875, 70.3039488 28.4222182, 70.303776 28.4222223, 70.303747 28.4222153, 70.3036733 28.4221976, 70.3032857 28.4220046, 70.3030755 28.4219676, 70.3027486 28.4218444, 70.3019637 28.4213555)",
328076050,False,,,residential,,,True,51.093,"LINESTRING (70.305626 28.4194379, 70.3061447 28.4194929)",
328076050,False,,,residential,,,False,71.072,"LINESTRING (70.305626 28.4194379, 70.3053615 28.4193866, 70.3051245 28.4192968, 70.3049471 28.4192198)",
688210466,False,,,residential,,,True,111.983,"LINESTRING (70.305626 28.4194379, 70.3056315 28.4192436, 70.3056251 28.4191556, 70.3056123 28.4190526, 70.3055889 28.418871, 70.3056059 28.4186782, 70.3056272 28.4185396, 70.3056421 28.4184909, 70.3056896 28.4184559)",
328076029,False,,,residential,,,True,56.684,"LINESTRING (70.3040572 28.4188071, 70.3036752 28.4191905)",
328076050,False,,,residential,,,False,42.918,"LINESTRING (70.3040572 28.4188071, 70.3036786 28.4186119)",
328076050,False,,,residential,,,True,98.39,"LINESTRING (70.3040572 28.4188071, 70.3045744 28.4190519, 70.3049471 28.4192198)",
328076050,False,,,residential,,,False,44.375,"LINESTRING (70.3020595 28.4181412, 70.3016189 28.4182366)",
328076050,False,,,residential,,,True,46.929,"LINESTRING (70.3020595 28.4181412, 70.302533 28.4182097)",
801711957,False,,,residential,,,True,40.614,"LINESTRING (70.3020595 28.4181412, 70.3016664 28.4180234)",
328076050,False,,,residential,,,False,51.093,"LINESTRING (70.3061447 28.4194929, 70.305626 28.4194379)",
"[515661184, 327891322]",False,,,residential,,,"[False, True]",73.42599999999999,"LINESTRING (70.3061447 28.4194929, 70.3061297 28.4195732, 70.3057442 28.4200425)",
