osmid,oneway,highway,reversed,length,geometry,name,maxspeed
200165406,False,unclassified,True,8.145,"LINESTRING (72.8600215 32.9479024, 72.8599519 32.9479466)",,
323265634,False,tertiary,True,383.93700000000007,"LINESTRING (72.8509533 32.9563756, 72.8511459 32.9559465, 72.8513374 32.9555888, 72.8514559 32.9549729, 72.8514151 32.9546823, 72.8512784 32.9541238, 72.8512054 32.9537374, 72.8512433 32.9530138)",,
323266899,False,residential,True,52.641,"LINESTRING (72.8507657 32.9482556, 72.8513245 32.9483206)",,
323265634,False,tertiary,False,24.104,"LINESTRING (72.8519007 32.9483787, 72.8518292 32.948587)",,
323265634,False,tertiary,True,12.403,"LINESTRING (72.8519007 32.9483787, 72.8519462 32.9482739)",,
323266899,False,residential,False,54.152,"LINESTRING (72.8519007 32.9483787, 72.8513245 32.9483206)",,
323266896,False,residential,False,117.87,"LINESTRING (72.8563968 32.949185, 72.855469 32.9492978, 72.8551578 32.9493785)",,
323266953,False,residential,False,54.288,"LINESTRING (72.8516262 32.9495389, 72.8522033 32.9496009)",,
323265634,False,tertiary,False,180.99,"LINESTRING (72.8516262 32.9495389, 72.8514852 32.9504122, 72.8513979 32.951155)",,
323265634,False,tertiary,True,65.476,"LINESTRING (72.8516262 32.9495389, 72.8516783 32.9492166, 72.8517285 32.9489564)",,
323266953,False,residential,True,54.288,"LINESTRING (72.8522033 32.9496009, 72.8516262 32.9495389)",,
"[323266922, 323266927]",False,residential,True,277.84000000000003,"LINESTRING (72.8522033 32.9496009, 72.8521961 32.9498249, 72.8521526 32.9510828, 72.8527535 32.9511726, 72.853353 32.9512032)",,
323266953,False,residential,False,48.076,"LINESTRING (72.8522033 32.9496009, 72.8523202 32.9496139, 72.8527164 32.9496389)",,
323266902,False,residential,False,121.58,"LINESTRING (72.8527164 32.9496389, 72.8526555 32.9507311)",,
323266953,False,residential,False,40.397999999999996,"LINESTRING (72.8527164 32.9496389, 72.8530488 32.9496599, 72.853148 32.9496674)",,
323266953,False,residential,True,48.076,"LINESTRING (72.8527164 32.9496389, 72.8523202 32.9496139, 72.8522033 32.9496009)",,
323266953,False,residential,True,23.227,"LINESTRING (72.8541287 32.94976, 72.8538826 32.9497286)",,
323266896,False,residential,False,195.82600000000002,"LINESTRING (72.8541287 32.94976, 72.8537548 32.9499061, 72.8536317 32.9499559, 72.8535907 32.9500266, 72.8534539 32.9503767, 72.8533194 32.9507382, 72.8532921 32.9509314, 72.8532921 32.9510481, 72.853353 32.9512032)",,
323266896,False,residential,True,105.20299999999999,"LINESTRING (72.8541287 32.94976, 72.8546005 32.9495522, 72.8550929 32.9493954, 72.8551578 32.9493785)",,
323266902,False,residential,True,121.58,"LINESTRING (72.8526555 32.9507311, 72.8527164 32.9496389)",,
323265634,False,tertiary,False,76.291,"LINESTRING (72.8513979 32.951155, 72.8513919 32.9512056, 72.8513326 32.9518389)",,
323265634,False,tertiary,True,180.99,"LINESTRING (72.8513979 32.951155, 72.8514852 32.9504122, 72.8516262 32.9495389)",,
