osmid,highway,junction,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,access
290532804,trunk,roundabout,True,False,25.063000000000002,"LINESTRING (71.0576718 33.529116, 71.0576881 33.5290868, 71.0576915 33.5290547, 71.0576814 33.5290236, 71.0576592 33.5289973, 71.0576276 33.5289788, 71.0575902 33.5289705, 71.0575518 33.5289734)",,,,,
965115904,trunk,,False,False,318.429,"LINESTRING (71.0576718 33.529116, 71.058336 33.5294834, 71.0588916 33.529891, 71.0596259 33.5305225, 71.060113 33.5310961)",2,S-7,Kohat Road,90,
588796051,trunk,,False,False,691.3799999999999,"LINESTRING (71.0537539 33.5237097, 71.0561024 33.5270193, 71.0566652 33.5282929, 71.0567628 33.5284786, 71.0569153 33.5286509, 71.0570605 33.5287389, 71.0574895 33.5290098)",,S-7,Thall Road,80,permissive
290532801,secondary,,False,False,358.005,"LINESTRING (71.0547423 33.5270387, 71.0552447 33.5271966, 71.0554651 33.5273384, 71.0555772 33.5274576, 71.0557897 33.5279345, 71.0559521 33.528218, 71.0560758 33.5283759, 71.0561995 33.5284565, 71.0567715 33.5287658, 71.0572779 33.5290622, 71.0574711 33.5290791)",,,Samana Road,,
290532801,secondary,,False,True,238.25799999999998,"LINESTRING (71.0547423 33.5270387, 71.0543055 33.5269872, 71.053602 33.5268679, 71.0525816 33.5266456, 71.0522425 33.5265536)",,,Samana Road,,
964152823,residential,,False,False,316.615,"LINESTRING (71.0547423 33.5270387, 71.0546404 33.527211, 71.0545921 33.527448, 71.0542756 33.5281992, 71.0540986 33.528472, 71.0539859 33.5285436, 71.0538357 33.5285302, 71.0537664 33.5285013, 71.0535675 33.5284184, 71.0530633 33.5277207)",,,,,
290532804,trunk,roundabout,True,False,7.161,"LINESTRING (71.0575518 33.5289734, 71.0575168 33.528987, 71.0574895 33.5290098)",,,,,
481674986,tertiary,,False,True,277.493,"LINESTRING (71.0575518 33.5289734, 71.0572245 33.5272064, 71.0572619 33.5269845, 71.0574461 33.526526)",,,,,
290532804,trunk,roundabout,True,False,8.076,"LINESTRING (71.0574895 33.5290098, 71.0574761 33.5290313, 71.0574698 33.5290549, 71.0574711 33.5290791)",,,,,
588796051,trunk,,False,True,691.38,"LINESTRING (71.0574895 33.5290098, 71.0570605 33.5287389, 71.0569153 33.5286509, 71.0567628 33.5284786, 71.0566652 33.5282929, 71.0561024 33.5270193, 71.0537539 33.5237097)",,S-7,Thall Road,80,permissive
290532801,secondary,,False,True,358.005,"LINESTRING (71.0574711 33.5290791, 71.0572779 33.5290622, 71.0567715 33.5287658, 71.0561995 33.5284565, 71.0560758 33.5283759, 71.0559521 33.528218, 71.0557897 33.5279345, 71.0555772 33.5274576, 71.0554651 33.5273384, 71.0552447 33.5271966, 71.0547423 33.5270387)",,,Samana Road,,
290532804,trunk,roundabout,True,False,8.072,"LINESTRING (71.0574711 33.5290791, 71.0574799 33.5291022, 71.0574955 33.5291226, 71.0575169 33.5291389)",,,,,
290532804,trunk,roundabout,True,False,16.136,"LINESTRING (71.0575169 33.5291389, 71.0575482 33.5291516, 71.0575827 33.5291556, 71.057617 33.5291506, 71.0576477 33.5291369, 71.0576718 33.529116)",,,,,
972175939,tertiary,,False,False,75.26599999999999,"LINESTRING (71.0575169 33.5291389, 71.0574484 33.5292236, 71.0577571 33.5297375)",,,Hangu Shahukhel Raisan Road,,
964152821,residential,,False,True,326.984,"LINESTRING (71.0577571 33.5297375, 71.0576445 33.5297823, 71.0569632 33.5298136, 71.0558957 33.5299969, 71.0556221 33.5300058, 71.0554665 33.5300863, 71.0554451 33.530216, 71.0555792 33.530936, 71.0555309 33.5310478)",,,,,
972175939,tertiary,,False,False,54.873999999999995,"LINESTRING (71.0577571 33.5297375, 71.057888 33.5299162, 71.0579824 33.5301892)",,,Hangu Shahukhel Raisan Road,,
972175939,tertiary,,False,True,75.26599999999999,"LINESTRING (71.0577571 33.5297375, 71.0574484 33.5292236, 71.0575169 33.5291389)",,,Hangu Shahukhel Raisan Road,,
965115904,trunk,,False,False,98.285,"LINESTRING (71.060113 33.5310961, 71.0608628 33.5317211)",2,S-7,Kohat Road,90,
762353436,residential,,False,True,137.824,"LINESTRING (71.060113 33.5310961, 71.0602194 33.5309941, 71.060265 33.5308957, 71.0603401 33.5305916, 71.0604528 33.5299097)",,,,,
965115904,trunk,,False,True,318.429,"LINESTRING (71.060113 33.5310961, 71.0596259 33.5305225, 71.0588916 33.529891, 71.058336 33.5294834, 71.0576718 33.529116)",2,S-7,Kohat Road,90,
704672596,residential,,False,False,116.607,"LINESTRING (71.058283 33.5311197, 71.0581863 33.531477, 71.0580361 33.5321478)",,,,,
