osmid,highway,oneway,reversed,length,geometry,name,maxspeed
353674886,secondary,False,False,91.638,"LINESTRING (71.0646082 31.626797, 71.0636454 31.6267128)",,
353674886,secondary,False,True,50.943,"LINESTRING (71.0646082 31.626797, 71.0651067 31.6269694)",,
353674886,secondary,False,False,11.754,"LINESTRING (71.066196 31.6269796, 71.0660744 31.6270009)",,
294213050,secondary,False,False,120.721,"LINESTRING (71.066196 31.6269796, 71.0672551 31.6268108, 71.06745 31.6267834)",,
353674886,secondary,False,True,124.048,"LINESTRING (71.066196 31.6269796, 71.0664149 31.6266352, 71.0666417 31.6262672, 71.0666902 31.6261218, 71.0667072 31.6260188, 71.0667094 31.6259656)",,
353672160,primary,False,False,57.93,"LINESTRING (71.0634723 31.6305175, 71.0636121 31.6310247)",Karor-Bhakkar Road,80
353672160,primary,False,True,31.165,"LINESTRING (71.0634723 31.6305175, 71.063356 31.6302553)",Karor-Bhakkar Road,80
699516703,residential,False,False,102.366,"LINESTRING (71.0634723 31.6305175, 71.0645451 31.6304029)",,
353672160,primary,False,False,65.815,"LINESTRING (71.0639041 31.6320844, 71.0641215 31.6326466)",Karor-Bhakkar Road,80
353672160,primary,False,True,56.205,"LINESTRING (71.0639041 31.6320844, 71.0637685 31.6315923)",Karor-Bhakkar Road,80
699516704,residential,False,False,104.279,"LINESTRING (71.0639041 31.6320844, 71.0649784 31.6318775)",,
294213050,secondary,False,True,104.074,"LINESTRING (71.0685345 31.6266308, 71.06745 31.6267834)",,
294213050,secondary,False,False,30.977,"LINESTRING (71.0685345 31.6266308, 71.0686933 31.6266219, 71.0688613 31.6266193)",,
653220171,residential,False,False,90.875,"LINESTRING (71.0685345 31.6266308, 71.068508 31.6263211, 71.0684718 31.6258153)",,
294213050,secondary,False,False,65.095,"LINESTRING (71.0688613 31.6266193, 71.069545 31.6266809)",,
653220181,residential,False,False,87.681,"LINESTRING (71.0688613 31.6266193, 71.0687479 31.6258367)",,
294213050,secondary,False,True,30.977,"LINESTRING (71.0688613 31.6266193, 71.0686933 31.6266219, 71.0685345 31.6266308)",,
294213050,secondary,False,True,45.919,"LINESTRING (71.0710047 31.626718, 71.0705198 31.6267102)",,
653220131,residential,False,False,51.451,"LINESTRING (71.0710047 31.626718, 71.0710014 31.6262553)",,
294213050,secondary,False,False,124.889,"LINESTRING (71.0710047 31.626718, 71.0714336 31.6267169, 71.0714804 31.6267162, 71.0715235 31.6267111, 71.0723123 31.6265984)",,
353672160,primary,False,False,31.406,"LINESTRING (71.0646489 31.6340105, 71.064793 31.6342649)",Karor-Bhakkar Road,80
353672160,primary,False,True,72.818,"LINESTRING (71.0646489 31.6340105, 71.0644083 31.6333885)",Karor-Bhakkar Road,80
699516711,residential,False,False,141.834,"LINESTRING (71.0646489 31.6340105, 71.0651225 31.6338397, 71.0660608 31.6335879)",,
353674886,secondary,False,False,15.357,"LINESTRING (71.065259 31.6270169, 71.0651067 31.6269694)",,
353674886,secondary,False,True,61.086,"LINESTRING (71.065259 31.6270169, 71.0655508 31.6270486, 71.0659005 31.6270228)",,
"[353674889, 353674890, 353674891]",tertiary,False,False,622.153,"LINESTRING (71.065259 31.6270169, 71.0654917 31.6287771, 71.0656327 31.6295333, 71.0656638 31.6295884, 71.0657194 31.6296388, 71.0658164 31.6296655, 71.0659316 31.6296547, 71.0660827 31.629603, 71.0661274 31.6295448, 71.0661505 31.6294718, 71.0659645 31.627876, 71.0659005 31.6270228)",,
353674886,secondary,False,True,16.644,"LINESTRING (71.0659005 31.6270228, 71.0660744 31.6270009)",,
353674886,secondary,False,False,61.086,"LINESTRING (71.0659005 31.6270228, 71.0655508 31.6270486, 71.065259 31.6270169)",,
"[353674889, 353674890, 353674891]",tertiary,False,True,622.153,"LINESTRING (71.0659005 31.6270228, 71.0659645 31.627876, 71.0661505 31.6294718, 71.0661274 31.6295448, 71.0660827 31.629603, 71.0659316 31.6296547, 71.0658164 31.6296655, 71.0657194 31.6296388, 71.0656638 31.6295884, 71.0656327 31.6295333, 71.0654917 31.6287771, 71.065259 31.6270169)",,
382926941,residential,False,False,41.756,"LINESTRING (71.0683036 31.6344274, 71.0681399 31.6340787)",,
817337512,residential,False,False,84.41,"LINESTRING (71.0683036 31.6344274, 71.0691774 31.6342765)",,
382926941,residential,False,True,181.127,"LINESTRING (71.0666814 31.6308818, 71.0673572 31.6324057)",,
794359087,unclassified,False,False,44.292,"LINESTRING (71.0666814 31.6308818, 71.0671463 31.6308373)",,
382926941,residential,False,False,351.365,"LINESTRING (71.0666814 31.6308818, 71.0664666 31.6303052, 71.0663923 31.6297249, 71.0662528 31.6285982, 71.0661286 31.6277666)",,
353674886,secondary,False,False,16.644,"LINESTRING (71.0660744 31.6270009, 71.0659005 31.6270228)",,
353674886,secondary,False,True,11.754,"LINESTRING (71.0660744 31.6270009, 71.066196 31.6269796)",,
382926941,residential,False,True,85.297,"LINESTRING (71.0660744 31.6270009, 71.0661286 31.6277666)",,
562832562,residential,False,True,121.702,"LINESTRING (71.0686322 31.6322663, 71.0679348 31.6323416, 71.0673572 31.6324057)",,
382926941,residential,False,False,181.127,"LINESTRING (71.0673572 31.6324057, 71.0666814 31.6308818)",,
382926941,residential,False,True,60.821999999999996,"LINESTRING (71.0673572 31.6324057, 71.0675454 31.6328301, 71.0675866 31.6329166)",,
562832562,residential,False,False,121.702,"LINESTRING (71.0673572 31.6324057, 71.0679348 31.6323416, 71.0686322 31.6322663)",,
653220166,residential,False,False,52.653,"LINESTRING (71.0667094 31.6259656, 71.0672655 31.625963)",,
353674886,secondary,False,False,124.048,"LINESTRING (71.0667094 31.6259656, 71.0667072 31.6260188, 71.0666902 31.6261218, 71.0666417 31.6262672, 71.0664149 31.6266352, 71.066196 31.6269796)",,
294213050,secondary,False,True,124.88900000000001,"LINESTRING (71.0723123 31.6265984, 71.0715235 31.6267111, 71.0714804 31.6267162, 71.0714336 31.6267169, 71.0710047 31.626718)",,
653220129,residential,False,True,109.221,"LINESTRING (71.0721526 31.62593, 71.0709991 31.6259398)",,
653220129,residential,False,False,18.53,"LINESTRING (71.0708034 31.6259415, 71.0709991 31.6259398)",,
653220130,residential,False,True,88.701,"LINESTRING (71.071938 31.6262371, 71.0710014 31.6262553)",,
653220130,residential,False,False,88.701,"LINESTRING (71.0710014 31.6262553, 71.071938 31.6262371)",,
653220131,residential,False,False,35.083,"LINESTRING (71.0710014 31.6262553, 71.0709991 31.6259398)",,
653220131,residential,False,True,51.451,"LINESTRING (71.0710014 31.6262553, 71.0710047 31.626718)",,
653220129,residential,False,False,109.221,"LINESTRING (71.0709991 31.6259398, 71.0721526 31.62593)",,
653220129,residential,False,True,18.53,"LINESTRING (71.0709991 31.6259398, 71.0708034 31.6259415)",,
653220131,residential,False,True,35.083,"LINESTRING (71.0709991 31.6259398, 71.0710014 31.6262553)",,
653220148,residential,False,True,49.842,"LINESTRING (71.0701355 31.6262599, 71.0700501 31.6267022)",,
294213050,secondary,False,False,44.48,"LINESTRING (71.0700501 31.6267022, 71.0705198 31.6267102)",,
653220148,residential,False,False,49.842,"LINESTRING (71.0700501 31.6267022, 71.0701355 31.6262599)",,
294213050,secondary,False,True,47.922,"LINESTRING (71.0700501 31.6267022, 71.0697188 31.6266966, 71.069545 31.6266809)",,
294213050,secondary,False,False,45.919,"LINESTRING (71.0705198 31.6267102, 71.0710047 31.626718)",,
294213050,secondary,False,True,44.48,"LINESTRING (71.0705198 31.6267102, 71.0700501 31.6267022)",,
653220159,residential,False,False,97.107,"LINESTRING (71.0705198 31.6267102, 71.0705667 31.6262486, 71.0705624 31.6261942, 71.070542 31.6261473, 71.0705084 31.6260977, 71.0704794 31.6260365, 71.0704649 31.62595, 71.0704666 31.6258552)",,
653220162,residential,False,True,71.761,"LINESTRING (71.0704666 31.6258552, 71.0697088 31.6258666)",,
653220159,residential,False,True,97.107,"LINESTRING (71.0704666 31.6258552, 71.0704649 31.62595, 71.0704794 31.6260365, 71.0705084 31.6260977, 71.070542 31.6261473, 71.0705624 31.6261942, 71.0705667 31.6262486, 71.0705198 31.6267102)",,
653220162,residential,False,False,71.761,"LINESTRING (71.0697088 31.6258666, 71.0704666 31.6258552)",,
653220164,residential,False,True,7.089,"LINESTRING (71.0697088 31.6258666, 71.0696767 31.6259242)",,
294213050,secondary,False,True,65.095,"LINESTRING (71.069545 31.6266809, 71.0688613 31.6266193)",,
294213050,secondary,False,False,47.922,"LINESTRING (71.069545 31.6266809, 71.0697188 31.6266966, 71.0700501 31.6267022)",,
653220164,residential,False,False,85.113,"LINESTRING (71.069545 31.6266809, 71.0695939 31.6263083, 71.0696767 31.6259242)",,
653220164,residential,False,False,7.089,"LINESTRING (71.0696767 31.6259242, 71.0697088 31.6258666)",,
653220165,residential,False,True,88.477,"LINESTRING (71.0696767 31.6259242, 71.0687479 31.6258367)",,
653220164,residential,False,True,85.113,"LINESTRING (71.0696767 31.6259242, 71.0695939 31.6263083, 71.069545 31.6266809)",,
653220165,residential,False,False,88.477,"LINESTRING (71.0687479 31.6258367, 71.0696767 31.6259242)",,
653220181,residential,False,True,87.681,"LINESTRING (71.0687479 31.6258367, 71.0688613 31.6266193)",,
653220166,residential,False,True,52.653,"LINESTRING (71.0672655 31.625963, 71.0667094 31.6259656)",,
294213050,secondary,False,False,104.074,"LINESTRING (71.06745 31.6267834, 71.0685345 31.6266308)",,
294213050,secondary,False,True,120.721,"LINESTRING (71.06745 31.6267834, 71.0672551 31.6268108, 71.066196 31.6269796)",,
"[653220168, 653220169, 653220170, 653220167]",residential,False,True,208.11299999999997,"LINESTRING (71.06745 31.6267834, 71.067384 31.62637, 71.0673861 31.6263492, 71.0673968 31.6263356, 71.0676874 31.6263193, 71.067698 31.6263156, 71.0677044 31.626303, 71.0677289 31.6258054, 71.067731 31.6257927, 71.0677416 31.6257881, 71.0683462 31.62579, 71.0684718 31.6258153)",,
"[653220168, 653220169, 653220170, 653220167]",residential,False,False,208.11300000000003,"LINESTRING (71.0684718 31.6258153, 71.0683462 31.62579, 71.0677416 31.6257881, 71.067731 31.6257927, 71.0677289 31.6258054, 71.0677044 31.626303, 71.067698 31.6263156, 71.0676874 31.6263193, 71.0673968 31.6263356, 71.0673861 31.6263492, 71.067384 31.62637, 71.06745 31.6267834)",,
653220171,residential,False,True,90.875,"LINESTRING (71.0684718 31.6258153, 71.068508 31.6263211, 71.0685345 31.6266308)",,
817829501,residential,False,False,25.416,"LINESTRING (71.0636057 31.6275283, 71.063599 31.6277568)",,
817829501,residential,False,True,90.757,"LINESTRING (71.0636057 31.6275283, 71.0636454 31.6267128)",,
699516699,unclassified,False,True,15.7,"LINESTRING (71.0652217 31.6280273, 71.0650588 31.6280537)",,
699516699,unclassified,False,False,15.7,"LINESTRING (71.0650588 31.6280537, 71.0652217 31.6280273)",,
817829507,residential,False,True,120.654,"LINESTRING (71.0650588 31.6280537, 71.0651067 31.6269694)",,
699516699,unclassified,False,True,32.315,"LINESTRING (71.0650588 31.6280537, 71.0648121 31.6280687, 71.0647186 31.6280768)",,
353672160,primary,False,True,33.836,"LINESTRING (71.0627462 31.6288559, 71.0626581 31.628561)",Karor-Bhakkar Road,80
353672160,primary,False,False,58.285,"LINESTRING (71.0627462 31.6288559, 71.0628069 31.629059, 71.0629447 31.6293509)",Karor-Bhakkar Road,80
699516699,unclassified,False,False,127.247,"LINESTRING (71.0627462 31.6288559, 71.0635414 31.6286103, 71.0638321 31.6284693, 71.0639725 31.6283979)",,
699516700,residential,False,True,83.17,"LINESTRING (71.0649435 31.6293679, 71.0647479 31.6294591, 71.0642545 31.6295166, 71.0641599 31.6295166, 71.0641092 31.629485)",,
