osmid,highway,maxspeed,oneway,reversed,length,lanes,geometry,name
174079043,residential,20,False,False,83.444,,"LINESTRING (73.3869054 30.3406748, 73.3861953 30.3411079)",
178556263,residential,20,False,False,15.123,,"LINESTRING (73.3869054 30.3406748, 73.3868289 30.3405559)",
677177615,primary,20,False,False,152.42000000000002,2,"LINESTRING (73.3869054 30.3406748, 73.3865792 30.3414913, 73.3863215 30.341947)",
677177615,primary,20,False,True,165.265,2,"LINESTRING (73.3869054 30.3406748, 73.3870901 30.3405835, 73.3872977 30.3404291, 73.3874767 30.3402327, 73.3876148 30.3400237, 73.3877705 30.3397313, 73.3879185 30.339512)",
615333716,tertiary,20,False,False,99.602,,"LINESTRING (73.3900271 30.3453334, 73.3901757 30.3453398, 73.3903088 30.3453187, 73.3904456 30.3452905, 73.3905384 30.3452352, 73.3905958 30.3451799, 73.3907101 30.3450144, 73.3907683 30.3448573)",
615333716,tertiary,20,False,True,118.494,,"LINESTRING (73.3900271 30.3453334, 73.389735 30.3453049, 73.3888966 30.3452189, 73.3888036 30.3451965)",
615338171,residential,,False,False,131.715,,"LINESTRING (73.3900271 30.3453334, 73.389734 30.3462469, 73.3897201 30.3463007, 73.3897158 30.3463907, 73.3897222 30.346482)",
615332819,primary,20,False,True,60.501,,"LINESTRING (73.3862493 30.3420746, 73.3858478 30.3424941)",
677177615,primary,20,False,True,15.79,2,"LINESTRING (73.3862493 30.3420746, 73.3863215 30.341947)",
615333714,secondary,20,False,True,150.52100000000002,,"LINESTRING (73.3862493 30.3420746, 73.3860836 30.341955, 73.3848495 30.3414774)",
615333716,tertiary,20,False,False,223.33999999999997,,"LINESTRING (73.3862493 30.3420746, 73.3862646 30.3422124, 73.3863542 30.342482, 73.3870355 30.3439589)",
794501410,residential,20,False,False,425.677,,"LINESTRING (73.3862493 30.3420746, 73.3869231 30.3423106, 73.387953 30.3426902, 73.3882588 30.3428152, 73.3888489 30.3430375, 73.3896804 30.3433615, 73.3903456 30.3435328)",
794501463,residential,20,False,True,39.338,,"LINESTRING (73.3912342 30.3413613, 73.3916438 30.3413754)",
174078880,tertiary,20,False,False,98.72,,"LINESTRING (73.3912342 30.3413613, 73.3910907 30.3410296, 73.3908455 30.3405396)",
174078880,tertiary,20,False,True,154.586,,"LINESTRING (73.3912342 30.3413613, 73.3913513 30.3416244, 73.3914176 30.3418666, 73.3914706 30.3424175, 73.3914913 30.3427237)",
174078880,tertiary,20,False,False,136.216,,"LINESTRING (73.3912412 30.3438385, 73.3913226 30.3438054, 73.3914088 30.3437787, 73.3914596 30.3436853, 73.391506 30.3434203, 73.3915104 30.3429856, 73.3914913 30.3427237)",
615333716,tertiary,20,False,True,111.426,,"LINESTRING (73.3912412 30.3438385, 73.3911503 30.3438798, 73.391091 30.343945, 73.3909966 30.3441209, 73.390907 30.3443058, 73.3908748 30.3444124, 73.3908554 30.3445013, 73.3908273 30.3447357)",
794501433,residential,20,False,True,69.513,,"LINESTRING (73.3912412 30.3438385, 73.391633 30.3438615, 73.3919644 30.3438731)",
174078880,tertiary,20,False,True,51.513,,"LINESTRING (73.3906851 30.3400975, 73.3908455 30.3405396)",
794501458,residential,20,False,True,41.463,,"LINESTRING (73.3906851 30.3400975, 73.3910747 30.3399363)",
174078880,tertiary,20,False,False,148.68599999999998,,"LINESTRING (73.3906851 30.3400975, 73.3904743 30.3395368, 73.3903705 30.3393214, 73.3902269 30.3391746, 73.3900288 30.3390376, 73.3899154 30.3390049)",
615333716,tertiary,20,False,False,31.914,,"LINESTRING (73.3870355 30.3439589, 73.3871604 30.3442249)",
794501367,residential,20,False,False,107.74,,"LINESTRING (73.3870355 30.3439589, 73.3859146 30.3440143)",
615333716,tertiary,20,False,True,223.34,,"LINESTRING (73.3870355 30.3439589, 73.3863542 30.342482, 73.3862646 30.3422124, 73.3862493 30.3420746)",
615338119,residential,,False,True,82.945,,"LINESTRING (73.3882116 30.3449337, 73.3879948 30.3456558)",
615333716,tertiary,20,False,False,64.68299999999999,,"LINESTRING (73.3882116 30.3449337, 73.3883375 30.3449619, 73.3884797 30.3450532, 73.3887074 30.3451733, 73.3888036 30.3451965)",
615333716,tertiary,20,False,True,68.39800000000001,,"LINESTRING (73.3882116 30.3449337, 73.3879477 30.3449052, 73.3876954 30.3448758, 73.3875678 30.3448456, 73.3875141 30.3448227)",
615332820,tertiary,,False,True,51.54,,"LINESTRING (73.384012 30.344315, 73.3843423 30.3446805)",
174079042,residential,20,False,True,186.81099999999998,,"LINESTRING (73.384012 30.344315, 73.384305 30.3427552, 73.3843373 30.3426593)",
615332819,primary,20,False,False,248.489,,"LINESTRING (73.384012 30.344315, 73.3847598 30.3435503, 73.3851525 30.3431487, 73.3857151 30.3426326)",
794501369,residential,20,False,False,304.01599999999996,,"LINESTRING (73.384012 30.344315, 73.3849221 30.3425838, 73.3851689 30.3425097, 73.3855605 30.3424217, 73.3858478 30.3424941)",
174078924,tertiary,,False,False,18.579,,"LINESTRING (73.3908273 30.3447357, 73.3909454 30.3448681)",
615333716,tertiary,20,False,False,111.426,,"LINESTRING (73.3908273 30.3447357, 73.3908554 30.3445013, 73.3908748 30.3444124, 73.390907 30.3443058, 73.3909966 30.3441209, 73.391091 30.343945, 73.3911503 30.3438798, 73.3912412 30.3438385)",
615333716,tertiary,20,False,True,14.658999999999999,,"LINESTRING (73.3908273 30.3447357, 73.3907841 30.3448244, 73.3907683 30.3448573)",
174079275,secondary,60,False,False,41.966,,"LINESTRING (73.3848495 30.3414774, 73.3844284 30.3413756)",Kamir Road
174079042,residential,20,False,False,140.543,,"LINESTRING (73.3848495 30.3414774, 73.3846537 30.3418709, 73.3844874 30.3422135, 73.3843373 30.3426593)",
174079043,residential,20,False,True,134.572,,"LINESTRING (73.3848495 30.3414774, 73.3858178 30.3413246, 73.3861664 30.3411256)",
178556467,residential,20,False,True,67.711,,"LINESTRING (73.3848495 30.3414774, 73.3849968 30.3413725, 73.3850939 30.3411023, 73.3851743 30.3410745, 73.3852024 30.3409915)",
615333714,secondary,20,False,False,150.52100000000002,,"LINESTRING (73.3848495 30.3414774, 73.3860836 30.341955, 73.3862493 30.3420746)",
174079043,residential,20,False,True,3.401,,"LINESTRING (73.3861664 30.3411256, 73.3861953 30.3411079)",
174079043,residential,20,False,False,134.572,,"LINESTRING (73.3861664 30.3411256, 73.3858178 30.3413246, 73.3848495 30.3414774)",
