osmid,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,name
58888127,residential,False,True,87.954,"LINESTRING (71.0589472 29.2409671, 71.0591014 29.2407736, 71.0593471 29.2406072, 71.0594348 29.2406051, 71.0596153 29.2406496, 71.059664 29.2406394)",,,,
804342871,tertiary,False,True,22.961,"LINESTRING (71.0657837 29.2362416, 71.0657036 29.2360473)",2,N-115,80,
58888127,residential,False,False,828.121,"LINESTRING (71.0657837 29.2362416, 71.065586 29.2364648, 71.0653126 29.2367468, 71.0647835 29.2372556, 71.0642749 29.2378075, 71.063799 29.2383622, 71.0635918 29.238538, 71.0634799 29.238706, 71.0634596 29.2389382, 71.0634797 29.2390941, 71.063462 29.2392635, 71.063411 29.2393663, 71.0632603 29.2394927, 71.0630799 29.2396207, 71.0628412 29.2397834, 71.0625741 29.2399261, 71.0622838 29.2400687, 71.0620081 29.2401585, 71.0617579 29.2401765, 71.0613555 29.2401859, 71.0610492 29.240233, 71.0607628 29.2403149, 71.0604656 29.2403823, 71.0600488 29.2405063, 71.0597513 29.2406212, 71.059664 29.2406394)",,,,
804342871,tertiary,False,False,49.449000000000005,"LINESTRING (71.0657837 29.2362416, 71.0658175 29.2363036, 71.0660022 29.2365094, 71.06609 29.2365947)",2,N-115,80,
58888127,residential,False,False,87.95400000000001,"LINESTRING (71.059664 29.2406394, 71.0596153 29.2406496, 71.0594348 29.2406051, 71.0593471 29.2406072, 71.0591014 29.2407736, 71.0589472 29.2409671)",,,,
58888127,residential,False,True,828.1210000000001,"LINESTRING (71.059664 29.2406394, 71.0597513 29.2406212, 71.0600488 29.2405063, 71.0604656 29.2403823, 71.0607628 29.2403149, 71.0610492 29.240233, 71.0613555 29.2401859, 71.0617579 29.2401765, 71.0620081 29.2401585, 71.0622838 29.2400687, 71.0625741 29.2399261, 71.0628412 29.2397834, 71.0630799 29.2396207, 71.0632603 29.2394927, 71.063411 29.2393663, 71.063462 29.2392635, 71.0634797 29.2390941, 71.0634596 29.2389382, 71.0634799 29.238706, 71.0635918 29.238538, 71.063799 29.2383622, 71.0642749 29.2378075, 71.0647835 29.2372556, 71.0653126 29.2367468, 71.065586 29.2364648, 71.0657837 29.2362416)",,,,
804342871,tertiary,False,False,22.961,"LINESTRING (71.0657036 29.2360473, 71.0657837 29.2362416)",2,N-115,80,
800865312,primary,False,False,55.17100000000001,"LINESTRING (71.0657036 29.2360473, 71.0658259 29.2360386, 71.0659289 29.2360094, 71.0660492 29.2359441, 71.0662081 29.2358441)",2,,80,Uch Sharif Road
938591787,primary,False,False,30.293,"LINESTRING (71.0657036 29.2360473, 71.0655504 29.2360205, 71.0654024 29.2359776)",2,N-115,80,
938591787,primary,False,True,30.293,"LINESTRING (71.0654024 29.2359776, 71.0655504 29.2360205, 71.0657036 29.2360473)",2,N-115,80,
800865312,primary,False,True,55.171,"LINESTRING (71.0662081 29.2358441, 71.0660492 29.2359441, 71.0659289 29.2360094, 71.0658259 29.2360386, 71.0657036 29.2360473)",2,,80,Uch Sharif Road
804342871,tertiary,False,True,49.449,"LINESTRING (71.06609 29.2365947, 71.0660022 29.2365094, 71.0658175 29.2363036, 71.0657837 29.2362416)",2,N-115,80,
