osmid,lanes,highway,maxspeed,oneway,reversed,length,geometry,name,junction
647872883,2,secondary,60,False,False,115.062,"LINESTRING (73.7128894 31.4568688, 73.713845 31.4575062)",,
647872883,2,secondary,60,False,True,89.386,"LINESTRING (73.7128894 31.4568688, 73.7121926 31.4563276)",,
789655141,,living_street,,False,False,62.498,"LINESTRING (73.7128894 31.4568688, 73.7134314 31.4565492)",,
286534306,,secondary,60,False,True,134.809,"LINESTRING (73.7109083 31.45533, 73.7117142 31.4543314)",,
647872883,2,secondary,60,False,False,121.871,"LINESTRING (73.7109083 31.45533, 73.7118583 31.4560679)",,
647872883,2,secondary,60,False,True,136.889,"LINESTRING (73.7109083 31.45533, 73.7105042 31.4550185, 73.7098509 31.4544923)",,
286534390,2,secondary,,False,False,32.385,"LINESTRING (73.713845 31.4575062, 73.7136613 31.4577517)",,
647872883,2,secondary,60,False,True,115.062,"LINESTRING (73.713845 31.4575062, 73.7128894 31.4568688)",,
647872874,,residential,,False,False,100.807,"LINESTRING (73.7108785 31.4527084, 73.7102493 31.453439)",,
647872874,,residential,,False,True,97.436,"LINESTRING (73.7108785 31.4527084, 73.7100433 31.4521983)",,
"[789655147, 1045526244]",,living_street,,False,True,125.24199999999999,"LINESTRING (73.7108785 31.4527084, 73.7110698 31.4528285, 73.7110835 31.4528764, 73.711072 31.4529251, 73.7105026 31.4535916)",,
286549800,,residential,,False,True,111.893,"LINESTRING (73.7102493 31.453439, 73.709547 31.4542475)",,
647872874,,residential,,False,False,29.415,"LINESTRING (73.7102493 31.453439, 73.7105026 31.4535916)",,
647872874,,residential,,False,True,100.807,"LINESTRING (73.7102493 31.453439, 73.7108785 31.4527084)",,
647872874,,residential,,False,True,79.135,"LINESTRING (73.7141179 31.4558893, 73.7134475 31.4554657)",,
286549799,,residential,,False,False,40.195,"LINESTRING (73.7084605 31.4560572, 73.7087192 31.4557709)",,
597864737,2,primary,,True,False,517.2149999999999,"LINESTRING (73.7084605 31.4560572, 73.7055717 31.4537524, 73.7044913 31.4528681)",,
597857325,,tertiary,,False,True,46.951,"LINESTRING (73.7098509 31.4544923, 73.7095533 31.4548297)",,
647872883,2,secondary,60,False,True,9.213,"LINESTRING (73.7098509 31.4544923, 73.7097803 31.4544354)",,
647872883,2,secondary,60,False,False,136.889,"LINESTRING (73.7098509 31.4544923, 73.7105042 31.4550185, 73.7109083 31.45533)",,
286549800,,residential,,False,False,111.893,"LINESTRING (73.709547 31.4542475, 73.7102493 31.453439)",,
647872883,2,secondary,60,False,False,30.435,"LINESTRING (73.709547 31.4542475, 73.7097803 31.4544354)",,
647872883,2,secondary,60,False,True,47.791,"LINESTRING (73.709547 31.4542475, 73.7091807 31.4539524)",,
286549801,,residential,,False,False,100.86,"LINESTRING (73.7088101 31.4536539, 73.7094273 31.4529153)",,
647872883,2,secondary,60,False,False,48.347,"LINESTRING (73.7088101 31.4536539, 73.7091807 31.4539524)",,
647872883,2,secondary,60,False,True,64.801,"LINESTRING (73.7088101 31.4536539, 73.7083134 31.4532538)",,
286549801,,residential,,False,True,52.731,"LINESTRING (73.7100433 31.4521983, 73.7097147 31.4525808)",,
647872874,,residential,,False,False,97.436,"LINESTRING (73.7100433 31.4521983, 73.7108785 31.4527084)",,
647872874,,residential,,False,True,28.452,"LINESTRING (73.7100433 31.4521983, 73.7097978 31.4520513)",,
286549803,,residential,,False,False,90.704,"LINESTRING (73.7078323 31.4528663, 73.7083931 31.4522056)",,
647872883,2,secondary,60,False,False,62.763,"LINESTRING (73.7078323 31.4528663, 73.7083134 31.4532538)",,
647872883,2,secondary,60,False,True,35.746,"LINESTRING (73.7078323 31.4528663, 73.7075583 31.4526456)",,
286549803,,residential,,False,True,59.491,"LINESTRING (73.7097841 31.4504235, 73.7094309 31.4508656)",,
647872874,,residential,,False,False,60.253,"LINESTRING (73.7092788 31.4517389, 73.7097978 31.4520513)",,
647872874,,residential,,False,True,42.387,"LINESTRING (73.7092788 31.4517389, 73.7089079 31.4515263)",,
286552496,,residential,,False,False,63.989,"LINESTRING (73.7069486 31.4549418, 73.7065688 31.4554174)",,
