osmid,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref
313684737,tertiary,False,True,307.702,"LINESTRING (-1.5839943 6.4535432, -1.5840885 6.4543081, -1.5841891 6.4548465, -1.5842518 6.4551179, -1.584531 6.4562551)",,,
623977670,residential,False,False,110.026,"LINESTRING (-1.5839943 6.4535432, -1.5839061 6.4530768, -1.5838122 6.4525704)",,,
623977673,residential,False,True,11.921,"LINESTRING (-1.5803769 6.4545036, -1.5802701 6.4545188)",,,
321442362,residential,True,False,76.01400000000001,"LINESTRING (-1.5803769 6.4545036, -1.5804206 6.4546292, -1.5804702 6.4548284, -1.5805045 6.4550015, -1.5805426 6.4551663)",20,,
623977674,residential,False,False,178.754,"LINESTRING (-1.5803769 6.4545036, -1.5816976 6.4542141, -1.5818261 6.4541622, -1.5819434 6.4541147)",,,
623977671,residential,False,True,148.688,"LINESTRING (-1.5821482 6.4550418, -1.583141 6.4559445)",,,
623975728,residential,False,True,86.055,"LINESTRING (-1.5821482 6.4550418, -1.5822324 6.4554502, -1.5822686 6.4556047, -1.5823075 6.4557993)",,,
623977672,residential,False,False,181.901,"LINESTRING (-1.5821482 6.4550418, -1.5820313 6.4549757, -1.5819038 6.4549451, -1.5817833 6.4549473, -1.5805426 6.4551663)",,,
446896775,trunk,False,False,18.153,"LINESTRING (-1.584531 6.4562551, -1.5843835 6.456327)",,2,N8
313684737,tertiary,False,False,307.702,"LINESTRING (-1.584531 6.4562551, -1.5842518 6.4551179, -1.5841891 6.4548465, -1.5840885 6.4543081, -1.5839943 6.4535432)",,,
446896775,trunk,False,True,297.832,"LINESTRING (-1.584531 6.4562551, -1.5848677 6.4561358, -1.5852714 6.4559912, -1.5857401 6.4558526, -1.5863147 6.455721, -1.5865561 6.455678, -1.5871325 6.4555784)",,2,N8
623977671,residential,False,False,87.192,"LINESTRING (-1.5837412 6.4564536, -1.583141 6.4559445)",,,
623977671,residential,False,True,15.919,"LINESTRING (-1.5837412 6.4564536, -1.5838156 6.4565762)",,,
313684742,residential,False,True,458.53,"LINESTRING (-1.5837412 6.4564536, -1.5838431 6.4561191, -1.5838609 6.455985, -1.5838498 6.4558406, -1.5836835 6.4550184, -1.5831732 6.453319, -1.5831383 6.453278, -1.5830867 6.4532394, -1.5830022 6.4532206, -1.5829057 6.453218, -1.5828252 6.4532367, -1.5827548 6.4532687, -1.5826066 6.4534104, -1.5824643 6.4535773)",,,
446896775,trunk,False,False,12.691,"LINESTRING (-1.5838156 6.4565762, -1.583713 6.4566275)",,2,N8
623977671,residential,False,False,15.919,"LINESTRING (-1.5838156 6.4565762, -1.5837412 6.4564536)",,,
446896775,trunk,False,True,68.643,"LINESTRING (-1.5838156 6.4565762, -1.5839926 6.4564942, -1.5841931 6.4563986, -1.5842535 6.4563763, -1.5843835 6.456327)",,2,N8
313684727,residential,False,False,13.934,"LINESTRING (-1.5805426 6.4551663, -1.5804179 6.455185)",,,
623977672,residential,False,True,181.90099999999998,"LINESTRING (-1.5805426 6.4551663, -1.5817833 6.4549473, -1.5819038 6.4549451, -1.5820313 6.4549757, -1.5821482 6.4550418)",,,
313684742,residential,False,False,458.53000000000003,"LINESTRING (-1.5824643 6.4535773, -1.5826066 6.4534104, -1.5827548 6.4532687, -1.5828252 6.4532367, -1.5829057 6.453218, -1.5830022 6.4532206, -1.5830867 6.4532394, -1.5831383 6.453278, -1.5831732 6.453319, -1.5836835 6.4550184, -1.5838498 6.4558406, -1.5838609 6.455985, -1.5838431 6.4561191, -1.5837412 6.4564536)",,,
623977660,residential,False,False,73.493,"LINESTRING (-1.5824643 6.4535773, -1.5822446 6.4533054, -1.5820581 6.4530541)",,,
623977674,residential,False,True,83.87899999999999,"LINESTRING (-1.5824643 6.4535773, -1.5821126 6.4540001, -1.5820681 6.4540476, -1.5819434 6.4541147)",,,
446896775,trunk,False,False,35.054,"LINESTRING (-1.587977 6.4555408, -1.5876599 6.4555508)",,2,N8
623975729,residential,False,False,19.56,"LINESTRING (-1.587977 6.4555408, -1.5879757 6.4553649)",,,
313684727,residential,False,True,13.934,"LINESTRING (-1.5804179 6.455185, -1.5805426 6.4551663)",,,
549435522,residential,False,True,108.443,"LINESTRING (-1.5804179 6.455185, -1.5805131 6.4555154, -1.5805466 6.4556834, -1.5804957 6.4558633, -1.5804233 6.4561271)",,,
549435522,residential,False,False,108.443,"LINESTRING (-1.5804233 6.4561271, -1.5804957 6.4558633, -1.5805466 6.4556834, -1.5805131 6.4555154, -1.5804179 6.455185)",,,
549486282,residential,False,True,74.886,"LINESTRING (-1.5844157 6.4522639, -1.5842206 6.4523632, -1.5838122 6.4525704)",,,
549486282,residential,False,False,74.886,"LINESTRING (-1.5838122 6.4525704, -1.5842206 6.4523632, -1.5844157 6.4522639)",,,
623977670,residential,False,True,110.026,"LINESTRING (-1.5838122 6.4525704, -1.5839061 6.4530768, -1.5839943 6.4535432)",,,
549492214,residential,False,False,237.56699999999998,"LINESTRING (-1.5865979 6.4568348, -1.5869155 6.4569493, -1.5871188 6.4570072, -1.5873434 6.4571212, -1.5874218 6.4571726, -1.5876129 6.457349, -1.5880233 6.4576669, -1.5881171 6.4577682, -1.5881782 6.4578788, -1.5882446 6.4580746)",,,
623977665,residential,False,True,204.289,"LINESTRING (-1.5865979 6.4568348, -1.5859942 6.4566969, -1.5857944 6.4566675, -1.5853686 6.4566468, -1.5850474 6.4566574, -1.5847678 6.4566462)",,,
549492214,residential,False,True,237.567,"LINESTRING (-1.5882446 6.4580746, -1.5881782 6.4578788, -1.5881171 6.4577682, -1.5880233 6.4576669, -1.5876129 6.457349, -1.5874218 6.4571726, -1.5873434 6.4571212, -1.5871188 6.4570072, -1.5869155 6.4569493, -1.5865979 6.4568348)",,,
446896775,trunk,False,True,18.153,"LINESTRING (-1.5843835 6.456327, -1.584531 6.4562551)",,2,N8
