osmid,highway,oneway,reversed,length,geometry,name,maxspeed,lanes
471591678,tertiary,False,True,21.746,"LINESTRING (-0.7867773 5.6106991, -0.7869732 5.6106837)",,,
244897818,tertiary,False,False,62.705,"LINESTRING (-0.7867773 5.6106991, -0.7864045 5.610877, -0.7862787 5.610964)",,,
448219840,tertiary,False,False,60.492999999999995,"LINESTRING (-0.7867773 5.6106991, -0.7865202 5.6103268, -0.7864659 5.610252)",Afransi-Agona Nyakrom Road,50,
244898609,tertiary,False,False,155.455,"LINESTRING (-0.787569 5.6126198, -0.7875471 5.6127782, -0.7875254 5.6129685, -0.7874961 5.6132423, -0.7874608 5.6134366, -0.7873669 5.6137833, -0.7873059 5.6139893)",,,
471591677,residential,False,True,123.951,"LINESTRING (-0.787569 5.6126198, -0.7876146 5.6126758, -0.7876816 5.6127586, -0.7882744 5.6132658, -0.788389 5.6133756)",,,
471591679,tertiary,False,False,121.18799999999999,"LINESTRING (-0.787569 5.6126198, -0.7876237 5.6122884, -0.7876398 5.6121015, -0.7876425 5.6120054, -0.7876345 5.6119147, -0.787609 5.6115363)",,,
475152358,tertiary,False,False,69.869,"LINESTRING (-0.7882071 5.6106027, -0.787577 5.6106426)",,,
475152358,tertiary,False,True,85.471,"LINESTRING (-0.7882071 5.6106027, -0.7889672 5.6104663)",,,
623771367,residential,False,True,74.961,"LINESTRING (-0.7882071 5.6106027, -0.7880691 5.6099427)",,,
623771373,residential,False,False,90.81200000000001,"LINESTRING (-0.7882071 5.6106027, -0.788269 5.6110956, -0.7883466 5.6114061)",,,
448219840,tertiary,False,False,47.555,"LINESTRING (-0.7848097 5.6085777, -0.7845005 5.6082807)",Afransi-Agona Nyakrom Road,50,
448219840,tertiary,False,True,83.958,"LINESTRING (-0.7848097 5.6085777, -0.7853983 5.6090541)",Afransi-Agona Nyakrom Road,50,
621067894,residential,False,False,141.671,"LINESTRING (-0.7848097 5.6085777, -0.7848915 5.6084953, -0.7849097 5.6084634, -0.7849129 5.6084378, -0.7849183 5.6084229, -0.7849585 5.6083808, -0.7850283 5.6083328, -0.7851892 5.6082147, -0.7852227 5.6081706, -0.785218 5.6081046, -0.785096 5.6077816, -0.7849941 5.6075293)",,,
244897819,residential,False,False,64.711,"LINESTRING (-0.787609 5.6115363, -0.7870256 5.611576)",,,
244899862,residential,False,False,82.898,"LINESTRING (-0.787609 5.6115363, -0.7883466 5.6114061)",,,
471591679,tertiary,False,False,99.51400000000001,"LINESTRING (-0.787609 5.6115363, -0.7875813 5.6112283, -0.787577 5.6106426)",,,
471591679,tertiary,False,True,121.18799999999999,"LINESTRING (-0.787609 5.6115363, -0.7876345 5.6119147, -0.7876425 5.6120054, -0.7876398 5.6121015, -0.7876237 5.6122884, -0.787569 5.6126198)",,,
158728542,secondary,False,False,302.024,"LINESTRING (-0.7855028 5.6119535, -0.7859123 5.6124545, -0.7861544 5.612712, -0.7863685 5.6129206, -0.7865777 5.6131391, -0.7867991 5.6133808, -0.7870125 5.6136248, -0.7872119 5.6138642, -0.7873059 5.6139893)",Meansakro-Nyakrom road,70,2
158728542,secondary,False,True,40.582,"LINESTRING (-0.7855028 5.6119535, -0.7853936 5.6118225, -0.7852623 5.6116781)",Meansakro-Nyakrom road,70,2
244897819,residential,False,True,122.067,"LINESTRING (-0.7855028 5.6119535, -0.7862922 5.6117106, -0.7865623 5.6116504)",,,
244898083,residential,False,False,76.052,"LINESTRING (-0.787577 5.6106426, -0.7875372 5.6099598)",,,
471591678,tertiary,False,False,29.414,"LINESTRING (-0.787577 5.6106426, -0.7873116 5.6106571)",,,
475152358,tertiary,False,True,69.869,"LINESTRING (-0.787577 5.6106426, -0.7882071 5.6106027)",,,
471591679,tertiary,False,True,99.51400000000001,"LINESTRING (-0.787577 5.6106426, -0.7875813 5.6112283, -0.787609 5.6115363)",,,
244898083,residential,False,True,84.437,"LINESTRING (-0.7876692 5.6071556, -0.7876145 5.6077326, -0.7876134 5.6079124)",,,
