osmid,oneway,name,highway,reversed,length,lanes,ref,maxspeed,geometry,junction,bridge,access,area
364292568,False,Triq Antonio Miruzzi,residential,False,40.9,,,,"LINESTRING (14.422324 35.9056806, 14.4222395 35.9053192)",,,,
8590108,False,Vjal l-Indipendenza,primary,True,244.35199999999998,2,17,40,"LINESTRING (14.422324 35.9056806, 14.4219342 35.9057091, 14.4215675 35.9057208, 14.4211205 35.9058038, 14.4207151 35.9059217, 14.4203952 35.9060738, 14.4202371 35.9061761, 14.4200742 35.9062774, 14.4200327 35.9063075, 14.4199893 35.9063429, 14.419883 35.9064497)",,,,
86580749,True,Vjal l-Indipendenza,primary,False,74.351,1,17,50,"LINESTRING (14.422324 35.9056806, 14.4227974 35.9056684, 14.4231463 35.9056314)",,,,
1236878746,True,Triq Tumas Dingli,residential,False,34.562,,,,"LINESTRING (14.422324 35.9056806, 14.4223317 35.9057696, 14.4223356 35.9058532, 14.4223158 35.9059902)",,,,
656161087,False,Triq l-Isperanza,residential,False,14.499,,,,"LINESTRING (14.4190104 35.9104815, 14.4190598 35.9103574)",,,,
558731623,True,Triq L-Inkurunazzjoni,residential,False,58.06699999999999,,,,"LINESTRING (14.4190104 35.9104815, 14.4188774 35.9106772, 14.4187357 35.9109531)",,,,
81266504,True,Triq l-Isperanza,residential,False,40.256,,,,"LINESTRING (14.4229916 35.9090167, 14.42262 35.9092179)",,,,
22883327,True,Triq Kurat Bezzina,residential,False,54.667,,,,"LINESTRING (14.4229916 35.9090167, 14.4231897 35.9090241, 14.4232715 35.9090202, 14.4235886 35.9089564)",,,,
22883350,False,Triq Fabrizio Bartolo,residential,True,88.32400000000001,,,,"LINESTRING (14.4229916 35.9090167, 14.4230375 35.9091667, 14.4230673 35.9092346, 14.4231082 35.9092892, 14.4231621 35.9093374, 14.4235811 35.9096156)",,,,
81266504,True,Triq l-Isperanza,residential,False,82.882,,,,"LINESTRING (14.4232871 35.9083108, 14.4229916 35.9090167)",,,,
138395906,True,Triq il-Kbira,secondary,False,19.313,1,17,25,"LINESTRING (14.4232871 35.9083108, 14.4230931 35.9082368)",,,,
22883398,True,Triq l-Isperanza,residential,False,97.977,,,20,"LINESTRING (14.4232871 35.9083108, 14.4234182 35.9080697, 14.4234937 35.9079182, 14.4235526 35.9077856, 14.4236862 35.9074915)",,,,
838979949,False,Vjal l-Indipendenza,primary,False,41.778,2,17,50,"LINESTRING (14.4266868 35.9055098, 14.4271506 35.9055037)",,,,
838979949,False,Vjal l-Indipendenza,primary,True,69.063,2,17,50,"LINESTRING (14.4266868 35.9055098, 14.4259203 35.9055273)",,,,
899449090,True,Triq Lorenzo Gafà,residential,False,33.776,,,,"LINESTRING (14.4266868 35.9055098, 14.4269192 35.9057482)",,,,
558731624,False,Triq il-Bezbizija,residential,False,25.527,2,,,"LINESTRING (14.4187357 35.9109531, 14.4190102 35.9108959)",,,,
516653420,True,Triq l-Isperanza,residential,False,46.079,,,,"LINESTRING (14.4190102 35.9108959, 14.4190104 35.9104815)",,,,
558731624,False,Triq il-Bezbizija,residential,True,25.527,2,,,"LINESTRING (14.4190102 35.9108959, 14.4187357 35.9109531)",,,,
15233615,False,Triq l-Isperanza,residential,True,150.25099999999998,,,,"LINESTRING (14.4190102 35.9108959, 14.4190311 35.9117698, 14.4190885 35.9122447)",,,,
22883308,False,Pjazza s-16 ta' Settembru,residential,False,53.084,,,,"LINESTRING (14.4241231 35.9118284, 14.4236775 35.9115159)",,,,
49591294,False,Triq Il-Lunzjata,unclassified,True,47.738,,,,"LINESTRING (14.4241231 35.9118284, 14.4242059 35.9117015, 14.4242844 35.9116135, 14.424338 35.9115461, 14.4244011 35.9114636)",,,,
22883308,False,Pjazza s-16 ta' Settembru,residential,True,17.19,,,,"LINESTRING (14.423533 35.9114149, 14.4236775 35.9115159)",,,,
1229007703,False,Triq Nicolo Isouard,residential,False,53.838,,,,"LINESTRING (14.423533 35.9114149, 14.4230153 35.9111728)",,,,
755634948,False,Triq Il-Kostituzzjoni,primary,False,129.802,2,18,50,"LINESTRING (14.423533 35.9114149, 14.4235824 35.9113683, 14.4244471 35.9105124)",,,,
755634948,False,Triq Il-Kostituzzjoni,primary,True,74.547,2,18,50,"LINESTRING (14.423533 35.9114149, 14.4234502 35.911493, 14.4229862 35.9119182)",,,,
22883309,False,Triq Don Alvaro De Sande,residential,False,129.476,,,,"LINESTRING (14.4210537 35.9105201, 14.4222717 35.9111387)",,,,
39008194,False,Triq il-Wied,residential,False,111.047,,,,"LINESTRING (14.4210537 35.9105201, 14.4210577 35.9106259, 14.4210662 35.9106986, 14.4213176 35.9114927)",,,,
322290451,False,Triq Don Alvaro De Sande,residential,False,56.921,,,,"LINESTRING (14.4210537 35.9105201, 14.4209558 35.9103926, 14.4209244 35.9103372, 14.4208244 35.9100475)",,,,
22883309,False,Triq Don Alvaro De Sande,residential,True,129.476,,,,"LINESTRING (14.4222717 35.9111387, 14.4210537 35.9105201)",,,,
1229007704,False,Triq it-Tabib Chetcuti,residential,False,34.044,,,,"LINESTRING (14.4222717 35.9111387, 14.4224984 35.9108937)",,,,
22883310,False,Triq Nerik Mizzi,residential,False,60.526,,,,"LINESTRING (14.4217826 35.9105302, 14.4222433 35.9101339)",,,,
39008196,False,Triq Nicolo Isouard,residential,True,76.089,,,,"LINESTRING (14.4217826 35.9105302, 14.4224984 35.9108937)",,,,
39008196,False,Triq Nicolo Isouard,residential,False,101.627,,,,"LINESTRING (14.4217826 35.9105302, 14.4210657 35.910169, 14.4208244 35.9100475)",,,,
22883312,False,Triq Salvu Zahra,residential,False,59.729,,,,"LINESTRING (14.4224371 35.9099281, 14.42213 35.909452)",,,,
1232387927,True,Triq Nerik Mizzi,residential,False,28.78,,,,"LINESTRING (14.4224371 35.9099281, 14.4222433 35.9101339)",,,,
1232387928,True,Triq Nerik Mizzi,residential,False,17.567,,,,"LINESTRING (14.4225922 35.9100239, 14.4224371 35.9099281)",,,,
