osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,junction,bridge
139532608,False,1,Triq Il Port Ħieles,residential,30,False,152.435,"LINESTRING (14.5253924 35.8285084, 14.525227 35.8283224, 14.524944 35.8280446, 14.5245506 35.8273314)",,,
139532608,False,1,Triq Il Port Ħieles,residential,30,True,34.498000000000005,"LINESTRING (14.5253924 35.8285084, 14.5255828 35.8286864, 14.5256626 35.8287236)",,,
526397837,False,1,Triq Sant' Anġlu,residential,30,True,61.253,"LINESTRING (14.5253924 35.8285084, 14.5255037 35.8284277, 14.5256873 35.8280245)",,,
372986331,False,1,Triq iż-Żurrieq,residential,30,True,62.654,"LINESTRING (14.5268735 35.8252665, 14.5264727 35.8248062)",,,
24423357,True,1,Triq Profs Anton Tabone,residential,30,False,128.373,"LINESTRING (14.5268735 35.8252665, 14.5276313 35.8249672, 14.5281906 35.8248398)",,,
30296973,False,,Triq il-Bajja s-Sabiħa,secondary,,False,19.547,"LINESTRING (14.5281906 35.8248398, 14.5282291 35.8246668)",144,,
30296973,False,,Triq il-Bajja s-Sabiħa,secondary,,True,33.276,"LINESTRING (14.5281906 35.8248398, 14.5281849 35.8249588, 14.528206 35.8250673, 14.5282251 35.8251359)",144,,
15806458,False,2,Triq tal-Ġebel,secondary,,False,29.402,"LINESTRING (14.5235701 35.8238195, 14.5238681 35.8239269)",141,,
15806458,False,2,Triq tal-Ġebel,secondary,,True,70.757,"LINESTRING (14.5235701 35.8238195, 14.5229403 35.8236168, 14.5228331 35.8236166)",141,,
30297939,True,,Triq tal-Ġebel,residential,,False,63.415000000000006,"LINESTRING (14.5242224 35.8236345, 14.5239879 35.823756, 14.5235701 35.8238195)",,,
30297986,False,,Triq tal-Papa,residential,,False,65.251,"LINESTRING (14.5242224 35.8236345, 14.5243666 35.8235139, 14.5244164 35.8234309, 14.5243586 35.8232349, 14.5243833 35.8231115)",,,
32030468,True,,Triq ta' Feliċjan,residential,,False,98.16300000000001,"LINESTRING (14.5242224 35.8236345, 14.5250755 35.8232636, 14.5251962 35.8232605)",,,
30297986,False,,Triq tal-Papa,residential,,True,21.686,"LINESTRING (14.5244113 35.8229178, 14.5243833 35.8231115)",,,
23899639,False,,Triq Il-Belle Isle,residential,,True,66.93599999999999,"LINESTRING (14.5244113 35.8229178, 14.5245324 35.822902, 14.5246535 35.8228323, 14.5248459 35.8229042, 14.5250831 35.8229893)",,,
30297986,False,,Triq tal-Papa,residential,,False,38.886,"LINESTRING (14.5244113 35.8229178, 14.5244248 35.8227298, 14.5243284 35.8225886)",,,
32030406,True,,Triq Birzebbuga,secondary_link,,False,10.959,"LINESTRING (14.5276217 35.8272221, 14.5275009 35.8272111)",,,
144588611,True,,Triq Birzebbuga,secondary,,False,67.439,"LINESTRING (14.5276217 35.8272221, 14.5277772 35.8268041, 14.5278473 35.826644)",,,
46110538,True,,Triq Iz-Zurrieq,residential,,False,5.831,"LINESTRING (14.5278294 35.8264973, 14.5277744 35.8264697)",,,
138408618,True,1,Misraħ il-Knisja,secondary,40,False,85.29999999999998,"LINESTRING (14.5278294 35.8264973, 14.5277862 35.8265327, 14.5277664 35.8265625, 14.5277258 35.8266684, 14.5276815 35.8267841, 14.5275201 35.8271618, 14.5275009 35.8272111)",,,
