osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,junction,tunnel,access,maxspeed
33509118,True,2,6,Triq Sant'Anna,primary,False,104.353,"LINESTRING (14.5043437 35.8909356, 14.5052144 35.8915546)",,,,
8590659,True,2,,Pjazza Emanuel S Tonna,tertiary,False,83.259,"LINESTRING (14.5043437 35.8909356, 14.5044427 35.8910511, 14.5044687 35.8911111, 14.5044624 35.8912185, 14.5043983 35.8913116, 14.5041181 35.8914924, 14.5040793 35.8915175)",,,,
8590660,True,,,Triq Sarria,tertiary,False,58.786,"LINESTRING (14.5036331 35.8922312, 14.503982 35.8924661, 14.504135 35.8925691)",,,,
1009299348,False,,,Triq Vincenzo Bugeja,residential,False,37.413,"LINESTRING (14.5036331 35.8922312, 14.5035458 35.892314, 14.5033633 35.892487)",,,,
47320291,True,2,,Triq L-Assedju L-Kbir,tertiary,False,48.786,"LINESTRING (14.5068399 35.8943852, 14.5069458 35.8942879, 14.5070966 35.8941263, 14.5071573 35.8940319)",,,,
22883251,True,,,Triq Vilhena,residential,False,37.553,"LINESTRING (14.5076869 35.8920427, 14.5079598 35.8917874)",,,,
42715412,True,,,Triq Il-Kapuccini,residential,False,48.468,"LINESTRING (14.5076869 35.8920427, 14.5072826 35.8917551)",,,,
141530779,False,,,Triq Vilhena,residential,True,18.374,"LINESTRING (14.5076869 35.8920427, 14.5075488 35.8921643)",,,,
42714470,False,,,Crucifix Hill,residential,False,225.637,"LINESTRING (14.5076869 35.8920427, 14.5077512 35.8920524, 14.5088801 35.8922738, 14.5089735 35.8922882, 14.5091931 35.8923403, 14.5093032 35.8923758, 14.5094249 35.8924265, 14.5096568 35.8925221, 14.5097941 35.8925805, 14.5099209 35.8926466, 14.5100246 35.8927135)",,,,
514035564,True,,6,,primary,False,31.764000000000003,"LINESTRING (14.5084658 35.893753, 14.508496 35.8936789, 14.5084993 35.8936352, 14.5084894 35.8935921, 14.5084664 35.8935516, 14.508406 35.8934942)",roundabout,,,
1026515941,True,,,Triq Girolomu Cassar,tertiary,False,35.279,"LINESTRING (14.5084658 35.893753, 14.5085917 35.8937147, 14.5087177 35.8936846, 14.5088368 35.8936518)",,,,
15684743,False,,,Triq Hannibal P Scicluna,tertiary,False,4.192,"LINESTRING (14.5031766 35.8965979, 14.5031319 35.8965874)",,,,
15684743,False,,,Triq Hannibal P Scicluna,tertiary,True,177.195,"LINESTRING (14.5031766 35.8965979, 14.5039003 35.8967334, 14.5042708 35.8968129, 14.5044062 35.896835, 14.5045501 35.896829, 14.5046816 35.896796, 14.5050668 35.8966579)",,,,
86402330,False,,,Xatt it-Tiben,unclassified,True,115.01000000000002,"LINESTRING (14.5031766 35.8965979, 14.5031531 35.8966761, 14.5031733 35.8967648, 14.5032139 35.8968141, 14.5035047 35.8970075, 14.5035665 35.8970659, 14.5037151 35.8971652, 14.5037334 35.897175, 14.5037794 35.8971996, 14.5038168 35.8972196, 14.5038892 35.8973325, 14.5039324 35.8973532)",,,,
15684793,False,,,Il-Foss Ta Notre Dame,residential,True,320.26,"LINESTRING (14.5015851 35.8931508, 14.501604 35.8928923, 14.5015585 35.8919357, 14.5015519 35.8917968, 14.5015447 35.8916847, 14.501506 35.8910824, 14.5015363 35.8910218, 14.5016234 35.8909592, 14.501655 35.890947, 14.5018508 35.8908851, 14.502052 35.8908391, 14.5021736 35.8907736, 14.5022258 35.8906953, 14.5022695 35.8906297)",,,,
"[22820745, 42715915]",False,2,,"['Pjazza San Kalcidonju', 'Triq Sa Maison']",tertiary,False,94.47200000000001,"LINESTRING (14.5015851 35.8931508, 14.5018208 35.8932521, 14.5020483 35.8933808, 14.502271 35.8934905, 14.5024982 35.8935622)",,,,
141530779,False,,,Triq Vilhena,residential,False,23.39,"LINESTRING (14.5073898 35.8923306, 14.5075488 35.8921643)",,,,
516151659,False,,,Triq Vilhena,residential,True,40.152,"LINESTRING (14.5073898 35.8923306, 14.5070992 35.8926044)",,,,
173565468,False,,,Triq San Franġisk,residential,True,114.25699999999999,"LINESTRING (14.5073898 35.8923306, 14.5074488 35.8923717, 14.5075189 35.8924205, 14.5078304 35.8926629, 14.5081991 35.892928, 14.5082199 35.8929624, 14.5082238 35.8929896, 14.5082189 35.8930169, 14.508207 35.8930369, 14.5081902 35.8930577)",,,,
15684927,True,,,Triq San Franġisk,residential,False,60.863,"LINESTRING (14.5051525 35.8907812, 14.5056741 35.8911291)",,,,
516151657,False,,,Pjazza Robert Samut,residential,True,45.248,"LINESTRING (14.5051525 35.8907812, 14.5054812 35.8904735)",,,,
516198690,False,,,Pjazza Robert Samut,residential,False,47.802,"LINESTRING (14.5051525 35.8907812, 14.5048053 35.8911063)",,,,
15256541,True,2,,Triq Nazzjonali,trunk,False,79.537,"LINESTRING (14.502958 35.890608, 14.5025784 35.8904991, 14.5024625 35.8904531, 14.5022584 35.8903722, 14.5021471 35.890328)",,,,
"[422037016, 22898603, 422037015]",True,1,6,Triq Nazzjonali,trunk,False,171.976,"LINESTRING (14.502958 35.890608, 14.5026851 35.8905696, 14.5024329 35.8905101, 14.5021808 35.8904308, 14.5020902 35.890395, 14.501653 35.8901701, 14.5012784 35.8899266)",,building_passage,,
138344496,True,1,,Triq Nazzjonali,trunk,False,90.09,"LINESTRING (14.5021471 35.890328, 14.5016663 35.8901049, 14.5014823 35.8900203, 14.5012784 35.8899266)",,,,
514035564,True,,6,,primary,False,20.368,"LINESTRING (14.508406 35.8934942, 14.5082304 35.8933788)",roundabout,,,
42715915,False,,,Pjazza San Kalcidonju,tertiary,True,56.097,"LINESTRING (14.5036862 35.8942323, 14.5031927 35.8939246)",,,,
