osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,ref,bridge
47320275,False,2,Triq Manuel Magri,tertiary,False,75.85900000000001,"LINESTRING (14.488522 35.8886634, 14.4888725 35.8886512, 14.4892712 35.8886311, 14.4893628 35.8886265)",,,
157728196,False,2,Triq Il-Kappillan Mifsud,tertiary,True,63.16799999999999,"LINESTRING (14.488522 35.8886634, 14.4883024 35.8890681, 14.4882346 35.8891815)",,,
984029091,True,2,Triq Ġuże' Pace,residential,False,116.319,"LINESTRING (14.488522 35.8886634, 14.4881719 35.8886829, 14.4872326 35.8887178)",40,,
537676152,False,,San Gorg,residential,False,70.214,"LINESTRING (14.4823698 35.889057, 14.4824738 35.8896828)",,,
22821762,True,,Triq Il-Kardinal Xiberras,residential,False,47.803999999999995,"LINESTRING (14.4823698 35.889057, 14.4824014 35.8889671, 14.4824481 35.8886328)",,,
15249587,True,,Triq Ġużè Maria Camilleri,residential,False,39.343,"LINESTRING (14.4867531 35.8887302, 14.4871619 35.8888547)",,,
116582651,True,,Triq Villambrosa,residential,False,57.904,"LINESTRING (14.4867531 35.8887302, 14.486982 35.8882436)",40,,
539847787,False,2,Triq Ġuże' Pace,residential,True,79.653,"LINESTRING (14.4867531 35.8887302, 14.4858732 35.8888007)",40,,
116582654,True,,Triq Villambrosa,residential,False,89.512,"LINESTRING (14.4867531 35.8887302, 14.4866665 35.8889148, 14.4865256 35.8895115)",,,
47366179,False,2,Triq Il-Kbira San Ġużepp,secondary,False,126.674,"LINESTRING (14.4892748 35.8861598, 14.4890615 35.8862188, 14.488286 35.8864806, 14.4879718 35.8865871)",,130,
514859996,True,2,Triq il-Kbira San Ġużepp,secondary,False,87.72999999999999,"LINESTRING (14.4892748 35.8861598, 14.4895041 35.8861153, 14.4899657 35.8860289, 14.4902233 35.8859811)",,130,
15552389,True,,Triq il-Kanun,residential,False,34.416,"LINESTRING (14.4816895 35.8871663, 14.4820625 35.8872332)",,,
22821761,False,,Triq Joe Abela Scolaro,residential,True,99.919,"LINESTRING (14.4816895 35.8871663, 14.4821661 35.8863549)",,,
538697701,False,,Triq il-Kanun,residential,False,25.7,"LINESTRING (14.4816895 35.8871663, 14.4814089 35.8871246)",,,
364355868,False,,Triq Lord Byron,residential,True,52.792,"LINESTRING (14.4861355 35.8909295, 14.4855495 35.890924)",,,
47320275,False,2,Triq Manuel Magri,tertiary,True,23.721,"LINESTRING (14.4899395 35.8886019, 14.4896765 35.8886124)",,,
157729380,False,2,Triq Il-Mimosa,tertiary,False,86.49,"LINESTRING (14.4899395 35.8886019, 14.4899609 35.8886873, 14.4901529 35.8888621, 14.4905276 35.8892033)",,,
