osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref,junction,bridge,tunnel
30302393,Dawret Fra Giovanni Bichi,tertiary,True,False,110.326,"LINESTRING (14.5254939 35.8924077, 14.5260248 35.8921803, 14.5265703 35.8919345)",,,23,,,
516261826,Dawret Fra Giovanni Bichi,tertiary,False,True,47.43299999999999,"LINESTRING (14.5254939 35.8924077, 14.52529 35.8924642, 14.525182 35.8924807, 14.5249821 35.8924625)",,30,,,,
984095617,,tertiary,True,False,43.695,"LINESTRING (14.5268096 35.8919637, 14.5268005 35.8919105, 14.5267943 35.8918304, 14.5268 35.8917071, 14.5268022 35.8915715)",,,,,,
92409919,Triq ir-Rinella,tertiary_link,True,False,21.8,"LINESTRING (14.5265703 35.8919345, 14.5268096 35.8919637)",,,,,,
92410127,,tertiary,True,False,45.562,"LINESTRING (14.5265703 35.8919345, 14.5266605 35.8918112, 14.526722 35.8917279, 14.5268022 35.8915715)",,,23,,,
15245628,Triq ir-Rinella,tertiary,True,False,26.51,"LINESTRING (14.5268209 35.8913227, 14.5267089 35.8913439, 14.5266493 35.8913657, 14.5265476 35.8914072)",,,,,,
246692754,Triq ir-Rinella,residential,True,False,48.593,"LINESTRING (14.5268209 35.8913227, 14.5267781 35.8910334, 14.5267567 35.8908888)",,,,,,
136730145,triq Guzeppi Decelis,residential,False,False,89.279,"LINESTRING (14.5258217 35.885993, 14.5257664 35.8858443, 14.5256467 35.885204)",,,,,,
186597199,Triq San Dwardu,secondary,False,True,64.06,"LINESTRING (14.5258217 35.885993, 14.5259924 35.8859546, 14.5261813 35.8859032, 14.526484 35.8857876)",,50,23,,,
186597200,Triq San Dwardu,secondary,False,False,21.676000000000002,"LINESTRING (14.5258217 35.885993, 14.5257066 35.8860074, 14.5255828 35.8860149)",,50,23,,,
516261825,Triq ix-Xatt,tertiary,False,True,81.404,"LINESTRING (14.5258217 35.885993, 14.5258379 35.8860685, 14.5258723 35.8862378, 14.5259551 35.886717)",2,30,,,,
516261825,Triq ix-Xatt,tertiary,False,False,35.71,"LINESTRING (14.5260901 35.8872938, 14.5259998 35.8869811)",2,30,,,,
838979858,Triq il-Frejgatina,residential,False,True,36.577,"LINESTRING (14.5260901 35.8872938, 14.5263264 35.8870263)",,30,,,,
516261825,Triq ix-Xatt,tertiary,False,True,116.515,"LINESTRING (14.5260901 35.8872938, 14.5261568 35.8874449, 14.5262761 35.8875928, 14.5266181 35.8879833, 14.5266929 35.8880502, 14.5268081 35.8881567)",2,30,,,,
186597199,Triq San Dwardu,secondary,False,False,44.39,"LINESTRING (14.5269194 35.8856007, 14.526484 35.8857876)",,50,23,,,
983672197,Triq San Dwardu,secondary,False,False,12.496,"LINESTRING (14.5269194 35.8856007, 14.5270465 35.8855557)",,30,23,,,
"[838973880, 364581058]",Triq Santa Liberata,secondary,True,False,126.078,"LINESTRING (14.5269194 35.8856007, 14.5269442 35.8856461, 14.5270255 35.8858083, 14.5270731 35.8859305, 14.5271188 35.8860642, 14.5271256 35.8860895, 14.527198 35.8863452, 14.5272367 35.8864386, 14.5272796 35.8864907, 14.5273126 35.8865126, 14.5273588 35.8865331, 14.5274953 35.8865669)",,,23,,,
1270840003,Triq il-Gublew tal-Fidda,secondary,True,False,43.087,"LINESTRING (14.5237135 35.8850638, 14.5232783 35.8849031)",,,23,roundabout,,
517029919,Triq il-Gublew tal-Fidda,secondary,True,False,27.055,"LINESTRING (14.523758 35.8852032, 14.5238798 35.8849808)",,,23,,,
1270840003,Triq il-Gublew tal-Fidda,secondary,True,False,16.011,"LINESTRING (14.523758 35.8852032, 14.5237135 35.8850638)",,,23,roundabout,,
15245628,Triq ir-Rinella,tertiary,True,False,33.574,"LINESTRING (14.5265476 35.8914072, 14.5264106 35.891688)",,,,,,
666580702,Triq ir-Rinella,residential,False,False,14.928,"LINESTRING (14.5268821 35.8903138, 14.5268922 35.8901798)",,,,,,
666580702,Triq ir-Rinella,residential,False,True,64.979,"LINESTRING (14.5268821 35.8903138, 14.5268474 35.8905286, 14.5268036 35.8907268, 14.5267567 35.8908888)",,,,,,
22900457,Triq il-Barklor,residential,False,False,8.449,"LINESTRING (14.52869 35.8909392, 14.5286566 35.8908682)",,30,,,,
364583669,Missjoni Taljana,tertiary,False,True,99.137,"LINESTRING (14.52869 35.8909392, 14.5276336 35.8911891)",2,50,23,,,
246692742,Sqaq ic-Cimiterju,residential,False,True,120.917,"LINESTRING (14.52869 35.8909392, 14.5287262 35.8910592, 14.5280593 35.8913454, 14.5276421 35.8914455)",,,,,,
22900457,Triq il-Barklor,residential,False,True,19.503,"LINESTRING (14.5283674 35.8902937, 14.5284547 35.8904542)",,30,,,,
542789916,Triq is-Sibi,residential,False,False,59.643,"LINESTRING (14.5283674 35.8902937, 14.5281743 35.8903484, 14.5278361 35.8904413, 14.527741 35.8904674)",,30,,,,
381035384,Triq ir-Rinella,residential,False,False,39.829,"LINESTRING (14.5287298 35.8887484, 14.5283086 35.8888573)",,,,,,
381035384,Triq ir-Rinella,residential,False,True,39.829,"LINESTRING (14.5283086 35.8888573, 14.5287298 35.8887484)",,,,,,
22900467,Triq ir-Rinella,residential,True,False,25.252,"LINESTRING (14.5283086 35.8888573, 14.5282867 35.8887096, 14.5282645 35.8886676, 14.5282489 35.8886375)",,,,,,
542765765,Triq ir-Rinella,residential,False,False,121.80699999999999,"LINESTRING (14.5283086 35.8888573, 14.527696 35.8891244, 14.5275776 35.8891972, 14.5274488 35.8892895, 14.5274109 35.8893163, 14.5273688 35.8893531, 14.5273307 35.8893955, 14.5272482 35.8895055)",,,,,,
516261827,Misraħ l-Arċisqof Gonzi,residential,False,False,11.113,"LINESTRING (14.5282489 35.8886375, 14.5282249 35.8886131, 14.5281597 35.8885691)",,,,,,
22900720,Triq is-Salvatur,residential,False,False,30.069,"LINESTRING (14.5267567 35.8908888, 14.5264837 35.8910444)",,,,,,
22900442,Triq ir-Rinella,residential,True,False,60.643,"LINESTRING (14.5267567 35.8908888, 14.5266918 35.8910498, 14.5265476 35.8914072)",,,,,,
666580702,Triq ir-Rinella,residential,False,False,64.979,"LINESTRING (14.5267567 35.8908888, 14.5268036 35.8907268, 14.5268474 35.8905286, 14.5268821 35.8903138)",,,,,,
329631158,Triq L-Isptar Navali,residential,False,True,99.811,"LINESTRING (14.5250445 35.8922954, 14.5253751 35.8919698, 14.5256653 35.8917829, 14.5256796 35.8916076)",,,,,,
543101963,Triq Sant' Anton,residential,False,False,29.969,"LINESTRING (14.5215233 35.8881742, 14.5216949 35.8881184, 14.521834 35.888078)",,,,,,
15089311,Triq Santa Skolastika,residential,True,False,27.112,"LINESTRING (14.5222397 35.8886089, 14.5222493 35.8883652)",,,,,,
"[541398994, 22904699]",Triq il-Miratur,residential,False,False,69.37100000000001,"LINESTRING (14.5222397 35.8886089, 14.5222909 35.888638, 14.522652 35.8888068, 14.5228435 35.8889839)",1,30,,,,
541398993,Patri Vella OP,residential,True,False,24.753,"LINESTRING (14.5219956 35.8885067, 14.5220191 35.8885161, 14.5222397 35.8886089)",,30,,,,
541399002,Triq La Vallette,residential,True,False,57.230000000000004,"LINESTRING (14.5219956 35.8885067, 14.5219467 35.8886279, 14.5219119 35.888712, 14.5217405 35.8889762)",1,30,,,,
541399003,Patri Vella OP,residential,False,False,31.698,"LINESTRING (14.5219956 35.8885067, 14.5218536 35.888416, 14.5217143 35.8883356)",,30,,,,
541398988,Triq San Filippu,residential,True,False,30.606,"LINESTRING (14.5217143 35.8883356, 14.521834 35.888078)",1,30,,,,
541399003,Patri Vella OP,residential,False,True,31.698,"LINESTRING (14.5217143 35.8883356, 14.5218536 35.888416, 14.5219956 35.8885067)",,30,,,,
541398988,Triq San Filippu,residential,True,False,46.165,"LINESTRING (14.5210962 35.889401, 14.5213043 35.8890216)",1,30,,,,
345212958,Triq il-Palazz l-Antik tal-Gvernatur,residential,True,False,70.66,"LINESTRING (14.5210962 35.889401, 14.5209552 35.8893489, 14.520879 35.8892987, 14.5208493 35.8892402, 14.5208371 35.8891622, 14.5209844 35.8888996)",1,30,,,,
22904709,Triq de Opertis,residential,True,False,31.852,"LINESTRING (14.5213043 35.8890216, 14.5209844 35.8888996)",1,30,,,,
541398988,Triq San Filippu,residential,True,False,84.757,"LINESTRING (14.5213043 35.8890216, 14.5214015 35.8888537, 14.5215312 35.8886455, 14.5217143 35.8883356)",1,30,,,,
537155952,Triq il-Palazz l-Antik tal-Gvernatur,residential,True,False,97.163,"LINESTRING (14.5209844 35.8888996, 14.5211227 35.8886522, 14.5213003 35.8885734, 14.5215233 35.8881742)",1,30,,,,
15245616,Triq San Lawrenz,residential,False,True,35.906,"LINESTRING (14.5210008 35.8880293, 14.5211338 35.8877249)",1,30,,,,
15245616,Triq San Lawrenz,residential,False,False,75.576,"LINESTRING (14.5210008 35.8880293, 14.5207285 35.8885172, 14.5206649 35.8886519)",1,30,,,,
"[22904701, 345212967]","['Triq il-Ħabs l-Antik', 'Centenarju tal-Parrocca']",residential,False,False,177.68699999999998,"LINESTRING (14.5210008 35.8880293, 14.5210111 35.88834, 14.5209213 35.8885863, 14.5208034 35.8888372, 14.5206791 35.8891184, 14.5206536 35.8891392, 14.5205998 35.8892461, 14.5205692 35.8893422, 14.5206216 35.8894587, 14.5206368 35.8895067, 14.5206388 35.8895523)",1,30,,,,
456224525,Pjazza tal-Belt Vittoriosa,residential,False,True,13.157,"LINESTRING (14.5216209 35.8878248, 14.5217631 35.8878518)",,30,,,,
22904715,Triq Nestu Laiviera,residential,True,False,45.271,"LINESTRING (14.5216209 35.8878248, 14.5214364 35.8877901, 14.5211338 35.8877249)",,30,,,,
329377591,Triq Pawlu Boffa,residential,True,False,16.981,"LINESTRING (14.5230958 35.8853035, 14.5231986 35.8851755)",1,30,,,,
"[154154760, 239929205, 154154757, 537155943]","['Triq il-Gublew tal-Fidda', 'Triq Pawlu Boffa']",residential,False,"[False, True]",99.607,"LINESTRING (14.5230958 35.8853035, 14.5229919 35.8855654, 14.5229726 35.8856141, 14.5229578 35.8856878, 14.5229196 35.8857977, 14.5229013 35.8858462, 14.5228458 35.8859738, 14.522749 35.886152)",2,30,,,yes,yes
883725593,Triq Pawlu Boffa,residential,True,False,25.496,"LINESTRING (14.5226745 35.8863468, 14.5226018 35.8865684)",1,30,,,,
187631869,Triq it-Torri ta' San Ġwann,residential,False,False,173.985,"LINESTRING (14.5226745 35.8863468, 14.5229931 35.8865294, 14.5233157 35.8867459, 14.5238914 35.8871891, 14.5239396 35.8872372, 14.5241037 35.8873916)",1,20,,,,
239929205,Triq Pawlu Boffa,residential,False,True,22.686,"LINESTRING (14.5226745 35.8863468, 14.5227325 35.8861877, 14.522749 35.886152)",2,30,,,,
187631869,Triq it-Torri ta' San Ġwann,residential,False,True,173.985,"LINESTRING (14.5241037 35.8873916, 14.5239396 35.8872372, 14.5238914 35.8871891, 14.5233157 35.8867459, 14.5229931 35.8865294, 14.5226745 35.8863468)",1,20,,,,
"[541398994, 22904699]",Triq il-Miratur,residential,False,True,69.37100000000001,"LINESTRING (14.5228435 35.8889839, 14.522652 35.8888068, 14.5222909 35.888638, 14.5222397 35.8886089)",1,30,,,,
541398997,Triq il-Mandragg,residential,False,True,40.352999999999994,"LINESTRING (14.5228435 35.8889839, 14.5230772 35.8889488, 14.5232868 35.8889353)",,30,,,,
884730756,Triq Emanuel Attard Bezzina,residential,False,True,48.622,"LINESTRING (14.5228435 35.8889839, 14.5226687 35.889075, 14.5223998 35.8892326)",1,30,,,,
"[345212960, 22904746, 884730755]","['Triq Antika', 'Triq il-Mandragg']",living_street,False,False,89.332,"LINESTRING (14.523244 35.8886183, 14.5235627 35.8885921, 14.5236059 35.8886803, 14.5236369 35.8888214, 14.5232868 35.8889353)",1,30,,,,
"[345212960, 22904746, 884730755]","['Triq Antika', 'Triq il-Mandragg']",living_street,False,True,89.33200000000001,"LINESTRING (14.5232868 35.8889353, 14.5236369 35.8888214, 14.5236059 35.8886803, 14.5235627 35.8885921, 14.523244 35.8886183)",1,30,,,,
541398996,Triq il-Mandragg,residential,False,False,81.08600000000001,"LINESTRING (14.5232868 35.8889353, 14.5234429 35.8889253, 14.5236222 35.8888955, 14.5237758 35.8888533, 14.5239243 35.8887959, 14.5241185 35.8886905)",,30,,,,
541398997,Triq il-Mandragg,residential,False,False,40.352999999999994,"LINESTRING (14.5232868 35.8889353, 14.5230772 35.8889488, 14.5228435 35.8889839)",,30,,,,
884730756,Triq Emanuel Attard Bezzina,residential,False,False,48.622,"LINESTRING (14.5223998 35.8892326, 14.5226687 35.889075, 14.5228435 35.8889839)",1,30,,,,
465143888,Kardinal Fabrizio Sciberras,residential,True,False,9.371,"LINESTRING (14.5215885 35.8857919, 14.5215432 35.8857808, 14.5214889 35.8857676)",1,30,,,,
517029924,Triq San Lawrenz,residential,False,False,142.954,"LINESTRING (14.5214889 35.8857676, 14.5214187 35.8861635, 14.5212085 35.8868962, 14.5211725 35.8870264)",2,30,,,,
517029924,Triq San Lawrenz,residential,False,True,101.11,"LINESTRING (14.5214889 35.8857676, 14.5215378 35.8854619, 14.521535 35.8851994, 14.5215574 35.885106, 14.5215981 35.8850376, 14.5216917 35.8848883)",2,30,,,,
22904783,Telghet il-Vittmi tal-Polvrista,residential,True,False,112.25,"LINESTRING (14.522749 35.886152, 14.522705 35.8861318, 14.5226598 35.886111, 14.5225571 35.8860661, 14.5224357 35.8860227, 14.5220902 35.8859198, 14.5218848 35.8858674, 14.5215885 35.8857919)",1,30,,,,
239929205,Triq Pawlu Boffa,residential,False,False,22.686,"LINESTRING (14.522749 35.886152, 14.5227325 35.8861877, 14.5226745 35.8863468)",2,30,,,,
"[154154760, 154154757, 239929205, 537155943]","['Triq il-Gublew tal-Fidda', 'Triq Pawlu Boffa']",residential,False,"[False, True]",99.607,"LINESTRING (14.522749 35.886152, 14.5228458 35.8859738, 14.5229013 35.8858462, 14.5229196 35.8857977, 14.5229578 35.8856878, 14.5229726 35.8856141, 14.5229919 35.8855654, 14.5230958 35.8853035)",2,30,,,yes,yes
517029924,Triq San Lawrenz,residential,False,True,142.954,"LINESTRING (14.5211725 35.8870264, 14.5212085 35.8868962, 14.5214187 35.8861635, 14.5214889 35.8857676)",2,30,,,,
"[973464553, 27577558]","['Triq l-Assedju l-Kbir 1565', 'Xatt ir-Rizq']",residential,True,False,62.375,"LINESTRING (14.5211725 35.8870264, 14.521049 35.8869836, 14.5209083 35.8869872, 14.5207491 35.8872997)",1,30,,,,
22904790,Triq il-Kunvent,living_street,False,False,19.707,"LINESTRING (14.5221546 35.8865342, 14.5221793 35.8863581)",1,20,,,,
154470591,Triq Bettina,living_street,False,False,40.466,"LINESTRING (14.5221546 35.8865342, 14.5226018 35.8865684)",1,20,,,,
22904790,Triq il-Kunvent,living_street,False,True,40.839,"LINESTRING (14.5221546 35.8865342, 14.5220865 35.8865401, 14.5219933 35.8868426)",1,20,,,,
22904790,Triq il-Kunvent,living_street,False,True,4.262,"LINESTRING (14.5221323 35.8863537, 14.5221793 35.8863581)",1,20,,,,
"[884744872, 884744873]",Triq il-Kunvent,living_street,False,"[False, True]",15.734,"LINESTRING (14.5221323 35.8863537, 14.5221687 35.8862886, 14.5221793 35.8863581)",1,20,,,,
884744872,Triq il-Kunvent,living_street,False,True,1.462,"LINESTRING (14.5221323 35.8863537, 14.5221269 35.8863661)",1,20,,,,
22904790,Triq il-Kunvent,living_street,False,True,14.261,"LINESTRING (14.5219933 35.8868426, 14.5219625 35.8869684)",1,20,,,,
22904797,Triq Lino Bugeja,residential,False,True,30.454,"LINESTRING (14.5219933 35.8868426, 14.5216767 35.8867466)",,,,,,
22904790,Triq il-Kunvent,living_street,False,False,40.839,"LINESTRING (14.5219933 35.8868426, 14.5220865 35.8865401, 14.5221546 35.8865342)",1,20,,,,
329377597,Triq it-8 ta' Diċembru,residential,False,False,13.231,"LINESTRING (14.5236898 35.8842003, 14.5235518 35.884241)",,,,,,
"[344654697, 30302276, 329377597]",Triq it-8 ta' Diċembru,residential,False,True,72.818,"LINESTRING (14.5236898 35.8842003, 14.5241228 35.8840618, 14.524186 35.884041, 14.5244404 35.8839574)",,,,,,yes
543634603,Triq San Ġużepp,residential,False,False,55.711,"LINESTRING (14.5225771 35.8838788, 14.5231845 35.8837848)",,,,,,
543634603,Triq San Ġużepp,residential,False,True,22.989,"LINESTRING (14.5225771 35.8838788, 14.5223268 35.883919)",,,,,,
"[22904912, 403020953]","['Misraħ Santa Margerita', 'Konservatorju']","['living_street', 'residential']",False,"[False, True]",68.684,"LINESTRING (14.5225771 35.8838788, 14.5225813 35.8839135, 14.5226055 35.8841248, 14.5226173 35.8843105, 14.5224615 35.8843335, 14.5223931 35.8843438)",,,,,,
543634590,Triq San Ġorġ,residential,True,False,42.844,"LINESTRING (14.5231845 35.8837848, 14.5231827 35.8841701)",,,,,,
543634603,Triq San Ġużepp,residential,False,True,55.711,"LINESTRING (14.5231845 35.8837848, 14.5225771 35.8838788)",,,,,,
973464554,Xatt ir-Rizq,residential,True,False,34.763,"LINESTRING (14.5207491 35.8872997, 14.5211188 35.8873893)",1,30,,,,
54893210,Triq l-Assedju l-Kbir 1565,residential,False,True,13.679,"LINESTRING (14.5207491 35.8872997, 14.5206863 35.8873991, 14.5206799 35.8874092)",1,30,,,,
"[541398992, 22904749]","['Triq Emanuel Attard Bezzina', 'Triq Santa Skolastika']",residential,True,False,168.18899999999996,"LINESTRING (14.5211215 35.8897463, 14.5211901 35.8896912, 14.5212473 35.8896534, 14.5213459 35.8896028, 14.52143 35.8895715, 14.5215313 35.8895311, 14.5216157 35.889482, 14.5216847 35.8894382, 14.5217372 35.8894002, 14.5218415 35.8893064, 14.5219373 35.8891997, 14.5220261 35.8890703, 14.5221321 35.8888849, 14.522194 35.8887505, 14.5222266 35.8886807, 14.5222347 35.8886453, 14.5222397 35.8886089)",1,30,,,,
27458563,Triq Emanuel Attard Bezzina,residential,False,False,48.54900000000001,"LINESTRING (14.5211215 35.8897463, 14.5209134 35.8896582, 14.5207031 35.889577, 14.5206388 35.8895523)",1,30,,,,
344654722,Triq il-Ġublew tal-Fidda,secondary,False,False,46.114,"LINESTRING (14.5244404 35.8839574, 14.5249134 35.8837989)",,,23,,,
517029920,Triq il-Gublew tal-Fidda,secondary,False,True,124.501,"LINESTRING (14.5244404 35.8839574, 14.5238798 35.8849808)",,,23,,,
"[344654697, 30302276, 329377597]",Triq it-8 ta' Diċembru,residential,False,False,72.818,"LINESTRING (14.5244404 35.8839574, 14.524186 35.884041, 14.5241228 35.8840618, 14.5236898 35.8842003)",,,,,,yes
54893210,Triq l-Assedju l-Kbir 1565,residential,False,False,13.679,"LINESTRING (14.5206799 35.8874092, 14.5206863 35.8873991, 14.5207491 35.8872997)",1,30,,,,
"[367788410, 154470590]","['Triq il-Mandraġġ', 'Triq ix-Xewkija']",unclassified,False,False,687.5169999999999,"LINESTRING (14.5209692 35.8901997, 14.5209982 35.8900957, 14.521116 35.8899922, 14.5214543 35.8898652, 14.521533 35.8898334, 14.5216434 35.8898143, 14.5217357 35.8898121, 14.5218522 35.889767, 14.5219299 35.8897319, 14.5222602 35.8894288, 14.5225708 35.8892739, 14.5228351 35.8891511, 14.524441 35.8889078, 14.5250184 35.8888367, 14.5251106 35.8888008, 14.5251977 35.8887012, 14.5254209 35.8884028, 14.5257808 35.8881883, 14.5257917 35.8881575, 14.525782 35.8881233, 14.5255132 35.8879589, 14.5254609 35.8879087, 14.5254356 35.8878733, 14.5254157 35.8878292, 14.5254059 35.8877668, 14.525401 35.8876242, 14.5253873 35.8875108, 14.5253941 35.8874526, 14.5254333 35.8873791, 14.5255008 35.8873222, 14.5258928 35.8870558, 14.5259293 35.8870377, 14.5259998 35.8869811)",1,30,,,,
"[112265635, 132727734]",,residential,False,True,142.966,"LINESTRING (14.5248074 35.8870859, 14.524927 35.8870257, 14.5250472 35.8869648, 14.5251265 35.886915, 14.5251858 35.8868479, 14.5252239 35.8867728, 14.5255828 35.8860149)",2,30,,,,
132727730,Fuq il-Fortini,residential,False,True,41.678,"LINESTRING (14.5246472 35.886255, 14.5246852 35.8861158, 14.524747 35.885889)",,,,,,
132727730,Fuq il-Fortini,residential,False,False,41.678,"LINESTRING (14.524747 35.885889, 14.5246852 35.8861158, 14.5246472 35.886255)",,,,,,
186597200,Triq San Dwardu,secondary,False,False,92.574,"LINESTRING (14.524747 35.885889, 14.5245038 35.8858074, 14.5243141 35.8857383, 14.5242189 35.8856999, 14.5241327 35.8856565, 14.5240616 35.8856189, 14.5238492 35.8854924)",,50,23,,,
186597200,Triq San Dwardu,secondary,False,True,77.22399999999999,"LINESTRING (14.524747 35.885889, 14.5248715 35.8859286, 14.5250225 35.8859662, 14.5251597 35.8859909, 14.5252939 35.886007, 14.5254515 35.8860157, 14.5255828 35.8860149)",,50,23,,,
377129905,Triq il-Genista,residential,False,False,36.029,"LINESTRING (14.5263522 35.8866785, 14.5259551 35.886717)",,,,,,
132741672,Triq il-Genista,residential,False,True,145.992,"LINESTRING (14.5263522 35.8866785, 14.5270122 35.8872309, 14.5271216 35.8873103, 14.5271908 35.8873442, 14.5272866 35.8873764, 14.5276178 35.8874392)",,30,,,,
"[377129905, 132727733]","['Triq il-Genista', 'Triq il-Kajjik']",residential,False,True,58.309999999999995,"LINESTRING (14.5263522 35.8866785, 14.5264462 35.88666, 14.5265704 35.8863316, 14.5265744 35.8862291)",,30,,,,
"[112265635, 132727734]",,residential,False,False,142.966,"LINESTRING (14.5255828 35.8860149, 14.5252239 35.8867728, 14.5251858 35.8868479, 14.5251265 35.886915, 14.5250472 35.8869648, 14.524927 35.8870257, 14.5248074 35.8870859)",2,30,,,,
186597200,Triq San Dwardu,secondary,False,False,77.22399999999999,"LINESTRING (14.5255828 35.8860149, 14.5254515 35.8860157, 14.5252939 35.886007, 14.5251597 35.8859909, 14.5250225 35.8859662, 14.5248715 35.8859286, 14.524747 35.885889)",,50,23,,,
186597200,Triq San Dwardu,secondary,False,True,21.676000000000002,"LINESTRING (14.5255828 35.8860149, 14.5257066 35.8860074, 14.5258217 35.885993)",,50,23,,,
139164498,Triq iz-Zebbug,residential,False,False,58.296,"LINESTRING (14.5265744 35.8862291, 14.5271562 35.8864586)",,,,,,
"[377129905, 132727733]","['Triq il-Genista', 'Triq il-Kajjik']",residential,False,False,58.31,"LINESTRING (14.5265744 35.8862291, 14.5265704 35.8863316, 14.5264462 35.88666, 14.5263522 35.8866785)",,30,,,,
"[691540433, 691540434, 132727733]",Triq il-Kajjik,residential,False,True,49.775000000000006,"LINESTRING (14.5265744 35.8862291, 14.5265583 35.8861586, 14.5265364 35.8860292, 14.5265208 35.885947, 14.5264973 35.885845, 14.526484 35.8857876)",,30,,,,yes
186597199,Triq San Dwardu,secondary,False,True,44.39,"LINESTRING (14.526484 35.8857876, 14.5269194 35.8856007)",,50,23,,,
186597199,Triq San Dwardu,secondary,False,False,64.06,"LINESTRING (14.526484 35.8857876, 14.5261813 35.8859032, 14.5259924 35.8859546, 14.5258217 35.885993)",,50,23,,,
"[691540433, 691540434, 132727733]",Triq il-Kajjik,residential,False,False,49.775,"LINESTRING (14.526484 35.8857876, 14.5264973 35.885845, 14.5265208 35.885947, 14.5265364 35.8860292, 14.5265583 35.8861586, 14.5265744 35.8862291)",,30,,,,yes
377129905,Triq il-Genista,residential,False,True,36.029,"LINESTRING (14.5259551 35.886717, 14.5263522 35.8866785)",,,,,,
516261825,Triq ix-Xatt,tertiary,False,True,29.641,"LINESTRING (14.5259551 35.886717, 14.5259998 35.8869811)",2,30,,,,
516261825,Triq ix-Xatt,tertiary,False,False,81.40400000000001,"LINESTRING (14.5259551 35.886717, 14.5258723 35.8862378, 14.5258379 35.8860685, 14.5258217 35.885993)",2,30,,,,
27458612,Triq San Dwardu,secondary,True,False,30.1,"LINESTRING (14.5231986 35.8851755, 14.5235065 35.8852806)",,,23,roundabout,,
136730145,triq Guzeppi Decelis,residential,False,True,89.279,"LINESTRING (14.5256467 35.885204, 14.5257664 35.8858443, 14.5258217 35.885993)",,,,,,
516261826,Dawret Fra Giovanni Bichi,tertiary,False,False,20.297,"LINESTRING (14.5246847 35.8912582, 14.5245704 35.8914155)",,30,,,,
516261826,Dawret Fra Giovanni Bichi,tertiary,False,True,136.396,"LINESTRING (14.5246847 35.8912582, 14.5247409 35.8911872, 14.5254886 35.8902411, 14.5255012 35.8902252)",,30,,,,
516261826,Dawret Fra Giovanni Bichi,tertiary,False,False,47.433,"LINESTRING (14.5249821 35.8924625, 14.525182 35.8924807, 14.52529 35.8924642, 14.5254939 35.8924077)",,30,,,,
516261826,Dawret Fra Giovanni Bichi,tertiary,False,True,150.833,"LINESTRING (14.5249821 35.8924625, 14.524846 35.8924391, 14.5247367 35.8924134, 14.52458 35.8923464, 14.5244812 35.8922656, 14.5244133 35.8921718, 14.5243725 35.8920511, 14.52438 35.8919028, 14.5244276 35.8917345, 14.5244695 35.891641, 14.5245704 35.8914155)",,30,,,,
805916262,Triq il-Progress,residential,False,True,91.755,"LINESTRING (14.5274011 35.887, 14.5283873 35.8872062)",,30,,,,
139164459,Triq il-Progress,residential,False,False,47.863,"LINESTRING (14.5283873 35.8872062, 14.5284796 35.8867823)",,30,,,,
805916262,Triq il-Progress,residential,False,False,91.755,"LINESTRING (14.5283873 35.8872062, 14.5274011 35.887)",,30,,,,
