osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge,width,junction
203132188,,Kaboyo Road,residential,False,True,84.274,"LINESTRING (30.2739522 0.6557008, 30.2741035 0.6560867, 30.2742613 0.6563917)",,,,,
374889556,,,residential,True,False,12.76,"LINESTRING (30.2738204 0.653262, 30.2737458 0.6531748)",,,,,
203160283,,Bwamba Road,primary,True,False,81.084,"LINESTRING (30.2738204 0.653262, 30.2741901 0.6531638, 30.2745237 0.6530693)",,50,,,
203132188,,Kaboyo Road,residential,False,True,8.961,"LINESTRING (30.2750532 0.6547237, 30.2749943 0.6547787)",,,,,
170048261,,Rukidi III Street,residential,True,False,212.67299999999997,"LINESTRING (30.2750532 0.6547237, 30.2745941 0.6541922, 30.274504 0.6540857, 30.2743322 0.6538826, 30.274239 0.6537662, 30.2741104 0.6535992, 30.2740811 0.6535637, 30.2739807 0.6534388, 30.2738204 0.653262)",,,,,
203132188,,Kaboyo Road,residential,False,False,83.196,"LINESTRING (30.2750532 0.6547237, 30.2753323 0.6545031, 30.2756246 0.6542412)",,,,,
203161745,,,residential,False,False,49.326,"LINESTRING (30.2763901 0.6542255, 30.276106 0.6538848)",,,,,
170048253,,Mugurusi Road,residential,True,False,81.432,"LINESTRING (30.2763901 0.6542255, 30.2764186 0.6542557, 30.2764565 0.654286, 30.2764723 0.6543134, 30.2765179 0.6545435, 30.2765568 0.6546734, 30.2766145 0.6548053, 30.2766673 0.6548861)",,,,,
374886313,,,residential,False,True,46.14300000000001,"LINESTRING (30.2763901 0.6542255, 30.2763247 0.6542427, 30.276272 0.6542628, 30.2761688 0.6542998, 30.2761129 0.6543207, 30.2760671 0.6543244, 30.2760267 0.6543194, 30.2759924 0.6543124)",,,,,
170049558,,,residential,False,True,116.29700000000001,"LINESTRING (30.2775015 0.6572173, 30.2775747 0.6577115, 30.2775597 0.6578215, 30.2775311 0.657866, 30.2774942 0.6579073, 30.2774057 0.6579502, 30.2771891 0.6580235)",,,,,
374900214,,Kabundaire Road,residential,False,False,84.425,"LINESTRING (30.2775015 0.6572173, 30.2781081 0.6571314, 30.2782533 0.6571108)",,40,,,
374900214,,Kabundaire Road,residential,False,True,249.981,"LINESTRING (30.2775015 0.6572173, 30.2757935 0.6575713, 30.2753147 0.6577286)",,40,,,
203132188,,Kaboyo Road,residential,False,False,39.971,"LINESTRING (30.2744643 0.6552558, 30.2747359 0.6550203)",,,,,
203132188,,Kaboyo Road,residential,False,True,48.421,"LINESTRING (30.2744643 0.6552558, 30.2741353 0.6555411)",,,,,
203132188,,Kaboyo Road,residential,False,False,48.421,"LINESTRING (30.2741353 0.6555411, 30.2744643 0.6552558)",,,,,
203132188,,Kaboyo Road,residential,False,True,27.015,"LINESTRING (30.2741353 0.6555411, 30.2739522 0.6557008)",,,,,
170049554,,,residential,False,True,282.13800000000003,"LINESTRING (30.2793122 0.6604842, 30.2790277 0.6605524, 30.2788903 0.6605585, 30.2787702 0.6605464, 30.2786985 0.660533, 30.2786298 0.6605018, 30.2784921 0.6604165, 30.2784175 0.6603585, 30.2783964 0.6603362, 30.2783465 0.6602883, 30.2782392 0.6601316, 30.2781962 0.6600636, 30.2781495 0.6599709, 30.2780957 0.6598444, 30.2780494 0.6596935, 30.2780136 0.6595533, 30.2780101 0.6595004, 30.2780317 0.6591581, 30.2780628 0.6588882)",,,,,
375158278,,Toro Road,secondary,False,False,273.77400000000006,"LINESTRING (30.2793122 0.6604842, 30.2791257 0.6602393, 30.2789982 0.6600281, 30.2788554 0.6597961, 30.278671 0.659422, 30.2786516 0.6593495, 30.2786301 0.659251, 30.2785932 0.6590826, 30.2785932 0.6590545, 30.2785677 0.658905, 30.2785476 0.6587273, 30.2785584 0.6585536, 30.2785796 0.6583678, 30.2786046 0.6582197)",2,,,,
170049582,,,residential,False,True,83.293,"LINESTRING (30.2741902 0.659674, 30.274935 0.6595937)",,,,,
374900214,,Kabundaire Road,residential,False,False,132.923,"LINESTRING (30.2741902 0.659674, 30.2741251 0.6592187, 30.274097 0.6590791, 30.2740553 0.6587952, 30.2740507 0.6587069, 30.2740522 0.6586696, 30.2740642 0.6586317, 30.2741338 0.6585095)",,40,,,
170049562,,,residential,False,False,80.779,"LINESTRING (30.2774969 0.6601079, 30.2774204 0.6599255, 30.2773507 0.6596975, 30.2773101 0.6594101)",,,,,
374898496,,,residential,False,True,316.44000000000005,"LINESTRING (30.2774969 0.6601079, 30.2766717 0.6602287, 30.2762395 0.6602476, 30.2757729 0.6602675, 30.2756495 0.6602749, 30.2755531 0.6602862, 30.2755009 0.6602862, 30.2754505 0.6602785, 30.2754092 0.6602688, 30.2753506 0.660274, 30.2753153 0.6595877)",,,,,
170049562,,,residential,False,True,80.779,"LINESTRING (30.2773101 0.6594101, 30.2773507 0.6596975, 30.2774204 0.6599255, 30.2774969 0.6601079)",,,,,
170049582,,,residential,False,False,111.518,"LINESTRING (30.2773101 0.6594101, 30.2772281 0.6594198, 30.2766594 0.6594694, 30.2763107 0.6594936)",,,,,
666015898,,,residential,False,False,154.82,"LINESTRING (30.2773101 0.6594101, 30.2772468 0.6584902, 30.2771891 0.6580235)",,,,,
170049558,,,residential,False,False,116.297,"LINESTRING (30.2771891 0.6580235, 30.2774057 0.6579502, 30.2774942 0.6579073, 30.2775311 0.657866, 30.2775597 0.6578215, 30.2775747 0.6577115, 30.2775015 0.6572173)",,,,,
170049558,,,residential,False,True,93.756,"LINESTRING (30.2771891 0.6580235, 30.276539 0.6581783, 30.2763685 0.6582175)",,,,,
666015898,,,residential,False,True,154.82,"LINESTRING (30.2771891 0.6580235, 30.2772468 0.6584902, 30.2773101 0.6594101)",,,,,
170049582,,,residential,False,False,83.293,"LINESTRING (30.274935 0.6595937, 30.2741902 0.659674)",,,,,
170049582,,,residential,False,True,42.29,"LINESTRING (30.274935 0.6595937, 30.2753153 0.6595877)",,,,,
170049558,,,residential,False,False,164.13,"LINESTRING (30.274935 0.6595937, 30.2749195 0.6590794, 30.2749155 0.6590397, 30.2749142 0.6590005, 30.2749154 0.6589139, 30.2749474 0.6588413, 30.2749965 0.658772, 30.2752078 0.6585404, 30.2753792 0.6584389, 30.2754957 0.6584154)",,,,,
180824667,,,residential,False,True,190.528,"LINESTRING (30.2736322 0.6537096, 30.2747359 0.6550203)",,,,5,
180824667,,,residential,False,False,190.528,"LINESTRING (30.2747359 0.6550203, 30.2736322 0.6537096)",,,,5,
203132188,,Kaboyo Road,residential,False,False,39.334,"LINESTRING (30.2747359 0.6550203, 30.2749943 0.6547787)",,,,,
203132188,,Kaboyo Road,residential,False,True,39.971,"LINESTRING (30.2747359 0.6550203, 30.2744643 0.6552558)",,,,,
170049558,,,residential,False,False,78.977,"LINESTRING (30.2756763 0.6583768, 30.2760023 0.6583023, 30.2763685 0.6582175)",,,,,
170049558,,,residential,False,True,20.536,"LINESTRING (30.2756763 0.6583768, 30.2756022 0.6583939, 30.2754957 0.6584154)",,,,,
180917035,,,residential,False,False,131.323,"LINESTRING (30.2756763 0.6583768, 30.2756541 0.6590679, 30.2756469 0.6595574)",,,,,
170049582,,,residential,False,False,37.023,"LINESTRING (30.2756469 0.6595574, 30.2753153 0.6595877)",,,,,
170049582,,,residential,False,True,74.14699999999999,"LINESTRING (30.2756469 0.6595574, 30.2759753 0.6595271, 30.2763107 0.6594936)",,,,,
180917035,,,residential,False,True,131.323,"LINESTRING (30.2756469 0.6595574, 30.2756541 0.6590679, 30.2756763 0.6583768)",,,,,
170049558,,,residential,False,False,93.756,"LINESTRING (30.2763685 0.6582175, 30.276539 0.6581783, 30.2771891 0.6580235)",,,,,
170049558,,,residential,False,True,78.977,"LINESTRING (30.2763685 0.6582175, 30.2760023 0.6583023, 30.2756763 0.6583768)",,,,,
202384599,,,residential,False,False,142.041,"LINESTRING (30.2763685 0.6582175, 30.2763476 0.6586784, 30.2763107 0.6594936)",,,,,
170049582,,,residential,False,False,74.14699999999999,"LINESTRING (30.2763107 0.6594936, 30.2759753 0.6595271, 30.2756469 0.6595574)",,,,,
170049582,,,residential,False,True,111.51799999999999,"LINESTRING (30.2763107 0.6594936, 30.2766594 0.6594694, 30.2772281 0.6594198, 30.2773101 0.6594101)",,,,,
202384599,,,residential,False,True,142.041,"LINESTRING (30.2763107 0.6594936, 30.2763476 0.6586784, 30.2763685 0.6582175)",,,,,
204274478,A109,Fort Portal - Kasese Road,trunk,False,True,30.788,"LINESTRING (30.2740479 0.6522157, 30.2738679 0.6520053)",,,,,
204274478,A109,Fort Portal - Kasese Road,trunk,False,False,56.744,"LINESTRING (30.2740479 0.6522157, 30.2741506 0.6523457, 30.2743139 0.6525524, 30.2743643 0.6526161)",,,,,
204274478,A109,Fort Portal - Kasese Road,trunk,False,False,30.788,"LINESTRING (30.2738679 0.6520053, 30.2740479 0.6522157)",,,,,
204274478,A109,Fort Portal - Kasese Road,trunk,False,True,45.031,"LINESTRING (30.2738679 0.6520053, 30.2736047 0.6516975)",,,,,
204274478,A109,Fort Portal - Kasese Road,trunk,False,False,29.332,"LINESTRING (30.2743643 0.6526161, 30.2744091 0.6526729, 30.2744569 0.6527444, 30.2745172 0.6528309)",,,,,
204274478,A109,Fort Portal - Kasese Road,trunk,False,True,56.744,"LINESTRING (30.2743643 0.6526161, 30.2743139 0.6525524, 30.2741506 0.6523457, 30.2740479 0.6522157)",,,,,
170048253,,Mugurusi Road,residential,True,False,30.261,"LINESTRING (30.2797127 0.6546946, 30.2797082 0.6544653, 30.2797005 0.6544232)",,,,,
374898500,,,residential,False,False,76.11600000000001,"LINESTRING (30.2797127 0.6546946, 30.2796796 0.6546969, 30.2793613 0.6547197, 30.2793061 0.6547261, 30.2792799 0.6547284, 30.2792329 0.6547311, 30.2792081 0.6547324, 30.27918 0.6547331, 30.2791496 0.6547336, 30.2791077 0.6547341, 30.2790696 0.654735, 30.2790298 0.6547388)",,,,,
228526485,,Lugard Road,residential,True,False,135.095,"LINESTRING (30.2746077 0.6530797, 30.2746187 0.6531124, 30.2747681 0.6532898, 30.2748648 0.6534047, 30.2748729 0.6534144, 30.2749158 0.6534655, 30.2750474 0.6536219, 30.2751175 0.6537052, 30.2751452 0.6537382, 30.2752444 0.6538562, 30.2753475 0.6539788, 30.2753773 0.6540168)",,,,,
374883320,A109,,trunk,True,False,10.283999999999999,"LINESTRING (30.2746077 0.6530797, 30.2746508 0.6530628, 30.2746855 0.6530323)",,,,,roundabout
170048254,,,tertiary,False,True,52.601,"LINESTRING (30.2748306 0.6529872, 30.2753014 0.6529408)",,,,,
170048254,,,tertiary,False,False,13.549,"LINESTRING (30.2748306 0.6529872, 30.2747906 0.6529824, 30.2747617 0.6529797, 30.2747149 0.6529558)",,,,,
203115345,A109,Lugard Road,trunk,False,False,133.642,"LINESTRING (30.2746855 0.6530323, 30.2747657 0.6531034, 30.2748765 0.6531981, 30.2749319 0.6532586, 30.2749899 0.6533277, 30.2750386 0.6533861, 30.2750732 0.6534278, 30.2751616 0.6535376, 30.2751776 0.6535556, 30.2752282 0.6536118, 30.2753176 0.65372, 30.2754908 0.6539212)",,50,,,
374883320,A109,,trunk,True,False,9.225,"LINESTRING (30.2746855 0.6530323, 30.2747062 0.6529964, 30.2747149 0.6529558)",,,,,roundabout
374883320,A109,,trunk,True,False,9.533,"LINESTRING (30.2745237 0.6530693, 30.2745649 0.6530813, 30.2746077 0.6530797)",,,,,roundabout
170048254,,,tertiary,False,True,13.549,"LINESTRING (30.2747149 0.6529558, 30.2747617 0.6529797, 30.2747906 0.6529824, 30.2748306 0.6529872)",,,,,
374883320,A109,,trunk,True,False,31.503,"LINESTRING (30.2747149 0.6529558, 30.2747105 0.6529136, 30.2746931 0.6528749, 30.2746666 0.6528453, 30.2746326 0.6528248, 30.2745941 0.6528152, 30.2745545 0.6528173, 30.2745172 0.6528309)",,,,,roundabout
204274478,A109,Fort Portal - Kasese Road,trunk,False,True,29.332,"LINESTRING (30.2745172 0.6528309, 30.2744569 0.6527444, 30.2744091 0.6526729, 30.2743643 0.6526161)",,,,,
374883320,A109,,trunk,True,False,20.726,"LINESTRING (30.2745172 0.6528309, 30.2744808 0.6528599, 30.2744565 0.6528997, 30.2744474 0.6529454, 30.2744544 0.6529915)",,,,,roundabout
203115345,A109,Lugard Road,trunk,False,True,27.383000000000003,"LINESTRING (30.2756529 0.6541066, 30.2755277 0.6539631, 30.2754908 0.6539212)",,50,,,
374883319,A109,,trunk,True,False,17.386000000000003,"LINESTRING (30.2756529 0.6541066, 30.2756284 0.6541254, 30.2756118 0.6541515, 30.2756051 0.6541817, 30.2756098 0.6542141, 30.2756246 0.6542412)",,20,,,roundabout
203116292,A109,Lugard Road,trunk,False,False,25.1,"LINESTRING (30.2757368 0.6542635, 30.2758004 0.6544423, 30.2758162 0.6544746)",,50,,,
374883319,A109,,trunk,True,False,5.849,"LINESTRING (30.2757368 0.6542635, 30.2757544 0.6542508, 30.2757731 0.6542262)",,20,,,roundabout
374883319,A109,,trunk,True,False,24.882000000000005,"LINESTRING (30.2757731 0.6542262, 30.2757823 0.6541967, 30.2757808 0.6541658, 30.2757695 0.6541373, 30.2757478 0.6541146, 30.2757204 0.6541005, 30.2756824 0.6540973, 30.2756529 0.6541066)",,20,,,roundabout
374886313,,,residential,False,False,26.228,"LINESTRING (30.2757731 0.6542262, 30.2758396 0.6542558, 30.2758622 0.6542659, 30.2759672 0.6543056, 30.2759924 0.6543124)",,,,,
203132188,,Kaboyo Road,residential,False,True,83.196,"LINESTRING (30.2756246 0.6542412, 30.2753323 0.6545031, 30.2750532 0.6547237)",,,,,
374883319,A109,,trunk,True,False,13.742999999999999,"LINESTRING (30.2756246 0.6542412, 30.2756479 0.6542616, 30.2756767 0.6542728, 30.2757076 0.6542734, 30.2757368 0.6542635)",,20,,,roundabout
170048254,,,tertiary,False,False,4.836,"LINESTRING (30.2753448 0.6529379, 30.2753014 0.6529408)",,,,,
170048264,,,residential,False,True,137.156,"LINESTRING (30.2753448 0.6529379, 30.2753501 0.6525855, 30.2753495 0.6525553, 30.2753477 0.6525364, 30.2753075 0.6523199, 30.2753025 0.6522924, 30.2752981 0.652277, 30.275287 0.6522531, 30.2749824 0.6518056)",,,,,
374900214,,Kabundaire Road,residential,False,True,59.449,"LINESTRING (30.2753147 0.6577286, 30.2748052 0.6578907)",,40,,,
207081547,,,residential,False,False,78.984,"LINESTRING (30.2753147 0.6577286, 30.2753881 0.6580268, 30.2754717 0.6583287, 30.2754957 0.6584154)",,,,,
374900214,,Kabundaire Road,residential,False,False,249.981,"LINESTRING (30.2753147 0.6577286, 30.2757935 0.6575713, 30.2775015 0.6572173)",,40,,,
170049558,,,residential,False,False,20.536,"LINESTRING (30.2754957 0.6584154, 30.2756022 0.6583939, 30.2756763 0.6583768)",,,,,
170049558,,,residential,False,True,164.13,"LINESTRING (30.2754957 0.6584154, 30.2753792 0.6584389, 30.2752078 0.6585404, 30.2749965 0.658772, 30.2749474 0.6588413, 30.2749154 0.6589139, 30.2749142 0.6590005, 30.2749155 0.6590397, 30.2749195 0.6590794, 30.274935 0.6595937)",,,,,
207081547,,,residential,False,True,78.98400000000001,"LINESTRING (30.2754957 0.6584154, 30.2754717 0.6583287, 30.2753881 0.6580268, 30.2753147 0.6577286)",,,,,
228526484,,Lugard Road,residential,True,False,20.279,"LINESTRING (30.2756871 0.6539803, 30.2756275 0.6539079, 30.275565 0.6538451)",,,,,
360781119,,,residential,False,True,20.362,"LINESTRING (30.2754964 0.6541559, 30.2753773 0.6540168)",,,,,
230117165,,,residential,False,False,16.5,"LINESTRING (30.2753773 0.6540168, 30.2754908 0.6539212)",,,,,
360781119,,,residential,False,False,20.362,"LINESTRING (30.2753773 0.6540168, 30.2754964 0.6541559)",,,,,
203160283,,Bwamba Road,primary,True,False,7.454,"LINESTRING (30.2737556 0.6532792, 30.2738204 0.653262)",,50,,,
374877696,,Rukidi III Street,residential,True,False,216.267,"LINESTRING (30.2737556 0.6532792, 30.2740133 0.6535856, 30.2749943 0.6547787)",,,,,
203132188,,Kaboyo Road,residential,False,False,8.961,"LINESTRING (30.2749943 0.6547787, 30.2750532 0.6547237)",,,,,
203132188,,Kaboyo Road,residential,False,True,39.334,"LINESTRING (30.2749943 0.6547787, 30.2747359 0.6550203)",,,,,
230117165,,,residential,False,True,16.5,"LINESTRING (30.2754908 0.6539212, 30.2753773 0.6540168)",,,,,
374883321,,,residential,False,False,11.818,"LINESTRING (30.2754908 0.6539212, 30.275565 0.6538451)",,,,,
203115345,A109,Lugard Road,trunk,False,False,27.383000000000003,"LINESTRING (30.2754908 0.6539212, 30.2755277 0.6539631, 30.2756529 0.6541066)",,50,,,
203115345,A109,Lugard Road,trunk,False,True,133.642,"LINESTRING (30.2754908 0.6539212, 30.2753176 0.65372, 30.2752282 0.6536118, 30.2751776 0.6535556, 30.2751616 0.6535376, 30.2750732 0.6534278, 30.2750386 0.6533861, 30.2749899 0.6533277, 30.2749319 0.6532586, 30.2748765 0.6531981, 30.2747657 0.6531034, 30.2746855 0.6530323)",,50,,,
374883321,,,residential,False,True,11.818,"LINESTRING (30.275565 0.6538451, 30.2754908 0.6539212)",,,,,
228526484,,Lugard Road,residential,True,False,125.64999999999999,"LINESTRING (30.275565 0.6538451, 30.2755479 0.6538229, 30.2755233 0.6537966, 30.2754212 0.653691, 30.2753905 0.6536556, 30.2753181 0.6535753, 30.2752461 0.6534925, 30.275216 0.6534611, 30.2751455 0.6533743, 30.2751109 0.6533338, 30.2749943 0.6531953, 30.2748306 0.6529872)",,,,,
203161745,,,residential,False,True,49.326,"LINESTRING (30.276106 0.6538848, 30.2763901 0.6542255)",,,,,
203161745,,,residential,False,False,137.949,"LINESTRING (30.276106 0.6538848, 30.2760238 0.6537866, 30.2759289 0.653671, 30.2758542 0.6535877, 30.2758258 0.653557, 30.2757243 0.6534407, 30.2756221 0.6533275, 30.27556 0.6532566, 30.2755192 0.6532078, 30.2754295 0.6530979, 30.2753014 0.6529408)",,,,,
374886312,,,residential,False,False,46.209999999999994,"LINESTRING (30.276106 0.6538848, 30.2761198 0.653865, 30.2761537 0.6538468, 30.2761792 0.6538433, 30.2762035 0.6538481, 30.2762205 0.6538712, 30.2762389 0.6539162, 30.2762572 0.653959, 30.2762745 0.6539834, 30.27629 0.6539997, 30.276319 0.654027, 30.2763358 0.6540377, 30.2763491 0.6540481, 30.2763608 0.6540635, 30.2763664 0.6540724, 30.2763749 0.6540902)",,,,,
374886312,,,residential,False,True,46.209999999999994,"LINESTRING (30.2763749 0.6540902, 30.2763664 0.6540724, 30.2763608 0.6540635, 30.2763491 0.6540481, 30.2763358 0.6540377, 30.276319 0.654027, 30.27629 0.6539997, 30.2762745 0.6539834, 30.2762572 0.653959, 30.2762389 0.6539162, 30.2762205 0.6538712, 30.2762035 0.6538481, 30.2761792 0.6538433, 30.2761537 0.6538468, 30.2761198 0.653865, 30.276106 0.6538848)",,,,,
203116292,A109,Lugard Road,trunk,False,False,102.515,"LINESTRING (30.2758162 0.6544746, 30.2758502 0.6545439, 30.2758778 0.6546006, 30.2759345 0.6547076, 30.2759727 0.6547599, 30.2760223 0.6548075, 30.2760787 0.6548605, 30.2761605 0.6549228, 30.2762561 0.6549832, 30.2764595 0.6550985)",,50,,,
203116292,A109,Lugard Road,trunk,False,True,25.1,"LINESTRING (30.2758162 0.6544746, 30.2758004 0.6544423, 30.2757368 0.6542635)",,50,,,
374886599,,,residential,False,False,28.509999999999998,"LINESTRING (30.2758162 0.6544746, 30.2758669 0.6544492, 30.2759069 0.654423, 30.2759608 0.6543999, 30.2759667 0.6543777, 30.2759741 0.6543541, 30.2759924 0.6543124)",,,,,
374886313,,,residential,False,False,46.143,"LINESTRING (30.2759924 0.6543124, 30.2760267 0.6543194, 30.2760671 0.6543244, 30.2761129 0.6543207, 30.2761688 0.6542998, 30.276272 0.6542628, 30.2763247 0.6542427, 30.2763901 0.6542255)",,,,,
374886313,,,residential,False,True,26.227999999999998,"LINESTRING (30.2759924 0.6543124, 30.2759672 0.6543056, 30.2758622 0.6542659, 30.2758396 0.6542558, 30.2757731 0.6542262)",,,,,
374886599,,,residential,False,True,28.509999999999998,"LINESTRING (30.2759924 0.6543124, 30.2759741 0.6543541, 30.2759667 0.6543777, 30.2759608 0.6543999, 30.2759069 0.654423, 30.2758669 0.6544492, 30.2758162 0.6544746)",,,,,
203160285,,Bwamba Road,primary,True,False,7.727,"LINESTRING (30.2737458 0.6531748, 30.2736787 0.6531929)",,,,,
204274478,A109,Fort Portal - Kasese Road,trunk,False,False,45.031,"LINESTRING (30.2736047 0.6516975, 30.2738679 0.6520053)",,,,,
203132188,,Kaboyo Road,residential,False,False,84.274,"LINESTRING (30.2742613 0.6563917, 30.2741035 0.6560867, 30.2739522 0.6557008)",,,,,
"[170048242, 203132187, 203132188]",,Kaboyo Road,residential,False,True,177.904,"LINESTRING (30.2742613 0.6563917, 30.2742773 0.6564163, 30.2745094 0.6569052, 30.274521 0.6569352, 30.2745582 0.6570319, 30.2748052 0.6578907)",,,yes,,
374898493,,,residential,False,False,157.03699999999998,"LINESTRING (30.2742613 0.6563917, 30.2746483 0.6563248, 30.2747573 0.6563074, 30.274821 0.6562834, 30.275276 0.6559896, 30.2752874 0.6559829, 30.2752939 0.6559728, 30.2752941 0.6559581, 30.2752539 0.6558864, 30.2752526 0.6558776, 30.2752527 0.6558691, 30.2752575 0.6558623, 30.2752633 0.6558562, 30.2753897 0.6557888)",,,,,
374898493,,,residential,False,True,38.026,"LINESTRING (30.2756067 0.655954, 30.275504 0.6557771, 30.2754845 0.6557523, 30.275458 0.6557488, 30.2753897 0.6557888)",,,,,
170049582,,,residential,False,False,42.29,"LINESTRING (30.2753153 0.6595877, 30.274935 0.6595937)",,,,,
170049582,,,residential,False,True,37.023,"LINESTRING (30.2753153 0.6595877, 30.2756469 0.6595574)",,,,,
374898496,,,residential,False,False,316.44,"LINESTRING (30.2753153 0.6595877, 30.2753506 0.660274, 30.2754092 0.6602688, 30.2754505 0.6602785, 30.2755009 0.6602862, 30.2755531 0.6602862, 30.2756495 0.6602749, 30.2757729 0.6602675, 30.2762395 0.6602476, 30.2766717 0.6602287, 30.2774969 0.6601079)",,,,,
374898501,,,residential,False,True,233.60800000000003,"LINESTRING (30.2815167 0.6542254, 30.2813752 0.6542325, 30.2812796 0.6542572, 30.2812194 0.6543351, 30.2811535 0.6544368, 30.2811345 0.654466, 30.2810602 0.6545156, 30.280908 0.6546182, 30.2807027 0.6546748, 30.2804479 0.6547173, 30.2803134 0.6547492, 30.2802123 0.6547567, 30.2801318 0.6547452, 30.2799819 0.6546647, 30.2798445 0.654549, 30.2797005 0.6544232)",,,,,
170048253,,Mugurusi Road,residential,True,False,412.47600000000006,"LINESTRING (30.2766673 0.6548861, 30.2767123 0.6549389, 30.2767828 0.6549881, 30.277418 0.655395, 30.2776766 0.6554894, 30.2779498 0.6555633, 30.2781581 0.6555994, 30.2783917 0.6556262, 30.2784953 0.6556336, 30.2786006 0.6556389, 30.2787186 0.6556329, 30.2788384 0.655611, 30.2789459 0.6555786, 30.2790479 0.6555357, 30.2791639 0.6554854, 30.2792725 0.6554257, 30.2793905 0.6553285, 30.2794781 0.6552258, 30.2795286 0.6551575, 30.2795662 0.6550818, 30.2796379 0.6549336, 30.2797063 0.6547264, 30.2797127 0.6546946)",,,,,
374945335,,,residential,False,False,48.33,"LINESTRING (30.2766673 0.6548861, 30.2768894 0.6547432, 30.2769044 0.6547408, 30.2769229 0.6547418, 30.276943 0.6547468, 30.2769611 0.6547586, 30.2770322 0.6548209)",,,,,
374945335,,,residential,False,True,48.33,"LINESTRING (30.2770322 0.6548209, 30.2769611 0.6547586, 30.276943 0.6547468, 30.2769229 0.6547418, 30.2769044 0.6547408, 30.2768894 0.6547432, 30.2766673 0.6548861)",,,,,
203116292,A109,Lugard Road,trunk,False,False,248.67900000000003,"LINESTRING (30.2764595 0.6550985, 30.2767492 0.6552433, 30.277039 0.6554097, 30.2771877 0.6555169, 30.2773256 0.655642, 30.277456 0.6557791, 30.2776337 0.6560044, 30.277892 0.6564379, 30.2780052 0.656636)",,50,,,
