osmid,oneway,highway,reversed,length,geometry,lanes,ref
306622637,False,tertiary,False,163.22,"LINESTRING (29.8614433 -3.360596, 29.8618779 -3.3608477, 29.8622822 -3.3611081, 29.8623466 -3.3611315, 29.8624177 -3.3611348, 29.8625544 -3.3611094, 29.862649 -3.3610672, 29.8627402 -3.3610164)",,
319289069,False,primary,False,293.66999999999996,"LINESTRING (29.8614433 -3.360596, 29.8615158 -3.3608504, 29.8615734 -3.3611047, 29.8616284 -3.3615211, 29.8616217 -3.3617996, 29.8614514 -3.3632066)",2,RN 2
318220334,False,tertiary,False,394.643,"LINESTRING (29.8593847 -3.3678442, 29.8594942 -3.3666123, 29.8595684 -3.3658039, 29.8595765 -3.3656379, 29.8595417 -3.3654049, 29.85937 -3.3647061, 29.8593177 -3.3645963, 29.8592453 -3.3644932, 29.859134 -3.3644223)",,
319289069,False,primary,True,591.496,"LINESTRING (29.8593847 -3.3678442, 29.8595028 -3.3677023, 29.8596154 -3.3675778, 29.8598246 -3.3673783, 29.8604295 -3.3668709, 29.8606051 -3.3666768, 29.8607379 -3.3665108, 29.8608412 -3.3663341, 29.8609163 -3.3661854, 29.8610705 -3.3658374, 29.8611872 -3.3654625, 29.8612261 -3.3652121, 29.8612556 -3.3649631, 29.8614514 -3.3632066)",2,RN 2
1149002078,False,residential,False,93.624,"LINESTRING (29.8571666 -3.3639564, 29.8572131 -3.3631157)",,
318220334,False,tertiary,False,120.683,"LINESTRING (29.8571666 -3.3639564, 29.8570043 -3.3639456, 29.8568045 -3.3639349, 29.856665 -3.3639416, 29.8564759 -3.3639724, 29.8562989 -3.3640072, 29.8560923 -3.3640581)",,
318220334,False,tertiary,True,230.07000000000002,"LINESTRING (29.8571666 -3.3639564, 29.8572752 -3.3639885, 29.857416 -3.3640809, 29.8575327 -3.3641759, 29.8576286 -3.3642462, 29.8577137 -3.364279, 29.8585135 -3.3643652, 29.858969 -3.3643821, 29.859134 -3.3644223)",,
319289069,False,primary,False,591.496,"LINESTRING (29.8614514 -3.3632066, 29.8612556 -3.3649631, 29.8612261 -3.3652121, 29.8611872 -3.3654625, 29.8610705 -3.3658374, 29.8609163 -3.3661854, 29.8608412 -3.3663341, 29.8607379 -3.3665108, 29.8606051 -3.3666768, 29.8604295 -3.3668709, 29.8598246 -3.3673783, 29.8596154 -3.3675778, 29.8595028 -3.3677023, 29.8593847 -3.3678442)",2,RN 2
319289069,False,primary,True,293.67,"LINESTRING (29.8614514 -3.3632066, 29.8616217 -3.3617996, 29.8616284 -3.3615211, 29.8615734 -3.3611047, 29.8615158 -3.3608504, 29.8614433 -3.360596)",2,RN 2
318220334,False,tertiary,False,230.07000000000002,"LINESTRING (29.859134 -3.3644223, 29.858969 -3.3643821, 29.8585135 -3.3643652, 29.8577137 -3.364279, 29.8576286 -3.3642462, 29.8575327 -3.3641759, 29.857416 -3.3640809, 29.8572752 -3.3639885, 29.8571666 -3.3639564)",,
318220334,False,tertiary,True,394.64300000000003,"LINESTRING (29.859134 -3.3644223, 29.8592453 -3.3644932, 29.8593177 -3.3645963, 29.85937 -3.3647061, 29.8595417 -3.3654049, 29.8595765 -3.3656379, 29.8595684 -3.3658039, 29.8594942 -3.3666123, 29.8593847 -3.3678442)",,
344544405,False,unclassified,False,165.64999999999998,"LINESTRING (29.859134 -3.3644223, 29.8592131 -3.3636645, 29.8592868 -3.3634128, 29.8594727 -3.3629858)",,
576017013,False,unclassified,True,481.86600000000004,"LINESTRING (29.8560119 -3.3602104, 29.8560736 -3.3603496, 29.8561406 -3.3605317, 29.8562372 -3.3606576, 29.8563847 -3.3607861, 29.8564678 -3.3608798, 29.8565698 -3.3610405, 29.8566368 -3.3611583, 29.8566583 -3.3612868, 29.8566972 -3.3615947, 29.8567271 -3.3617733, 29.8567481 -3.3618719, 29.856775 -3.361983, 29.856787 -3.3621771, 29.8567964 -3.3622922, 29.8568299 -3.3624435, 29.856838 -3.3625386, 29.8568138 -3.3625961, 29.8567589 -3.3626845, 29.8566623 -3.3627903, 29.8565644 -3.3628666, 29.856433 -3.3629764, 29.8563243 -3.3631143, 29.856201 -3.3633218, 29.8561111 -3.3635012, 29.8560803 -3.3635962, 29.8560722 -3.3636926, 29.8560695 -3.3638519, 29.8560923 -3.3640581)",,
318220334,False,tertiary,False,20.95,"LINESTRING (29.8560923 -3.3640581, 29.8559126 -3.3641157)",,
318220334,False,tertiary,True,120.683,"LINESTRING (29.8560923 -3.3640581, 29.8562989 -3.3640072, 29.8564759 -3.3639724, 29.856665 -3.3639416, 29.8568045 -3.3639349, 29.8570043 -3.3639456, 29.8571666 -3.3639564)",,
