osmid,lanes,name,highway,oneway,reversed,length,geometry,bridge,ref,maxspeed
48678596,2,Sandico Street,secondary,False,True,40.384,"LINESTRING (120.950242 14.7539491, 120.9505981 14.7540645)",,,
48678596,2,Sandico Street,secondary,False,False,37.611000000000004,"LINESTRING (120.950242 14.7539491, 120.9500745 14.7539241, 120.950004 14.7539266, 120.9499499 14.7539327, 120.949898 14.7539511)",,,
148477181,2,San Miguel Street,residential,False,True,65.49199999999999,"LINESTRING (120.950242 14.7539491, 120.9502166 14.7540022, 120.9499701 14.7544761)",,,
48678596,2,Sandico Street,secondary,False,False,51.727,"LINESTRING (120.949898 14.7539511, 120.9498615 14.7540154, 120.9497401 14.7542454, 120.9496785 14.754365)",,,
48678596,2,Sandico Street,secondary,False,True,37.611000000000004,"LINESTRING (120.949898 14.7539511, 120.9499499 14.7539327, 120.950004 14.7539266, 120.9500745 14.7539241, 120.950242 14.7539491)",,,
148477696,2,Sandico Street,secondary,False,False,68.384,"LINESTRING (120.9467118 14.7594829, 120.9463137 14.7599625)",,,
1151274870,2,A. Roxas Street,residential,False,True,98.945,"LINESTRING (120.9467118 14.7594829, 120.9475591 14.75983)",,,
148477696,2,Sandico Street,secondary,False,True,445.00300000000004,"LINESTRING (120.9467118 14.7594829, 120.9476556 14.7579478, 120.9477979 14.7577068, 120.9480186 14.7573465, 120.9488196 14.7560389)",,,
"[48678595, 48678596, 23717566]",2,Sandico Street,secondary,False,False,111.59,"LINESTRING (120.9515574 14.7544471, 120.9514032 14.7543901, 120.9507541 14.7541253, 120.9505981 14.7540645)",yes,,
23717566,2,Sandico Street,secondary,False,True,52.134,"LINESTRING (120.9515574 14.7544471, 120.9517063 14.7545107, 120.9520054 14.7546262)",,,
23717566,2,Sandico Street,secondary,False,True,55.352,"LINESTRING (120.9520054 14.7546262, 120.9524842 14.754809)",,,
23717566,2,Sandico Street,secondary,False,False,52.134,"LINESTRING (120.9520054 14.7546262, 120.9517063 14.7545107, 120.9515574 14.7544471)",,,
48678596,2,Sandico Street,secondary,False,False,40.384,"LINESTRING (120.9505981 14.7540645, 120.950242 14.7539491)",,,
"[48678595, 48678596, 23717566]",2,Sandico Street,secondary,False,True,111.59,"LINESTRING (120.9505981 14.7540645, 120.9507541 14.7541253, 120.9514032 14.7543901, 120.9515574 14.7544471)",yes,,
148477057,2,Esquerta Street,residential,False,True,69.534,"LINESTRING (120.9505981 14.7540645, 120.9505496 14.7541368, 120.9502746 14.7546058)",,,
24612115,1,Zulueta Street,residential,False,False,29.56,"LINESTRING (120.9491508 14.7561309, 120.9494196 14.7561866)",,,
24612115,1,Zulueta Street,residential,False,True,37.053,"LINESTRING (120.9491508 14.7561309, 120.9488196 14.7560389)",,,
148477181,2,San Miguel Street,residential,False,False,88.479,"LINESTRING (120.9491508 14.7561309, 120.949478 14.7554008)",,,
24612327,,San Miguel Street,residential,False,False,445.544,"LINESTRING (120.9491508 14.7561309, 120.9485825 14.7574328, 120.9483689 14.7579221, 120.9481263 14.7584543, 120.9475591 14.75983)",,,
148477181,2,San Miguel Street,residential,False,False,115.639,"LINESTRING (120.949478 14.7554008, 120.9499701 14.7544761)",,,
148477181,2,San Miguel Street,residential,False,True,88.479,"LINESTRING (120.949478 14.7554008, 120.9491508 14.7561309)",,,
929565340,1,Duran Street,residential,False,False,30.727,"LINESTRING (120.949478 14.7554008, 120.9492123 14.7552991)",,,
24612115,1,Zulueta Street,residential,False,True,29.56,"LINESTRING (120.9494196 14.7561866, 120.9491508 14.7561309)",,,
24612316,,,residential,False,False,73.17099999999999,"LINESTRING (120.9494196 14.7561866, 120.9494198 14.7562926, 120.94942 14.7563985, 120.9492743 14.7568218)",,,
148477057,2,Esquerta Street,residential,False,False,199.18200000000002,"LINESTRING (120.9494196 14.7561866, 120.949464 14.7561565, 120.949531 14.7560644, 120.9496326 14.7558716, 120.9502746 14.7546058)",,,
24612115,1,Zulueta Street,residential,False,False,37.053,"LINESTRING (120.9488196 14.7560389, 120.9491508 14.7561309)",,,
48678596,2,Sandico Street,secondary,False,True,92.467,"LINESTRING (120.9488196 14.7560389, 120.9492123 14.7552991)",,,
148477696,2,Sandico Street,secondary,False,False,445.00300000000004,"LINESTRING (120.9488196 14.7560389, 120.9480186 14.7573465, 120.9477979 14.7577068, 120.9476556 14.7579478, 120.9467118 14.7594829)",,,
24612314,2,Tawiran Street,residential,False,False,35.778,"LINESTRING (120.9499701 14.7544761, 120.9502746 14.7546058)",,,
24612314,2,Tawiran Street,residential,False,True,33.701,"LINESTRING (120.9499701 14.7544761, 120.9496785 14.754365)",,,
148477181,2,San Miguel Street,residential,False,True,115.639,"LINESTRING (120.9499701 14.7544761, 120.949478 14.7554008)",,,
148477181,2,San Miguel Street,residential,False,False,65.49199999999999,"LINESTRING (120.9499701 14.7544761, 120.9502166 14.7540022, 120.950242 14.7539491)",,,
24612314,2,Tawiran Street,residential,False,True,35.778,"LINESTRING (120.9502746 14.7546058, 120.9499701 14.7544761)",,,
148477057,2,Esquerta Street,residential,False,False,69.534,"LINESTRING (120.9502746 14.7546058, 120.9505496 14.7541368, 120.9505981 14.7540645)",,,
148477057,2,Esquerta Street,residential,False,True,199.182,"LINESTRING (120.9502746 14.7546058, 120.9496326 14.7558716, 120.949531 14.7560644, 120.949464 14.7561565, 120.9494196 14.7561866)",,,
24612316,,,residential,False,True,73.171,"LINESTRING (120.9492743 14.7568218, 120.94942 14.7563985, 120.9494198 14.7562926, 120.9494196 14.7561866)",,,
24612317,2,,residential,False,True,199.394,"LINESTRING (120.9503586 14.7563179, 120.9508393 14.7565649, 120.9520205 14.7571127)",,,
881813715,,,residential,False,True,62.108999999999995,"LINESTRING (120.9503586 14.7563179, 120.9503099 14.7564477, 120.9502822 14.7565821, 120.9502863 14.7568655)",,,
