osmid,highway,oneway,reversed,length,name,lanes,ref,maxspeed,width,geometry,bridge
680849291,residential,False,False,93.831,San Roque,,,,,"LINESTRING (122.2609164 13.880519, 122.2606041 13.8813065)",
313334871,residential,False,True,45.409,,,,,,"LINESTRING (122.2628679 13.8804674, 122.2624677 13.8803416)",
349497227,secondary,False,False,49.79,Lopez - Catanauan,,,40,,"LINESTRING (122.2628679 13.8804674, 122.2626606 13.8808674)",
349497227,secondary,False,True,69.538,Lopez - Catanauan,,,40,,"LINESTRING (122.2628679 13.8804674, 122.2631777 13.8799191)",
313334878,residential,False,True,54.445,,,,,,"LINESTRING (122.261806 13.8805695, 122.2622869 13.8807171)",
313334878,residential,False,False,54.445,,,,,,"LINESTRING (122.2622869 13.8807171, 122.261806 13.8805695)",
313334878,residential,False,True,43.665,,,,,,"LINESTRING (122.2622869 13.8807171, 122.2626606 13.8808674)",
680849289,residential,False,False,46.09,,,,,,"LINESTRING (122.2622869 13.8807171, 122.2624677 13.8803416)",
313334878,residential,False,False,43.665,,,,,,"LINESTRING (122.2626606 13.8808674, 122.2622869 13.8807171)",
349497227,secondary,False,False,140.672,Lopez - Catanauan,,,40,,"LINESTRING (122.2626606 13.8808674, 122.2620986 13.8820088)",
349497227,secondary,False,True,49.79,Lopez - Catanauan,,,40,,"LINESTRING (122.2626606 13.8808674, 122.2628679 13.8804674)",
4705395,residential,False,False,133.314,San Jose,,,,,"LINESTRING (122.2606041 13.8813065, 122.2617211 13.8818179)",
4705395,residential,False,True,48.681,San Jose,,,,,"LINESTRING (122.2606041 13.8813065, 122.2601849 13.8811451)",
680849291,residential,False,False,36.497,San Roque,,,,,"LINESTRING (122.2606041 13.8813065, 122.2604898 13.8816154)",
680849291,residential,False,True,93.831,San Roque,,,,,"LINESTRING (122.2606041 13.8813065, 122.2609164 13.880519)",
313334862,residential,False,False,130.961,Abines Street,,,,,"LINESTRING (122.2604898 13.8816154, 122.2615789 13.8821343)",
680849291,residential,False,False,150.096,San Roque,,,,,"LINESTRING (122.2604898 13.8816154, 122.2599503 13.8828595)",
680849291,residential,False,True,36.497,San Roque,,,,,"LINESTRING (122.2604898 13.8816154, 122.2606041 13.8813065)",
4705395,residential,False,False,45.947,San Jose,,,,,"LINESTRING (122.2617211 13.8818179, 122.2620986 13.8820088)",
4705395,residential,False,True,133.314,San Jose,,,,,"LINESTRING (122.2617211 13.8818179, 122.2606041 13.8813065)",
313334854,residential,False,True,38.385,,,,,,"LINESTRING (122.2617211 13.8818179, 122.2615789 13.8821343)",
4705395,residential,False,True,45.947,San Jose,,,,,"LINESTRING (122.2620986 13.8820088, 122.2617211 13.8818179)",
349497227,secondary,False,False,140.912,Lopez - Catanauan,,,40,,"LINESTRING (122.2620986 13.8820088, 122.2615351 13.8831519)",
349497227,secondary,False,True,140.672,Lopez - Catanauan,,,40,,"LINESTRING (122.2620986 13.8820088, 122.2626606 13.8808674)",
"[326173618, 328124965, 870128301]",unclassified,False,False,141.713,San Jose,,,,,"LINESTRING (122.2620986 13.8820088, 122.2626909 13.8822655, 122.2628788 13.8823586, 122.2629578 13.8823968, 122.2632845 13.8825547)",yes
313334854,residential,False,False,38.385,,,,,,"LINESTRING (122.2615789 13.8821343, 122.2617211 13.8818179)",
313334854,residential,False,True,102.533,,,,,,"LINESTRING (122.2615789 13.8821343, 122.261191 13.882976)",
313334862,residential,False,True,130.961,Abines Street,,,,,"LINESTRING (122.2615789 13.8821343, 122.2604898 13.8816154)",
680849286,residential,False,False,67.184,San Francisco Street,,,,,"LINESTRING (122.2612079 13.8823249, 122.2609489 13.8828743)",
4705393,unclassified,False,False,184.059,Yumul,,,,,"LINESTRING (122.2593421 13.8826063, 122.2599067 13.8810444)",
4705393,unclassified,False,True,41.418,Yumul,,,,,"LINESTRING (122.2593421 13.8826063, 122.2592045 13.882954)",
313334904,residential,False,False,32.549,,,,,,"LINESTRING (122.2593421 13.8826063, 122.2596196 13.8827208)",
313334914,residential,False,False,41.445,San Francisco Street,,,,,"LINESTRING (122.2609489 13.8828743, 122.2607718 13.883205)",
680849286,residential,False,True,67.184,San Francisco Street,,,,,"LINESTRING (122.2609489 13.8828743, 122.2612079 13.8823249)",
680849287,residential,False,False,28.476,,,,,,"LINESTRING (122.2609489 13.8828743, 122.261191 13.882976)",
4705394,residential,False,False,185.533,Escobar Street,,,,,"LINESTRING (122.2596196 13.8827208, 122.2601849 13.8811451)",
4705394,residential,False,True,41.365,Escobar Street,,,,,"LINESTRING (122.2596196 13.8827208, 122.2594773 13.8830662)",
313334904,residential,False,False,38.887,,,,,,"LINESTRING (122.2596196 13.8827208, 122.2599503 13.8828595)",
313334904,residential,False,True,32.549,,,,,,"LINESTRING (122.2596196 13.8827208, 122.2593421 13.8826063)",
313334904,residential,False,False,38.577,,,,,,"LINESTRING (122.2599503 13.8828595, 122.2602827 13.8829869)",
313334904,residential,False,True,38.887,,,,,,"LINESTRING (122.2599503 13.8828595, 122.2596196 13.8827208)",
680849291,residential,False,False,42.329,San Roque,,,,,"LINESTRING (122.2599503 13.8828595, 122.2597949 13.883209)",
680849291,residential,False,True,150.096,San Roque,,,,,"LINESTRING (122.2599503 13.8828595, 122.2604898 13.8816154)",
4705393,unclassified,False,False,41.418,Yumul,,,,,"LINESTRING (122.2592045 13.882954, 122.2593421 13.8826063)",
4705393,unclassified,False,True,39.586,Yumul,,,,,"LINESTRING (122.2592045 13.882954, 122.2590708 13.8832855)",
680849292,residential,False,False,31.982,,,,,,"LINESTRING (122.2592045 13.882954, 122.2594773 13.8830662)",
"[680849292, 313334911]",residential,False,True,76.197,,,,,,"LINESTRING (122.2592045 13.882954, 122.2589191 13.8828243, 122.258761 13.8831712)",
4705391,residential,False,True,43.96,Rosario Street,,,,,"LINESTRING (122.2602827 13.8829869, 122.2601183 13.8833486)",
313334904,residential,False,False,58.1,,,,,,"LINESTRING (122.2602827 13.8829869, 122.2607718 13.883205)",
313334904,residential,False,True,38.577,,,,,,"LINESTRING (122.2602827 13.8829869, 122.2599503 13.8828595)",
4705394,residential,False,False,41.365,Escobar Street,,,,,"LINESTRING (122.2594773 13.8830662, 122.2596196 13.8827208)",
4705394,residential,False,True,39.044,Escobar Street,,,,,"LINESTRING (122.2594773 13.8830662, 122.2593501 13.8833949)",
680849292,residential,False,False,37.782,,,,,,"LINESTRING (122.2594773 13.8830662, 122.2597949 13.883209)",
680849292,residential,False,True,31.982,,,,,,"LINESTRING (122.2594773 13.8830662, 122.2592045 13.882954)",
313334904,residential,False,False,28.672,,,,,,"LINESTRING (122.2607718 13.883205, 122.2610136 13.8833117)",
313334904,residential,False,True,58.1,,,,,,"LINESTRING (122.2607718 13.883205, 122.2602827 13.8829869)",
313334914,residential,False,False,43.407,San Francisco Street,,,,,"LINESTRING (122.2607718 13.883205, 122.2605868 13.8835516)",
313334914,residential,False,True,41.445,San Francisco Street,,,,,"LINESTRING (122.2607718 13.883205, 122.2609489 13.8828743)",
680849291,residential,False,False,37.287,San Roque,,,,,"LINESTRING (122.2597949 13.883209, 122.2596642 13.8835194)",
680849291,residential,False,True,42.329,San Roque,,,,,"LINESTRING (122.2597949 13.883209, 122.2599503 13.8828595)",
680849292,residential,False,False,38.206,,,,,,"LINESTRING (122.2597949 13.883209, 122.2601183 13.8833486)",
680849292,residential,False,True,37.782,,,,,,"LINESTRING (122.2597949 13.883209, 122.2594773 13.8830662)",
313334888,residential,False,False,55.979,,,,,,"LINESTRING (122.2581697 13.8832209, 122.2586464 13.8834191)",
4705393,unclassified,False,False,39.586,Yumul,,,,,"LINESTRING (122.2590708 13.8832855, 122.2592045 13.882954)",
4705393,unclassified,False,True,31.57,Yumul,,,,,"LINESTRING (122.2590708 13.8832855, 122.2589574 13.8835472)",
313334856,residential,False,False,32.511,Villanueva Street,,,,,"LINESTRING (122.2590708 13.8832855, 122.2593501 13.8833949)",
313334856,residential,False,True,35.776,Villanueva Street,,,,,"LINESTRING (122.2590708 13.8832855, 122.258761 13.8831712)",
313334854,residential,False,False,41.954,,,,,,"LINESTRING (122.2610136 13.8833117, 122.261191 13.882976)",
313334854,residential,False,True,42.874,,,,,,"LINESTRING (122.2610136 13.8833117, 122.2608294 13.8836533)",
313334904,residential,False,False,41.019,,,,,,"LINESTRING (122.2610136 13.8833117, 122.261349 13.8834851)",
313334904,residential,False,True,28.672,,,,,,"LINESTRING (122.2610136 13.8833117, 122.2607718 13.883205)",
4705391,residential,False,False,43.96,Rosario Street,,,,,"LINESTRING (122.2601183 13.8833486, 122.2602827 13.8829869)",
4705391,residential,False,True,36.455,Rosario Street,,,,,"LINESTRING (122.2601183 13.8833486, 122.2599764 13.8836461)",
680849292,residential,False,False,55.382,,,,,,"LINESTRING (122.2601183 13.8833486, 122.2605868 13.8835516)",
680849292,residential,False,True,38.206,,,,,,"LINESTRING (122.2601183 13.8833486, 122.2597949 13.883209)",
4705394,residential,False,False,39.044,Escobar Street,,,,,"LINESTRING (122.2593501 13.8833949, 122.2594773 13.8830662)",
4705394,residential,False,True,32.438,Escobar Street,,,,,"LINESTRING (122.2593501 13.8833949, 122.2592399 13.8836663)",
313334856,residential,False,False,36.623,Villanueva Street,,,,,"LINESTRING (122.2593501 13.8833949, 122.2596642 13.8835194)",
313334856,residential,False,True,32.511,Villanueva Street,,,,,"LINESTRING (122.2593501 13.8833949, 122.2590708 13.8832855)",
313334904,residential,False,True,41.019,,,,,,"LINESTRING (122.261349 13.8834851, 122.2610136 13.8833117)",
349497227,secondary,False,False,41.099,Lopez - Catanauan,,,40,,"LINESTRING (122.261349 13.8834851, 122.2611641 13.8838082)",
349497227,secondary,False,True,42.146,Lopez - Catanauan,,,40,,"LINESTRING (122.261349 13.8834851, 122.2615351 13.8831519)",
313334891,residential,False,False,60.172,,,,,,"LINESTRING (122.2580151 13.8834909, 122.2585187 13.8837229)",
313334856,residential,False,False,36.527,Villanueva Street,,,,,"LINESTRING (122.2596642 13.8835194, 122.2599764 13.8836461)",
313334856,residential,False,True,36.623,Villanueva Street,,,,,"LINESTRING (122.2596642 13.8835194, 122.2593501 13.8833949)",
680849291,residential,False,False,32.647,San Roque,,,,,"LINESTRING (122.2596642 13.8835194, 122.2595416 13.8837878)",
680849291,residential,False,True,37.287,San Roque,,,,,"LINESTRING (122.2596642 13.8835194, 122.2597949 13.883209)",
4705393,unclassified,False,False,31.57,Yumul,,,,,"LINESTRING (122.2589574 13.8835472, 122.2590708 13.8832855)",
4705393,unclassified,False,True,35.85,Yumul,,,,,"LINESTRING (122.2589574 13.8835472, 122.2588277 13.883844)",
313334888,residential,False,False,33.246,,,,,,"LINESTRING (122.2589574 13.8835472, 122.2592399 13.8836663)",
313334888,residential,False,True,36.468,,,,,,"LINESTRING (122.2589574 13.8835472, 122.2586464 13.8834191)",
313334914,residential,False,False,32.583,San Francisco Street,,,,,"LINESTRING (122.2605868 13.8835516, 122.2604466 13.8838111)",
313334914,residential,False,True,43.407,San Francisco Street,,,,,"LINESTRING (122.2605868 13.8835516, 122.2607718 13.883205)",
680849292,residential,False,False,28.525,,,,,,"LINESTRING (122.2605868 13.8835516, 122.2608294 13.8836533)",
680849292,residential,False,True,55.382,,,,,,"LINESTRING (122.2605868 13.8835516, 122.2601183 13.8833486)",
4705391,residential,False,False,36.455,Rosario Street,,,,,"LINESTRING (122.2599764 13.8836461, 122.2601183 13.8833486)",
4705391,residential,False,True,32.774,Rosario Street,,,,,"LINESTRING (122.2599764 13.8836461, 122.2598602 13.8839184)",
313334856,residential,False,False,53.971,Villanueva Street,,,,,"LINESTRING (122.2599764 13.8836461, 122.2604466 13.8838111)",
313334856,residential,False,True,36.527,Villanueva Street,,,,,"LINESTRING (122.2599764 13.8836461, 122.2596642 13.8835194)",
313334854,residential,False,False,42.874,,,,,,"LINESTRING (122.2608294 13.8836533, 122.2610136 13.8833117)",
313334854,residential,False,True,31.333,,,,,,"LINESTRING (122.2608294 13.8836533, 122.2606941 13.8839026)",
680849292,residential,False,False,40.025,,,,,,"LINESTRING (122.2608294 13.8836533, 122.2611641 13.8838082)",
680849292,residential,False,True,28.525,,,,,,"LINESTRING (122.2608294 13.8836533, 122.2605868 13.8835516)",
4705394,residential,False,False,32.438,Escobar Street,,,,,"LINESTRING (122.2592399 13.8836663, 122.2593501 13.8833949)",
4705394,residential,False,True,36.57,Escobar Street,,,,,"LINESTRING (122.2592399 13.8836663, 122.25913 13.8839774)",
313334888,residential,False,False,35.259,,,,,,"LINESTRING (122.2592399 13.8836663, 122.2595416 13.8837878)",
313334888,residential,False,True,33.246,,,,,,"LINESTRING (122.2592399 13.8836663, 122.2589574 13.8835472)",
313334888,residential,False,False,37.332,,,,,,"LINESTRING (122.2595416 13.8837878, 122.2598602 13.8839184)",
313334888,residential,False,True,35.259,,,,,,"LINESTRING (122.2595416 13.8837878, 122.2592399 13.8836663)",
680849291,residential,False,False,37.954,San Roque,,,,,"LINESTRING (122.2595416 13.8837878, 122.2594115 13.8841049)",
680849291,residential,False,True,32.647,San Roque,,,,,"LINESTRING (122.2595416 13.8837878, 122.2596642 13.8835194)",
349497227,secondary,False,False,29.67,Lopez - Catanauan,,,40,,"LINESTRING (122.2611641 13.8838082, 122.2610341 13.8840433)",
349497227,secondary,False,True,41.099,Lopez - Catanauan,,,40,,"LINESTRING (122.2611641 13.8838082, 122.261349 13.8834851)",
680849292,residential,False,True,40.025,,,,,,"LINESTRING (122.2611641 13.8838082, 122.2608294 13.8836533)",
313334856,residential,False,False,28.588,Villanueva Street,,,,,"LINESTRING (122.2604466 13.8838111, 122.2606941 13.8839026)",
313334856,residential,False,True,53.971,Villanueva Street,,,,,"LINESTRING (122.2604466 13.8838111, 122.2599764 13.8836461)",
313334914,residential,False,False,36.776,San Francisco Street,,,,,"LINESTRING (122.2604466 13.8838111, 122.2602748 13.8840967)",
313334914,residential,False,True,32.583,San Francisco Street,,,,,"LINESTRING (122.2604466 13.8838111, 122.2605868 13.8835516)",
4705393,unclassified,False,False,35.85,Yumul,,,,,"LINESTRING (122.2588277 13.883844, 122.2589574 13.8835472)",
4705393,unclassified,False,True,25.474,Yumul,,,,,"LINESTRING (122.2588277 13.883844, 122.2587424 13.8840576)",
313334891,residential,False,False,35.845,,,,,,"LINESTRING (122.2588277 13.883844, 122.25913 13.8839774)",
313334891,residential,False,True,35.971,,,,,,"LINESTRING (122.2588277 13.883844, 122.2585187 13.8837229)",
313334854,residential,False,False,31.333,,,,,,"LINESTRING (122.2606941 13.8839026, 122.2608294 13.8836533)",
313334854,residential,False,True,38.609,,,,,,"LINESTRING (122.2606941 13.8839026, 122.2605176 13.8842046)",
313334856,residential,False,False,39.897,Villanueva Street,,,,,"LINESTRING (122.2606941 13.8839026, 122.2610341 13.8840433)",
313334856,residential,False,True,28.588,Villanueva Street,,,,,"LINESTRING (122.2606941 13.8839026, 122.2604466 13.8838111)",
4705391,residential,False,False,32.774,Rosario Street,,,,,"LINESTRING (122.2598602 13.8839184, 122.2599764 13.8836461)",
4705391,residential,False,True,36.685,Rosario Street,,,,,"LINESTRING (122.2598602 13.8839184, 122.2597179 13.884218)",
313334888,residential,False,True,37.332,,,,,,"LINESTRING (122.2598602 13.8839184, 122.2595416 13.8837878)",
4705394,residential,False,False,36.57,Escobar Street,,,,,"LINESTRING (122.25913 13.8839774, 122.2592399 13.8836663)",
4705394,residential,False,True,26.493,Escobar Street,,,,,"LINESTRING (122.25913 13.8839774, 122.2590433 13.8842003)",
313334891,residential,False,False,33.531,,,,,,"LINESTRING (122.25913 13.8839774, 122.2594115 13.8841049)",
313334891,residential,False,True,35.845,,,,,,"LINESTRING (122.25913 13.8839774, 122.2588277 13.883844)",
313334856,residential,False,False,65.241,Villanueva Street,,,,,"LINESTRING (122.2610341 13.8840433, 122.261593 13.8842666)",
313334856,residential,False,True,39.897,Villanueva Street,,,,,"LINESTRING (122.2610341 13.8840433, 122.2606941 13.8839026)",
349497227,secondary,False,False,38.99,Lopez - Catanauan,,,40,,"LINESTRING (122.2610341 13.8840433, 122.2608532 13.8843468)",
349497227,secondary,False,True,29.67,Lopez - Catanauan,,,40,,"LINESTRING (122.2610341 13.8840433, 122.2611641 13.8838082)",
313334891,residential,False,False,35.385,,,,,,"LINESTRING (122.2594115 13.8841049, 122.2597179 13.884218)",
313334891,residential,False,True,33.531,,,,,,"LINESTRING (122.2594115 13.8841049, 122.25913 13.8839774)",
680849291,residential,False,False,27.059,San Roque,,,,,"LINESTRING (122.2594115 13.8841049, 122.2593239 13.8843329)",
680849291,residential,False,True,37.954,San Roque,,,,,"LINESTRING (122.2594115 13.8841049, 122.2595416 13.8837878)",
313334890,residential,False,False,28.825,,,,,,"LINESTRING (122.2602748 13.8840967, 122.2605176 13.8842046)",
313334914,residential,False,False,36.859,San Francisco Street,,,,,"LINESTRING (122.2602748 13.8840967, 122.2601109 13.8843875)",
313334914,residential,False,True,36.776,San Francisco Street,,,,,"LINESTRING (122.2602748 13.8840967, 122.2604466 13.8838111)",
313334918,residential,False,False,59.386,,,,,,"LINESTRING (122.2577057 13.8841928, 122.2582063 13.8844143)",
313334854,residential,False,False,38.609,,,,,,"LINESTRING (122.2605176 13.8842046, 122.2606941 13.8839026)",
313334854,residential,False,True,37.619,,,,,,"LINESTRING (122.2605176 13.8842046, 122.2603577 13.8845052)",
313334890,residential,False,False,39.527,,,,,,"LINESTRING (122.2605176 13.8842046, 122.2608532 13.8843468)",
313334890,residential,False,True,28.825,,,,,,"LINESTRING (122.2605176 13.8842046, 122.2602748 13.8840967)",
4705391,residential,False,False,36.685,Rosario Street,,,,,"LINESTRING (122.2597179 13.884218, 122.2598602 13.8839184)",
4705391,residential,False,True,29.903,Rosario Street,,,,,"LINESTRING (122.2597179 13.884218, 122.2596098 13.8844656)",
313334891,residential,False,True,35.385,,,,,,"LINESTRING (122.2597179 13.884218, 122.2594115 13.8841049)",
328124964,primary,False,True,33.688,General Vera Avenue,2,1,40,6.7,"LINESTRING (122.2593239 13.8843329, 122.2590433 13.8842003)",
680849291,residential,False,False,57.241,San Roque,,,,,"LINESTRING (122.2593239 13.8843329, 122.2591168 13.8848068)",
680849291,residential,False,True,27.059,San Roque,,,,,"LINESTRING (122.2593239 13.8843329, 122.2594115 13.8841049)",
328124964,primary,False,False,34.208,General Vera Avenue,2,1,40,6.7,"LINESTRING (122.2593239 13.8843329, 122.2595458 13.8844359, 122.2596098 13.8844656)",
313334890,residential,False,False,73.698,,,,,,"LINESTRING (122.2608532 13.8843468, 122.2614844 13.8845994)",
313334890,residential,False,True,39.527,,,,,,"LINESTRING (122.2608532 13.8843468, 122.2605176 13.8842046)",
349497227,secondary,False,False,39.539,Lopez - Catanauan,,,40,,"LINESTRING (122.2608532 13.8843468, 122.2606716 13.8846556)",
349497227,secondary,False,True,38.99,Lopez - Catanauan,,,40,,"LINESTRING (122.2608532 13.8843468, 122.2610341 13.8840433)",
313334902,residential,False,False,29.682,,,,,,"LINESTRING (122.2601109 13.8843875, 122.2603577 13.8845052)",
313334914,residential,False,False,31.678,San Francisco Street,,,,,"LINESTRING (122.2601109 13.8843875, 122.2599752 13.8846401)",
313334914,residential,False,True,36.859,San Francisco Street,,,,,"LINESTRING (122.2601109 13.8843875, 122.2602748 13.8840967)",
313334911,residential,False,False,61.49,,,,,,"LINESTRING (122.2582063 13.8844143, 122.2584368 13.8839086)",
313334911,residential,False,True,41.769,,,,,,"LINESTRING (122.2582063 13.8844143, 122.2580407 13.8847538)",
313334918,residential,False,False,38.181,,,,,,"LINESTRING (122.2582063 13.8844143, 122.2585295 13.8845538)",
313334918,residential,False,True,59.386,,,,,,"LINESTRING (122.2582063 13.8844143, 122.2577057 13.8841928)",
313334856,residential,False,True,65.241,Villanueva Street,,,,,"LINESTRING (122.261593 13.8842666, 122.2610341 13.8840433)",
313334902,residential,False,True,38.818,,,,,,"LINESTRING (122.261593 13.8842666, 122.2614844 13.8845994)",
"[313334856, 326173544, 328124966]",residential,False,False,80.451,Villanueva Street,,,,,"LINESTRING (122.261593 13.8842666, 122.2619021 13.8843554, 122.2620992 13.8844631, 122.262286 13.8845231)",yes
4705391,residential,False,False,29.903,Rosario Street,,,,,"LINESTRING (122.2596098 13.8844656, 122.2597179 13.884218)",
4705391,residential,False,True,56.86,Rosario Street,,,,,"LINESTRING (122.2596098 13.8844656, 122.2594035 13.8849361)",
328124964,primary,False,False,43.958,General Vera Avenue,2,1,40,6.7,"LINESTRING (122.2596098 13.8844656, 122.2599752 13.8846401)",
328124964,primary,False,True,34.208,General Vera Avenue,2,1,40,6.7,"LINESTRING (122.2596098 13.8844656, 122.2595458 13.8844359, 122.2593239 13.8843329)",
313334854,residential,False,False,37.619,,,,,,"LINESTRING (122.2603577 13.8845052, 122.2605176 13.8842046)",
313334854,residential,False,True,31.678,,,,,,"LINESTRING (122.2603577 13.8845052, 122.2602283 13.8847609)",
313334902,residential,False,False,37.787,,,,,,"LINESTRING (122.2603577 13.8845052, 122.2606716 13.8846556)",
313334902,residential,False,True,29.682,,,,,,"LINESTRING (122.2603577 13.8845052, 122.2601109 13.8843875)",
4705392,residential,False,False,59.77,Yumul,,,,,"LINESTRING (122.2585295 13.8845538, 122.2587424 13.8840576)",
4705392,residential,False,True,43.267,Yumul,,,,,"LINESTRING (122.2585295 13.8845538, 122.2583779 13.884914)",
313334918,residential,False,False,36.145,,,,,,"LINESTRING (122.2585295 13.8845538, 122.2588331 13.8846909)",
313334918,residential,False,True,38.181,,,,,,"LINESTRING (122.2585295 13.8845538, 122.2582063 13.8844143)",
313334890,residential,False,False,16.63,,,,,,"LINESTRING (122.2614844 13.8845994, 122.261629 13.884651)",
313334890,residential,False,True,73.698,,,,,,"LINESTRING (122.2614844 13.8845994, 122.2608532 13.8843468)",
313334902,residential,False,False,38.818,,,,,,"LINESTRING (122.2614844 13.8845994, 122.261593 13.8842666)",
313334902,residential,False,True,40.842,,,,,,"LINESTRING (122.2614844 13.8845994, 122.2613464 13.8849414)",
313334914,residential,False,True,31.678,San Francisco Street,,,,,"LINESTRING (122.2599752 13.8846401, 122.2601109 13.8843875)",
328124964,primary,False,True,43.958,General Vera Avenue,2,1,40,6.7,"LINESTRING (122.2599752 13.8846401, 122.2596098 13.8844656)",
328124964,primary,False,False,30.445,General Vera Avenue,2,1,40,6.7,"LINESTRING (122.2599752 13.8846401, 122.260114 13.8847063, 122.2602283 13.8847609)",
344931242,residential,False,False,57.287000000000006,San Francisco Street,,,,,"LINESTRING (122.2599752 13.8846401, 122.2598335 13.8849073, 122.2597417 13.8851026)",
313334890,residential,False,True,16.63,,,,,,"LINESTRING (122.261629 13.884651, 122.2614844 13.8845994)",
313334902,residential,False,False,29.981,,,,,,"LINESTRING (122.2606716 13.8846556, 122.2609278 13.8847597)",
313334902,residential,False,True,37.787,,,,,,"LINESTRING (122.2606716 13.8846556, 122.2603577 13.8845052)",
