osmid,highway,oneway,reversed,length,name,geometry,lanes,ref,junction,bridge
196602255,residential,False,True,68.591,,"LINESTRING (126.3515114 8.1855947, 126.3512216 8.1861408)",,,,
109697526,tertiary,False,False,137.942,Abarca Street,"LINESTRING (126.3515114 8.1855947, 126.3516651 8.1857101, 126.3525885 8.1862261)",,,,
196604240,trunk,True,False,99.085,Andres Soriano Avenue,"LINESTRING (126.3515114 8.1855947, 126.351671 8.1855442, 126.3518056 8.1855314, 126.3519629 8.1855052, 126.3520925 8.1854628, 126.3523742 8.1853565)",2,902,,
128848457,unclassified,False,False,20.179,Picasales Street,"LINESTRING (126.3533947 8.1878196, 126.3535506 8.1879151)",,,,
128848457,unclassified,False,True,88.634,Picasales Street,"LINESTRING (126.3533947 8.1878196, 126.3528103 8.187424, 126.3527727 8.1873888, 126.3527454 8.1873527)",,,,
"[153931453, 196602246]",unclassified,True,False,213.133,,"LINESTRING (126.3533947 8.1878196, 126.3528717 8.1886596, 126.3528679 8.1886963, 126.3528773 8.1887348, 126.3528988 8.1887587, 126.3531791 8.1889303, 126.3536033 8.1891931)",,,,
109697526,tertiary,False,False,145.329,Abarca Street,"LINESTRING (126.3529153 8.1864211, 126.354056 8.1870794)",,,,
109697526,tertiary,False,True,41.998,Abarca Street,"LINESTRING (126.3529153 8.1864211, 126.3525885 8.1862261)",,,,
153929875,unclassified,False,False,48.563,,"LINESTRING (126.3529153 8.1864211, 126.3528163 8.1868467)",,,,
153929875,unclassified,False,True,103.84100000000001,,"LINESTRING (126.3529153 8.1864211, 126.3530546 8.1858506, 126.3530691 8.1857866, 126.3530798 8.1857282, 126.3531153 8.185509)",,,,
153929878,residential,False,True,54.29,,"LINESTRING (126.3527454 8.1873527, 126.3525333 8.1877935)",,,,
128848457,unclassified,False,False,88.63400000000001,Picasales Street,"LINESTRING (126.3527454 8.1873527, 126.3527727 8.1873888, 126.3528103 8.187424, 126.3533947 8.1878196)",,,,
153929875,unclassified,False,True,16.77,,"LINESTRING (126.3527454 8.1873527, 126.3527392 8.1873158, 126.3527432 8.1872839, 126.3527545 8.1872034)",,,,
153929875,unclassified,False,False,40.242,,"LINESTRING (126.3528163 8.1868467, 126.3527545 8.1872034)",,,,
153929875,unclassified,False,True,48.563,,"LINESTRING (126.3528163 8.1868467, 126.3529153 8.1864211)",,,,
196602242,tertiary,False,False,75.83,R.B. Castillo Street,"LINESTRING (126.3528163 8.1868467, 126.352186 8.1865713)",,,,
196602242,tertiary,False,True,129.94,R.B. Castillo Street,"LINESTRING (126.3528163 8.1868467, 126.3530219 8.186944, 126.353222 8.1870423, 126.3534111 8.1871406, 126.353856 8.1873988)",,,,
